file,date,time,pipeline,metadata,SNR_mean,SNR_median,SNR_var
T2m3ws-20230106.103716-0035.p12_SN,07/01/2023,00:57:27,v01,m01,44.79661845075606,45.90523857284928,250.27093059767626
T2m3ws-20220718.104325-0330.p12_SN,19/07/2022,02:01:05,v01,m01,23.596692022458715,24.68678857425892,133.43114199808795
T2m3ws-20220913.164125-0160.p12_SN,14/09/2022,04:46:41,v01,m01,5.0571655248558836,5.2210035137322395,5.488080323283876
T2m3ws-20220709.152359-0515.p12_SN,12/07/2022,05:33:08,v01,m01,48.52640006777838,51.17799619811083,438.0490774551045
T2m3ws-20211211.140637-0072.p12_SN,15/12/2021,09:39:18,v01,m01,21.330401057233914,22.549463299393842,106.07516118475982
T2m3ws-20211025.173637-0119.p12_SN,26/10/2021,05:26:29,v01,m01,44.88990497068277,50.926472591852495,368.56825726851486
T2m3ws-20220426.123220-0026.p12_SN,07/05/2022,00:20:37,v01,m01,6.1540769828608815,5.721261546294276,17.303274805845174
T2m3ws-20220820.162335-0144.p12_SN,21/08/2022,07:25:41,v01,m01,3.2374619921457914,3.085654401106865,4.304180383589788
T2m3ws-20220716.124920-0226.p12_SN,17/07/2022,05:19:07,v01,m01,4.819573093820175,5.160210715783052,9.035629024343653
T2m3ws-20211009.165150-0126.p12_SN,10/10/2021,00:11:10,v01,m01,3.1343416437255636,2.8230339076248647,5.155656131507908
T2m3ws-20210914.183939-0190.p12_SN,20/11/2021,12:58:58,v01,m01,35.629473973700804,40.78584471085829,381.6519640712898
T2m3ws-20210915.180232-0377.p12_SN,20/11/2021,10:01:12,v01,m01,2.5276747890129654,2.6021659827442734,1.9094106193491247
T2m3ws-20211115.143731-0071.p12_SN,16/11/2021,06:06:05,v01,m01,30.177201266682452,31.13072724455183,96.60082366810536
T2m3ws-20220509.160759-0079.p12_SN,11/05/2022,05:30:59,v01,m01,-0.020765829317213217,-0.028369352420233387,0.41039580044117757
T2m3ws-20211025.161147-0116.p12_SN,26/10/2021,01:22:18,v01,m01,2.6800182028150683,2.7990125437919264,1.9629700785617978
T2m3ws-20211115.125303-0067.p12_SN,16/11/2021,06:03:36,v01,m01,197.67359171985552,209.75701891206865,9273.746626984297
T2m3ws-20211026.115233-0056.p12_SN,27/10/2021,02:10:29,v01,m01,3.672459199494754,3.911147061086446,1.698034344021458
T2m3ws-20211008.175054-0082.p12_SN,09/10/2021,10:14:01,v01,m01,28.47160033591358,31.581111644164206,206.87832428716155
T2m3ws-20210915.170157-0375.p12_SN,20/11/2021,11:13:14,v01,m01,1.0102961859049089,1.0120918849396912,0.32839529850699006
T2m3ws-20220817.141216-0035.p12_SN,18/08/2022,03:14:15,v01,m01,3.2861909733052355,3.2093768703863805,3.575325090505379
T2m3ws-20211026.131800-0059.p12_SN,27/10/2021,02:14:02,v01,m01,7.415861261954079,7.751507315894175,9.581711076829817
T2m3ws-20211114.171319-0065.p12_SN,15/11/2021,12:35:32,v01,m01,2.191775029175193,2.038516583330657,1.565671669559643
T2m3ws-20211026.144018-0062.p12_SN,27/10/2021,02:15:33,v01,m01,4.820291583440801,5.022920454311722,4.520392586888264
T2m3ws-20211024.160134-0093.p12_SN,25/10/2021,08:43:22,v01,m01,9.044136055038623,9.305175916300271,12.52018696198222
T2m3ws-20211007.173121-0040.p12_SN,20/11/2021,07:14:14,v01,m01,4.559356359090505,5.007195180446258,3.6482235907762
T2m3ws-20210914.175245-0188.p12_SN,20/11/2021,10:35:58,v01,m01,26.320803729516264,27.923393825875134,185.74828665654368
T2m3ws-20210926.131058-0069.p12_SN,18/10/2021,03:27:07,v01,m01,48.83073147550192,53.71343243880469,338.35176811132084
T2m3ws-20210916.162835-0478.p12_SN,20/11/2021,09:39:03,v01,m01,30.773890507547645,37.38781683263628,217.20805009212796
T2m3ws-20220502.145631-0027.p12_SN,07/05/2022,08:10:23,v01,m01,4.817916910762899,5.01087501308764,3.3278663696178934
T2m3ws-20211114.144003-0059.p12_SN,15/11/2021,11:45:03,v01,m01,21.87212230105951,26.637699929356785,96.16775606881754
T2m3ws-20210922.165306-0008.p12_SN,10/10/2021,01:27:08,v01,m01,4.804201629907296,4.83025170996963,5.95739840300951
T2m3ws-20221104.110100-0036.p12_SN,05/11/2022,06:33:57,v01,m01,10.073307230054988,10.433120325197715,13.958128318267834
T2m3ws-20220912.124224-0060.p12_SN,13/09/2022,03:40:40,v01,m01,13.016556183164003,12.990028629058495,28.460333233131042
T2m3ws-20220905.185818-0048.p12_SN,06/09/2022,09:11:46,v01,m01,0.8846541140129026,0.906253631769803,0.4101965774858818
T2m3ws-20211016.171517-0119.p12_SN,17/10/2021,03:03:46,v01,m01,7.645016006547234,7.652383405540739,11.443270533767278
T2m3ws-20210922.162607-0006.p12_SN,10/10/2021,01:26:53,v01,m01,4.771802382626779,4.501816537186327,5.7418987176086524
T2m3ws-20211027.130833-0058.p12_SN,28/10/2021,08:59:06,v01,m01,2.123504689373417,2.151011993918829,2.686174830134984
T2m3ws-20220625.193305-0172.p12_SN,09/07/2022,05:21:47,v01,m01,2.744229118791998,2.5074517078954144,3.7773538896688397
T2m3ws-20211017.154844-0100.p12_SN,18/10/2021,01:40:20,v01,m01,20.973093749067438,22.107427534464424,88.77061623658273
OBK-14880-WiFeS-Splice-UT20220615T162852-5.p12_SN,16/06/2022,14:58:41,v01,m01,0.6672098423042265,0.6517065317213465,0.6266415578449342
T2m3ws-20220428.155027-0033.p12_SN,07/05/2022,04:50:23,v01,m01,3.7389466338671022,3.6387964144746516,3.2931685813864915
OBK-6592-WiFeS-Blue-UT20211118T103849-4.p12_SN,18/11/2021,15:19:07,v01,m01,1.804089350944301,1.8073967209578259,1.0688723545018985
OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN,11/10/2022,13:33:14,v01,m01,32.64689466228739,33.38849372295635,157.47474976550612
T2m3ws-20220623.172702-0094.p12_SN,24/06/2022,10:46:37,v01,m01,16.59522671541485,16.769007393614412,41.9135119062728
T2m3ws-20210922.155908-0005.p12_SN,20/11/2021,09:20:43,v01,m01,4.0056908586717626,4.165312555255252,2.092178943620254
OBK-11968-WiFeS-Splice-UT20220613T192020-4.p12_SN,18/06/2022,12:30:36,v01,m01,0.6129908359506138,0.6297843254860096,0.2892708227838307
T2m3ws-20210914.170537-0186.p12_SN,20/11/2021,12:37:32,v01,m01,41.74306421853748,43.835342781263954,444.8269735462287
OBK-11872-WiFeS-Splice-UT20220614T112712-2.p12_SN,14/06/2022,15:08:53,v01,m01,9.962088881926467,11.652463813741143,30.372274968053073
T2m3ws-20210914.110126-0157.p12_SN,20/11/2021,10:57:42,v01,m01,5.831483288758124,5.832517877305232,5.640924899872882
T2m3ws-20220919.091424-0028.p12_SN,20/09/2022,04:56:06,v01,m01,13.039138795429988,13.439098873752323,35.98691732432576
OBK-14848-WiFeS-Splice-UT20220615T171540-1.p12_SN,16/06/2022,14:56:54,v01,m01,5.762825487078862,6.176963817570076,5.851101997572486
T2m3ws-20210914.143914-0180.p12_SN,20/11/2021,13:17:59,v01,m01,10.517683800355323,10.800054074622981,25.076798673232798
T2m3ws-20210915.185046-0379.p12_SN,10/10/2021,01:26:05,v01,m01,2.7769714837955664,2.803361097387461,2.195077244034081
T2m3ws-20211114.131522-0056.p12_SN,15/11/2021,11:46:52,v01,m01,53.7228937401076,54.153765369096575,712.515353994337
T2m3ws-20220917.182413-0251.p12_SN,18/09/2022,08:16:42,v01,m01,15.342003231350718,17.042615915989252,65.8625980690434
T2m3ws-20211114.114217-0053.p12_SN,15/11/2021,11:42:55,v01,m01,2.227753315124478,2.1791448478815942,1.1255218961019966
T2m3ws-20211214.124728-0063.p12_SN,16/12/2021,00:12:49,v01,m01,7.009011395505543,6.839000625432042,19.154801517386247
T2m3ws-20220817.153815-0038.p12_SN,18/08/2022,03:49:29,v01,m01,7.372172727813696,7.648674978689123,10.365527494334911
T2m3ws-20220913.153839-0158.p12_SN,14/09/2022,03:51:38,v01,m01,3.6210589272996305,3.474539673593253,9.320832879584204
T2m3ws-20210922.150706-0003.p12_SN,20/11/2021,08:47:57,v01,m01,3.480819157015522,3.6996138192764763,1.3737827976149959
T2m3ws-20211115.111210-0063.p12_SN,16/11/2021,06:01:10,v01,m01,1.656111268954298,1.7363621364957749,0.7191566860151358
T2m3ws-20220807.104858-0027.p12_SN,09/08/2022,11:25:21,v01,m01,0.46936075654672166,0.5126567803651669,0.1986222480225123
T2m3ws-20210922.174228-0010.p12_SN,20/11/2021,12:37:36,v01,m01,20.898327177648618,21.962099200333643,57.113217396344254
T2m3ws-20211220.130256-0059.p12_SN,21/12/2021,06:50:19,v01,m01,31.29256087107609,33.32060379538848,215.83718339053738
T2m3ws-20220715.161805-0150.p12_SN,16/07/2022,05:01:41,v01,m01,16.714084282747095,17.195318898150063,50.0433502208685
T2m3ws-20210914.162000-0184.p12_SN,20/11/2021,11:57:30,v01,m01,3.786697388554046,4.016781576403087,2.6536841206689203
OBK-12032-WiFeS-Splice-UT20220614T122234-1.p12_SN,18/06/2022,08:06:01,v01,m01,3.6997125254098018,4.183556368671036,3.621786577658071
T2m3ws-20220426.103050-0024.p12_SN,05/05/2022,08:28:48,v01,m01,6.9917875123309186,6.578409933819492,13.191451366605367
T2m3ws-20220817.165359-0041.p12_SN,18/08/2022,04:17:49,v01,m01,4.496582032988559,5.120047581304307,6.949579602061602
T2m3ws-20220912.134431-0062.p12_SN,13/09/2022,04:00:29,v01,m01,12.972433835370635,13.422686363612844,28.09224242792362
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN,22/10/2022,07:16:35,v01,m01,3.723792298560944,3.8216835729011844,2.3116042704007436
T2m3ws-20210926.161749-0076.p12_SN,20/11/2021,09:03:40,v01,m01,12.786662334668689,13.012851751761024,37.03072937136461
T2m3ws-20211211.122308-0068.p12_SN,15/12/2021,09:19:18,v01,m01,16.969352339133394,16.610904525594382,88.47713553032311
T2m3ws-20210926.145254-0073.p12_SN,20/11/2021,07:14:30,v01,m01,12.319630889001873,12.029023906493665,25.864022728333
T2m3ws-20210919.181217-0138.p12_SN,18/10/2021,02:40:06,v01,m01,10.838639320405509,11.445759946816187,7.338710433031574
