file,date,time,pipeline,metadata,SNR_mean,SNR_median,SNR_var
T2m3ws-20230106.103716-0035.p12_SN,07/01/2023,00:57:27,v01,m01,44.77361717239192,45.87923421289859,255.90676907020782
T2m3ws-20220718.104325-0330.p12_SN,19/07/2022,02:01:05,v01,m01,23.664515363738868,24.68380593467591,138.64564469914123
T2m3ws-20220913.164125-0160.p12_SN,14/09/2022,04:46:41,v01,m01,5.042078312737033,5.00131239336804,8.110133775928691
T2m3ws-20220709.152359-0515.p12_SN,12/07/2022,05:33:08,v01,m01,48.599165361305275,51.325658666545564,446.14389585901233
T2m3ws-20211211.140637-0072.p12_SN,15/12/2021,09:39:18,v01,m01,21.414076034921823,22.46048314941843,110.54108358651004
T2m3ws-20211025.173637-0119.p12_SN,26/10/2021,05:26:29,v01,m01,44.904153378524796,50.780150780150784,375.8991255153724
T2m3ws-20220426.123220-0026.p12_SN,07/05/2022,00:20:37,v01,m01,6.166223424686421,5.797933271918933,18.962679593401173
T2m3ws-20220820.162335-0144.p12_SN,21/08/2022,07:25:41,v01,m01,3.2448171765180462,3.174493509526497,5.402242636151463
T2m3ws-20220716.124920-0226.p12_SN,17/07/2022,05:19:07,v01,m01,4.8222193467509324,5.20833781660817,10.421863160274023
T2m3ws-20211009.165150-0126.p12_SN,10/10/2021,00:11:10,v01,m01,3.1584511040222094,2.986900807277113,6.492950951433843
T2m3ws-20210914.183939-0190.p12_SN,20/11/2021,12:58:58,v01,m01,35.65550697926031,40.78758697719349,389.59019429544014
T2m3ws-20210915.180232-0377.p12_SN,20/11/2021,10:01:12,v01,m01,2.5352905044498075,2.6649592549476133,2.355354342829501
T2m3ws-20211115.143731-0071.p12_SN,16/11/2021,06:06:05,v01,m01,30.159281620757113,31.139630713094895,108.4736965295164
T2m3ws-20220509.160759-0079.p12_SN,11/05/2022,05:30:59,v01,m01,-0.02032995410598457,-0.018046507204336835,1.6068202187254357
T2m3ws-20211025.161147-0116.p12_SN,26/10/2021,01:22:18,v01,m01,2.678785372477509,2.794016931598563,2.726453342647814
T2m3ws-20211115.125303-0067.p12_SN,16/11/2021,06:03:36,v01,m01,197.57713385257247,210.06910766246367,9296.7142290126
T2m3ws-20211026.115233-0056.p12_SN,27/10/2021,02:10:29,v01,m01,3.6656825835949713,3.8416090524092006,2.2586017924286628
T2m3ws-20211008.175054-0082.p12_SN,09/10/2021,10:14:01,v01,m01,28.51875212557521,31.851514629524818,211.6526991935638
T2m3ws-20210915.170157-0375.p12_SN,20/11/2021,11:13:14,v01,m01,1.0135360485308724,1.0255245361539798,0.44832258660707924
T2m3ws-20220817.141216-0035.p12_SN,18/08/2022,03:14:15,v01,m01,3.2852746264150126,3.1782738790447267,3.8389068552589505
T2m3ws-20211026.131800-0059.p12_SN,27/10/2021,02:14:02,v01,m01,7.41054676484391,7.701416902514437,10.246621452828498
T2m3ws-20211114.171319-0065.p12_SN,15/11/2021,12:35:32,v01,m01,2.1892155718896698,2.101121345614738,1.9445499024982416
T2m3ws-20211026.144018-0062.p12_SN,27/10/2021,02:15:33,v01,m01,4.818291352962118,4.926993767450458,6.339257892938439
T2m3ws-20211024.160134-0093.p12_SN,25/10/2021,08:43:22,v01,m01,9.059364142674147,9.192005082343742,15.881571263020767
T2m3ws-20211007.173121-0040.p12_SN,20/11/2021,07:14:14,v01,m01,4.556719516313627,4.9923146112013255,4.008987942643591
T2m3ws-20210914.175245-0188.p12_SN,20/11/2021,10:35:58,v01,m01,26.369446202648078,28.341003326194926,192.27901938291325
T2m3ws-20210926.131058-0069.p12_SN,18/10/2021,03:27:07,v01,m01,48.888795567227554,53.73504697687951,347.216169680347
T2m3ws-20210916.162835-0478.p12_SN,20/11/2021,09:39:03,v01,m01,30.777599781602685,37.17260432626766,223.374095123228
T2m3ws-20220502.145631-0027.p12_SN,07/05/2022,08:10:23,v01,m01,4.812147677680667,4.904793215891385,4.253935406396157
T2m3ws-20211114.144003-0059.p12_SN,15/11/2021,11:45:03,v01,m01,21.892443153097993,26.529733865761216,97.82311906623129
T2m3ws-20210922.165306-0008.p12_SN,10/10/2021,01:27:08,v01,m01,4.810003107419519,4.749866403476794,7.423249812942771
T2m3ws-20221104.110100-0036.p12_SN,05/11/2022,06:33:57,v01,m01,10.059747209704748,10.309576127020131,18.887312982777445
T2m3ws-20220912.124224-0060.p12_SN,13/09/2022,03:40:40,v01,m01,13.016266222602054,12.96738911778511,29.910145519357826
T2m3ws-20220905.185818-0048.p12_SN,06/09/2022,09:11:46,v01,m01,0.8878979296694316,0.8976264474409745,0.9180894835663734
T2m3ws-20211016.171517-0119.p12_SN,17/10/2021,03:03:46,v01,m01,7.6408951755189625,7.5737431882905835,13.012081122247604
T2m3ws-20210922.162607-0006.p12_SN,10/10/2021,01:26:53,v01,m01,4.771625328585084,4.567247065290845,7.0321795406367364
T2m3ws-20211027.130833-0058.p12_SN,28/10/2021,08:59:06,v01,m01,2.1216107164598266,2.1185853802900265,3.7582599737009836
T2m3ws-20220625.193305-0172.p12_SN,09/07/2022,05:21:47,v01,m01,2.7435478491157492,2.567544833085007,4.962881880411503
T2m3ws-20211017.154844-0100.p12_SN,18/10/2021,01:40:20,v01,m01,20.986767649212453,22.32866283307686,93.7336807248917
OBK-14880-WiFeS-Splice-UT20220615T162852-5.p12_SN,16/06/2022,14:58:41,v01,m01,0.6630433272931201,0.7035733411226329,1.867498233990684
T2m3ws-20220428.155027-0033.p12_SN,07/05/2022,04:50:23,v01,m01,3.730818578992158,3.6517694659611615,4.371252161375067
OBK-6592-WiFeS-Blue-UT20211118T103849-4.p12_SN,18/11/2021,15:19:07,v01,m01,1.8044826556301092,1.7894986257226806,1.867358523289473
OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN,11/10/2022,13:33:14,v01,m01,32.63700261063873,33.429732261507965,167.80647272631603
T2m3ws-20220623.172702-0094.p12_SN,24/06/2022,10:46:37,v01,m01,16.593923593181497,16.848793664749763,43.67458365765412
T2m3ws-20210922.155908-0005.p12_SN,20/11/2021,09:20:43,v01,m01,4.005417607269557,4.167797004692588,3.329944592795278
OBK-11968-WiFeS-Splice-UT20220613T192020-4.p12_SN,18/06/2022,12:30:36,v01,m01,0.6126320982136674,0.632386965580634,0.6620875925403081
T2m3ws-20210914.170537-0186.p12_SN,20/11/2021,12:37:32,v01,m01,41.86326551646851,44.134154025105424,459.2189773744231
OBK-11872-WiFeS-Splice-UT20220614T112712-2.p12_SN,14/06/2022,15:08:53,v01,m01,9.960923429288997,11.061437765854391,34.99699805252777
T2m3ws-20210914.110126-0157.p12_SN,20/11/2021,10:57:42,v01,m01,5.8267651887327965,5.856528327214668,7.162977378314968
T2m3ws-20220919.091424-0028.p12_SN,20/09/2022,04:56:06,v01,m01,13.038716714188089,13.43782470387007,37.55806632166859
OBK-14848-WiFeS-Splice-UT20220615T171540-1.p12_SN,16/06/2022,14:56:54,v01,m01,5.752433610370998,5.981094495398109,6.8582993349305275
T2m3ws-20210914.143914-0180.p12_SN,20/11/2021,13:17:59,v01,m01,10.527211225323594,10.914780544390192,26.293377443895572
T2m3ws-20210915.185046-0379.p12_SN,10/10/2021,01:26:05,v01,m01,2.7801592290857577,2.82053202511578,2.611232649844445
T2m3ws-20211114.131522-0056.p12_SN,15/11/2021,11:46:52,v01,m01,53.688610344504106,53.94862045614886,716.1303069463789
T2m3ws-20220917.182413-0251.p12_SN,18/09/2022,08:16:42,v01,m01,15.361976299831545,16.94310845357251,70.91951154547853
T2m3ws-20211114.114217-0053.p12_SN,15/11/2021,11:42:55,v01,m01,2.2270244944456703,2.238558095936748,1.5048985011437186
T2m3ws-20211214.124728-0063.p12_SN,16/12/2021,00:12:49,v01,m01,7.002334489536243,6.723787341023366,20.124825774263936
T2m3ws-20220817.153815-0038.p12_SN,18/08/2022,03:49:29,v01,m01,7.37419823662244,7.695390117896411,12.184246334140546
T2m3ws-20220913.153839-0158.p12_SN,14/09/2022,03:51:38,v01,m01,3.5596986940470634,3.5353670056120463,6.716205892195822
T2m3ws-20210922.150706-0003.p12_SN,20/11/2021,08:47:57,v01,m01,3.4782338597681868,3.574750336305698,1.9027602979934615
T2m3ws-20211115.111210-0063.p12_SN,16/11/2021,06:01:10,v01,m01,1.6549993049601863,1.7012939624442138,2.036695698177544
T2m3ws-20220807.104858-0027.p12_SN,09/08/2022,11:25:21,v01,m01,0.4681370649948721,0.489825299703757,0.2981380103464503
T2m3ws-20210922.174228-0010.p12_SN,20/11/2021,12:37:36,v01,m01,20.9054818701875,22.12970490118591,59.647910107392136
T2m3ws-20211220.130256-0059.p12_SN,21/12/2021,06:50:19,v01,m01,31.33106483604227,33.5354795774062,222.78263002680237
T2m3ws-20220715.161805-0150.p12_SN,16/07/2022,05:01:41,v01,m01,16.69638194352281,17.299760380249047,55.358876910908755
T2m3ws-20210914.162000-0184.p12_SN,20/11/2021,11:57:30,v01,m01,3.7935622662613886,3.9711720226843097,3.4688201476432625
OBK-12032-WiFeS-Splice-UT20220614T122234-1.p12_SN,18/06/2022,08:06:01,v01,m01,3.7004296494456823,3.978782245007285,4.993577313111487
T2m3ws-20220426.103050-0024.p12_SN,05/05/2022,08:28:48,v01,m01,7.003842950300587,6.723032739804709,16.362927374227368
T2m3ws-20220817.165359-0041.p12_SN,18/08/2022,04:17:49,v01,m01,4.498127777760518,4.9218982909834645,9.517893919283313
T2m3ws-20220912.134431-0062.p12_SN,13/09/2022,04:00:29,v01,m01,12.971622744471059,13.516797494277128,33.12920290034188
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN,22/10/2022,07:16:35,v01,m01,3.7212497365616746,3.8265124318728123,2.842708210071956
T2m3ws-20210926.161749-0076.p12_SN,20/11/2021,09:03:40,v01,m01,12.829312530172961,13.30865716667328,41.68439512093159
T2m3ws-20211211.122308-0068.p12_SN,15/12/2021,09:19:18,v01,m01,16.99861342818859,16.745552233813473,94.31218772144473
T2m3ws-20210926.145254-0073.p12_SN,20/11/2021,07:14:30,v01,m01,12.336211298553295,12.17638583453401,27.80277696090053
T2m3ws-20210919.181217-0138.p12_SN,18/10/2021,02:40:06,v01,m01,10.83551211062487,11.27674519126864,8.825572890743967
