file,date,time,pipeline,metadata,SNR_mean,SNR_median,SNR_var
T2m3ws-20230106.103716-0035.p12_SN,07/01/2023,00:57:27,v01,m01,44.75831964414919,46.007989172267955,251.28506898339282
T2m3ws-20220718.104325-0330.p12_SN,19/07/2022,02:01:05,v01,m01,23.577107953256316,24.5795598330195,133.33676112665339
T2m3ws-20220913.164125-0160.p12_SN,14/09/2022,04:46:41,v01,m01,5.0536074320010025,5.264786062267159,5.473509497333823
T2m3ws-20220709.152359-0515.p12_SN,12/07/2022,05:33:08,v01,m01,48.493304543296865,51.10942937060862,439.08603509149594
T2m3ws-20211211.140637-0072.p12_SN,15/12/2021,09:39:18,v01,m01,21.31644891178808,22.580763702881036,106.08102037685269
T2m3ws-20211025.173637-0119.p12_SN,26/10/2021,05:26:29,v01,m01,44.864354260002386,50.90640682603167,369.9448105555658
T2m3ws-20220426.123220-0026.p12_SN,07/05/2022,00:20:37,v01,m01,6.15004576722578,5.617203061377105,17.348827714773126
T2m3ws-20220820.162335-0144.p12_SN,21/08/2022,07:25:41,v01,m01,3.235402654550514,3.0854066385215444,4.336987299244336
T2m3ws-20220716.124920-0226.p12_SN,17/07/2022,05:19:07,v01,m01,4.814269269741533,5.158278688900193,9.010964336097153
T2m3ws-20211009.165150-0126.p12_SN,10/10/2021,00:11:10,v01,m01,3.132261097503119,2.7991279828644906,5.164223735212691
T2m3ws-20210914.183939-0190.p12_SN,20/11/2021,12:58:58,v01,m01,35.61854221007964,40.79615523248828,381.8108616227549
T2m3ws-20210915.180232-0377.p12_SN,20/11/2021,10:01:12,v01,m01,2.5263000532522684,2.5880604831124194,1.9237379369922478
T2m3ws-20211115.143731-0071.p12_SN,16/11/2021,06:06:05,v01,m01,30.161166043476552,31.170543349407847,94.67001810389172
T2m3ws-20220509.160759-0079.p12_SN,11/05/2022,05:30:59,v01,m01,-0.02076093605622844,-0.05844658351507081,0.4020487039951786
T2m3ws-20211025.161147-0116.p12_SN,26/10/2021,01:22:18,v01,m01,2.6780767509240366,2.7959292526295574,1.9688734971402282
T2m3ws-20211115.125303-0067.p12_SN,16/11/2021,06:03:36,v01,m01,197.5371366183048,209.92135548303196,9292.28834432444
T2m3ws-20211026.115233-0056.p12_SN,27/10/2021,02:10:29,v01,m01,3.672213377714978,3.910760905566271,1.717756595771624
T2m3ws-20211008.175054-0082.p12_SN,09/10/2021,10:14:01,v01,m01,28.452311991173037,31.74041277257202,207.07929303788717
T2m3ws-20210915.170157-0375.p12_SN,20/11/2021,11:13:14,v01,m01,1.0090327433052833,1.0131836597238522,0.3277596009884453
T2m3ws-20220817.141216-0035.p12_SN,18/08/2022,03:14:15,v01,m01,3.2841756765992827,3.235779099698494,3.5784372358196492
T2m3ws-20211026.131800-0059.p12_SN,27/10/2021,02:14:02,v01,m01,7.413747649140492,7.758141823939745,9.611985689921498
T2m3ws-20211114.171319-0065.p12_SN,15/11/2021,12:35:32,v01,m01,2.1907669130112417,2.027240158128809,1.5670031593332452
T2m3ws-20211026.144018-0062.p12_SN,27/10/2021,02:15:33,v01,m01,4.817938804900665,5.011552777091961,4.564381829056514
T2m3ws-20211024.160134-0093.p12_SN,25/10/2021,08:43:22,v01,m01,9.034713410581288,9.336431645573494,12.501276965329518
T2m3ws-20211007.173121-0040.p12_SN,20/11/2021,07:14:14,v01,m01,4.5584078480997405,5.039366855427442,3.6539927910380547
T2m3ws-20210914.175245-0188.p12_SN,20/11/2021,10:35:58,v01,m01,26.31474395395532,27.99323184247965,185.8526854043758
T2m3ws-20210926.131058-0069.p12_SN,18/10/2021,03:27:07,v01,m01,48.818785291092254,53.91324084974111,338.90472180186697
T2m3ws-20210916.162835-0478.p12_SN,20/11/2021,09:39:03,v01,m01,30.743010637770364,37.35993172605079,217.7069076318049
T2m3ws-20220502.145631-0027.p12_SN,07/05/2022,08:10:23,v01,m01,4.816597477402337,4.968336972949328,3.3425653735097813
T2m3ws-20211114.144003-0059.p12_SN,15/11/2021,11:45:03,v01,m01,21.857681056245557,26.615043599683624,96.34202235168065
T2m3ws-20210922.165306-0008.p12_SN,10/10/2021,01:27:08,v01,m01,4.802507667914282,4.824535384900589,5.967678590053366
T2m3ws-20221104.110100-0036.p12_SN,05/11/2022,06:33:57,v01,m01,10.06770723134805,10.35739605971,14.3425782701453
T2m3ws-20220912.124224-0060.p12_SN,13/09/2022,03:40:40,v01,m01,13.008088176965172,13.026259304493564,28.506661269737712
T2m3ws-20220905.185818-0048.p12_SN,06/09/2022,09:11:46,v01,m01,0.8833877951478476,0.8878082559687015,0.4071989251940946
T2m3ws-20211016.171517-0119.p12_SN,17/10/2021,03:03:46,v01,m01,7.640060088476495,7.6515865589696315,11.468602132551922
T2m3ws-20210922.162607-0006.p12_SN,10/10/2021,01:26:53,v01,m01,4.769294541070346,4.492139531745497,5.752932257439277
T2m3ws-20211027.130833-0058.p12_SN,28/10/2021,08:59:06,v01,m01,2.1211852600271848,2.10670342126958,2.613411605429276
T2m3ws-20220625.193305-0172.p12_SN,09/07/2022,05:21:47,v01,m01,2.7434135184449517,2.51756681065173,3.798409270681587
T2m3ws-20211017.154844-0100.p12_SN,18/10/2021,01:40:20,v01,m01,20.96197511484592,22.0438744098652,88.89953386860498
OBK-14880-WiFeS-Splice-UT20220615T162852-5.p12_SN,16/06/2022,14:58:41,v01,m01,0.666718454851866,0.6634045435649133,0.6293296988969872
T2m3ws-20220428.155027-0033.p12_SN,07/05/2022,04:50:23,v01,m01,3.7378473105297823,3.659195324505737,3.256895322481095
OBK-6592-WiFeS-Blue-UT20211118T103849-4.p12_SN,18/11/2021,15:19:07,v01,m01,1.8028768038408005,1.8250626203487268,1.0574070841000858
OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN,11/10/2022,13:33:14,v01,m01,32.62560499642948,33.39393570349493,158.45193330988172
T2m3ws-20220623.172702-0094.p12_SN,24/06/2022,10:46:37,v01,m01,16.58389607451426,16.814110624585684,42.02155109988921
T2m3ws-20210922.155908-0005.p12_SN,20/11/2021,09:20:43,v01,m01,4.002458858642982,4.186590164614651,2.1000815211334225
OBK-11968-WiFeS-Splice-UT20220613T192020-4.p12_SN,18/06/2022,12:30:36,v01,m01,0.6127738830176656,0.6244535320209815,0.29476049599783755
T2m3ws-20210914.170537-0186.p12_SN,20/11/2021,12:37:32,v01,m01,41.73322456108721,43.87556783362354,445.36542073973243
OBK-11872-WiFeS-Splice-UT20220614T112712-2.p12_SN,14/06/2022,15:08:53,v01,m01,9.957567114809148,11.734177230441551,30.391439749755868
T2m3ws-20210914.110126-0157.p12_SN,20/11/2021,10:57:42,v01,m01,5.830847588470329,5.84444904627137,5.585299544542036
T2m3ws-20220919.091424-0028.p12_SN,20/09/2022,04:56:06,v01,m01,13.025170613626258,13.494232291966602,36.0566191600614
OBK-14848-WiFeS-Splice-UT20220615T171540-1.p12_SN,16/06/2022,14:56:54,v01,m01,5.759584421007207,6.235057668151194,5.88358888787408
T2m3ws-20210914.143914-0180.p12_SN,20/11/2021,13:17:59,v01,m01,10.51477116574957,10.846594724595132,25.11374351204237
T2m3ws-20210915.185046-0379.p12_SN,10/10/2021,01:26:05,v01,m01,2.7746034511484816,2.8419011501786913,2.1964389028101716
T2m3ws-20211114.131522-0056.p12_SN,15/11/2021,11:46:52,v01,m01,53.68499454482503,54.29993472584856,713.7692114215864
T2m3ws-20220917.182413-0251.p12_SN,18/09/2022,08:16:42,v01,m01,15.330684758226269,17.01323358568494,65.98234165915837
T2m3ws-20211114.114217-0053.p12_SN,15/11/2021,11:42:55,v01,m01,2.2256847471267993,2.1587239869490986,1.1291548777454818
T2m3ws-20211214.124728-0063.p12_SN,16/12/2021,00:12:49,v01,m01,7.008625573400324,6.906777214934117,19.13666136883107
T2m3ws-20220817.153815-0038.p12_SN,18/08/2022,03:49:29,v01,m01,7.366819797156413,7.653798435464361,10.38425805435483
T2m3ws-20220913.153839-0158.p12_SN,14/09/2022,03:51:38,v01,m01,3.624583115518482,3.4674090602603935,10.301992149359652
T2m3ws-20210922.150706-0003.p12_SN,20/11/2021,08:47:57,v01,m01,3.4785083368704925,3.713860807084971,1.3599899313134225
T2m3ws-20211115.111210-0063.p12_SN,16/11/2021,06:01:10,v01,m01,1.6554253303013033,1.7574254320566502,0.7302850804681511
T2m3ws-20220807.104858-0027.p12_SN,09/08/2022,11:25:21,v01,m01,0.4689820540323083,0.5179589786874024,0.198482494208432
T2m3ws-20210922.174228-0010.p12_SN,20/11/2021,12:37:36,v01,m01,20.882821949190344,21.87316625916871,57.434149253753894
T2m3ws-20211220.130256-0059.p12_SN,21/12/2021,06:50:19,v01,m01,31.273847874939012,33.39743537619633,216.27309367060312
