Wavelength,Flux,Error
3502.32,1.2235e+01,8.0774e+01
3503.10,7.7501e+01,7.8709e+01
3503.87,2.1654e+01,7.9826e+01
3504.65,1.9288e+01,8.0324e+01
3505.42,-2.1276e+01,7.9758e+01
3506.20,-1.8693e+02,8.0567e+01
3506.97,-5.6038e+01,8.0363e+01
3507.75,8.4509e+01,7.9549e+01
3508.52,6.3392e+01,7.7686e+01
3509.30,4.0957e+01,7.8932e+01
3510.07,3.8912e+01,7.8316e+01
3510.85,1.3844e+01,7.7713e+01
3511.62,5.8450e+01,7.8699e+01
3512.40,9.8435e+01,7.8424e+01
3513.17,-2.3585e+01,7.7681e+01
3513.95,-9.8804e+00,7.7096e+01
3514.72,8.2887e+01,7.6407e+01
3515.50,6.1323e+01,7.6180e+01
3516.27,4.7994e+01,7.5787e+01
3517.05,-2.7195e+01,7.5487e+01
3517.82,3.9802e+01,7.5815e+01
3518.60,1.1294e+02,7.6710e+01
3519.37,1.6398e+02,7.4007e+01
3520.15,2.5795e+01,7.1690e+01
3520.92,2.6027e+01,7.2041e+01
3521.70,8.3543e+01,7.2178e+01
3522.47,-1.7168e+01,7.2368e+01
3523.25,-7.0843e+01,7.2404e+01
3524.02,-6.7990e+01,7.2520e+01
3524.80,-1.4346e+02,7.0932e+01
3525.57,1.1567e+02,7.1713e+01
3526.35,7.1656e+01,7.1919e+01
3527.12,1.2008e+01,7.1142e+01
3527.90,-8.6988e+01,7.0438e+01
3528.67,-1.5650e+02,7.1344e+01
3529.45,-3.6132e+01,7.3444e+01
3530.22,7.0163e+01,7.1821e+01
3531.00,-1.0893e+01,6.9713e+01
3531.77,-2.4788e+01,7.0287e+01
3532.55,-9.8327e+01,7.0244e+01
3533.32,-1.0630e+02,6.9535e+01
3534.09,-1.9726e+01,6.8434e+01
3534.87,1.0057e+02,6.7391e+01
3535.64,1.0106e+02,6.7435e+01
3536.42,3.0630e+01,6.8878e+01
3537.19,-2.7880e+01,6.8088e+01
3537.97,-4.9260e+01,6.7122e+01
3538.74,-4.9922e+01,6.7696e+01
3539.52,5.8318e+01,6.8880e+01
3540.29,9.6243e+01,7.0273e+01
3541.07,4.9926e+01,7.0567e+01
3541.84,-6.6556e+01,7.1855e+01
3542.62,-1.2657e+02,7.0214e+01
3543.39,4.4177e+01,6.8819e+01
3544.17,-4.2454e+01,6.8143e+01
3544.94,-5.1512e+01,6.9092e+01
3545.72,1.9696e+01,6.9708e+01
3546.49,4.9217e+01,6.9615e+01
3547.27,-2.9148e+01,6.9178e+01
3548.04,-3.7443e+00,6.8621e+01
3548.82,2.9497e+01,6.7641e+01
3549.59,-2.6744e-01,6.7416e+01
3550.37,1.6758e+01,6.8270e+01
3551.14,-9.7353e+01,7.0160e+01
3551.92,-5.7558e+01,6.9927e+01
3552.69,3.5131e+01,6.8177e+01
3553.47,-4.1042e+01,6.8265e+01
3554.24,-7.9598e+01,6.8663e+01
3555.02,5.7813e+01,6.6723e+01
3555.79,-7.9919e+00,6.5942e+01
3556.57,5.5182e+01,6.6003e+01
3557.34,-5.8561e+01,6.4798e+01
3558.12,-5.3446e+01,6.4008e+01
3558.89,-7.6597e+01,6.5173e+01
3559.67,-7.4457e+00,6.5268e+01
3560.44,4.2064e+01,6.4273e+01
3561.22,-6.7050e+00,6.3801e+01
3561.99,3.2793e+00,6.3519e+01
3562.77,-6.1558e+01,6.3323e+01
3563.54,5.5543e+01,6.2796e+01
3564.32,-3.7810e+01,6.2342e+01
3565.09,-3.8043e+01,6.2766e+01
3565.86,-2.0513e+01,6.1974e+01
3566.64,1.5178e+02,6.1328e+01
3567.41,1.2148e+01,6.0128e+01
3568.19,-5.4097e+01,6.1295e+01
3568.96,9.4832e+00,6.1066e+01
3569.74,2.0463e+01,5.9948e+01
3570.51,1.1814e+02,5.9487e+01
3571.29,5.3765e+01,5.9779e+01
3572.06,2.2509e+01,5.8653e+01
3572.84,7.1445e+01,5.7847e+01
3573.61,9.3700e+01,5.7014e+01
3574.39,2.3045e+01,5.7044e+01
3575.16,-4.9707e+01,5.6769e+01
3575.94,-2.2076e+01,5.7455e+01
3576.71,-2.3525e+01,5.7749e+01
3577.49,2.5629e+01,5.6900e+01
3578.26,-1.9938e+00,5.6545e+01
3579.04,-1.6633e+01,5.5983e+01
3579.81,1.6691e+01,5.5712e+01
3580.59,4.9379e+01,5.6228e+01
3581.36,6.7309e+01,5.5377e+01
3582.14,-8.4210e+01,5.5733e+01
3582.91,-8.7630e+01,5.5369e+01
3583.69,-2.3096e+01,5.5711e+01
3584.46,-1.1285e+02,5.5438e+01
3585.24,-6.9147e+01,5.5974e+01
3586.01,-9.5615e+01,5.6236e+01
3586.79,1.6739e+01,5.6225e+01
3587.56,8.9130e+01,5.6219e+01
3588.34,-7.1868e+01,5.6939e+01
3589.11,-7.9219e+01,5.6861e+01
3589.89,7.7900e+01,5.7123e+01
3590.66,9.2127e+01,5.6443e+01
3591.44,4.4904e+01,5.6168e+01
3592.21,2.1398e+00,5.5420e+01
3592.99,2.8870e+01,5.5609e+01
3593.76,7.2598e+01,5.6960e+01
3594.54,-2.8733e+01,5.7675e+01
3595.31,1.9847e+01,5.5360e+01
3596.09,1.9226e+01,5.6045e+01
3596.86,-6.4946e+01,5.4820e+01
3597.64,-8.0418e+01,5.4212e+01
3598.41,3.2584e+01,5.4427e+01
3599.18,6.9365e+01,5.5019e+01
3599.96,8.6217e+01,5.5551e+01
3600.73,4.2477e+01,5.5185e+01
3601.51,8.7953e+00,5.4664e+01
3602.28,6.3008e+01,5.3905e+01
3603.06,-1.4639e+01,5.3485e+01
3603.83,1.5269e+01,5.3722e+01
3604.61,3.8764e+01,5.3410e+01
3605.38,1.3170e+01,5.3050e+01
3606.16,2.2223e+00,5.2843e+01
3606.93,1.0275e+02,5.2606e+01
3607.71,-1.6449e+01,5.2793e+01
3608.48,-4.4364e+01,5.2582e+01
3609.26,-1.0642e+02,5.2710e+01
3610.03,-3.7030e+01,5.1843e+01
3610.81,-4.4582e+01,5.2064e+01
3611.58,-3.0404e+01,5.1851e+01
3612.36,5.0546e+01,5.1457e+01
3613.13,1.0005e+02,5.1160e+01
3613.91,-4.3223e+01,5.0582e+01
3614.68,-3.5218e+01,4.9324e+01
3615.46,-3.0440e+01,4.9849e+01
3616.23,3.4038e+01,4.9915e+01
3617.01,8.2433e+00,4.8901e+01
3617.78,-4.2777e+01,4.9311e+01
3618.56,1.0963e+01,4.9114e+01
3619.33,6.2108e+01,4.9249e+01
3620.11,-9.6989e+00,4.8901e+01
3620.88,-2.6570e+00,4.8704e+01
3621.66,2.4668e+01,4.8665e+01
3622.43,-6.5677e+01,4.9333e+01
3623.21,-3.1619e+01,4.8288e+01
3623.98,6.9825e+01,4.6969e+01
3624.76,5.5001e+01,4.7224e+01
3625.53,6.0350e+01,4.7742e+01
3626.31,1.9804e+01,4.7816e+01
3627.08,3.9806e+01,4.7484e+01
3627.86,2.1505e+01,4.7719e+01
3628.63,-1.6884e+01,4.8003e+01
3629.41,5.1677e+01,4.8183e+01
3630.18,5.3790e+00,4.7496e+01
3630.95,9.4387e+01,4.7145e+01
3631.73,-5.0152e+01,4.7185e+01
3632.50,-1.7858e+01,4.7505e+01
3633.28,9.3897e+00,4.7441e+01
3634.05,-3.4350e+01,4.7671e+01
3634.83,-4.7873e+01,4.7295e+01
3635.60,-1.3340e+01,4.6374e+01
3636.38,3.5364e+01,4.7046e+01
3637.15,4.3790e+01,4.7733e+01
3637.93,-2.0983e+01,4.6830e+01
3638.70,3.8284e+01,4.7215e+01
3639.48,7.0061e+01,4.7185e+01
3640.25,-1.8181e+01,4.6512e+01
3641.03,-1.1379e+02,4.6040e+01
3641.80,-1.2397e+00,4.6238e+01
3642.58,-6.9995e+00,4.6441e+01
3643.35,-7.9269e+01,4.5883e+01
3644.13,-2.4659e+01,4.4362e+01
3644.90,1.3151e+01,4.4260e+01
3645.68,3.5749e+00,4.4115e+01
3646.45,-3.0555e+01,4.3932e+01
3647.23,8.9042e+01,4.3844e+01
3648.00,4.2942e+01,4.4059e+01
3648.78,4.1208e+01,4.3979e+01
3649.55,-1.3510e+01,4.3501e+01
3650.33,2.9139e+01,4.3124e+01
