Wavelength,Flux,Error
3503.10,7.4603e+01,1.4639e+01
3503.87,6.4918e+01,1.4703e+01
3504.65,7.9351e+01,1.4343e+01
3505.42,9.1148e+01,1.4107e+01
3506.20,7.9478e+01,1.3841e+01
3506.97,5.6290e+01,1.3855e+01
3507.75,3.5615e+01,1.3781e+01
3508.52,5.1600e+01,1.3795e+01
3509.30,7.4820e+01,1.3854e+01
3510.07,5.7475e+01,1.4106e+01
3510.85,3.2071e+01,1.3861e+01
3511.62,4.0957e+01,1.3763e+01
3512.40,7.4227e+01,1.3650e+01
3513.17,9.0171e+01,1.3511e+01
3513.95,8.9000e+01,1.3347e+01
3514.72,8.0708e+01,1.3361e+01
3515.50,7.1901e+01,1.3573e+01
3516.27,6.2992e+01,1.3550e+01
3517.05,4.5997e+01,1.3517e+01
3517.82,6.6255e+01,1.3583e+01
3518.60,7.1457e+01,1.3609e+01
3519.37,7.3350e+01,1.4917e+01
3520.15,4.1537e+01,1.4281e+01
3520.92,5.7748e+01,1.3412e+01
3521.70,3.3335e+01,1.3224e+01
3522.47,7.3431e+01,1.3110e+01
3523.24,6.4824e+01,1.2920e+01
3524.02,6.3306e+01,1.2837e+01
3524.79,5.2222e+01,1.2693e+01
3525.57,5.6644e+01,1.2676e+01
3526.34,8.0621e+01,1.3023e+01
3527.12,9.8955e+01,1.3526e+01
3527.89,6.7200e+01,1.3248e+01
3528.67,3.8192e+01,1.3192e+01
3529.44,9.4464e+01,1.2790e+01
3530.22,7.8217e+01,1.2750e+01
3530.99,7.1145e+01,1.2553e+01
3531.77,7.2595e+01,1.2415e+01
3532.54,7.8844e+01,1.2194e+01
3533.32,4.9168e+01,1.1851e+01
3534.09,8.9884e+01,1.2184e+01
3534.87,7.1168e+01,1.2408e+01
3535.64,7.9131e+01,1.2416e+01
3536.42,6.1151e+01,1.2300e+01
3537.19,7.4611e+01,1.2161e+01
3537.97,7.7846e+01,1.2067e+01
3538.74,5.7832e+01,1.2247e+01
3539.52,6.4957e+01,1.2275e+01
3540.29,6.7239e+01,1.2204e+01
3541.07,8.7596e+01,1.2129e+01
