Wavelength,Flux,Error
3502.32,7.5784e-01,5.7584e+00
3503.10,5.8382e+00,5.7248e+00
3503.87,-3.4308e+00,5.7079e+00
3504.65,5.3648e+00,5.7587e+00
3505.42,2.4585e+01,5.7421e+00
3506.20,-3.6999e-01,5.7004e+00
3506.97,1.1708e+01,5.5897e+00
3507.75,5.2328e+00,5.5803e+00
3508.52,1.4731e+01,5.6075e+00
3509.30,3.7757e+01,5.5852e+00
3510.07,-4.0915e+00,5.5336e+00
3510.84,1.0324e+01,5.5309e+00
3511.62,8.8065e+00,5.5311e+00
3512.39,1.7391e+00,5.4702e+00
3513.17,-1.4861e+01,5.4500e+00
3513.94,6.2872e+00,5.4596e+00
3514.72,3.6303e+00,5.4848e+00
3515.49,8.2965e+00,5.4990e+00
3516.27,5.3360e+00,5.3750e+00
3517.04,4.0165e+00,5.3380e+00
3517.82,6.8443e+00,5.4175e+00
3518.59,1.6736e+01,5.4342e+00
3519.36,-4.3925e+00,5.3711e+00
3520.14,-1.6916e+01,5.3154e+00
3520.91,9.1634e+00,5.2640e+00
3521.69,-3.1504e+00,5.2259e+00
3522.46,-1.7070e+01,5.2622e+00
3523.24,-8.2749e+00,5.2271e+00
3524.01,-4.1133e+00,5.1225e+00
3524.79,-6.0373e+00,5.0573e+00
3525.56,-6.1264e+00,5.1060e+00
3526.34,3.9512e+00,5.1221e+00
3527.11,5.5919e+00,4.9205e+00
3527.89,3.7960e+00,4.9249e+00
3528.66,2.5216e+00,4.9932e+00
3529.43,9.3761e+00,5.0792e+00
3530.21,1.3770e+01,5.1101e+00
3530.98,9.2970e+00,5.1211e+00
3531.76,8.1624e+00,5.0763e+00
3532.53,2.0329e+00,5.0746e+00
3533.31,-9.5184e-01,5.0076e+00
3534.08,4.5037e+00,5.0189e+00
3534.86,-7.5548e+00,4.9917e+00
3535.63,6.7299e+00,4.9589e+00
3536.41,2.2110e+01,4.8903e+00
3537.18,4.9046e+00,4.9381e+00
3537.95,1.0009e+01,4.9458e+00
3538.73,-6.2810e-01,4.9185e+00
3539.50,-3.5990e+00,4.9375e+00
3540.28,-5.5595e+00,4.8766e+00
3541.05,-8.8373e+00,4.8474e+00
3541.83,-3.6151e+00,4.8065e+00
3542.60,-3.4851e+00,4.8124e+00
3543.38,-1.0075e+01,4.8467e+00
3544.15,-1.3830e+01,4.9403e+00
3544.93,1.1592e+01,4.9720e+00
3545.70,1.4184e+01,4.8607e+00
3546.48,-3.0746e+00,4.8452e+00
3547.25,-3.0228e+00,4.8367e+00
3548.02,8.5828e+00,4.8646e+00
3548.80,2.3316e+00,4.8173e+00
3549.57,-3.2414e+00,4.8336e+00
3550.35,-3.5301e+00,4.8616e+00
3551.12,-4.7712e+00,4.8433e+00
3551.90,8.3053e+00,4.8126e+00
3552.67,6.5049e+00,4.7738e+00
3553.45,8.3094e+00,4.7561e+00
3554.22,5.0006e+00,4.6697e+00
3555.00,6.1721e+00,4.6711e+00
3555.77,6.4033e+00,4.7115e+00
3556.55,-1.0655e+01,4.6742e+00
3557.32,-4.2569e+00,4.7472e+00
3558.09,3.8904e+00,4.7324e+00
3558.87,4.4267e+00,4.7045e+00
3559.64,1.2987e+00,4.6551e+00
3560.42,4.2148e+00,4.6031e+00
3561.19,1.1370e+01,4.6297e+00
3561.97,1.2550e+01,4.6694e+00
3562.74,4.8499e+00,4.7047e+00
3563.52,8.9911e-01,4.6816e+00
3564.29,1.8685e+00,4.6926e+00
3565.07,4.9078e+00,4.5934e+00
3565.84,7.1016e+00,4.5330e+00
3566.61,7.3023e+00,4.5155e+00
3567.39,1.1514e+01,4.5610e+00
3568.16,-3.1185e+00,4.5858e+00
3568.94,7.3636e+00,4.4893e+00
3569.71,1.0033e+01,4.4206e+00
3570.49,-3.9003e+00,4.4074e+00
3571.26,3.0093e+00,4.3923e+00
3572.04,-4.0384e+00,4.4335e+00
3572.81,5.6751e+00,4.4417e+00
3573.59,3.0304e+00,4.4729e+00
3574.36,-1.5558e+00,4.3810e+00
3575.14,-4.0947e+00,4.3218e+00
3575.91,7.3257e+00,4.3300e+00
3576.68,3.0174e+00,4.3349e+00
3577.46,2.7065e+00,4.3357e+00
3578.23,2.1155e-01,4.2992e+00
3579.01,2.7107e+00,4.2147e+00
3579.78,-4.3140e-01,4.2010e+00
3580.56,5.7190e+00,4.1793e+00
3581.33,8.2387e+00,4.2026e+00
3582.11,6.4814e+00,4.1457e+00
3582.88,9.3246e+00,4.1043e+00
3583.66,-1.6858e+00,4.1345e+00
3584.43,7.0147e+00,4.1470e+00
3585.21,-7.8965e-01,4.1351e+00
3585.98,-3.0389e+00,4.0460e+00
3586.75,1.4116e+01,4.0133e+00
3587.53,5.2515e+00,4.0505e+00
3588.30,6.3176e+00,4.0534e+00
3589.08,-2.8878e-01,4.0301e+00
3589.85,5.1663e-01,4.0742e+00
3590.63,-6.2532e-01,4.0786e+00
3591.40,-5.8001e+00,4.1551e+00
3592.18,-7.2968e+00,4.1713e+00
3592.95,-2.0643e+00,4.1550e+00
3593.73,4.9147e+00,4.1376e+00
3594.50,1.0088e+01,4.1386e+00
3595.27,4.2469e+00,4.1244e+00
3596.05,-4.9086e+00,4.1674e+00
3596.82,-1.4423e+00,4.1745e+00
3597.60,-3.0054e+00,4.1401e+00
3598.37,-1.9857e+00,4.1525e+00
3599.15,2.1335e-01,4.0881e+00
3599.92,1.3376e-01,4.0640e+00
3600.70,2.1716e+00,4.1031e+00
3601.47,1.2039e+01,4.0615e+00
3602.25,1.5576e+01,4.0494e+00
3603.02,1.3100e+01,4.0146e+00
3603.80,4.1751e+00,3.9647e+00
3604.57,6.5296e+00,3.9545e+00
3605.34,1.1931e+01,3.9752e+00
3606.12,2.9420e-01,3.9567e+00
3606.89,9.2099e+00,3.9108e+00
