Wavelength,Flux,Error
3502.32,-2.6887e+02,4.3687e+02
3503.10,-5.7550e+02,4.4485e+02
3503.87,2.0385e+02,4.3954e+02
3504.65,4.5555e+02,4.4210e+02
3505.42,-1.0742e+02,4.4255e+02
3506.20,3.0532e+01,4.3579e+02
3506.97,-2.1133e+02,4.2980e+02
3507.75,-3.6141e+02,4.3549e+02
3508.52,-4.5601e+02,4.3471e+02
3509.30,-8.9767e+01,4.3331e+02
3510.07,3.9582e+02,4.3453e+02
3510.85,9.7232e+02,4.3286e+02
3511.62,5.1114e+02,4.3306e+02
3512.40,-5.9243e+02,4.2935e+02
3513.17,8.5365e+02,4.2958e+02
3513.95,4.7334e+02,4.2645e+02
3514.72,-3.0349e+02,4.2076e+02
3515.50,1.9489e+02,4.2034e+02
3516.27,1.0284e+02,4.2068e+02
3517.05,-3.2324e+02,4.2202e+02
3517.82,-2.4626e+02,4.2006e+02
3518.60,2.2180e+02,4.1557e+02
3519.37,3.9121e+02,4.2006e+02
3520.15,-2.9709e+02,4.0815e+02
3520.92,1.0765e+03,4.0978e+02
3521.70,5.2725e+02,4.1414e+02
3522.47,1.0110e+03,4.1071e+02
3523.25,1.0523e+02,4.0909e+02
3524.02,-7.4455e+01,4.0933e+02
3524.80,1.0476e+03,4.0295e+02
3525.57,4.0947e+02,3.9967e+02
3526.34,7.2569e+02,4.1457e+02
3527.12,-2.2068e+02,3.9953e+02
3527.89,-2.9861e+02,3.9289e+02
3528.67,-8.8572e+01,3.9245e+02
3529.44,2.6175e+02,3.9293e+02
3530.22,1.3881e+02,3.9028e+02
3530.99,6.1976e+02,3.8718e+02
3531.77,4.8612e+01,3.8716e+02
3532.54,3.3415e+01,3.8636e+02
3533.32,2.3158e+02,3.8538e+02
3534.09,3.7056e+02,3.8271e+02
3534.87,3.0118e+02,3.8293e+02
3535.64,6.0447e+02,3.8305e+02
3536.42,4.7611e+02,3.9089e+02
3537.19,4.4426e+02,3.8494e+02
3537.97,1.7549e+02,3.8577e+02
3538.74,-7.6406e+02,3.9400e+02
3539.52,-8.3198e+02,3.9290e+02
3540.29,1.5812e+02,3.8751e+02
3541.07,3.9123e+02,3.8447e+02
3541.84,-1.8161e+02,3.8194e+02
3542.62,6.9655e+01,3.7969e+02
3543.39,-4.6545e+02,3.8177e+02
3544.17,-6.3924e+02,3.9110e+02
3544.94,-3.0244e+02,3.9449e+02
3545.72,-9.3268e+02,3.9104e+02
3546.49,1.8702e+02,3.8432e+02
3547.27,-1.6607e+02,3.8527e+02
3548.04,-6.0782e+02,3.8700e+02
3548.82,5.7618e+02,3.8488e+02
3549.59,-5.1091e+01,3.9067e+02
3550.37,-3.4457e+02,3.8297e+02
3551.14,-2.7419e+02,3.8513e+02
3551.91,-5.0730e+02,3.8343e+02
3552.69,-2.3627e+02,3.8141e+02
3553.46,-7.7693e+02,3.7955e+02
3554.24,-9.9610e+02,3.7501e+02
3555.01,-6.8242e+02,3.6870e+02
3555.79,-1.7367e+02,3.6758e+02
3556.56,3.9708e+02,3.7044e+02
3557.34,2.1873e+02,3.7171e+02
3558.11,6.8376e+02,3.6323e+02
3558.89,2.1645e+01,3.6529e+02
3559.66,-3.3454e+01,3.6449e+02
3560.44,2.2306e+02,3.5831e+02
3561.21,2.1980e+02,3.5567e+02
3561.99,1.9844e+02,3.5353e+02
3562.76,3.3996e+01,3.5779e+02
3563.54,-3.3355e+02,3.5512e+02
3564.31,-9.9886e+02,3.5457e+02
3565.09,-7.4965e+02,3.5288e+02
3565.86,-4.8141e+02,3.4954e+02
3566.64,-3.0195e+01,3.4568e+02
3567.41,-4.0748e+02,3.4408e+02
3568.19,-8.1513e+02,3.4456e+02
3568.96,-2.3093e+02,3.4202e+02
3569.74,-1.1349e+02,3.3668e+02
3570.51,5.1154e+02,3.3542e+02
3571.29,4.7608e+02,3.3227e+02
3572.06,-1.3108e+02,3.2892e+02
3572.84,4.0306e+02,3.3166e+02
3573.61,6.5649e+01,3.3085e+02
3574.39,3.0262e+02,3.2658e+02
3575.16,5.7957e+02,3.2848e+02
3575.94,8.0527e+01,3.2790e+02
3576.71,-6.7320e+02,3.2863e+02
3577.48,-4.2726e+02,3.3246e+02
3578.26,-4.7019e+02,3.2919e+02
3579.03,-2.8705e+02,3.2691e+02
3579.81,-2.4742e+02,3.2734e+02
3580.58,2.1016e+01,3.2576e+02
3581.36,-5.4903e+02,3.2289e+02
3582.13,-1.6844e+02,3.2992e+02
3582.91,-1.8800e+02,3.3269e+02
3583.68,3.8386e+02,3.3086e+02
3584.46,8.8272e+02,3.2524e+02
3585.23,2.7713e+02,3.2303e+02
3586.01,4.2219e+02,3.2292e+02
3586.78,-2.0722e+02,3.2088e+02
3587.56,-4.0526e+02,3.2255e+02
3588.33,-5.3366e+02,3.2586e+02
3589.11,5.0575e+02,3.2196e+02
3589.88,-3.1269e+02,3.2495e+02
3590.66,5.3296e+02,3.2557e+02
3591.43,3.1667e+02,3.2737e+02
3592.21,-4.1212e+02,3.2614e+02
3592.98,-6.1430e+02,3.2656e+02
3593.76,-1.5581e+02,3.2537e+02
3594.53,6.5950e+02,3.2497e+02
3595.31,3.3852e+02,3.2362e+02
3596.08,6.4348e+00,3.2182e+02
3596.86,-5.9572e+02,3.2317e+02
3597.63,1.2924e+02,3.1881e+02
3598.41,2.0716e+01,3.1941e+02
3599.18,-5.7709e+02,3.1795e+02
3599.96,1.0442e+02,3.1178e+02
3600.73,2.4523e+02,3.0876e+02
3601.51,-6.1749e+01,3.1234e+02
3602.28,1.1841e+02,3.1252e+02
3603.05,-5.1095e+00,3.0705e+02
3603.83,-2.3365e+02,3.0838e+02
3604.60,9.8095e+01,3.0680e+02
3605.38,-4.1270e+02,3.0488e+02
3606.15,1.4000e+02,3.0512e+02
