Wavelength,Flux,Error
3503.10,9.2391e+02,9.3011e+01
3503.87,6.3069e+02,9.3672e+01
3504.65,6.9473e+02,9.3961e+01
3505.42,1.0346e+03,9.3196e+01
3506.20,7.3423e+02,9.3046e+01
3506.97,2.6423e+02,9.4002e+01
3507.74,8.1574e-01,9.3194e+01
3508.52,6.8274e+02,9.3391e+01
3509.29,6.0907e+02,9.3291e+01
3510.07,1.2612e+02,9.2149e+01
3510.84,4.9050e+02,9.1292e+01
3511.62,6.4665e+02,9.1231e+01
3512.39,5.7732e+02,9.1744e+01
3513.16,1.0195e+03,9.1548e+01
3513.94,4.8042e+02,9.1404e+01
3514.71,3.0057e+02,9.1402e+01
3515.49,8.5084e+02,9.1865e+01
3516.26,6.9854e+02,9.1119e+01
3517.04,6.5436e+02,9.1270e+01
3517.81,7.3868e+02,9.0774e+01
3518.59,7.3300e+02,9.0122e+01
3519.36,1.2721e+03,8.9873e+01
3520.13,6.6224e+02,8.9955e+01
3520.91,6.8335e+02,9.0207e+01
3521.68,9.4542e+02,8.9892e+01
3522.46,6.3883e+02,8.9037e+01
3523.23,4.4841e+02,8.8950e+01
3524.01,3.3834e+02,8.8632e+01
3524.78,3.1373e+02,8.8930e+01
3525.55,6.0627e+02,8.9269e+01
3526.33,4.6315e+02,8.8667e+01
3527.10,5.6378e+02,8.8456e+01
3527.88,3.7007e+02,8.8431e+01
3528.65,5.4116e+02,8.8718e+01
3529.43,7.8263e+02,9.0302e+01
3530.20,4.6663e+02,9.0023e+01
3530.98,4.5694e+02,8.8138e+01
3531.75,4.8719e+02,8.6346e+01
3532.52,8.7722e+02,8.6808e+01
3533.30,7.3745e+02,8.6711e+01
3534.07,8.6271e+02,8.5269e+01
3534.85,6.2548e+02,8.4927e+01
3535.62,2.7107e+02,8.5042e+01
3536.40,6.3986e+02,8.4856e+01
3537.17,9.1710e+01,8.4053e+01
3537.94,3.7523e+02,8.3981e+01
3538.72,4.6930e+02,8.4113e+01
3539.49,6.5428e+02,8.4481e+01
3540.27,5.0626e+02,8.4559e+01
3541.04,5.0229e+02,8.4259e+01
3541.82,3.1139e+02,8.4021e+01
3542.59,6.1652e+02,8.3741e+01
3543.37,1.8077e+02,8.3688e+01
3544.14,1.1393e+02,8.3601e+01
3544.91,3.3150e+02,8.2921e+01
3545.69,5.4669e+02,8.2581e+01
3546.46,8.1364e+02,8.2769e+01
3547.24,5.0747e+02,8.2672e+01
3548.01,5.9636e+02,8.2216e+01
3548.79,2.5248e+02,8.2110e+01
3549.56,8.8613e+02,8.2953e+01
3550.33,8.8132e+02,8.2273e+01
3551.11,7.3571e+02,8.1819e+01
3551.88,7.0899e+02,8.2039e+01
3552.66,6.4775e+02,8.2373e+01
3553.43,5.8094e+02,8.0987e+01
3554.21,7.0252e+02,8.0752e+01
3554.98,1.8885e+02,8.0950e+01
3555.76,9.4680e+01,8.0700e+01
3556.53,1.0061e+03,8.0661e+01
3557.30,8.1682e+02,8.0565e+01
3558.08,3.9569e+02,8.0301e+01
3558.85,4.9396e+02,8.0473e+01
3559.63,6.5792e+02,8.2871e+01
3560.40,3.8430e+02,8.1322e+01
3561.18,5.3532e+02,7.9857e+01
3561.95,4.8322e+02,7.9113e+01
3562.72,6.2180e+02,7.9077e+01
3563.50,6.2136e+02,7.9989e+01
3564.27,8.6559e+02,8.0765e+01
3565.05,6.4103e+02,7.9503e+01
3565.82,6.5576e+02,7.7189e+01
3566.60,9.2889e+02,7.7304e+01
3567.37,6.8840e+02,7.7167e+01
3568.15,5.1840e+02,7.6775e+01
3568.92,6.0880e+02,7.6249e+01
3569.69,5.5751e+02,7.6044e+01
3570.47,4.7196e+02,7.5527e+01
3571.24,2.4551e+02,7.5672e+01
3572.02,6.2750e+02,7.5862e+01
3572.79,7.9900e+02,7.5653e+01
3573.57,1.3589e+02,7.5197e+01
3574.34,3.8194e+02,7.6776e+01
3575.12,7.7890e+02,7.6439e+01
3575.89,6.9137e+02,7.5691e+01
3576.66,8.3127e+02,7.4424e+01
3577.44,5.5948e+02,7.5678e+01
3578.21,5.2547e+02,7.5442e+01
3578.99,5.2180e+02,7.4938e+01
3579.76,6.5220e+02,7.4568e+01
3580.54,4.7380e+02,7.3696e+01
3581.31,9.0666e+02,7.2992e+01
3582.08,6.2709e+02,7.2631e+01
3582.86,6.3441e+02,7.3083e+01
3583.63,8.8568e+02,7.2931e+01
3584.41,3.9520e+02,7.2752e+01
3585.18,5.6447e+02,7.2560e+01
3585.96,5.2328e+02,7.2346e+01
