Wavelength,Flux,Error
3502.32,9.8180e+01,3.8008e+01
3503.10,6.9888e+01,3.7401e+01
3503.87,7.2195e+01,3.7486e+01
3504.65,3.6133e+01,3.7550e+01
3505.42,-6.1405e+00,3.8660e+01
3506.20,1.0847e+02,3.8736e+01
3506.97,-1.3687e+01,3.9354e+01
3507.74,1.9290e+01,3.9827e+01
3508.52,6.0717e+01,4.2753e+01
3509.29,-4.9432e+01,4.2151e+01
3510.07,-6.1536e+01,3.9603e+01
3510.84,-5.7857e+01,3.7144e+01
3511.62,-4.7664e+00,3.6804e+01
3512.39,1.4508e+01,3.5989e+01
3513.17,6.1552e+01,3.5657e+01
3513.94,-3.5655e+01,3.5525e+01
3514.71,-6.4221e+01,3.6129e+01
3515.49,7.6176e+00,3.6206e+01
3516.26,7.2093e+01,3.6881e+01
3517.04,1.1883e+02,3.6506e+01
3517.81,8.4944e+01,3.5704e+01
3518.59,3.3170e+01,3.5578e+01
3519.36,-2.5332e+01,3.5966e+01
3520.14,-7.4580e+00,3.6004e+01
3520.91,4.7103e+01,3.4533e+01
3521.68,4.0992e+01,3.3459e+01
3522.46,1.5428e+01,3.4028e+01
3523.23,-2.1182e+01,3.4367e+01
3524.01,-6.1604e+01,3.4110e+01
3524.78,2.5858e+01,3.4369e+01
3525.56,1.1053e+02,3.4361e+01
3526.33,7.0417e+01,3.3892e+01
3527.11,1.9803e+01,3.4156e+01
3527.88,-4.5320e+01,3.4048e+01
3528.65,-5.0214e+01,3.4173e+01
3529.43,-2.7735e+00,3.4645e+01
3530.20,1.2525e+02,3.4036e+01
3530.98,6.7833e+01,3.2997e+01
3531.75,3.1535e+01,3.3029e+01
3532.53,1.4912e+01,3.2661e+01
3533.30,-5.1714e+01,3.2589e+01
3534.08,-4.1475e+01,3.2947e+01
3534.85,-7.0120e+01,3.3293e+01
3535.62,-9.2693e+01,3.2855e+01
3536.40,2.2925e+01,3.2543e+01
3537.17,-2.0985e+01,3.2343e+01
3537.95,5.5146e+01,3.2500e+01
3538.72,8.4169e+00,3.2627e+01
3539.50,3.5638e+01,3.2936e+01
3540.27,3.6434e+01,3.2757e+01
3541.05,2.5927e+01,3.2442e+01
3541.82,3.0987e+01,3.2240e+01
3542.59,-4.4635e+01,3.3053e+01
3543.37,3.7114e+01,3.3725e+01
3544.14,2.2797e+01,3.3007e+01
3544.92,-3.0232e+01,3.3035e+01
3545.69,-4.5987e+01,3.3315e+01
3546.47,-1.9547e+01,3.3460e+01
3547.24,2.3056e+01,3.3228e+01
3548.02,2.5968e+01,3.2765e+01
3548.79,4.6715e+00,3.2497e+01
3549.56,-1.4127e+02,3.3248e+01
3550.34,3.8052e+01,3.3124e+01
3551.11,-7.5966e+00,3.2371e+01
3551.89,-1.5176e+01,3.2379e+01
3552.66,8.1425e+01,3.2796e+01
3553.44,-2.2785e+01,3.2644e+01
3554.21,-1.1112e+00,3.2372e+01
3554.99,2.8542e+01,3.2435e+01
3555.76,-3.6661e+01,3.3388e+01
3556.53,-3.0640e+01,3.3190e+01
3557.31,-4.7454e+01,3.2369e+01
3558.08,2.8045e+01,3.2017e+01
3558.86,1.1484e+02,3.1908e+01
3559.63,8.1561e+01,3.2281e+01
3560.41,-1.7007e+01,3.2824e+01
3561.18,-4.8790e+01,3.2699e+01
3561.96,6.1924e+01,3.2432e+01
3562.73,9.9799e+01,3.2369e+01
3563.50,3.0777e+01,3.2008e+01
3564.28,-2.0899e-01,3.1510e+01
3565.05,-3.0752e+01,3.0646e+01
3565.83,-3.5568e+01,3.0357e+01
3566.60,5.3568e+01,3.0389e+01
3567.38,2.5647e+00,3.0987e+01
3568.15,-9.6250e-01,3.1048e+01
3568.92,1.0496e+02,3.0585e+01
3569.70,2.7547e+01,2.9707e+01
3570.47,8.4169e+00,2.9495e+01
3571.25,5.5228e+01,2.9699e+01
3572.02,1.0445e+02,2.9770e+01
3572.80,7.0800e+01,2.9695e+01
3573.57,7.2055e+01,2.9735e+01
3574.35,8.6457e+01,3.0569e+01
3575.12,-5.9335e+01,3.1838e+01
3575.89,-2.3243e+01,3.3019e+01
3576.67,-1.5772e+01,3.0109e+01
3577.44,-3.6406e+01,2.8537e+01
3578.22,-1.0951e+01,2.8292e+01
3578.99,-1.8012e+01,2.7781e+01
3579.77,-2.9544e+00,2.7752e+01
3580.54,-2.6858e+00,2.7582e+01
3581.32,-1.6125e+01,2.7218e+01
3582.09,3.3268e+01,2.7524e+01
3582.86,-7.9474e+00,2.7822e+01
3583.64,5.3517e+01,2.7968e+01
3584.41,5.3460e+01,2.7600e+01
3585.19,2.6279e+01,2.6963e+01
3585.96,1.1203e+01,2.6531e+01
3586.74,2.4448e+01,2.7037e+01
3587.51,-5.0494e+00,2.7756e+01
3588.29,-1.2358e+01,2.7982e+01
3589.06,1.7019e+01,2.7696e+01
3589.83,2.5663e+01,2.7952e+01
3590.61,2.2098e+01,2.8316e+01
3591.38,-8.5973e+00,2.8742e+01
3592.16,1.9481e+00,2.8697e+01
3592.93,-2.0835e+01,2.8399e+01
3593.71,-8.6072e+01,2.8090e+01
3594.48,-3.0643e+01,2.8491e+01
3595.26,-2.5222e+00,2.8782e+01
3596.03,2.7381e+01,2.9186e+01
3596.80,1.0173e+02,2.8491e+01
3597.58,6.9816e+01,2.8662e+01
3598.35,9.9998e+00,2.8703e+01
3599.13,2.3665e+01,2.8720e+01
3599.90,1.4117e+01,2.8290e+01
3600.68,-3.3086e+01,2.8550e+01
3601.45,4.6461e+01,2.8210e+01
3602.23,-1.6714e-01,2.7707e+01
3603.00,2.2948e+01,2.7860e+01
3603.77,1.1012e+01,2.7827e+01
3604.55,6.9087e+00,2.7705e+01
3605.32,3.3194e+01,2.7481e+01
3606.10,2.2677e+01,2.7432e+01
3606.87,1.5215e+01,2.7267e+01
3607.65,-4.6803e+01,2.7050e+01
3608.42,4.5655e+01,2.6340e+01
3609.20,6.0324e+01,2.5972e+01
3609.97,1.9185e+01,2.6212e+01
3610.74,-3.1878e+01,2.6355e+01
3611.52,5.0523e+01,2.6040e+01
3612.29,5.3610e+01,2.6525e+01
3613.07,2.9124e+01,2.6240e+01
3613.84,1.9566e+00,2.5729e+01
3614.62,-1.2187e+01,2.5600e+01
3615.39,-3.0683e+01,2.5640e+01
3616.17,3.7193e+01,2.5697e+01
3616.94,4.6146e+01,2.5546e+01
3617.71,3.0130e+01,2.5086e+01
3618.49,3.1445e+01,2.4707e+01
3619.26,4.7824e+01,2.4499e+01
3620.04,2.8284e+01,2.4906e+01
3620.81,-4.0118e+01,2.5172e+01
3621.59,-1.9599e+01,2.4969e+01
3622.36,3.0941e+01,2.4721e+01
