Wavelength,Flux,Error
3502.32,-8.3663e-01,3.1906e+00
3503.10,3.3838e+00,3.1920e+00
3503.87,2.0528e+00,3.2249e+00
3504.65,-1.2718e+00,3.2825e+00
3505.42,4.9350e-01,3.2596e+00
3506.20,-6.3902e+00,3.2593e+00
3506.97,1.1331e+00,3.2715e+00
3507.75,-3.4827e-01,3.2363e+00
3508.52,-6.7003e-01,3.1505e+00
3509.30,-2.7206e+00,3.1551e+00
3510.07,1.2733e+00,3.1818e+00
3510.84,1.1034e-01,3.1715e+00
3511.62,5.5348e+00,3.1766e+00
3512.39,2.4778e+00,3.1919e+00
3513.17,1.5278e+00,3.1657e+00
3513.94,3.2603e+00,3.0960e+00
3514.72,1.0673e+00,3.0936e+00
3515.49,-4.8184e+00,3.1246e+00
3516.27,5.6768e+00,3.0565e+00
3517.04,-1.1190e+00,3.0244e+00
3517.82,-8.2759e-03,3.0978e+00
3518.59,8.8805e-01,3.0606e+00
3519.37,-4.8677e+00,3.0145e+00
3520.14,-4.5810e+00,3.0148e+00
3520.92,-5.2664e+00,2.9936e+00
3521.69,-3.1794e+00,2.9461e+00
3522.46,9.1782e-01,2.9332e+00
3523.24,-3.9725e-01,3.0327e+00
3524.01,-2.5840e+00,2.9643e+00
3524.79,-5.2497e+00,2.9184e+00
3525.56,-3.7099e+00,2.9376e+00
3526.34,-2.9524e+00,2.8785e+00
3527.11,-3.1539e-01,2.8553e+00
3527.89,-7.8444e-01,2.8415e+00
3528.66,-2.1069e+00,2.8878e+00
3529.44,-3.9818e+00,2.8957e+00
3530.21,-1.6379e+00,2.9502e+00
3530.99,1.9777e+00,2.9211e+00
3531.76,6.4515e+00,2.8758e+00
3532.53,2.7876e+00,2.8563e+00
3533.31,-3.9831e+00,2.8372e+00
3534.08,-3.1639e+00,2.7865e+00
3534.86,-1.1024e+00,2.8034e+00
3535.63,2.5153e-02,2.8486e+00
3536.41,-1.0229e+00,2.8216e+00
3537.18,2.1463e+00,2.8178e+00
3537.96,8.3154e-01,3.0177e+00
3538.73,1.8357e+00,2.9943e+00
3539.51,4.2156e+00,2.8551e+00
3540.28,-1.4409e+00,2.8196e+00
3541.06,-3.9514e+00,2.8815e+00
3541.83,2.5564e+00,2.8961e+00
3542.60,-3.2680e+00,2.8814e+00
3543.38,-2.8320e+00,2.8602e+00
3544.15,3.2416e+00,2.8445e+00
3544.93,2.7337e+00,2.8361e+00
3545.70,3.3353e+00,2.8939e+00
3546.48,6.9807e+00,2.9294e+00
3547.25,8.2040e-01,2.8653e+00
3548.03,1.3395e+00,2.8678e+00
3548.80,-8.1283e-01,2.8505e+00
3549.58,2.3327e+00,2.8396e+00
3550.35,2.9691e-01,2.8688e+00
3551.13,-3.1356e+00,2.8586e+00
3551.90,1.3208e+00,2.8247e+00
3552.67,5.0512e+00,2.7979e+00
3553.45,7.4343e+00,2.8209e+00
3554.22,3.9407e+00,2.7760e+00
3555.00,1.2986e+00,2.7285e+00
3555.77,-8.3041e-05,2.6783e+00
3556.55,4.5274e-01,2.6571e+00
3557.32,-2.2461e+00,2.6469e+00
3558.10,-1.0592e+00,2.6798e+00
3558.87,-8.1111e-01,2.6863e+00
3559.65,2.8046e+00,2.7064e+00
3560.42,2.8343e+00,2.6933e+00
3561.20,1.4454e+00,2.6707e+00
3561.97,4.4436e+00,2.6288e+00
3562.75,3.8374e+00,2.6125e+00
3563.52,4.0211e+00,2.6052e+00
3564.29,1.5886e+00,2.6196e+00
3565.07,-5.2982e-01,2.6084e+00
3565.84,-7.7793e+00,2.5879e+00
3566.62,-1.5903e+00,2.6172e+00
3567.39,-7.7959e-01,2.6296e+00
3568.17,-1.1186e+00,2.6188e+00
3568.94,1.4826e+00,2.5736e+00
3569.72,1.7207e+00,2.5593e+00
3570.49,-6.4048e+00,2.5782e+00
3571.27,1.1597e-01,2.5521e+00
3572.04,2.8032e+00,2.5357e+00
3572.82,1.1062e+00,2.5420e+00
3573.59,3.5696e-01,2.5215e+00
3574.36,4.6828e+00,2.5159e+00
3575.14,4.0645e-01,2.5348e+00
3575.91,2.3906e-02,2.5783e+00
3576.69,4.5131e+00,2.5777e+00
3577.46,-1.5709e+00,2.4913e+00
3578.24,1.6406e+00,2.4623e+00
3579.01,1.9944e+00,2.4383e+00
3579.79,-1.5079e+00,2.4313e+00
3580.56,2.8011e+00,2.4495e+00
3581.34,5.2287e+00,2.4372e+00
3582.11,3.3523e+00,2.4086e+00
3582.89,-2.8759e+00,2.3888e+00
3583.66,-5.5826e+00,2.3927e+00
3584.43,-5.8091e+00,2.3679e+00
3585.21,-2.6526e-01,2.3717e+00
3585.98,1.0596e+00,2.3430e+00
3586.76,4.7513e+00,2.3384e+00
3587.53,-1.8937e+00,2.3218e+00
3588.31,-4.6626e+00,2.3296e+00
3589.08,1.7709e+00,2.3678e+00
3589.86,1.5073e+00,2.3824e+00
3590.63,-8.2059e-01,2.3084e+00
3591.41,6.2569e-01,2.3456e+00
3592.18,-8.4243e-01,2.3159e+00
3592.96,-3.6647e+00,2.3411e+00
3593.73,-1.7208e+00,2.3471e+00
3594.50,-1.7856e-01,2.3293e+00
3595.28,2.6734e-01,2.3334e+00
3596.05,-1.6881e+00,2.3329e+00
3596.83,-2.9690e+00,2.3194e+00
3597.60,-3.1831e+00,2.3292e+00
3598.38,2.6636e+00,2.3266e+00
3599.15,4.9852e-01,2.2959e+00
3599.93,9.7285e-01,2.3040e+00
3600.70,1.7149e+00,2.3102e+00
3601.48,-9.6047e-01,2.2848e+00
3602.25,2.6971e-02,2.2817e+00
3603.03,-6.2681e-02,2.2936e+00
3603.80,2.7462e+00,2.2277e+00
3604.58,2.9999e+00,2.1867e+00
3605.35,3.2505e+00,2.1761e+00
3606.12,1.2163e+00,2.1851e+00
3606.90,-9.1572e-01,2.2076e+00
3607.67,-6.5531e-01,2.2126e+00
3608.45,1.7978e+00,2.2526e+00
3609.22,3.8582e+00,2.5355e+00
3610.00,6.0912e+00,2.4618e+00
3610.77,-3.0823e-01,2.3464e+00
3611.55,1.4962e+00,2.3446e+00
3612.32,1.4593e+00,2.1847e+00
3613.10,-4.4869e+00,2.1531e+00
3613.87,2.7566e+00,2.1855e+00
3614.65,2.9749e-01,2.1916e+00
3615.42,-3.0129e+00,2.2068e+00
3616.19,6.9803e-01,2.1971e+00
3616.97,3.6562e+00,2.1488e+00
3617.74,1.8127e+00,2.1548e+00
3618.52,4.9268e+00,2.1387e+00
3619.29,1.7345e+00,2.1550e+00
3620.07,-7.2190e-02,2.1320e+00
3620.84,3.6673e+00,2.1545e+00
3621.62,1.6677e+00,2.1226e+00
3622.39,1.9546e+00,2.1201e+00
3623.17,2.6038e+00,2.1279e+00
3623.94,-6.9429e-01,2.1268e+00
3624.72,-1.2085e-01,2.1288e+00
3625.49,-1.3329e+00,2.1135e+00
3626.26,6.0071e+00,2.0713e+00
3627.04,3.4006e+00,2.0833e+00
3627.81,2.2306e+00,2.0682e+00
3628.59,5.0267e-01,2.0503e+00
3629.36,-2.9345e+00,2.0292e+00
3630.14,-2.2541e+00,2.0301e+00
3630.91,-4.4486e-01,2.0295e+00
3631.69,2.1221e+00,2.0328e+00
3632.46,1.8683e+00,2.0335e+00
3633.24,1.0138e+00,2.0220e+00
3634.01,-6.1308e-01,1.9993e+00
3634.79,1.4486e+00,2.0108e+00
3635.56,2.0912e+00,2.0075e+00
3636.34,2.2030e+00,2.0464e+00
3637.11,-2.5870e+00,2.0529e+00
3637.88,-4.3454e+00,2.0132e+00
3638.66,-2.0343e+00,2.0113e+00
3639.43,1.0441e+00,2.0129e+00
3640.21,2.0781e+00,2.0230e+00
3640.98,-3.2095e-01,2.0143e+00
3641.76,-1.7773e+00,1.9826e+00
3642.53,-2.7483e-01,1.9539e+00
3643.31,-1.1130e+00,1.9931e+00
3644.08,7.3496e-01,1.9689e+00
3644.86,1.3481e+00,1.9555e+00
3645.63,1.4854e+00,1.9550e+00
3646.41,6.5620e-02,1.9485e+00
3647.18,1.5322e+00,1.9081e+00
3647.95,1.0882e+00,1.8933e+00
3648.73,-6.9954e-01,1.9088e+00
3649.50,-6.6516e-01,1.8936e+00
3650.28,-4.9634e-01,1.8549e+00
3651.05,-3.6958e+00,1.8557e+00
3651.83,-2.1900e-01,1.8460e+00
3652.60,1.4434e+00,1.8436e+00
3653.38,1.2003e+00,1.8443e+00
3654.15,-5.8533e-01,1.8541e+00
3654.93,-1.7014e+00,1.8534e+00
3655.70,4.5924e-01,1.8529e+00
3656.48,3.1172e+00,1.8550e+00
3657.25,3.9712e+00,1.8565e+00
3658.02,3.7987e+00,1.8582e+00
3658.80,2.3493e+00,1.8457e+00
3659.57,-1.4170e-01,1.8403e+00
3660.35,-6.2984e-01,1.8458e+00
3661.12,9.7398e-01,1.8475e+00
3661.90,3.3103e+00,1.8333e+00
3662.67,3.4880e+00,1.8165e+00
3663.45,1.8450e+00,1.7924e+00
3664.22,4.6937e+00,1.8145e+00
3665.00,-1.8544e+00,1.8105e+00
3665.77,1.5063e+00,1.7888e+00
3666.55,9.9046e-01,1.7662e+00
3667.32,4.7937e-02,1.7737e+00
3668.09,-9.7068e-01,1.7663e+00
3668.87,-1.9643e+00,1.7680e+00
3669.64,1.0792e+00,1.7688e+00
3670.42,1.1307e+00,1.7537e+00
3671.19,4.6246e+00,1.7546e+00
3671.97,3.0989e+00,1.7531e+00
3672.74,2.0589e+00,1.7274e+00
3673.52,-3.5575e-01,1.7148e+00
3674.29,1.7811e-01,1.7038e+00
3675.07,1.8441e+00,1.7267e+00
3675.84,-9.4465e-01,1.7324e+00
3676.62,-4.0686e+00,1.7011e+00
3677.39,-3.9803e+00,1.6862e+00
3678.17,-4.4504e-01,1.6902e+00
3678.94,1.8533e+00,1.7169e+00
3679.71,2.9943e+00,1.6944e+00
3680.49,1.9352e+00,1.7052e+00
