Wavelength,Flux,Error
3503.10,-1.3370e+02,2.7022e+02
3503.87,3.2894e+02,2.6424e+02
3504.65,2.4047e+02,2.6518e+02
3505.42,-1.5449e+02,2.6616e+02
3506.20,1.5763e+02,2.6417e+02
3506.97,4.9378e+02,2.6624e+02
3507.75,2.5028e+02,2.6279e+02
3508.52,2.1513e+02,2.6075e+02
3509.30,5.2875e+01,2.6216e+02
3510.07,4.2500e+01,2.6246e+02
3510.85,1.4248e+02,2.6140e+02
3511.62,-3.8250e+02,2.5812e+02
3512.40,-3.6049e+02,2.5840e+02
3513.17,1.9593e+02,2.5926e+02
3513.95,-3.4593e+02,2.5706e+02
3514.72,-5.0131e+02,2.5658e+02
3515.50,-2.0266e+02,2.5547e+02
3516.27,-8.7363e+01,2.5646e+02
3517.05,1.6318e+02,2.5591e+02
3517.82,-9.7559e+01,2.5477e+02
3518.60,1.0130e+02,2.5441e+02
3519.37,3.0373e+02,2.5165e+02
3520.15,1.6146e+02,2.5016e+02
3520.92,6.9883e+01,2.4803e+02
3521.70,-2.1135e+02,2.4915e+02
3522.47,-2.1875e+02,2.4809e+02
3523.25,4.8093e+01,2.4524e+02
3524.02,1.8095e+02,2.4235e+02
3524.80,4.3394e+02,2.4254e+02
3525.57,-1.7235e+02,2.4294e+02
3526.35,-5.1302e+02,2.4122e+02
3527.12,-8.2242e+02,2.3851e+02
3527.90,-6.5466e+02,2.3411e+02
3528.67,-7.1752e+02,2.3400e+02
3529.45,-3.9394e+02,2.3394e+02
3530.22,-3.7404e+02,2.3230e+02
3531.00,-6.6341e+01,2.2901e+02
3531.77,1.9575e+01,2.2741e+02
3532.55,-7.6644e+01,2.2614e+02
3533.32,-1.0687e+02,2.2504e+02
3534.10,3.0819e+02,2.2414e+02
3534.87,6.1339e+01,2.2291e+02
3535.65,-9.9442e+01,2.2133e+02
3536.42,-1.6010e+01,2.2207e+02
3537.20,4.1604e+01,2.1973e+02
3537.97,-1.2061e+01,2.1797e+02
3538.75,-1.9752e+02,2.1958e+02
3539.52,1.5989e+02,2.1901e+02
3540.30,2.4179e+02,2.1822e+02
3541.07,1.9053e+02,2.1487e+02
3541.84,1.6563e+02,2.1265e+02
3542.62,2.9064e+02,2.1488e+02
3543.39,-1.8264e+02,2.1511e+02
3544.17,-5.6601e+02,2.1130e+02
3544.94,-3.1776e+01,2.1116e+02
3545.72,-1.2830e+02,2.1003e+02
3546.49,-6.9728e+01,2.0957e+02
3547.27,2.9072e+02,2.0862e+02
3548.04,-1.6466e+02,2.0919e+02
3548.82,-1.5895e+02,2.0933e+02
3549.59,1.2923e+02,2.0904e+02
3550.37,-1.6258e+01,2.0921e+02
3551.14,-7.7798e+01,2.0670e+02
3551.92,-6.9981e+01,2.0483e+02
3552.69,-2.9975e+02,2.0509e+02
3553.47,-7.2372e+01,2.0283e+02
3554.24,-4.9880e+01,2.0423e+02
3555.02,-9.9824e+00,2.0453e+02
3555.79,6.4175e+02,2.0274e+02
3556.57,3.2316e+02,2.0207e+02
3557.34,4.9957e+02,2.0314e+02
3558.12,8.8715e+01,2.0124e+02
3558.89,-1.7451e+02,1.9933e+02
3559.67,-2.6483e+02,1.9940e+02
3560.44,2.0214e+02,1.9979e+02
3561.22,2.5161e+02,1.9865e+02
3561.99,-3.6948e+01,1.9639e+02
3562.77,-1.5651e+02,1.9755e+02
3563.54,-1.4142e+02,1.9709e+02
3564.32,5.3980e+01,1.9429e+02
3565.09,1.3368e+01,1.9139e+02
3565.87,-5.3285e+01,1.9200e+02
3566.64,-3.2754e+01,1.9309e+02
3567.42,-6.2312e+01,1.9285e+02
3568.19,-6.3822e+01,1.9122e+02
3568.97,5.4657e+01,1.8868e+02
3569.74,-2.9559e+01,1.8862e+02
3570.52,8.6130e+01,1.8955e+02
3571.29,-3.6795e+02,1.8715e+02
3572.07,4.3996e+01,1.8550e+02
3572.84,-1.2539e+02,1.8517e+02
3573.62,-3.4928e+02,1.8350e+02
3574.39,-3.3438e+02,1.8114e+02
3575.17,-2.9795e+02,1.8183e+02
3575.94,-3.6436e+02,1.8057e+02
3576.72,1.0553e+02,1.8085e+02
3577.49,-1.4893e+02,1.8009e+02
3578.27,-2.8525e+02,1.7877e+02
3579.04,-3.8824e+02,1.7812e+02
3579.82,-6.7280e+01,1.7856e+02
3580.59,2.9175e+02,1.7545e+02
3581.37,1.4478e+01,1.7420e+02
3582.14,-3.4315e+02,1.7344e+02
3582.92,-3.7593e+02,1.7444e+02
3583.69,-3.3038e+01,1.7469e+02
3584.46,-3.9836e+01,1.7373e+02
3585.24,4.2605e+01,1.7081e+02
3586.01,7.1160e+01,1.6843e+02
3586.79,1.6802e+02,1.7031e+02
3587.56,-1.9011e+01,1.6994e+02
3588.34,-1.9613e+01,1.6852e+02
3589.11,-1.1981e+02,1.6748e+02
3589.89,-1.9779e+02,1.6691e+02
3590.66,3.9183e+00,1.6693e+02
3591.44,-1.0316e+02,1.6805e+02
3592.21,-1.3366e+02,1.6656e+02
3592.99,5.7081e+01,1.6535e+02
3593.76,1.8012e+02,1.6569e+02
3594.54,1.2382e+02,1.6639e+02
3595.31,2.9115e+02,1.6638e+02
3596.09,3.6089e+01,1.6512e+02
3596.86,-9.7487e+01,1.6424e+02
3597.64,-2.1712e+01,1.6388e+02
3598.41,5.0516e+02,1.6365e+02
3599.19,1.5528e+02,1.6184e+02
3599.96,5.7358e+01,1.6207e+02
3600.74,-1.6126e+02,1.6106e+02
3601.51,-2.2553e+02,1.6066e+02
3602.29,-3.9010e+02,1.6023e+02
3603.06,-1.5290e+02,1.5928e+02
3603.84,-3.1571e+00,1.5804e+02
3604.61,2.0616e+02,1.5801e+02
3605.39,-2.0934e+01,1.5696e+02
3606.16,-1.2814e+02,1.5554e+02
3606.94,1.4125e+02,1.5548e+02
3607.71,-1.1943e+01,1.5436e+02
3608.49,-5.5631e+01,1.5320e+02
3609.26,1.3024e+02,1.5173e+02
3610.04,1.1701e+02,1.5171e+02
3610.81,-2.2976e+02,1.5191e+02
3611.59,-1.4434e+02,1.5089e+02
3612.36,1.8631e+01,1.4959e+02
3613.14,1.1316e+02,1.4824e+02
3613.91,-1.5958e+02,1.4631e+02
3614.69,-9.7141e+01,1.4603e+02
3615.46,-1.9380e+02,1.4486e+02
3616.24,-8.1013e+01,1.4406e+02
3617.01,9.6149e+01,1.4385e+02
3617.79,8.1743e+01,1.4228e+02
3618.56,-3.1059e+02,1.4047e+02
3619.34,-4.5331e+02,1.3961e+02
3620.11,-2.1247e+02,1.4050e+02
3620.89,1.8099e+02,1.3838e+02
3621.66,1.2187e+02,1.3749e+02
3622.44,-9.9561e+01,1.3880e+02
3623.21,-4.9943e+01,1.3665e+02
3623.99,9.6088e+01,1.3541e+02
3624.76,5.1002e+01,1.3564e+02
3625.53,7.6304e+00,1.3543e+02
3626.31,1.5435e+01,1.3407e+02
3627.08,5.7069e+01,1.3389e+02
3627.86,-1.1302e+02,1.3375e+02
3628.63,-9.3874e+01,1.3347e+02
3629.41,9.5677e+01,1.3259e+02
3630.18,1.3710e+02,1.3237e+02
3630.96,1.6733e+02,1.3161e+02
3631.73,1.3667e+02,1.3065e+02
3632.51,-1.0257e+02,1.3017e+02
3633.28,-3.8064e+01,1.2930e+02
3634.06,3.3032e+01,1.2955e+02
3634.83,1.2897e+02,1.2952e+02
3635.61,-3.6053e+01,1.2892e+02
3636.38,1.7513e+02,1.2913e+02
3637.16,1.2601e+02,1.2878e+02
3637.93,-8.9057e+01,1.2749e+02
3638.71,-2.4062e+02,1.2716e+02
3639.48,4.6382e+01,1.2645e+02
3640.26,9.6722e+01,1.2605e+02
3641.03,-1.5852e+02,1.2546e+02
3641.81,-2.3837e+02,1.2516e+02
3642.58,-1.5463e+02,1.2477e+02
3643.36,-1.3262e+02,1.2364e+02
3644.13,-3.4080e+02,1.2207e+02
3644.91,-1.9962e+02,1.2204e+02
3645.68,6.0086e+01,1.2286e+02
3646.46,-3.1020e+01,1.2261e+02
3647.23,-1.1820e+02,1.2083e+02
3648.01,2.5123e+02,1.2073e+02
3648.78,-9.2095e+01,1.2118e+02
3649.56,2.7946e+01,1.2086e+02
3650.33,3.7761e+01,1.2102e+02
3651.11,1.7574e+01,1.1865e+02
3651.88,-1.8714e+01,1.1806e+02
3652.66,-1.1721e+01,1.1755e+02
3653.43,-1.0507e+02,1.1687e+02
3654.21,6.9053e+01,1.1638e+02
3654.98,-2.4665e+02,1.1579e+02
3655.76,-5.3002e+01,1.1370e+02
3656.53,-8.3346e+01,1.1213e+02
3657.31,-2.2102e+01,1.1151e+02
3658.08,7.4511e+01,1.1159e+02
3658.86,-1.8308e+02,1.1256e+02
3659.63,-6.2527e+01,1.1167e+02
3660.41,-1.0654e+02,1.1067e+02
3661.18,-6.7386e+01,1.1077e+02
3661.96,7.4876e+01,1.0896e+02
3662.73,-2.2085e+01,1.0803e+02
3663.51,-1.0313e+02,1.0761e+02
3664.28,1.5106e+02,1.0639e+02
3665.06,-9.3147e+01,1.0677e+02
