Wavelength,Flux,Error
3503.10,2.2798e+01,2.6292e+00
3503.87,1.7112e+01,2.6051e+00
3504.65,8.5661e+00,2.5761e+00
3505.42,-1.7738e-01,2.5523e+00
3506.20,3.0525e+00,2.5608e+00
3506.97,9.6646e-01,2.5785e+00
3507.75,7.3653e+00,2.5667e+00
3508.52,1.7798e+01,2.5632e+00
3509.30,-1.3681e+00,2.5085e+00
3510.07,-1.9319e+00,2.4861e+00
3510.85,1.0861e+01,2.4708e+00
3511.62,1.9318e+01,2.4714e+00
3512.40,1.0175e+01,2.4701e+00
3513.17,9.2995e+00,2.4511e+00
3513.95,6.8859e+00,2.4250e+00
3514.72,-4.3203e+00,2.4570e+00
3515.50,1.5128e+00,2.4671e+00
3516.27,9.4237e+00,2.4546e+00
3517.05,1.4092e+01,2.4262e+00
3517.82,8.5132e+00,2.4152e+00
3518.60,9.8060e+00,2.4215e+00
3519.37,1.2383e+01,2.4086e+00
3520.15,8.2684e+00,2.3692e+00
3520.92,6.7610e+00,2.3603e+00
3521.70,9.4205e+00,2.3839e+00
3522.47,5.6364e+00,2.3730e+00
3523.24,1.1849e+01,2.3692e+00
3524.02,1.6424e+01,2.3733e+00
3524.79,9.5276e+00,2.3462e+00
3525.57,6.5755e+00,2.3143e+00
3526.34,2.0440e+00,2.2974e+00
3527.12,7.1059e+00,2.3386e+00
3527.89,7.1370e+00,2.3272e+00
3528.67,1.1910e+01,2.3083e+00
3529.44,1.6606e+01,2.3077e+00
3530.22,2.1633e+01,2.3053e+00
3530.99,1.6571e+01,2.3045e+00
3531.77,1.4165e+01,2.2961e+00
3532.54,4.3867e+00,2.3067e+00
3533.32,8.3862e+00,2.3002e+00
3534.09,5.2976e-01,2.3012e+00
3534.87,7.0078e+00,2.3057e+00
3535.64,6.9666e+00,2.3045e+00
3536.42,8.5742e+00,2.2858e+00
3537.19,6.3609e+00,2.3294e+00
3537.97,1.2180e+01,2.4222e+00
3538.74,8.4476e+00,2.4165e+00
3539.52,1.1658e+01,2.3654e+00
3540.29,1.0843e+01,2.3341e+00
3541.07,1.6848e+01,2.3505e+00
3541.84,1.4481e+01,2.2771e+00
3542.62,7.8486e+00,2.2463e+00
3543.39,1.0755e+01,2.2477e+00
3544.17,4.4413e+00,2.2764e+00
3544.94,6.1113e+00,2.2760e+00
3545.72,6.3709e+00,2.2747e+00
3546.49,6.4868e+00,2.2763e+00
3547.26,1.1240e+01,2.2580e+00
3548.04,1.6856e+01,2.2602e+00
3548.81,7.4546e+00,2.2682e+00
3549.59,1.0374e+00,2.2794e+00
3550.36,1.2946e+01,2.2466e+00
3551.14,1.3663e+01,2.2151e+00
3551.91,1.0621e+01,2.2014e+00
3552.69,8.0767e+00,2.1962e+00
3553.46,1.2774e+01,2.2089e+00
3554.24,1.6998e+01,2.2033e+00
3555.01,4.5020e+00,2.1934e+00
3555.79,4.2995e+00,2.1943e+00
3556.56,8.9411e+00,2.1709e+00
3557.34,1.0962e+01,2.1689e+00
3558.11,5.9852e+00,2.1566e+00
3558.89,5.1738e+00,2.1414e+00
3559.66,1.1344e+01,2.1369e+00
3560.44,8.1584e+00,2.1231e+00
3561.21,-1.8394e-02,2.1277e+00
3561.99,9.2916e+00,2.1164e+00
3562.76,1.2984e+01,2.1014e+00
3563.54,1.0318e+01,2.0710e+00
3564.31,1.3431e+01,2.0487e+00
3565.09,1.1888e+01,2.0289e+00
3565.86,5.2574e+00,2.0346e+00
3566.64,1.1096e+01,2.0567e+00
3567.41,1.2685e+01,2.0789e+00
3568.19,8.8984e+00,2.0747e+00
3568.96,1.2471e+01,2.0540e+00
3569.73,1.1977e+01,2.0492e+00
3570.51,2.9787e+00,2.0272e+00
3571.28,1.3414e+01,2.0307e+00
3572.06,8.3442e+00,2.0305e+00
3572.83,1.2955e+01,2.0532e+00
3573.61,9.5526e+00,2.0559e+00
