Wavelength,Flux,Error
3502.32,3.1088e+01,1.4800e+01
3503.10,2.1239e+01,1.4932e+01
3503.87,-8.8038e+00,1.4776e+01
3504.65,3.5279e+00,1.4618e+01
3505.42,5.3928e-02,1.4381e+01
3506.20,2.5135e+01,1.4342e+01
3506.97,2.3537e+01,1.4314e+01
3507.75,2.5517e+01,1.4115e+01
3508.52,4.3485e+01,1.4070e+01
3509.30,4.6641e+00,1.4392e+01
3510.07,2.9796e+00,1.4340e+01
3510.85,1.0879e+00,1.4125e+01
3511.62,1.4272e+01,1.4221e+01
3512.40,2.1458e+01,1.4047e+01
3513.17,1.6797e+01,1.3999e+01
3513.95,7.2292e+00,1.3858e+01
3514.72,5.9611e+00,1.3830e+01
3515.50,-1.1361e+00,1.3907e+01
3516.27,-1.6627e+01,1.3915e+01
3517.05,1.6605e+01,1.4025e+01
3517.82,1.0702e+01,1.4153e+01
3518.60,1.3226e+01,1.3946e+01
3519.37,2.6692e+00,1.3610e+01
3520.15,2.9923e+00,1.3610e+01
3520.92,9.6845e-01,1.3714e+01
3521.70,-1.9880e+00,1.3519e+01
3522.47,-2.2957e+01,1.3310e+01
3523.25,2.1380e+01,1.3183e+01
3524.02,8.6265e+00,1.3175e+01
3524.80,-7.0529e+00,1.3290e+01
3525.57,4.3166e+00,1.3145e+01
3526.35,1.7228e+01,1.2892e+01
3527.12,1.1490e+01,1.3031e+01
3527.90,6.1353e+00,1.3143e+01
3528.67,-6.3508e+00,1.3220e+01
3529.45,7.2151e+00,1.3687e+01
3530.22,1.6276e+01,1.3621e+01
3531.00,-9.0462e+00,1.3372e+01
3531.77,-1.1935e+01,1.2956e+01
3532.55,3.5189e+01,1.2681e+01
3533.32,-3.5106e+00,1.2738e+01
3534.10,-6.3446e+00,1.2900e+01
3534.87,9.2248e+00,1.2777e+01
3535.65,1.7581e+01,1.2712e+01
3536.42,-1.1850e+00,1.2716e+01
3537.20,-3.5863e+00,1.2795e+01
3537.97,1.7329e+01,1.2824e+01
3538.75,7.4760e+01,1.3017e+01
3539.52,3.1943e+01,1.3195e+01
3540.30,-2.5255e+01,1.2947e+01
3541.07,3.5800e+01,1.3302e+01
3541.85,2.2287e+01,1.4115e+01
3542.62,3.5802e+00,1.4227e+01
3543.40,2.9615e+00,1.3317e+01
3544.17,-5.8226e+00,1.2776e+01
3544.95,-1.1129e+01,1.2829e+01
3545.72,-7.0666e+00,1.2703e+01
3546.50,-1.5997e-02,1.2821e+01
3547.27,-5.1931e+00,1.2737e+01
3548.05,1.2393e+01,1.2573e+01
3548.82,2.1352e+01,1.2476e+01
3549.60,1.6209e+01,1.2558e+01
3550.37,2.3154e+01,1.2567e+01
3551.15,-1.2352e+00,1.2607e+01
3551.92,-1.7603e+01,1.3564e+01
3552.70,3.0612e+01,1.3146e+01
3553.47,2.2709e+01,1.2559e+01
3554.25,2.5105e+01,1.2159e+01
3555.02,6.5588e+00,1.2056e+01
3555.80,1.6024e+01,1.1923e+01
3556.57,1.9504e+01,1.1927e+01
