Wavelength,Flux,Error
3502.32,7.3429e+01,4.1791e+02
3503.10,6.5563e+02,4.1181e+02
3503.87,9.5856e+02,4.0639e+02
3504.65,-3.6559e+02,4.0955e+02
3505.42,-6.0498e+02,4.1075e+02
3506.20,3.9146e+02,4.0388e+02
3506.97,5.1501e+02,4.0680e+02
3507.75,3.4726e+02,4.0987e+02
3508.52,2.7551e+02,4.0321e+02
3509.30,9.3588e+02,4.0150e+02
3510.07,2.6123e+02,4.0082e+02
3510.85,3.3955e+02,4.0273e+02
3511.62,3.9075e+02,4.0049e+02
3512.40,1.4880e+03,3.9444e+02
3513.17,1.2163e+02,3.9059e+02
3513.95,-2.0130e+02,3.8732e+02
3514.72,9.7972e+02,3.8989e+02
3515.50,1.3321e+03,3.8839e+02
3516.27,9.5666e+02,3.8370e+02
3517.05,3.7609e+02,3.8222e+02
3517.82,5.6544e+01,3.8351e+02
3518.60,9.5897e+02,3.7906e+02
3519.37,6.6160e+02,3.7556e+02
3520.15,-5.0624e+01,3.8290e+02
3520.92,9.9043e+02,3.8328e+02
3521.70,9.8041e+02,3.8177e+02
3522.47,6.1300e+02,3.7907e+02
3523.25,2.1803e+02,3.7632e+02
3524.02,1.2005e+03,3.7354e+02
3524.80,1.1294e+03,3.7102e+02
3525.57,-1.6566e+02,3.7901e+02
3526.34,-1.3054e+02,3.7412e+02
3527.12,3.4632e+02,3.6958e+02
3527.89,8.2439e+02,3.6529e+02
3528.67,1.7017e+02,3.5825e+02
3529.44,3.7477e+02,3.6263e+02
3530.22,5.4811e+02,3.7083e+02
3530.99,6.5153e+01,3.6449e+02
3531.77,1.5111e+02,3.6165e+02
3532.54,8.4247e+02,3.5468e+02
3533.32,1.8209e+03,3.4780e+02
3534.09,1.5520e+03,3.4973e+02
3534.87,1.0645e+03,3.5134e+02
3535.64,-5.8971e+02,3.4732e+02
3536.42,4.2925e+02,3.5218e+02
3537.19,-6.1113e+01,3.5405e+02
3537.97,-2.3786e+02,3.5578e+02
3538.74,6.0481e+01,3.5624e+02
3539.52,5.1299e+02,3.5284e+02
3540.29,5.7483e+02,3.5216e+02
3541.07,-3.3579e+02,3.5391e+02
3541.84,4.8157e+02,3.5213e+02
3542.62,3.6898e+02,3.4939e+02
3543.39,7.8092e+02,3.5136e+02
3544.17,7.6021e+02,3.5110e+02
3544.94,-2.3351e+02,3.4981e+02
3545.72,-1.2561e+02,3.4296e+02
3546.49,-2.5380e+02,3.3861e+02
3547.27,6.3485e+02,3.3727e+02
3548.04,8.7854e+02,3.4265e+02
3548.82,4.5054e+02,3.5856e+02
3549.59,1.3482e+02,3.5546e+02
3550.37,5.4194e+02,3.4977e+02
3551.14,4.2423e+02,3.4219e+02
3551.91,4.6133e+02,3.4211e+02
3552.69,1.7417e+02,3.4173e+02
3553.46,1.6287e+03,3.4921e+02
3554.24,1.7193e+03,3.4764e+02
3555.01,-3.5297e+02,3.3929e+02
