Wavelength,Flux,Error
3502.32,-2.7365e+00,3.2541e+01
3503.10,8.3669e+01,3.2727e+01
3503.87,1.7399e+01,3.3529e+01
3504.65,-4.3827e+01,3.3515e+01
3505.42,-1.0292e+02,3.3517e+01
3506.20,-8.9889e+01,3.4419e+01
3506.97,-1.2046e+02,3.3883e+01
3507.75,-7.2153e+00,3.2866e+01
3508.52,-1.3622e+01,3.2995e+01
3509.30,-1.2222e+01,3.2262e+01
3510.07,-9.5305e+01,3.2147e+01
3510.85,-3.1152e+01,3.2153e+01
3511.62,6.5238e+01,3.1651e+01
3512.40,-5.1934e+01,3.1471e+01
3513.17,-1.0647e+02,3.1115e+01
3513.95,-8.8771e+00,3.1082e+01
3514.72,5.1933e+01,3.1195e+01
3515.50,3.9458e+01,3.1201e+01
3516.27,6.2122e+01,3.1216e+01
3517.05,-2.6474e+01,3.0761e+01
3517.82,2.0902e+01,3.0810e+01
3518.60,-4.7024e+01,3.0908e+01
3519.37,-1.2434e+01,3.0703e+01
3520.15,4.0309e+01,3.0405e+01
3520.92,-4.9997e+01,3.0015e+01
3521.70,-9.8049e+01,3.1740e+01
3522.47,-2.2042e-01,3.2281e+01
3523.25,1.3607e+01,3.2817e+01
3524.02,-3.0782e+01,3.2030e+01
3524.80,-3.3640e+01,3.0903e+01
3525.57,4.5364e+01,3.0042e+01
3526.35,9.6522e+00,2.9903e+01
3527.12,6.1600e+01,2.9935e+01
3527.90,1.7933e+00,3.0160e+01
3528.67,-8.4147e-01,3.0516e+01
3529.45,-3.2853e+01,3.0259e+01
3530.22,-2.1134e+01,3.0019e+01
3531.00,-5.6404e+01,2.9919e+01
3531.77,4.1918e+01,2.9734e+01
3532.55,2.1685e+01,2.9826e+01
3533.32,2.0801e+01,3.0492e+01
3534.10,1.5700e+00,3.0136e+01
3534.87,7.3337e+01,2.9788e+01
3535.65,4.9653e+01,3.0961e+01
3536.42,1.4254e+01,3.1387e+01
3537.20,4.5031e+01,3.0913e+01
3537.97,1.4526e+01,3.0928e+01
3538.75,2.6202e+01,3.1066e+01
3539.52,-6.4371e+01,3.1359e+01
3540.30,-8.7347e+01,3.0936e+01
3541.07,-3.3031e+01,3.0674e+01
3541.85,8.7050e+01,3.0940e+01
3542.62,1.7659e+01,3.0429e+01
3543.40,-5.2540e+01,2.9399e+01
3544.17,-6.6983e+01,2.8917e+01
3544.95,4.0856e+00,2.8952e+01
3545.72,-1.3432e+01,2.8841e+01
3546.50,-2.6757e+01,2.8569e+01
3547.27,1.1839e+01,2.8430e+01
3548.05,1.0366e+01,2.8026e+01
3548.82,4.3732e+01,2.7795e+01
3549.60,4.3995e+01,2.8104e+01
3550.37,-5.2352e+01,2.7987e+01
3551.15,4.7991e+01,2.7604e+01
3551.92,1.2211e+00,2.7894e+01
3552.70,4.9753e+01,2.7895e+01
3553.47,5.8664e+01,2.7591e+01
3554.25,3.0910e+01,2.7369e+01
3555.02,1.0133e+02,2.7361e+01
3555.80,9.1147e+01,2.7341e+01
3556.57,8.9535e+01,2.7135e+01
3557.35,-4.2951e+01,2.6841e+01
3558.12,6.0015e+00,2.6568e+01
3558.90,2.5652e+01,2.6928e+01
3559.67,1.2674e+02,2.6945e+01
3560.45,8.7686e+01,2.6935e+01
3561.22,-1.9414e+01,2.6873e+01
3562.00,2.3744e+01,2.7000e+01
3562.77,-2.7195e+01,2.6426e+01
3563.55,3.2216e+01,2.6114e+01
3564.32,1.4646e+01,2.5842e+01
3565.10,5.1422e+01,2.5771e+01
3565.87,8.6920e+01,2.5937e+01
3566.65,9.3994e+01,2.5864e+01
3567.42,-1.2893e+01,2.6119e+01
3568.20,2.2261e+01,2.6064e+01
3568.97,2.7800e+01,2.5568e+01
3569.75,-1.6043e+01,2.5415e+01
3570.52,-3.9279e+00,2.5749e+01
3571.30,1.1040e+00,2.5684e+01
3572.07,-1.3183e+01,2.5586e+01
3572.85,5.0713e+01,2.5794e+01
3573.62,7.2762e+00,2.6187e+01
3574.40,-9.6093e+00,2.6713e+01
3575.17,-4.8833e+01,2.7090e+01
3575.95,-9.2859e+01,2.6960e+01
3576.72,2.7025e+01,2.6747e+01
3577.50,4.0110e+01,2.7025e+01
3578.27,1.3675e+02,2.6176e+01
3579.05,5.4836e+01,2.5525e+01
3579.82,4.3722e+01,2.4978e+01
3580.60,1.7765e+01,2.4657e+01
3581.37,-4.0927e+01,2.4522e+01
3582.15,-4.0422e+01,2.4412e+01
3582.92,-4.0917e+01,2.4434e+01
3583.70,3.8246e+01,2.4502e+01
3584.47,4.0602e+01,2.4362e+01
3585.25,2.2640e+00,2.4024e+01
3586.02,-1.2640e+01,2.4078e+01
3586.80,4.2755e+01,2.4075e+01
3587.57,1.5885e+01,2.4131e+01
3588.35,-4.9984e+01,2.4130e+01
3589.12,-5.7727e+01,2.3912e+01
3589.90,-7.4438e+01,2.3926e+01
3590.67,-2.7407e+01,2.4167e+01
3591.45,5.6069e+01,2.4115e+01
3592.22,-2.0287e+01,2.3853e+01
3593.00,1.1167e+02,2.3659e+01
3593.77,3.9605e+01,2.3545e+01
3594.54,-2.4772e+01,2.3723e+01
3595.32,3.0230e+01,2.3863e+01
3596.09,4.7666e+01,2.3681e+01
3596.87,2.2304e+01,2.3351e+01
3597.64,-5.6832e+01,2.3336e+01
3598.42,-5.0592e+01,2.3391e+01
3599.19,-3.7031e+01,2.3515e+01
3599.97,4.3146e+01,2.4001e+01
3600.74,-6.0841e+00,2.3988e+01
3601.52,1.3343e+01,2.3157e+01
3602.29,-5.6682e-01,2.2866e+01
3603.07,-5.4714e+01,2.2816e+01
3603.84,-1.9426e+01,2.2864e+01
3604.62,-2.4335e+01,2.2661e+01
3605.39,-8.3691e+01,2.2548e+01
3606.17,3.3840e+01,2.2538e+01
3606.94,4.4643e+01,2.2714e+01
3607.72,1.9644e+00,2.2679e+01
3608.49,-3.6065e+01,2.2722e+01
3609.27,4.5297e+01,2.2852e+01
3610.04,-2.1033e+01,2.2616e+01
3610.82,-1.6733e+01,2.2349e+01
3611.59,-2.7248e+01,2.2538e+01
3612.37,-4.0108e+00,2.2420e+01
3613.14,-2.2345e+01,2.2079e+01
3613.92,-3.2630e+00,2.2312e+01
3614.69,-2.3929e+01,2.3097e+01
3615.47,2.4139e+00,2.2558e+01
3616.24,3.7714e+01,2.2452e+01
3617.02,4.5147e+01,2.3203e+01
3617.79,-1.4986e+01,2.4085e+01
3618.57,3.7147e+01,2.2065e+01
3619.34,2.4108e+01,2.1651e+01
3620.12,-1.1955e+01,2.1567e+01
3620.89,9.3987e+00,2.1525e+01
3621.67,-3.4822e+01,2.1632e+01
3622.44,-6.4384e+00,2.1569e+01
3623.22,-1.5102e+01,2.1395e+01
3623.99,3.0534e+01,2.1436e+01
3624.77,-3.4198e+01,2.1563e+01
3625.54,-4.4694e+01,2.1699e+01
