Wavelength,Flux,Error
3502.32,-5.0399e-01,4.5697e+00
3503.10,-3.7510e+00,4.5575e+00
3503.87,-5.4469e+00,4.4161e+00
3504.65,-5.3011e+00,4.3803e+00
3505.42,-4.3549e+00,4.4458e+00
3506.20,1.0245e+00,4.4626e+00
3506.97,3.3214e+00,4.4264e+00
3507.75,8.3323e+00,4.3834e+00
3508.52,1.1323e+01,4.4144e+00
3509.30,1.0028e+01,4.5377e+00
3510.07,4.5862e+00,4.4965e+00
3510.84,-3.7694e+00,4.4401e+00
3511.62,2.1813e+00,4.3322e+00
3512.39,4.9035e+00,4.3095e+00
3513.17,6.1006e+00,4.2160e+00
3513.94,5.8055e+00,4.1959e+00
3514.72,3.5624e+00,4.2017e+00
3515.49,2.0698e+00,4.1271e+00
3516.27,-1.2295e+00,4.1924e+00
3517.04,4.2638e+00,4.1393e+00
3517.82,2.5966e+00,4.1686e+00
3518.59,7.8656e+00,4.3584e+00
3519.36,5.9661e+00,4.2745e+00
3520.14,2.3376e+00,4.1090e+00
3520.91,3.1678e+00,4.0381e+00
3521.69,2.6229e+00,4.0529e+00
3522.46,5.2246e+00,3.9953e+00
3523.24,3.5959e+00,4.0016e+00
3524.01,1.8458e+00,3.9521e+00
3524.79,5.9501e+00,3.8970e+00
3525.56,6.9658e+00,3.9338e+00
3526.34,3.6549e+00,4.0309e+00
3527.11,1.7191e+00,4.0517e+00
3527.89,-2.9761e+00,4.0953e+00
3528.66,-5.7578e+00,4.1028e+00
3529.43,-3.3069e+00,4.0638e+00
3530.21,-4.7687e+00,4.0366e+00
3530.98,-3.2029e+00,4.0017e+00
3531.76,-1.4796e+00,3.9733e+00
3532.53,-4.0964e+00,3.9682e+00
3533.31,7.9036e-01,4.0353e+00
3534.08,-1.9049e+00,4.0766e+00
3534.86,6.4478e+00,3.9902e+00
3535.63,2.2453e+00,3.9501e+00
3536.41,9.8623e-01,4.0346e+00
3537.18,-2.0718e-01,4.0392e+00
3537.95,1.4188e+00,4.0035e+00
3538.73,5.6386e+00,4.0054e+00
3539.50,6.0756e+00,4.0408e+00
3540.28,5.3810e+00,3.9773e+00
3541.05,3.3638e+00,4.0643e+00
3541.83,4.6679e+00,4.0380e+00
3542.60,1.7140e+00,3.9764e+00
3543.38,4.2992e+00,3.9719e+00
3544.15,9.3781e+00,3.9454e+00
3544.93,5.3878e+00,3.9561e+00
3545.70,-2.4734e+00,3.9035e+00
3546.48,5.6266e+00,3.9137e+00
3547.25,7.1683e-02,3.8535e+00
3548.02,-2.3449e-02,3.9458e+00
3548.80,5.6386e+00,4.0017e+00
3549.57,2.6632e+00,3.9134e+00
3550.35,5.9194e+00,3.8719e+00
3551.12,1.1316e+01,3.8289e+00
3551.90,1.5722e+00,3.8160e+00
3552.67,-1.4228e+00,3.8551e+00
3553.45,5.7213e+00,3.8820e+00
3554.22,2.9674e+00,3.7857e+00
3555.00,4.8467e+00,3.7751e+00
3555.77,8.7124e+00,3.7982e+00
3556.55,8.2355e+00,3.7867e+00
3557.32,3.0874e-01,3.7791e+00
3558.09,6.0196e-03,3.7359e+00
3558.87,9.6999e-01,3.6661e+00
3559.64,1.3804e+00,3.7282e+00
3560.42,-3.8505e+00,3.6557e+00
3561.19,1.2846e+00,3.6497e+00
3561.97,-1.9044e+00,3.6378e+00
3562.74,-2.6876e+00,3.6666e+00
3563.52,5.3442e+00,3.9358e+00
3564.29,3.3005e+00,4.1755e+00
3565.07,4.0813e+00,4.2138e+00
3565.84,1.0159e+01,4.2989e+00
3566.61,6.6229e+00,3.8976e+00
3567.39,2.2716e+00,3.6573e+00
3568.16,8.6156e-01,3.6073e+00
3568.94,3.5000e+00,3.6103e+00
3569.71,4.9995e+00,3.5354e+00
3570.49,-1.3409e+00,3.4711e+00
3571.26,8.5448e-02,3.5130e+00
3572.04,-4.2445e+00,3.4187e+00
3572.81,2.6606e+00,3.4626e+00
3573.59,-3.9176e-01,3.5527e+00
3574.36,-2.0990e+00,3.5066e+00
3575.14,1.3226e+00,3.4353e+00
3575.91,-4.2432e-01,3.4437e+00
3576.68,-3.7091e+00,3.4922e+00
3577.46,3.2808e+00,3.5027e+00
3578.23,-2.0817e+00,3.4863e+00
3579.01,4.2092e+00,3.3746e+00
3579.78,1.3141e+00,3.3296e+00
3580.56,1.8140e+00,3.2949e+00
3581.33,1.3324e+00,3.2977e+00
3582.11,4.2961e+00,3.3001e+00
3582.88,3.2084e+00,3.3082e+00
3583.66,2.7906e+00,3.3029e+00
3584.43,-2.8192e-01,3.2528e+00
3585.21,5.5003e+00,3.3017e+00
3585.98,2.0042e-01,3.2348e+00
3586.75,7.3206e+00,3.2603e+00
3587.53,2.6953e+00,3.3114e+00
3588.30,4.3210e+00,3.3371e+00
3589.08,4.1172e+00,3.3504e+00
3589.85,-3.1233e-01,3.3241e+00
3590.63,-5.0164e-01,3.2761e+00
3591.40,8.1646e+00,3.3496e+00
3592.18,2.3148e-01,3.3541e+00
3592.95,2.7680e+00,3.2993e+00
3593.73,2.9016e+00,3.2636e+00
3594.50,1.7088e+00,3.2980e+00
3595.27,5.5995e+00,3.3240e+00
3596.05,-1.8219e-01,3.3703e+00
3596.82,-1.9708e+00,3.4092e+00
3597.60,-6.1887e-01,3.3298e+00
3598.37,5.0135e+00,3.2604e+00
3599.15,-1.3786e+00,3.2126e+00
3599.92,-9.7390e-01,3.2140e+00
3600.70,6.0110e+00,3.2256e+00
3601.47,6.4234e+00,3.1957e+00
3602.25,4.9616e-01,3.1691e+00
3603.02,2.4109e+00,3.1414e+00
3603.80,2.5488e+00,3.1027e+00
3604.57,-4.6501e-01,3.1022e+00
3605.34,-3.0799e+00,3.0939e+00
3606.12,3.7884e-01,3.1490e+00
3606.89,5.2258e+00,3.1348e+00
3607.67,2.0220e+00,3.0858e+00
3608.44,-3.5874e+00,3.0086e+00
3609.22,-1.5828e+00,2.9998e+00
3609.99,2.6905e+00,3.0014e+00
3610.77,1.2711e+00,2.9930e+00
3611.54,5.2321e+00,3.0097e+00
3612.32,1.4350e+00,3.0601e+00
3613.09,2.6387e+00,3.0948e+00
3613.86,-3.9831e-01,3.0650e+00
3614.64,8.6746e+00,3.0875e+00
3615.41,9.0969e+00,3.1338e+00
3616.19,2.8866e+00,3.1153e+00
3616.96,3.5424e+00,3.0593e+00
3617.74,5.2006e+00,2.9792e+00
3618.51,-3.3433e+00,2.9429e+00
3619.29,2.7561e+00,2.8794e+00
3620.06,-1.1882e+00,2.9034e+00
3620.84,3.6515e+00,2.9501e+00
3621.61,4.9873e+00,2.9067e+00
3622.39,2.9247e+00,2.8378e+00
3623.16,2.8056e+00,2.8974e+00
3623.93,4.6273e+00,2.9531e+00
3624.71,1.5920e+00,2.9421e+00
3625.48,3.0122e+00,2.9588e+00
3626.26,-2.9912e+00,3.0146e+00
3627.03,1.2563e-01,3.0387e+00
3627.81,1.8549e+00,2.9823e+00
3628.58,3.3256e+00,2.9479e+00
3629.36,-1.2485e+00,2.9426e+00
3630.13,1.7075e-01,2.8615e+00
3630.91,4.8848e-02,2.7848e+00
3631.68,1.5950e+00,2.7575e+00
3632.46,1.6230e+00,2.7669e+00
3633.23,-4.2488e-01,2.8132e+00
3634.00,-1.8130e+00,2.8131e+00
3634.78,1.4705e+00,2.7997e+00
3635.55,3.1943e+00,2.8280e+00
3636.33,3.7411e+00,2.8646e+00
3637.10,2.8727e+00,2.8579e+00
3637.88,3.7179e+00,2.8225e+00
3638.65,2.2791e+00,2.8788e+00
3639.43,2.1728e+00,2.8579e+00
3640.20,2.3212e+00,2.8668e+00
3640.98,5.1455e+00,2.8909e+00
3641.75,-1.3604e+00,2.8521e+00
3642.52,5.0957e+00,2.7960e+00
3643.30,5.5839e+00,2.7729e+00
3644.07,4.8233e+00,2.7523e+00
3644.85,4.4191e+00,2.6847e+00
3645.62,3.3324e+00,2.6395e+00
3646.40,1.5132e+00,2.6947e+00
3647.17,3.2956e+00,2.6612e+00
3647.95,5.2722e+00,2.6511e+00
3648.72,4.1239e+00,2.6647e+00
3649.50,4.1369e+00,2.6316e+00
3650.27,8.7275e-01,2.6626e+00
3651.05,1.9050e+00,2.6383e+00
3651.82,2.0961e+00,2.6512e+00
3652.59,2.0384e+00,2.6478e+00
3653.37,5.6672e+00,2.6507e+00
3654.14,6.9452e+00,2.6696e+00
3654.92,4.9034e+00,2.6571e+00
3655.69,4.4552e+00,2.6019e+00
3656.47,1.8269e+00,2.5942e+00
3657.24,4.0699e+00,2.5702e+00
3658.02,1.5234e+00,2.5409e+00
3658.79,2.7629e+00,2.6316e+00
3659.57,3.5325e+00,2.6260e+00
3660.34,5.8536e+00,2.6207e+00
3661.11,2.5576e+00,2.6033e+00
3661.89,1.9996e+00,2.5958e+00
3662.66,2.2216e+00,2.5747e+00
3663.44,-3.4612e+00,2.5748e+00
3664.21,6.1593e+00,2.5480e+00
3664.99,-2.1361e+00,2.5459e+00
3665.76,6.5573e-01,2.6053e+00
3666.54,2.6639e+00,2.5583e+00
3667.31,-5.4391e-01,2.5748e+00
3668.09,2.5943e+00,2.7348e+00
3668.86,4.2663e+00,2.6706e+00
3669.64,-5.6558e-01,2.4799e+00
3670.41,-3.3531e+00,2.4815e+00
3671.18,-4.0607e+00,2.5002e+00
3671.96,3.6545e+00,2.5013e+00
3672.73,1.1046e+00,2.5075e+00
3673.51,2.3227e+00,2.5016e+00
3674.28,-9.1643e-01,2.4397e+00
3675.06,5.2177e+00,2.4745e+00
3675.83,3.3138e+00,2.5134e+00
3676.61,2.3393e+00,2.4760e+00
3677.38,2.1574e+00,2.4079e+00
3678.16,3.9296e+00,2.3798e+00
3678.93,2.2525e+00,2.3840e+00
3679.71,2.1952e+00,2.3598e+00
3680.48,2.9385e+00,2.3338e+00
3681.25,7.4998e-01,2.3800e+00
3682.03,-8.0877e-01,2.3945e+00
3682.80,2.4175e+00,2.3647e+00
3683.58,-3.3148e-01,2.3887e+00
3684.35,2.6348e+00,2.3756e+00
3685.13,2.3478e+00,2.3482e+00
3685.90,2.4026e+00,2.3416e+00
3686.68,2.3503e+00,2.3405e+00
3687.45,-1.2053e-01,2.3311e+00
3688.23,2.5193e+00,2.2903e+00
3689.00,4.9279e+00,2.3355e+00
3689.77,6.0265e-01,2.2917e+00
3690.55,1.7489e+00,2.3205e+00
3691.32,-5.8919e-01,2.3316e+00
3692.10,5.6390e+00,2.3030e+00
3692.87,2.2109e+00,2.2806e+00
3693.65,-7.5287e-01,2.2912e+00
3694.42,-8.2494e-01,2.2852e+00
3695.20,-1.0493e-01,2.2711e+00
3695.97,9.2082e-01,2.2822e+00
3696.75,-8.6278e-01,2.2709e+00
3697.52,9.9781e-01,2.3016e+00
3698.30,7.3840e+00,2.2955e+00
3699.07,4.9505e+00,2.2885e+00
3699.84,3.9857e-01,2.2792e+00
3700.62,3.6412e+00,2.2709e+00
3701.39,-2.0869e-01,2.2563e+00
3702.17,-2.2862e-01,2.2476e+00
3702.94,2.3569e+00,2.2299e+00
3703.72,3.5201e+00,2.2102e+00
3704.49,3.6041e+00,2.1866e+00
3705.27,1.6993e+00,2.1482e+00
3706.04,-2.1426e-01,2.1178e+00
3706.82,-9.5497e-01,2.1032e+00
3707.59,1.4110e+00,2.1411e+00
3708.37,2.4185e+00,2.1341e+00
3709.14,3.3118e+00,2.1252e+00
3709.91,8.8981e-01,2.1145e+00
3710.69,2.5582e+00,2.1403e+00
3711.46,2.6409e+00,2.1470e+00
3712.24,1.7393e+00,2.1525e+00
3713.01,2.3161e+00,2.1701e+00
3713.79,1.7771e+00,2.1581e+00
3714.56,-2.1082e+00,2.1755e+00
3715.34,2.5172e+00,2.1492e+00
3716.11,-6.8739e-02,2.1216e+00
3716.89,1.0136e+00,2.1140e+00
3717.66,9.9824e-01,2.1173e+00
3718.43,-1.5024e+00,2.0820e+00
3719.21,1.6028e+00,2.0025e+00
3719.98,3.4701e+00,1.9484e+00
3720.76,3.0840e+00,1.9361e+00
3721.53,2.9388e+00,1.9482e+00
3722.31,5.8390e-02,1.9393e+00
3723.08,-1.8574e+00,1.9564e+00
3723.86,4.2733e+00,1.9553e+00
3724.63,1.3254e+00,2.0109e+00
3725.41,2.5049e+00,2.0033e+00
3726.18,4.4658e-01,1.9897e+00
3726.96,2.2554e+00,1.9348e+00
3727.73,1.3735e+00,1.9022e+00
3728.50,3.8436e-01,1.9238e+00
3729.28,8.7007e-01,1.9616e+00
3730.05,3.0230e+00,1.9594e+00
3730.83,3.0829e+00,1.9456e+00
3731.60,-2.0399e+00,1.9398e+00
3732.38,3.6677e+00,1.9178e+00
3733.15,2.0169e+00,1.8693e+00
3733.93,1.2339e-01,1.8423e+00
3734.70,5.6537e+00,1.8326e+00
3735.48,3.2909e+00,1.8145e+00
3736.25,3.9907e+00,1.8189e+00
3737.02,7.5738e+00,1.8169e+00
3737.80,2.6878e+00,1.8259e+00
3738.57,1.9065e+00,1.8658e+00
3739.35,2.5242e+00,1.9034e+00
3740.12,1.9412e+00,1.9198e+00
3740.90,5.0512e+00,1.9224e+00
3741.67,4.3309e-01,1.9344e+00
3742.45,3.0051e+00,1.8874e+00
3743.22,4.5968e+00,1.8461e+00
3744.00,7.9001e+00,1.8128e+00
3744.77,4.1079e+00,1.8128e+00
3745.55,4.7654e+00,1.8071e+00
3746.32,3.3846e+00,1.8038e+00
3747.09,2.8701e+00,1.8108e+00
3747.87,2.6252e+00,1.8097e+00
3748.64,3.5206e+00,1.7859e+00
3749.42,4.4757e+00,1.7464e+00
3750.19,3.7375e+00,1.7419e+00
3750.97,3.9513e+00,1.7658e+00
3751.74,3.0960e+00,1.8044e+00
3752.52,3.3736e+00,1.8006e+00
3753.29,7.6455e+00,1.8418e+00
3754.07,3.9440e+00,1.8637e+00
3754.84,3.3654e+00,1.8750e+00
3755.62,1.5322e+00,1.8701e+00
3756.39,2.0850e+00,1.8656e+00
3757.16,3.9729e+00,1.8195e+00
3757.94,1.9737e+00,1.7489e+00
3758.71,-1.1077e-01,1.6943e+00
3759.49,5.8161e-01,1.7007e+00
3760.26,1.8708e+00,1.7377e+00
3761.04,3.3654e+00,1.7531e+00
3761.81,7.7762e-01,1.7295e+00
3762.59,4.3738e+00,1.7226e+00
3763.36,2.9988e+00,1.7040e+00
3764.14,4.0372e+00,1.6813e+00
3764.91,9.5462e-01,1.7076e+00
3765.68,7.2220e-01,1.7117e+00
3766.46,2.8273e+00,1.6976e+00
3767.23,1.7165e+00,1.6846e+00
3768.01,3.1250e+00,1.6770e+00
3768.78,2.6105e+00,1.6910e+00
3769.56,1.2874e+00,1.6888e+00
3770.33,3.1335e+00,1.6641e+00
3771.11,2.7417e+00,1.6670e+00
3771.88,3.1132e+00,1.6770e+00
3772.66,2.0886e+00,1.6920e+00
3773.43,-1.6177e+00,1.7163e+00
3774.21,6.7099e+00,1.6819e+00
3774.98,2.3372e+00,1.6725e+00
3775.75,-9.0110e-02,1.6641e+00
3776.53,2.9109e+00,1.6679e+00
3777.30,6.4464e-01,1.6719e+00
3778.08,3.8506e-01,1.6746e+00
3778.85,2.2627e+00,1.6721e+00
3779.63,1.8515e+00,1.6781e+00
3780.40,3.0113e+00,1.6894e+00
3781.18,1.5487e+00,1.6749e+00
3781.95,3.7350e+00,1.6631e+00
3782.73,1.5560e+00,1.6814e+00
3783.50,3.6232e+00,1.6603e+00
3784.28,-1.1382e+00,1.6662e+00
3785.05,2.1103e+00,1.6792e+00
3785.82,5.5096e+00,1.6497e+00
3786.60,5.3577e+00,1.5944e+00
3787.37,5.2917e+00,1.6090e+00
3788.15,1.1321e+00,1.6069e+00
3788.92,-5.6920e-01,1.5791e+00
3789.70,5.1873e+00,1.5843e+00
3790.47,6.6995e+00,1.5927e+00
3791.25,3.6744e+00,1.5961e+00
3792.02,1.8573e+00,1.5951e+00
3792.80,3.8858e-01,1.5644e+00
3793.57,4.1632e+00,1.5399e+00
3794.34,3.5773e+00,1.5314e+00
3795.12,4.8388e+00,1.5089e+00
3795.89,2.2193e+00,1.5223e+00
3796.67,6.3629e+00,1.5537e+00
3797.44,5.5137e+00,1.5192e+00
3798.22,1.7781e+00,1.4856e+00
3798.99,1.2062e+00,1.4742e+00
3799.77,3.7785e+00,1.4838e+00
3800.54,3.1128e+00,1.5177e+00
3801.32,1.8829e+00,1.5410e+00
3802.09,4.6582e+00,1.5349e+00
3802.87,3.5685e+00,1.5397e+00
3803.64,3.3801e+00,1.5580e+00
3804.41,1.7167e+00,1.5517e+00
3805.19,3.5032e+00,1.5197e+00
3805.96,8.4637e+00,1.5135e+00
3806.74,4.6453e+00,1.4904e+00
3807.51,5.6319e+00,1.4688e+00
3808.29,5.3391e+00,1.4859e+00
3809.06,2.5054e+00,1.5244e+00
3809.84,1.5905e+00,1.5454e+00
3810.61,8.7709e-01,1.5476e+00
3811.39,3.2821e-01,1.5401e+00
3812.16,2.2587e+00,1.5367e+00
3812.93,3.7691e+00,1.5028e+00
3813.71,3.6255e+00,1.4643e+00
3814.48,4.8663e+00,1.4474e+00
3815.26,5.4980e+00,1.4371e+00
3816.03,4.0982e+00,1.4026e+00
3816.81,3.1248e+00,1.4314e+00
3817.58,1.4202e+00,1.5038e+00
3818.36,5.8015e+00,1.5509e+00
3819.13,4.6882e+00,1.5328e+00
3819.91,3.8010e+00,1.4435e+00
3820.68,2.5900e+00,1.3589e+00
3821.46,1.5797e+00,1.3751e+00
3822.23,1.7866e+00,1.4153e+00
3823.00,1.5630e+00,1.4280e+00
3823.78,6.1234e-01,1.4029e+00
3824.55,9.7107e-02,1.3639e+00
3825.33,1.0578e+00,1.3440e+00
3826.10,8.3397e-01,1.3373e+00
3826.88,-1.0039e+00,1.3268e+00
3827.65,1.9166e+00,1.3341e+00
3828.43,3.9266e+00,1.3506e+00
3829.20,3.1382e+00,1.3415e+00
3829.98,2.2353e+00,1.3185e+00
3830.75,4.0822e+00,1.3149e+00
3831.53,3.6003e+00,1.3323e+00
3832.30,1.9348e+00,1.3146e+00
3833.07,2.5393e+00,1.2900e+00
3833.85,1.3227e+00,1.2886e+00
3834.62,4.5496e-01,1.2963e+00
3835.40,2.6286e+00,1.3133e+00
3836.17,4.6412e+00,1.3156e+00
3836.95,5.4777e+00,1.2983e+00
3837.72,3.7819e+00,1.2708e+00
3838.50,2.6034e+00,1.2562e+00
3839.27,4.9587e+00,1.2562e+00
3840.05,2.5823e+00,1.2513e+00
3840.82,1.8343e+00,1.2650e+00
3841.59,1.2623e+00,1.3165e+00
3842.37,2.4060e+00,1.3627e+00
3843.14,-1.8549e-01,1.3572e+00
3843.92,3.6832e+00,1.2794e+00
3844.69,1.8276e+00,1.2978e+00
3845.47,8.5963e-01,1.3181e+00
3846.24,3.3912e+00,1.3148e+00
3847.02,7.7096e+00,1.3178e+00
3847.79,8.8411e+00,1.3483e+00
3848.57,5.6159e+00,1.3582e+00
3849.34,3.1620e+00,1.3285e+00
3850.12,5.7905e+00,1.3009e+00
3850.89,7.9788e+00,1.3061e+00
3851.66,6.9349e+00,1.3145e+00
3852.44,3.7547e+00,1.3146e+00
3853.21,2.9128e+00,1.3027e+00
3853.99,6.1916e+00,1.2820e+00
3854.76,3.0560e+00,1.2846e+00
3855.54,2.8896e+00,1.2765e+00
3856.31,2.4391e+00,1.2725e+00
3857.09,2.5141e+00,1.2636e+00
3857.86,4.8520e+00,1.2759e+00
3858.64,3.9401e-02,1.2513e+00
3859.41,2.8868e+00,1.2304e+00
3860.18,4.0227e+00,1.2169e+00
3860.96,1.3909e+00,1.2300e+00
3861.73,3.5065e+00,1.2701e+00
3862.51,2.6332e+00,1.3063e+00
3863.28,1.6023e+00,1.3097e+00
3864.06,2.8038e+00,1.2939e+00
3864.83,3.6304e+00,1.2747e+00
3865.61,3.8340e+00,1.2604e+00
3866.38,4.6503e+00,1.2476e+00
3867.16,1.9563e+00,1.2574e+00
3867.93,2.6275e+00,1.2681e+00
3868.71,2.3216e+00,1.2530e+00
3869.48,2.4970e+00,1.2506e+00
3870.25,2.8112e+00,1.2292e+00
3871.03,1.1845e+00,1.2077e+00
3871.80,1.8238e+00,1.1978e+00
3872.58,2.8831e+00,1.1952e+00
3873.35,1.3674e+00,1.2180e+00
3874.13,4.3748e+00,1.2401e+00
3874.90,3.2054e+00,1.2605e+00
3875.68,2.0249e+00,1.2632e+00
3876.45,2.4589e+00,1.2542e+00
3877.23,2.2328e+00,1.2322e+00
3878.00,3.5341e+00,1.2164e+00
3878.78,1.4667e+00,1.1856e+00
3879.55,6.9672e-01,1.1876e+00
3880.32,2.6451e+00,1.2106e+00
3881.10,2.0218e+00,1.2041e+00
3881.87,4.6572e+00,1.1724e+00
3882.65,4.7791e+00,1.1630e+00
3883.42,3.7688e+00,1.1856e+00
3884.20,5.5969e+00,1.2270e+00
3884.97,5.5094e+00,1.2334e+00
3885.75,2.7631e+00,1.1998e+00
3886.52,2.0961e+00,1.1716e+00
3887.30,1.5479e+00,1.1663e+00
3888.07,2.1912e+00,1.1762e+00
3888.84,2.6009e+00,1.1596e+00
3889.62,1.6524e+00,1.1582e+00
3890.39,3.4732e+00,1.1773e+00
3891.17,1.9693e+00,1.2003e+00
3891.94,1.4596e+00,1.2162e+00
3892.72,3.7540e+00,1.2161e+00
3893.49,3.4491e+00,1.2000e+00
3894.27,3.9371e+00,1.2077e+00
3895.04,3.4068e+00,1.2126e+00
3895.82,9.0939e-01,1.1965e+00
3896.59,3.5815e+00,1.2093e+00
