Wavelength,Flux,Error
3502.32,-2.5973e+00,3.9159e+00
3503.10,-5.5106e-01,3.9150e+00
3503.87,4.5932e+00,3.8941e+00
3504.65,-2.1368e+00,3.8699e+00
3505.42,1.4789e+00,3.8846e+00
3506.20,4.4305e+00,3.8785e+00
3506.97,-4.4927e+00,3.8127e+00
3507.75,-6.0803e+00,3.8182e+00
3508.52,1.9151e-01,3.8471e+00
3509.30,5.9851e+00,3.8214e+00
3510.07,-3.3510e+00,3.7538e+00
3510.84,6.3472e+00,3.7849e+00
3511.62,3.3766e+00,3.7764e+00
3512.39,1.8871e+00,3.7025e+00
3513.17,-9.3557e+00,3.6808e+00
3513.94,-4.3692e+00,3.7040e+00
3514.72,-4.3250e+00,3.7377e+00
3515.49,-1.6274e+00,3.7554e+00
3516.27,8.8641e+00,3.6871e+00
3517.04,3.7024e+00,3.6488e+00
3517.82,6.7147e+00,3.7027e+00
3518.59,-4.3108e+00,3.6992e+00
3519.36,-2.5976e+00,3.6093e+00
3520.14,-2.9179e+00,3.5794e+00
3520.91,1.2342e+00,3.5633e+00
3521.69,4.8668e+00,3.5631e+00
3522.46,-4.7787e+00,3.5996e+00
3523.24,-5.6679e+00,3.5471e+00
3524.01,3.5168e+00,3.4725e+00
3524.79,4.0012e+00,3.4070e+00
3525.56,1.6315e+00,3.4356e+00
3526.34,2.0183e-01,3.4633e+00
3527.11,3.7573e+00,3.3722e+00
3527.89,3.4029e-01,3.3878e+00
3528.66,4.9446e+00,3.4211e+00
3529.43,-2.7886e+00,3.4335e+00
3530.21,7.6402e+00,3.4726e+00
3530.98,-2.5131e+00,3.4770e+00
3531.76,-4.9172e+00,3.4343e+00
3532.53,-4.6673e+00,3.4440e+00
3533.31,2.6539e+00,3.4450e+00
3534.08,-5.9996e+00,3.4363e+00
3534.86,-1.1318e+00,3.3943e+00
3535.63,1.6137e-01,3.3463e+00
3536.41,-3.3590e+00,3.3152e+00
3537.18,-8.4681e-01,3.3411e+00
3537.95,1.0482e+01,3.3657e+00
3538.73,4.9808e+00,3.3567e+00
3539.50,1.0298e+01,3.3510e+00
3540.28,-2.1962e+00,3.3428e+00
3541.05,-6.8460e+00,3.3273e+00
3541.83,8.4626e-01,3.2963e+00
3542.60,-1.7636e+00,3.3128e+00
3543.38,-3.0799e+00,3.3613e+00
3544.15,3.9056e+00,3.3995e+00
3544.93,4.5271e+00,3.4312e+00
3545.70,-2.4790e+00,3.3511e+00
3546.48,-1.6016e+00,3.3144e+00
3547.25,7.8437e+00,3.3053e+00
3548.02,-2.9197e+00,3.3211e+00
3548.80,-1.4182e-01,3.3429e+00
3549.57,4.5987e+00,3.3696e+00
3550.35,4.3169e-01,3.3454e+00
3551.12,-3.5230e+00,3.3430e+00
3551.90,1.3673e+00,3.3304e+00
3552.67,-3.5443e+00,3.2964e+00
3553.45,8.4174e+00,3.2674e+00
3554.22,4.2836e+00,3.1961e+00
3555.00,-5.9853e+00,3.2420e+00
3555.77,6.6736e+00,3.2863e+00
3556.55,2.6294e+00,3.2368e+00
3557.32,5.3238e-01,3.2669e+00
3558.09,2.7878e+00,3.2702e+00
3558.87,-3.8753e+00,3.2228e+00
3559.64,1.9564e+00,3.2130e+00
3560.42,8.6104e+00,3.1792e+00
3561.19,6.1160e+00,3.2453e+00
3561.97,3.2673e+00,3.2577e+00
3562.74,6.3826e+00,3.2879e+00
3563.52,4.4268e+00,3.2721e+00
3564.29,5.5239e-01,3.1961e+00
3565.07,-3.2648e+00,3.1385e+00
3565.84,1.6322e+00,3.0885e+00
3566.61,-1.3646e+00,3.0981e+00
3567.39,3.1874e-01,3.1681e+00
3568.16,-3.2133e+00,3.1474e+00
3568.94,5.4135e+00,3.1310e+00
3569.71,8.2803e+00,3.1416e+00
3570.49,1.1945e+00,3.1116e+00
3571.26,-2.8054e-01,3.0419e+00
3572.04,5.1391e+00,3.0335e+00
3572.81,-5.4949e+00,3.0557e+00
3573.59,-4.8707e+00,3.0921e+00
3574.36,4.8492e-01,3.0138e+00
3575.14,7.1705e+00,2.9628e+00
3575.91,1.3362e+01,2.9901e+00
3576.68,1.1916e+01,2.9843e+00
3577.46,-2.1475e-01,2.9736e+00
3578.23,-2.7128e+00,2.9450e+00
3579.01,-2.8614e+00,2.9107e+00
3579.78,3.2299e+00,2.8938e+00
3580.56,1.3004e-01,2.8527e+00
3581.33,9.3086e-02,2.8750e+00
3582.11,-3.6074e-01,2.8670e+00
3582.88,-1.4220e+00,2.8539e+00
3583.66,4.7025e+00,2.8438e+00
3584.43,-3.1561e+00,2.8406e+00
3585.21,7.4888e-02,2.8292e+00
3585.98,2.3424e-01,2.7923e+00
3586.75,-4.2152e+00,2.7727e+00
3587.53,1.5573e+00,2.8052e+00
3588.30,-1.7245e+00,2.8036e+00
3589.08,-1.5180e+00,2.7798e+00
3589.85,6.1390e+00,2.7997e+00
3590.63,1.4897e+00,2.8387e+00
3591.40,2.8231e+00,2.8711e+00
3592.18,-3.3477e+00,2.8952e+00
3592.95,-2.0666e+00,2.8799e+00
3593.73,6.7738e+00,2.8393e+00
3594.50,3.1146e+00,2.8426e+00
3595.27,1.9043e+00,2.8273e+00
3596.05,4.3956e+00,2.8990e+00
3596.82,6.1411e+00,2.9077e+00
3597.60,-4.8450e+00,2.8815e+00
3598.37,-7.4693e+00,2.8797e+00
3599.15,-6.2360e+00,2.8363e+00
3599.92,4.7451e+00,2.8237e+00
3600.70,-1.5025e+00,2.8214e+00
3601.47,-1.0978e+00,2.7668e+00
