Wavelength,Flux,Error
3503.10,3.6380e+01,6.7846e+01
3503.87,-9.3392e+01,6.5904e+01
3504.65,-1.5509e+02,6.3104e+01
3505.42,-1.8586e+02,6.2153e+01
3506.20,-1.6110e+02,6.2044e+01
3506.97,2.2706e+01,6.2199e+01
3507.75,-1.3046e+02,6.1707e+01
3508.52,3.5999e+01,6.1098e+01
3509.29,-2.1051e+01,6.1253e+01
3510.07,-1.0547e+02,6.0840e+01
3510.84,-1.5930e+01,6.0635e+01
3511.62,6.3878e+01,6.1569e+01
3512.39,4.6312e+01,6.0940e+01
3513.17,5.0833e+01,6.0733e+01
3513.94,2.9698e+01,6.0095e+01
3514.72,9.3293e+01,6.0501e+01
3515.49,3.0007e+01,6.0146e+01
3516.26,1.2477e+01,6.0378e+01
3517.04,9.1829e+01,6.0332e+01
3517.81,1.0355e+02,5.9664e+01
3518.59,-3.4649e+01,6.0183e+01
3519.36,8.1048e+01,6.0450e+01
3520.14,1.0442e+02,5.9715e+01
3520.91,1.9314e+01,5.9978e+01
3521.69,-6.7545e+01,5.9853e+01
3522.46,-1.2052e+02,5.9685e+01
3523.24,-8.2859e+01,5.9391e+01
3524.01,3.3498e+01,5.7982e+01
3524.78,8.9275e+01,5.8067e+01
3525.56,1.8454e+02,5.7799e+01
3526.33,-5.4476e+01,5.7524e+01
3527.11,-5.0490e+01,5.7179e+01
3527.88,4.1099e+01,5.7575e+01
3528.66,6.3363e+01,5.7659e+01
3529.43,-2.5335e+01,5.7818e+01
3530.21,4.2127e+01,5.7400e+01
3530.98,7.3703e+01,5.7684e+01
3531.76,6.7743e+01,5.7803e+01
3532.53,2.3733e+01,5.7760e+01
3533.30,-4.5396e+01,5.7146e+01
3534.08,-7.2078e+01,5.6618e+01
3534.85,-1.1500e+02,5.6456e+01
3535.63,2.2309e+01,5.6682e+01
3536.40,-3.9976e+00,5.6673e+01
3537.18,-8.9586e+01,5.7100e+01
3537.95,1.0067e+00,5.6787e+01
3538.73,1.1107e+02,5.6998e+01
3539.50,1.1814e+02,5.6592e+01
3540.27,3.5569e+01,5.6809e+01
3541.05,1.8743e+01,5.6996e+01
3541.82,-1.1612e+02,5.6212e+01
3542.60,-2.4364e+01,5.6559e+01
3543.37,8.1927e+01,5.6142e+01
3544.15,1.3618e+02,5.6590e+01
3544.92,8.2076e+01,5.7769e+01
3545.70,-5.2621e+01,5.7507e+01
3546.47,-5.1503e+01,5.7370e+01
3547.25,5.3356e+01,5.7706e+01
3548.02,1.3367e+00,5.8175e+01
3548.79,-1.1351e+02,5.7930e+01
3549.57,5.7481e+01,5.8027e+01
3550.34,4.0925e+01,5.8461e+01
3551.12,1.2872e+01,5.9697e+01
3551.89,1.5373e+02,5.9374e+01
3552.67,4.6741e+01,5.9549e+01
3553.44,5.3432e+01,5.9609e+01
3554.22,2.0194e+02,5.8493e+01
3554.99,1.3705e+02,5.5468e+01
3555.76,1.3154e+02,5.5190e+01
3556.54,8.1766e+01,5.5662e+01
