Wavelength,Flux,Error
3502.32,3.4668e+00,1.8779e+00
3503.10,4.8317e+00,1.8709e+00
3503.87,-3.0572e+00,1.8731e+00
3504.65,4.3941e-01,1.8853e+00
3505.42,4.9667e+00,1.8803e+00
3506.20,8.1109e+00,1.8498e+00
3506.97,8.3825e+00,1.8234e+00
3507.74,3.7471e-01,1.8212e+00
3508.52,-4.4153e+00,1.8420e+00
3509.29,1.3280e+00,1.8251e+00
3510.07,3.3372e+00,1.8050e+00
3510.84,3.9486e+00,1.7942e+00
3511.62,4.2672e+00,1.7865e+00
3512.39,3.5759e+00,1.7735e+00
3513.16,-1.9679e+00,1.7745e+00
3513.94,-5.3932e+00,1.7532e+00
3514.71,2.0058e+00,1.7558e+00
3515.49,2.6620e+00,1.7890e+00
3516.26,-7.6385e-01,1.8161e+00
3517.04,-2.5712e+00,1.7974e+00
3517.81,-4.8490e+00,1.7975e+00
3518.59,-6.0867e+00,1.7644e+00
3519.36,4.7474e+00,1.7469e+00
3520.13,3.9100e-01,1.7328e+00
3520.91,-3.7662e+00,1.7511e+00
3521.68,-2.2841e+00,1.7572e+00
3522.46,-3.3146e+00,1.7332e+00
3523.23,-2.0773e+00,1.6854e+00
3524.01,2.7336e+00,1.6821e+00
3524.78,3.5316e+00,1.6694e+00
3525.56,4.4529e+00,1.6773e+00
3526.33,7.4807e-01,1.6724e+00
3527.10,-4.5675e+00,1.6636e+00
3527.88,-5.8830e+00,1.6522e+00
3528.65,2.2509e+00,1.6611e+00
3529.43,3.8418e+00,1.6772e+00
3530.20,2.1640e-01,1.6715e+00
3530.98,-8.3295e-01,1.6610e+00
3531.75,2.2236e+00,1.6431e+00
3532.53,3.5766e+00,1.6444e+00
3533.30,5.6795e+00,1.6515e+00
3534.07,2.6345e+00,1.6648e+00
3534.85,1.3186e+00,1.6691e+00
3535.62,-4.7500e+00,1.6493e+00
3536.40,-6.3495e+00,1.6377e+00
3537.17,6.4177e-01,1.6303e+00
3537.95,4.6463e+00,1.6886e+00
3538.72,2.7582e+00,1.7326e+00
3539.49,1.1161e+00,1.7522e+00
3540.27,-9.3430e-01,1.6317e+00
3541.04,-2.7269e+00,1.6172e+00
3541.82,-1.4457e+00,1.6227e+00
3542.59,2.3316e+00,1.6382e+00
3543.37,3.2586e+00,1.6531e+00
3544.14,7.1643e-01,1.6516e+00
3544.92,-3.6023e-01,1.6410e+00
3545.69,-1.1910e+00,1.6217e+00
3546.46,1.4486e+00,1.6435e+00
3547.24,5.3650e+00,1.6376e+00
3548.01,5.6045e+00,1.6329e+00
3548.79,3.3354e+00,1.6402e+00
3549.56,4.9110e-01,1.6459e+00
3550.34,-4.9096e+00,1.6223e+00
3551.11,-4.4214e-01,1.6104e+00
3551.89,3.9463e+00,1.6011e+00
3552.66,3.5021e+00,1.6143e+00
3553.43,-1.6115e+00,1.6371e+00
3554.21,-1.7711e+00,1.6004e+00
3554.98,-4.8651e+00,1.5803e+00
3555.76,3.6752e-01,1.5904e+00
3556.53,8.3484e-01,1.5788e+00
3557.31,1.2350e+00,1.5800e+00
3558.08,3.9629e+00,1.5970e+00
3558.85,5.2679e-01,1.5833e+00
3559.63,-3.4274e+00,1.5594e+00
3560.40,6.9131e-01,1.5648e+00
3561.18,1.6508e+00,1.5695e+00
3561.95,1.1654e+00,1.5940e+00
3562.73,-1.1157e+00,1.6037e+00
3563.50,-3.8588e+00,1.5819e+00
3564.28,-1.8797e+00,1.5625e+00
3565.05,-1.9828e+00,1.5366e+00
3565.82,2.8102e+00,1.5062e+00
3566.60,5.6962e+00,1.5206e+00
3567.37,-1.0471e+00,1.5284e+00
3568.15,-3.6867e+00,1.5225e+00
3568.92,-5.2848e+00,1.5129e+00
3569.70,-1.4415e+00,1.5098e+00
3570.47,-8.0991e-01,1.5209e+00
3571.25,4.2701e+00,1.5499e+00
3572.02,1.5813e+00,1.5483e+00
3572.79,3.1019e-01,1.5200e+00
3573.57,2.0579e+00,1.5049e+00
3574.34,-2.6571e-01,1.5084e+00
3575.12,2.9013e+00,1.4923e+00
3575.89,-2.2899e-01,1.4953e+00
3576.67,-3.9627e+00,1.4890e+00
3577.44,-3.5136e+00,1.4826e+00
3578.22,6.2301e-01,1.4644e+00
3578.99,4.3449e+00,1.4430e+00
3579.76,2.9143e+00,1.4188e+00
3580.54,2.1050e+00,1.4085e+00
3581.31,7.8653e-01,1.4027e+00
3582.09,-3.0394e+00,1.3969e+00
3582.86,2.1325e+00,1.3941e+00
3583.64,4.5651e+00,1.3954e+00
3584.41,3.9070e+00,1.3984e+00
3585.18,4.2037e+00,1.3802e+00
3585.96,-2.0772e+00,1.3683e+00
3586.73,-3.5265e-01,1.3671e+00
3587.51,-1.3490e+00,1.3677e+00
3588.28,9.0212e-01,1.3802e+00
3589.06,2.4297e+00,1.3944e+00
3589.83,1.0277e+00,1.4083e+00
3590.61,-4.2800e-02,1.4225e+00
3591.38,-1.4358e-01,1.4519e+00
3592.15,1.8824e+00,1.4426e+00
3592.93,5.6549e+00,1.4112e+00
3593.70,1.2608e+00,1.3896e+00
3594.48,4.3371e-01,1.3990e+00
3595.25,-1.6088e+00,1.4038e+00
3596.03,1.0411e+00,1.4140e+00
3596.80,5.6469e+00,1.4128e+00
3597.58,-1.7695e-01,1.4026e+00
3598.35,-1.5061e+00,1.3996e+00
3599.12,5.4535e-01,1.3981e+00
3599.90,-1.8616e+00,1.3783e+00
3600.67,2.3502e+00,1.3750e+00
3601.45,4.0536e+00,1.3807e+00
3602.22,1.5678e+00,1.3771e+00
3603.00,3.1707e+00,1.3731e+00
3603.77,7.0608e-01,1.3446e+00
3604.54,1.2641e+00,1.3355e+00
3605.32,1.7040e+00,1.3299e+00
3606.09,3.3186e+00,1.3361e+00
3606.87,1.5489e-01,1.3298e+00
3607.64,-5.4452e-01,1.3357e+00
3608.42,-1.4142e+00,1.3227e+00
3609.19,-1.7245e+00,1.3068e+00
3609.97,-2.9012e-01,1.3046e+00
3610.74,2.1350e+00,1.3076e+00
3611.51,-6.8018e-01,1.3197e+00
3612.29,-2.4796e+00,1.3230e+00
3613.06,-2.9968e+00,1.3095e+00
3613.84,-1.6930e+00,1.3103e+00
3614.61,2.6166e+00,1.3305e+00
3615.39,1.0503e+00,1.3343e+00
3616.16,-2.3653e+00,1.3137e+00
3616.94,1.3551e+00,1.3081e+00
3617.71,-1.2693e+00,1.2817e+00
3618.48,8.2920e-01,1.2589e+00
3619.26,2.2106e+00,1.2538e+00
3620.03,5.4020e-01,1.2652e+00
3620.81,-3.3526e-01,1.2779e+00
3621.58,6.8875e-01,1.2896e+00
3622.36,-5.8758e-01,1.2790e+00
3623.13,1.5763e+00,1.2710e+00
3623.90,2.3539e+00,1.2650e+00
3624.68,2.9857e+00,1.2588e+00
3625.45,3.3090e+00,1.2655e+00
3626.23,1.4275e+00,1.2702e+00
3627.00,-9.3882e-01,1.2554e+00
3627.78,1.0092e+00,1.2552e+00
3628.55,3.9995e+00,1.2542e+00
3629.33,2.2362e+00,1.2684e+00
3630.10,9.6374e-02,1.2512e+00
3630.87,-2.9286e+00,1.2170e+00
3631.65,-1.4764e+00,1.1997e+00
3632.42,3.7424e-01,1.2165e+00
3633.20,-8.2647e-02,1.2406e+00
3633.97,1.6561e+00,1.2375e+00
3634.75,-1.2634e+00,1.2254e+00
3635.52,-3.1520e+00,1.2352e+00
3636.30,5.1546e-03,1.2378e+00
3637.07,1.9269e+00,1.2468e+00
3637.84,2.7605e+00,1.2492e+00
3638.62,1.8749e+00,1.2857e+00
3639.39,3.5632e-01,1.2961e+00
3640.17,-5.6258e+00,1.2711e+00
3640.94,1.1218e+00,1.2313e+00
3641.72,5.5036e+00,1.2228e+00
3642.49,4.2909e+00,1.2250e+00
3643.27,1.0226e-01,1.2263e+00
3644.04,5.0646e-01,1.2168e+00
3644.81,-9.7213e-01,1.1938e+00
3645.59,2.8807e+00,1.1901e+00
3646.36,4.0168e+00,1.2000e+00
3647.14,-5.3058e-01,1.1898e+00
3647.91,1.5656e+00,1.1930e+00
3648.69,-1.3130e+00,1.1876e+00
3649.46,-9.4872e-01,1.1871e+00
3650.23,4.3596e+00,1.1837e+00
3651.01,4.2610e+00,1.2043e+00
3651.78,4.8632e+00,1.2705e+00
3652.56,5.1235e+00,1.2930e+00
3653.33,-1.2091e+00,1.2232e+00
3654.11,1.4298e+00,1.2349e+00
3654.88,2.6885e+00,1.2473e+00
3655.66,5.7180e+00,1.2535e+00
3656.43,3.7543e+00,1.2657e+00
3657.20,1.4642e+00,1.2695e+00
3657.98,1.6389e+00,1.2526e+00
3658.75,2.6041e+00,1.2715e+00
3659.53,2.6467e+00,1.3230e+00
3660.30,2.2479e+00,1.3299e+00
3661.08,3.4645e+00,1.3134e+00
3661.85,9.0488e-02,1.2374e+00
3662.63,-8.2334e-01,1.2070e+00
3663.40,1.6606e+00,1.2200e+00
3664.17,5.4649e+00,1.2175e+00
3664.95,4.6366e+00,1.1940e+00
3665.72,2.0690e+00,1.1566e+00
3666.50,-6.1362e-01,1.1415e+00
3667.27,-1.4583e+00,1.1311e+00
3668.05,1.0091e+00,1.1222e+00
3668.82,3.1453e+00,1.1114e+00
3669.59,2.5531e-02,1.1065e+00
3670.37,4.0877e+00,1.1090e+00
3671.14,1.4923e+00,1.1072e+00
3671.92,1.8578e+00,1.1114e+00
3672.69,2.6283e+00,1.1098e+00
3673.47,3.5334e+00,1.1141e+00
3674.24,1.6917e+00,1.1003e+00
3675.02,1.3373e+00,1.0928e+00
3675.79,-2.4136e+00,1.0957e+00
3676.56,-1.8968e+00,1.0896e+00
3677.34,1.4221e+00,1.0776e+00
3678.11,3.2893e+00,1.0653e+00
3678.89,3.1420e+00,1.0589e+00
3679.66,2.3154e+00,1.0495e+00
3680.44,7.9222e-01,1.0392e+00
3681.21,2.9648e+00,1.0462e+00
3681.99,5.8712e+00,1.0593e+00
3682.76,3.2823e+00,1.0602e+00
3683.53,1.1948e+00,1.0579e+00
3684.31,-5.0999e-01,1.0469e+00
3685.08,1.0010e+00,1.0355e+00
3685.86,5.5053e+00,1.0355e+00
3686.63,2.4567e+00,1.0279e+00
3687.41,2.3443e+00,1.0262e+00
3688.18,6.4333e-02,1.0204e+00
3688.96,-1.4404e+00,1.0142e+00
3689.73,3.2364e+00,1.0219e+00
3690.50,9.6417e-01,1.0265e+00
3691.28,8.6581e-01,1.0292e+00
3692.05,1.9096e+00,1.0191e+00
3692.83,1.0278e+00,1.0218e+00
3693.60,1.7391e+00,1.0099e+00
3694.38,-1.3695e-01,1.0030e+00
3695.15,1.3144e+00,1.0078e+00
3695.92,2.5843e+00,1.0684e+00
3696.70,4.1670e+00,1.1319e+00
3697.47,2.2767e+00,1.0897e+00
3698.25,3.6999e-01,1.0027e+00
3699.02,2.8351e+00,9.9658e-01
3699.80,3.9787e+00,9.9959e-01
3700.57,2.2896e+00,1.0072e+00
3701.35,9.3106e-01,1.0035e+00
3702.12,-4.9302e-01,9.9607e-01
3702.89,9.8203e-01,9.8751e-01
3703.67,-9.7934e-01,9.7229e-01
3704.44,2.3337e+00,9.6279e-01
3705.22,3.2825e+00,9.5967e-01
3705.99,-1.3123e+00,9.5524e-01
3706.77,-9.6745e-01,9.5447e-01
3707.54,1.6676e+00,9.4968e-01
3708.32,9.9922e-01,9.3036e-01
3709.09,5.0921e+00,9.3493e-01
3709.86,3.8521e+00,9.3854e-01
3710.64,2.3331e-01,9.3532e-01
3711.41,-1.1030e+00,9.3917e-01
3712.19,3.3382e+00,9.3673e-01
3712.96,2.4151e+00,9.4725e-01
3713.74,1.5713e+00,9.4874e-01
3714.51,8.0360e-01,9.4715e-01
3715.28,9.7632e-02,9.3903e-01
3716.06,4.0107e+00,9.2146e-01
3716.83,1.2901e+00,9.2225e-01
3717.61,1.8611e+00,9.2459e-01
3718.38,2.2886e+00,9.1609e-01
3719.16,1.3131e+00,8.9191e-01
3719.93,-3.7332e-01,8.6948e-01
3720.71,2.0075e+00,8.7089e-01
3721.48,2.7601e+00,8.7900e-01
3722.25,7.5080e-01,8.7997e-01
3723.03,2.6137e+00,8.8887e-01
3723.80,1.3864e+00,8.9076e-01
3724.58,-6.1289e-01,8.9007e-01
3725.35,3.7728e+00,8.9080e-01
3726.13,3.5580e+00,8.9508e-01
3726.90,2.9228e+00,8.8677e-01
3727.68,4.7648e-01,8.7131e-01
3728.45,1.5333e+00,8.7743e-01
3729.22,6.0510e+00,8.9426e-01
3730.00,5.7287e+00,8.8890e-01
3730.77,2.9362e+00,8.8756e-01
3731.55,3.1137e+00,8.7337e-01
3732.32,3.3843e+00,8.7382e-01
3733.10,1.8819e-01,8.6796e-01
3733.87,2.4065e+00,8.6315e-01
3734.65,2.1757e+00,8.4517e-01
3735.42,2.2558e+00,8.3786e-01
3736.19,2.5469e+00,8.3328e-01
3736.97,2.0684e+00,8.2175e-01
3737.74,2.7203e+00,8.2242e-01
3738.52,2.8022e+00,8.3330e-01
3739.29,2.4003e+00,8.4133e-01
3740.07,2.4997e+00,8.4446e-01
3740.84,1.0734e+00,8.4131e-01
3741.61,3.2596e+00,8.4200e-01
3742.39,3.6881e+00,8.2618e-01
3743.16,1.8194e+00,8.1742e-01
3743.94,3.0422e+00,8.1407e-01
3744.71,-1.0712e-01,8.1227e-01
3745.49,5.7329e-01,8.0191e-01
3746.26,1.6583e+00,7.9243e-01
3747.04,2.5354e+00,7.9346e-01
3747.81,4.6578e+00,7.9480e-01
3748.58,2.9835e+00,7.9520e-01
3749.36,-7.0169e-01,7.8947e-01
3750.13,-7.6028e-03,7.8977e-01
3750.91,2.0859e+00,7.9857e-01
3751.68,2.8978e+00,8.0414e-01
3752.46,2.6665e+00,8.0447e-01
3753.23,1.2347e+00,8.0764e-01
3754.01,1.1225e+00,8.0936e-01
3754.78,1.0953e+00,8.1139e-01
3755.55,2.5120e+00,8.1832e-01
3756.33,1.4550e+00,8.0957e-01
3757.10,2.6498e+00,8.1210e-01
3757.88,2.5031e+00,8.3823e-01
3758.65,9.2013e-01,7.7304e-01
3759.43,1.9104e+00,7.6856e-01
3760.20,2.2807e+00,7.7718e-01
3760.97,1.4413e+00,7.7704e-01
3761.75,3.7739e+00,7.7230e-01
3762.52,9.3902e-01,7.7044e-01
3763.30,4.9889e-01,7.6182e-01
3764.07,3.3404e+00,7.5584e-01
3764.85,3.1025e+00,7.6076e-01
3765.62,2.9478e+00,7.6383e-01
3766.40,1.4754e+00,7.5888e-01
3767.17,1.5218e+00,7.4639e-01
3767.94,4.1832e+00,7.4467e-01
3768.72,2.5341e+00,7.5922e-01
3769.49,2.9564e+00,7.6005e-01
3770.27,2.9699e+00,7.5551e-01
3771.04,1.7651e+00,7.4909e-01
3771.82,1.5232e+00,7.5006e-01
3772.59,2.0403e+00,7.5656e-01
3773.37,1.4735e+00,7.5697e-01
3774.14,2.7610e+00,7.6319e-01
3774.91,7.7992e-01,7.6051e-01
3775.69,2.2874e+00,7.5298e-01
3776.46,1.8402e+00,7.5040e-01
3777.24,1.3149e+00,7.5481e-01
3778.01,1.3087e+00,7.4851e-01
3778.79,2.7746e+00,7.4520e-01
3779.56,8.4333e-01,7.4981e-01
3780.34,1.2646e+00,7.5277e-01
3781.11,-1.4454e-01,7.9611e-01
3781.88,3.6543e+00,8.0267e-01
3782.66,2.8905e+00,7.7581e-01
3783.43,1.6019e+00,7.4965e-01
3784.21,3.0573e-01,7.4627e-01
3784.98,6.3902e-01,7.4199e-01
3785.76,1.5504e+00,7.3160e-01
3786.53,8.7315e-01,7.1818e-01
3787.30,1.5561e+00,7.1289e-01
3788.08,1.9248e+00,7.1117e-01
3788.85,8.8178e-01,7.0681e-01
3789.63,1.9643e+00,7.0464e-01
3790.40,1.5757e+00,7.0833e-01
3791.18,-5.8900e-02,7.1381e-01
3791.95,1.8167e+00,7.5308e-01
3792.73,1.0568e+00,7.9144e-01
3793.50,2.6453e+00,7.4334e-01
3794.27,1.5886e+00,7.4513e-01
3795.05,2.6526e+00,7.2689e-01
3795.82,2.2769e+00,6.8939e-01
3796.60,1.0550e+00,6.8761e-01
3797.37,1.7843e+00,6.7836e-01
3798.15,2.0317e+00,6.7210e-01
3798.92,2.4548e+00,6.6655e-01
3799.70,2.6028e+00,6.6846e-01
3800.47,3.0217e+00,6.7668e-01
3801.24,5.3853e-01,6.7690e-01
3802.02,9.8578e-02,6.7691e-01
3802.79,3.4777e+00,6.7908e-01
3803.57,3.4850e+00,6.7772e-01
3804.34,2.6128e+00,6.7636e-01
3805.12,3.9047e+00,6.7444e-01
3805.89,1.0276e+00,6.6437e-01
3806.66,-2.1914e-01,6.5447e-01
3807.44,2.8245e+00,6.5019e-01
3808.21,4.6712e+00,6.5482e-01
3808.99,3.4835e+00,6.5691e-01
3809.76,7.5190e-01,6.5795e-01
3810.54,1.1614e+00,6.5771e-01
3811.31,1.8315e+00,6.5511e-01
3812.09,2.8461e+00,6.5276e-01
3812.86,2.6742e+00,6.4764e-01
3813.63,5.7148e-01,6.4188e-01
3814.41,2.5480e+00,6.4001e-01
3815.18,1.8754e+00,6.3475e-01
3815.96,2.7800e+00,6.3763e-01
3816.73,4.1280e+00,6.4377e-01
3817.51,3.1698e+00,6.4917e-01
3818.28,3.1065e+00,6.5326e-01
3819.06,8.9678e-01,6.4445e-01
3819.83,2.4089e+00,6.3074e-01
3820.60,3.9433e+00,6.1861e-01
3821.38,4.4867e+00,6.2947e-01
3822.15,3.2083e+00,6.3479e-01
3822.93,1.7120e+00,6.3881e-01
3823.70,1.3965e+00,6.2895e-01
3824.48,3.3775e+00,6.1541e-01
3825.25,4.9815e+00,6.0946e-01
3826.02,2.8668e+00,6.0128e-01
3826.80,2.4241e+00,6.0508e-01
3827.57,8.5750e-01,6.0369e-01
3828.35,3.2646e+00,6.0332e-01
