Wavelength,Flux,Error
3502.32,1.3038e+01,3.0600e+00
3503.10,1.7871e+01,3.0085e+00
3503.87,1.6292e+01,3.0904e+00
3504.65,1.1028e+01,3.0102e+00
3505.42,3.0624e+00,2.9587e+00
3506.19,-2.8405e+00,3.0291e+00
3506.97,1.5044e+01,3.0105e+00
3507.74,9.9141e+00,3.0447e+00
3508.52,3.0953e+00,2.9888e+00
3509.29,7.6740e+00,2.9575e+00
3510.07,1.0650e+01,2.9299e+00
3510.84,3.6733e+00,2.9676e+00
3511.62,9.1196e+00,2.9248e+00
3512.39,1.4297e+01,2.8789e+00
3513.16,1.6332e+01,2.9001e+00
3513.94,7.7136e+00,2.9366e+00
3514.71,1.0540e+01,2.7905e+00
3515.49,2.6545e+00,2.8324e+00
3516.26,1.1283e+01,2.8919e+00
3517.04,8.0929e+00,2.9550e+00
3517.81,1.2626e+01,2.9782e+00
3518.58,1.2734e+01,2.9069e+00
3519.36,4.3528e+00,2.9154e+00
3520.13,1.3843e+01,2.9261e+00
3520.91,1.2462e+01,2.8267e+00
3521.68,2.0064e+01,2.8545e+00
3522.46,1.3442e+01,2.8783e+00
3523.23,2.1006e+01,2.7889e+00
3524.01,1.5598e+01,2.7214e+00
3524.78,8.3296e+00,2.7421e+00
3525.55,1.4494e+01,2.7603e+00
3526.33,9.3745e+00,2.7049e+00
3527.10,7.6405e+00,2.7303e+00
3527.88,1.1168e+01,2.7258e+00
3528.65,1.2876e+01,2.7373e+00
3529.43,5.0722e+00,2.7475e+00
3530.20,1.3667e+01,2.7471e+00
3530.97,9.8786e+00,2.7378e+00
3531.75,1.5718e+01,2.7537e+00
3532.52,4.5456e+00,2.6712e+00
3533.30,4.6838e+00,2.6743e+00
3534.07,7.1700e+00,2.7046e+00
3534.85,1.2356e+01,2.6939e+00
3535.62,1.3042e+01,2.6892e+00
3536.39,9.9909e+00,2.6761e+00
3537.17,9.3484e+00,2.6638e+00
3537.94,3.7442e-02,2.6483e+00
3538.72,2.2318e+00,2.6983e+00
3539.49,1.5353e+01,2.6489e+00
3540.27,1.4012e+01,2.6223e+00
3541.04,6.7511e+00,2.5989e+00
3541.82,1.1143e+01,2.5836e+00
3542.59,5.6999e+00,2.5959e+00
3543.36,-4.4474e-01,2.5877e+00
3544.14,4.9754e+00,2.6160e+00
3544.91,8.9697e+00,2.6041e+00
3545.69,4.6498e+00,2.6197e+00
3546.46,6.6300e+00,2.6287e+00
3547.24,3.7427e+00,2.6100e+00
3548.01,1.0167e+01,2.5708e+00
3548.78,1.0767e+01,2.5086e+00
3549.56,8.5240e+00,2.5001e+00
3550.33,1.1181e+01,2.5325e+00
3551.11,1.7551e+01,2.5762e+00
3551.88,9.0403e+00,2.5096e+00
3552.66,9.3723e+00,2.5039e+00
3553.43,1.8718e+01,2.4864e+00
3554.21,1.6323e+01,2.4775e+00
3554.98,1.1243e+01,2.4846e+00
3555.75,7.4535e+00,2.5168e+00
3556.53,5.8457e+00,2.5116e+00
3557.30,4.6227e+00,2.4916e+00
3558.08,1.2232e+01,2.4606e+00
3558.85,1.0110e+01,2.4402e+00
3559.63,1.0220e+01,2.4486e+00
3560.40,8.0754e+00,2.4778e+00
3561.17,4.8571e+00,2.4869e+00
3561.95,1.3091e+01,2.4965e+00
3562.72,7.8846e+00,2.4525e+00
3563.50,1.5401e+01,2.4461e+00
3564.27,4.2741e+00,2.4624e+00
3565.05,1.3429e+00,2.3873e+00
3565.82,7.3267e-01,2.3289e+00
3566.59,6.6938e+00,2.3063e+00
3567.37,1.1512e+01,2.3244e+00
3568.14,9.2127e+00,2.3490e+00
3568.92,4.6672e+00,2.3324e+00
3569.69,2.5195e+00,2.2819e+00
3570.47,2.3947e+00,2.2775e+00
3571.24,4.4316e+00,2.3034e+00
3572.02,1.0389e+01,2.3085e+00
3572.79,6.6754e+00,2.2958e+00
3573.56,1.2484e+01,2.3050e+00
3574.34,7.5423e+00,2.3294e+00
3575.11,2.0059e+00,2.3378e+00
3575.89,1.3340e+01,2.3415e+00
3576.66,1.3047e+01,2.3060e+00
3577.44,1.4452e+01,2.2309e+00
3578.21,1.0399e+01,2.2409e+00
3578.98,9.2481e+00,2.2721e+00
3579.76,8.9033e+00,2.2659e+00
3580.53,1.5796e+01,2.2129e+00
3581.31,1.0486e+01,2.1612e+00
3582.08,9.4189e+00,2.1579e+00
3582.86,8.5848e+00,2.1817e+00
3583.63,8.9583e-02,2.2251e+00
3584.41,-2.0367e+00,2.1875e+00
3585.18,9.6222e+00,2.1174e+00
3585.95,1.3025e+01,2.0894e+00
3586.73,8.1779e+00,2.0932e+00
3587.50,4.7719e+00,2.1095e+00
3588.28,-1.2448e+00,2.1525e+00
3589.05,1.2272e+01,2.1377e+00
3589.83,8.2472e+00,2.1447e+00
3590.60,1.6575e+01,2.1831e+00
3591.37,1.6144e+01,2.2272e+00
3592.15,9.5678e+00,2.2222e+00
3592.92,1.5390e+00,2.2007e+00
3593.70,8.9387e+00,2.2094e+00
3594.47,1.2953e+01,2.1378e+00
3595.25,1.3452e+01,2.1626e+00
3596.02,1.1709e+01,2.1630e+00
3596.79,5.5507e+00,2.1854e+00
3597.57,-3.1818e+00,2.2249e+00
3598.34,8.6788e+00,2.1831e+00
3599.12,1.1332e+01,2.1810e+00
3599.89,1.2219e+01,2.1944e+00
3600.67,9.0618e+00,2.2186e+00
3601.44,3.5876e+00,2.2213e+00
3602.22,2.4925e+00,2.1975e+00
3602.99,1.4537e+01,2.1436e+00
3603.76,1.0204e+01,2.1037e+00
3604.54,1.4090e+01,2.1319e+00
3605.31,1.2470e+01,2.2504e+00
3606.09,6.3600e+00,2.3058e+00
3606.86,-2.8518e+00,2.1301e+00
