Wavelength,Flux,Error
3502.32,-1.1805e+00,1.3932e+01
3503.10,-1.2658e+01,1.3922e+01
3503.87,-1.4620e+01,1.3777e+01
3504.65,-4.9270e+00,1.3587e+01
3505.42,-5.7522e+00,1.3924e+01
3506.20,4.1509e+00,1.3932e+01
3506.97,1.1926e+01,1.3714e+01
3507.74,-6.6149e+00,1.4851e+01
3508.52,1.2679e+01,1.4426e+01
3509.29,1.0093e+01,1.3478e+01
3510.07,-5.9234e+00,1.3820e+01
3510.84,7.5569e+00,1.3494e+01
3511.62,-4.5004e+01,1.3457e+01
3512.39,-2.3687e+01,1.3446e+01
3513.17,-1.4230e+01,1.3419e+01
3513.94,-7.6948e-01,1.3362e+01
3514.72,-2.3339e+01,1.3532e+01
3515.49,-9.0581e+00,1.3469e+01
3516.26,8.9329e-01,1.3156e+01
3517.04,-3.4846e+01,1.3253e+01
3517.81,-7.3282e+00,1.3230e+01
3518.59,3.4807e+01,1.3347e+01
3519.36,4.8899e+01,1.3426e+01
3520.14,1.2126e+01,1.3410e+01
3520.91,-1.1600e+00,1.3150e+01
3521.69,1.0233e+01,1.3299e+01
3522.46,-8.6699e+00,1.3303e+01
3523.23,2.3949e+01,1.3294e+01
3524.01,-1.4689e+01,1.3336e+01
3524.78,-2.1929e+01,1.3380e+01
3525.56,-7.8907e+00,1.3455e+01
3526.33,-1.9071e+01,1.3441e+01
3527.11,-5.4738e+00,1.3145e+01
3527.88,-1.3377e+01,1.3001e+01
3528.66,2.5351e+01,1.3161e+01
3529.43,1.0148e+01,1.3312e+01
3530.20,-3.1801e+01,1.3340e+01
3530.98,-4.7133e+01,1.3509e+01
3531.75,-2.0511e+01,1.3181e+01
3532.53,-2.6229e+01,1.2940e+01
3533.30,9.8631e+00,1.3053e+01
3534.08,-4.1854e+00,1.2994e+01
3534.85,-1.6542e+01,1.2987e+01
3535.63,-1.6321e+01,1.2911e+01
3536.40,-2.5032e+01,1.2978e+01
3537.17,-2.0062e+01,1.2990e+01
3537.95,-7.5727e-01,1.2960e+01
3538.72,1.2111e+01,1.3005e+01
3539.50,-1.4604e+01,1.3041e+01
3540.27,-3.5671e+00,1.2942e+01
3541.05,1.1778e+01,1.3001e+01
3541.82,5.6838e+00,1.2985e+01
3542.60,-1.3823e+01,1.2877e+01
3543.37,-1.0067e+01,1.2783e+01
3544.15,-1.2834e+01,1.2817e+01
