Wavelength,Flux,Error
3503.10,-1.2071e+01,2.4672e+01
3503.87,2.4954e+00,2.4495e+01
3504.65,8.5849e+01,2.3962e+01
3505.42,1.1451e+02,2.3935e+01
3506.20,3.7750e+01,2.4067e+01
3506.97,-6.1570e-01,2.4110e+01
3507.75,3.1874e+01,2.3866e+01
3508.52,4.7203e+01,2.3675e+01
3509.30,-4.7587e+00,2.3373e+01
3510.07,-2.0942e+01,2.2994e+01
3510.85,2.4798e+01,2.2881e+01
3511.62,2.1860e+01,2.2952e+01
3512.40,-6.1534e+01,2.2800e+01
3513.17,-5.6867e+01,2.2658e+01
3513.95,-4.7365e+01,2.2357e+01
3514.72,3.0721e+01,2.2524e+01
3515.50,-2.5891e+00,2.2428e+01
3516.27,-4.8228e+01,2.2439e+01
3517.05,6.8289e+00,2.2568e+01
3517.82,5.1356e+01,2.2402e+01
3518.60,1.1658e+01,2.2336e+01
3519.37,9.2264e+00,2.2196e+01
3520.15,4.6785e+01,2.2288e+01
3520.92,2.9502e+01,2.1785e+01
3521.70,-1.2378e+01,2.2004e+01
3522.47,7.1079e+00,2.1841e+01
3523.25,1.7185e+01,2.1542e+01
3524.02,-5.4052e+00,2.1241e+01
3524.80,-3.5746e+01,2.1366e+01
3525.57,2.0714e+01,2.1414e+01
3526.35,-6.4913e+01,2.1627e+01
3527.12,-2.7100e+01,2.1414e+01
3527.89,8.1622e+01,2.1621e+01
3528.67,7.3053e+01,2.1880e+01
3529.44,1.9102e+01,2.1897e+01
3530.22,-2.3639e+00,2.1564e+01
3530.99,-1.4863e+01,2.1842e+01
3531.77,-2.8391e+01,2.1851e+01
3532.54,-2.6797e+01,2.1746e+01
3533.32,-8.1044e+01,2.1702e+01
3534.09,-9.5323e+00,2.1727e+01
3534.87,1.5243e+02,2.1615e+01
3535.64,6.7967e+01,2.1682e+01
3536.42,-3.8434e+01,2.1583e+01
3537.19,3.1955e+01,2.1717e+01
3537.97,3.2133e+01,2.1676e+01
3538.74,2.2152e+01,2.1638e+01
3539.52,-5.2684e+01,2.1615e+01
3540.29,-1.8513e+01,2.1456e+01
3541.07,1.7222e+01,2.1416e+01
3541.84,-1.2000e+01,2.1457e+01
3542.62,-1.3864e+00,2.1413e+01
3543.39,-4.9942e+01,2.1301e+01
3544.17,2.6388e+01,2.1303e+01
3544.94,1.2485e-01,2.1429e+01
3545.72,-1.4934e+00,2.1211e+01
3546.49,5.8518e-01,2.1152e+01
3547.27,7.0402e+01,2.1112e+01
3548.04,-2.4053e+01,2.0857e+01
3548.82,2.6852e+01,2.0990e+01
3549.59,5.3765e+00,2.0843e+01
3550.37,2.3455e+01,2.0759e+01
3551.14,-3.7752e+01,2.0686e+01
3551.92,-3.2277e+01,2.0733e+01
3552.69,3.6152e+01,2.0681e+01
3553.47,-1.6996e+01,2.0351e+01
3554.24,-8.8848e+00,2.0198e+01
3555.01,-1.3922e+01,2.0416e+01
3555.79,-1.5568e+01,2.0528e+01
3556.56,-2.4910e+01,2.0394e+01
3557.34,-5.4092e+01,1.9956e+01
3558.11,-5.5884e+01,1.9913e+01
3558.89,6.1234e+01,2.0116e+01
3559.66,-1.3366e+01,1.9773e+01
3560.44,-1.0196e+00,1.9596e+01
3561.21,5.8189e+01,1.9654e+01
3561.99,6.2769e+01,2.0002e+01
3562.76,-2.4323e+00,1.9813e+01
3563.54,2.6578e+01,1.9643e+01
3564.31,1.0046e+01,1.9387e+01
3565.09,1.1219e+01,1.9148e+01
3565.86,6.0631e+01,1.8957e+01
3566.64,6.2591e+01,1.9066e+01
3567.41,8.9617e+01,1.9436e+01
3568.19,7.9541e+01,1.9325e+01
3568.96,5.6886e+01,1.8722e+01
3569.74,2.0818e+01,1.8499e+01
