Wavelength,Flux,Error
3502.32,-7.5344e+00,2.2253e+01
3503.10,-8.2664e+01,2.2220e+01
3503.87,-2.7178e+01,2.2237e+01
3504.65,7.2814e+00,2.1885e+01
3505.42,-7.8235e+00,2.1921e+01
3506.19,1.1424e+00,2.2050e+01
3506.97,-5.0174e+01,2.2118e+01
3507.74,-2.5707e+01,2.1965e+01
3508.52,-4.4938e+01,2.1679e+01
3509.29,-8.4795e-01,2.1574e+01
3510.07,-5.3377e+00,2.1529e+01
3510.84,-2.9293e+01,2.1334e+01
3511.62,-1.8400e+01,2.1192e+01
3512.39,-1.9507e+01,2.1082e+01
3513.16,2.2509e+01,2.1084e+01
3513.94,1.4024e+01,2.1150e+01
3514.71,5.8882e+01,2.0973e+01
3515.49,-6.2602e+01,2.1007e+01
3516.26,-5.8585e+01,2.0853e+01
3517.04,-4.0935e+01,2.0932e+01
3517.81,1.8916e+01,2.0875e+01
3518.58,4.0792e+01,2.0971e+01
3519.36,-1.0556e+01,2.0774e+01
3520.13,1.0010e+01,2.0380e+01
3520.91,2.9472e+01,2.0233e+01
3521.68,1.8316e+01,2.0469e+01
3522.46,2.4921e+00,2.0546e+01
3523.23,-3.6076e+01,2.0443e+01
3524.01,-2.2641e+01,2.0262e+01
3524.78,-3.1607e+01,2.0063e+01
3525.55,-2.3878e+00,2.0084e+01
3526.33,1.4184e+01,2.0090e+01
3527.10,3.7692e+00,2.0128e+01
3527.88,-2.0489e+01,1.9965e+01
3528.65,-9.3871e+00,1.9777e+01
3529.43,-1.5910e+01,1.9674e+01
3530.20,-4.8859e+01,1.9636e+01
3530.97,-1.3054e+01,1.9549e+01
3531.75,-3.4469e+01,1.9362e+01
3532.52,3.2826e+01,1.9211e+01
3533.30,3.0025e+01,1.9229e+01
3534.07,4.2394e+01,1.9130e+01
3534.85,3.9322e+01,1.9026e+01
3535.62,4.3421e+01,1.8946e+01
3536.40,5.5157e+01,1.8949e+01
3537.17,5.1991e+01,1.8924e+01
3537.94,1.3739e+01,1.8967e+01
3538.72,-7.9219e+00,1.9096e+01
3539.49,1.2858e+01,1.9039e+01
3540.27,-2.0874e+01,1.9083e+01
3541.04,3.0040e+01,1.9030e+01
3541.82,6.0867e+01,1.8966e+01
3542.59,4.3317e+01,1.9097e+01
3543.36,-1.2669e+01,1.8942e+01
3544.14,1.2212e+01,1.8826e+01
3544.91,-4.8290e+01,1.8743e+01
3545.69,3.3229e+00,1.8817e+01
3546.46,-3.0527e+01,1.8821e+01
3547.24,-3.8068e+01,1.8647e+01
3548.01,-2.8403e+00,1.8604e+01
3548.78,2.1144e+01,1.8424e+01
3549.56,-1.3260e+01,1.8403e+01
3550.33,9.2653e+00,1.8302e+01
3551.11,7.0738e+00,1.8363e+01
3551.88,9.7764e+00,1.8326e+01
3552.66,7.4720e+00,1.8226e+01
3553.43,1.3647e+01,1.8477e+01
3554.21,-2.4558e+01,1.8394e+01
3554.98,-1.5615e+01,1.8135e+01
3555.75,-2.8299e+01,1.8171e+01
3556.53,-1.0513e+01,1.8071e+01
3557.30,-4.3147e+00,1.7914e+01
3558.08,9.3653e+00,1.7788e+01
3558.85,4.2622e+01,1.7754e+01
3559.63,4.5581e+01,1.7759e+01
3560.40,-4.3014e+00,1.7666e+01
3561.17,-4.4383e+01,1.7603e+01
3561.95,-2.9580e+01,1.7559e+01
3562.72,1.6244e+01,1.7539e+01
3563.50,-1.2634e+01,1.7705e+01
3564.27,-5.5258e+01,1.7735e+01
3565.05,-1.2318e+01,1.7485e+01
3565.82,-2.4036e+01,1.7532e+01
3566.60,-8.1418e+00,1.7486e+01
3567.37,1.0054e+01,1.7270e+01
3568.14,3.3115e+01,1.7235e+01
3568.92,2.8435e+01,1.7304e+01
3569.69,3.7676e+01,1.7314e+01
3570.47,3.2261e+01,1.7205e+01
3571.24,4.8809e+01,1.7102e+01
3572.02,3.2762e+01,1.6879e+01
3572.79,3.5175e+01,1.6902e+01
3573.56,1.0700e+00,1.6887e+01
3574.34,2.3121e+01,1.6972e+01
3575.11,-4.7918e+00,1.6809e+01
3575.89,-5.0508e+01,1.6620e+01
3576.66,-1.1879e+01,1.6490e+01
3577.44,3.5734e+01,1.6485e+01
3578.21,3.3815e+01,1.6463e+01
3578.99,2.9037e+01,1.6301e+01
3579.76,3.6368e+01,1.6177e+01
3580.53,4.0765e+01,1.6121e+01
3581.31,4.2481e+01,1.6099e+01
3582.08,-1.4754e+01,1.6058e+01
3582.86,-2.0650e+01,1.6158e+01
3583.63,-5.3478e+00,1.5989e+01
3584.41,1.3614e+01,1.5885e+01
3585.18,1.6414e+01,1.6149e+01
3585.95,9.0168e+00,1.6617e+01
3586.73,-1.0994e+00,1.6774e+01
3587.50,4.6501e-01,1.6264e+01
3588.28,5.3851e+01,1.5827e+01
3589.05,1.9297e+01,1.5855e+01
3589.83,1.1427e+01,1.5819e+01
3590.60,-5.7055e+00,1.5818e+01
3591.38,1.1775e+01,1.5754e+01
3592.15,3.8552e+01,1.5670e+01
3592.92,-1.7454e+01,1.5479e+01
3593.70,1.6775e+01,1.5337e+01
3594.47,4.1783e+01,1.5306e+01
3595.25,-6.9848e+00,1.5285e+01
3596.02,-4.5477e+00,1.5102e+01
3596.80,9.8536e+00,1.5446e+01
3597.57,2.1948e+01,1.6113e+01
3598.34,-6.9917e+00,1.6338e+01
3599.12,-1.6956e+01,1.6234e+01
3599.89,-2.4289e+01,1.5983e+01
3600.67,1.3114e+01,1.5184e+01
3601.44,1.9825e+01,1.5152e+01
3602.22,1.1914e+01,1.5099e+01
3602.99,4.5669e+00,1.5026e+01
3603.76,1.5209e+01,1.5015e+01
3604.54,-8.4516e+00,1.4908e+01
3605.31,-1.0678e+01,1.4864e+01
3606.09,-3.7835e+00,1.4772e+01
3606.86,-2.2049e+00,1.4721e+01
3607.64,-5.2947e-01,1.4691e+01
3608.41,-9.1098e+00,1.4571e+01
3609.19,-3.3995e+01,1.4420e+01
3609.96,1.8573e+01,1.4458e+01
3610.73,2.1227e+01,1.4468e+01
3611.51,8.9528e+00,1.4488e+01
3612.28,-5.0496e-01,1.4494e+01
3613.06,1.9782e+01,1.4407e+01
3613.83,4.0950e+00,1.4338e+01
3614.61,-8.3912e+00,1.4336e+01
3615.38,-1.6290e+01,1.4237e+01
3616.15,1.6790e+01,1.4201e+01
3616.93,1.6900e+00,1.4251e+01
3617.70,-1.7965e+01,1.4191e+01
3618.48,4.0080e+00,1.3998e+01
3619.25,4.8659e+00,1.3932e+01
3620.03,1.0073e+01,1.3977e+01
3620.80,1.3367e+01,1.4009e+01
3621.58,2.9601e+01,1.3984e+01
3622.35,2.2087e+01,1.3948e+01
3623.12,1.8432e+01,1.3831e+01
3623.90,-2.4714e+00,1.3766e+01
3624.67,1.8702e+01,1.3788e+01
3625.45,2.9968e+01,1.3746e+01
3626.22,1.5032e+01,1.3666e+01
3627.00,2.8366e+01,1.3569e+01
3627.77,8.6846e+00,1.3565e+01
3628.54,3.4082e+01,1.3577e+01
3629.32,3.0284e+01,1.3515e+01
3630.09,5.2876e+00,1.3577e+01
3630.87,1.2183e+01,1.3457e+01
3631.64,-9.9571e+00,1.3393e+01
3632.42,2.3414e+01,1.3441e+01
3633.19,1.0587e+01,1.3389e+01
3633.97,3.5079e+01,1.3338e+01
3634.74,8.9055e+00,1.3312e+01
3635.51,1.9529e+01,1.3385e+01
3636.29,-1.1331e+01,1.3415e+01
3637.06,-2.6922e+01,1.3299e+01
3637.84,-1.0434e+01,1.3229e+01
3638.61,-3.5637e-01,1.3177e+01
3639.39,-2.0795e+01,1.3075e+01
3640.16,1.0855e+01,1.2990e+01
3640.93,3.4835e+01,1.2985e+01
3641.71,9.4533e+00,1.2969e+01
3642.48,-2.3376e+01,1.2880e+01
3643.26,-1.0910e+01,1.2856e+01
3644.03,1.2168e+01,1.2852e+01
3644.81,2.4832e+00,1.2739e+01
3645.58,1.1603e+01,1.2755e+01
3646.35,-2.5956e-01,1.2797e+01
3647.13,1.5586e+01,1.2758e+01
3647.90,-1.5032e+01,1.2622e+01
3648.68,4.9384e+00,1.2588e+01
3649.45,-1.0486e+01,1.2544e+01
3650.23,-1.6144e+01,1.2548e+01
3651.00,1.2119e+01,1.2483e+01
3651.78,-1.1678e+01,1.2361e+01
3652.55,4.1716e-01,1.2473e+01
3653.32,-9.7547e+00,1.2488e+01
3654.10,9.5398e+00,1.2365e+01
3654.87,1.1941e+00,1.2189e+01
3655.65,-1.1150e+01,1.2095e+01
3656.42,1.1710e+01,1.2064e+01
3657.20,2.5864e+00,1.1979e+01
3657.97,-7.3818e-01,1.1952e+01
3658.74,-6.1493e+00,1.1972e+01
3659.52,-1.5486e+01,1.1973e+01
3660.29,1.2976e+01,1.1921e+01
3661.07,-5.6418e+00,1.1868e+01
