Wavelength,Flux,Error
3502.32,6.0968e+01,2.5730e+01
3503.10,2.2797e+01,2.5628e+01
3503.87,-3.2533e+01,2.5288e+01
3504.65,9.5440e+00,2.5180e+01
3505.42,1.6601e+01,2.5264e+01
3506.20,1.3313e+01,2.5302e+01
3506.97,-2.9025e+01,2.5070e+01
3507.75,-5.7891e+00,2.5116e+01
3508.52,-1.6140e+01,2.5281e+01
3509.30,7.0439e+00,2.5101e+01
3510.07,-1.0459e+01,2.4585e+01
3510.85,1.2384e+01,2.4605e+01
3511.62,-1.2459e+01,2.5256e+01
3512.40,7.9303e+00,2.5308e+01
3513.17,-1.5802e+01,2.5154e+01
3513.95,-4.2391e+01,2.4967e+01
3514.72,-3.9708e+01,2.5086e+01
3515.50,-5.0447e+01,2.5088e+01
3516.27,-3.9795e+01,2.5018e+01
3517.05,-2.1748e+01,2.5374e+01
3517.82,-2.4583e+01,2.5174e+01
3518.60,-1.4586e+01,2.4999e+01
3519.37,-2.4974e+01,2.4995e+01
3520.15,-6.1279e+01,2.4740e+01
3520.92,-5.9504e+01,2.4520e+01
3521.70,-6.1309e+01,2.4610e+01
3522.47,-1.7018e+01,2.4390e+01
3523.25,7.5227e+00,2.4265e+01
3524.02,-3.6391e+01,2.4311e+01
3524.80,-2.0348e+01,2.4154e+01
3525.57,-3.3813e-01,2.4472e+01
3526.35,-1.0347e+01,2.4609e+01
3527.12,-7.3463e+00,2.4104e+01
3527.90,1.6626e+01,2.3664e+01
3528.67,-2.5417e+01,2.3554e+01
3529.45,-6.1122e+01,2.3499e+01
3530.22,-8.3654e+00,2.3431e+01
3531.00,-2.1316e+00,2.3390e+01
3531.77,4.2594e+01,2.3284e+01
3532.55,2.6316e+01,2.3112e+01
3533.32,6.4474e+00,2.2999e+01
3534.10,1.2943e+01,2.3072e+01
3534.87,-7.6818e+00,2.2518e+01
3535.65,-3.0603e+01,2.2480e+01
3536.42,-3.0674e+01,2.2629e+01
3537.20,-3.5389e+01,2.2711e+01
3537.97,-1.3704e+01,2.2568e+01
3538.75,-8.2799e+00,2.2393e+01
3539.52,-3.3619e+01,2.2426e+01
3540.30,4.2357e+01,2.2696e+01
3541.07,-3.2393e+01,2.2646e+01
3541.85,-3.6237e+01,2.2388e+01
3542.62,-3.0295e+01,2.2242e+01
3543.40,-5.7560e+01,2.2442e+01
3544.17,-7.0385e+00,2.2134e+01
3544.95,-4.4611e+01,2.2122e+01
3545.72,3.0237e+01,2.2145e+01
3546.50,-5.1134e+00,2.2239e+01
3547.27,2.1605e+01,2.2544e+01
3548.05,2.0049e+01,2.2756e+01
3548.82,-1.1984e+01,2.5269e+01
3549.60,1.2070e+01,2.3401e+01
3550.37,1.0930e+01,2.2264e+01
3551.15,4.5254e+00,2.2165e+01
3551.92,1.1472e+01,2.2004e+01
3552.70,1.9312e+01,2.1818e+01
3553.47,-4.1423e+00,2.1699e+01
3554.25,2.4932e+01,2.1707e+01
3555.02,6.0489e+01,2.1568e+01
3555.80,8.0137e+01,2.1465e+01
3556.57,-1.3223e+01,2.1517e+01
3557.35,-2.9011e+01,2.1467e+01
3558.12,1.8577e+01,2.1571e+01
3558.90,-5.0918e+01,2.1577e+01
3559.67,-1.9615e+01,2.1321e+01
3560.45,2.1667e+01,2.1292e+01
3561.22,-2.8185e+01,2.1191e+01
3562.00,-3.8160e+01,2.1133e+01
3562.77,-9.1606e+00,2.0975e+01
3563.55,1.3038e+01,2.0804e+01
3564.32,1.0615e+01,2.0875e+01
3565.10,1.0983e+01,2.0911e+01
3565.87,-1.7705e+01,2.0852e+01
3566.65,-4.3712e+00,2.0790e+01
3567.42,-1.6382e+01,2.0396e+01
3568.20,-4.5634e+01,2.0203e+01
3568.97,-3.5404e+01,2.0292e+01
3569.75,-1.9323e+01,2.0229e+01
3570.52,-4.9819e+00,2.0141e+01
3571.30,-1.1874e+01,1.9853e+01
3572.07,-4.3474e+00,1.9802e+01
3572.85,-2.5268e+01,1.9826e+01
3573.62,-5.2080e+01,1.9682e+01
3574.40,-2.2300e+01,1.9635e+01
3575.17,-1.1665e+01,1.9661e+01
3575.95,7.6713e+00,1.9705e+01
3576.72,2.0723e+01,1.9595e+01
3577.50,-2.1633e+01,1.9551e+01
3578.27,-2.9881e+01,1.9697e+01
3579.05,-7.5415e+00,1.9713e+01
3579.82,-5.4459e+00,1.9450e+01
3580.60,2.6807e+01,1.9217e+01
3581.37,3.4630e+00,1.9169e+01
3582.15,-5.2464e+01,1.9483e+01
3582.92,-4.9470e+01,1.9613e+01
3583.70,-1.4417e+01,1.9455e+01
3584.47,-3.7516e+01,1.9407e+01
3585.25,-2.0445e+01,1.9338e+01
3586.02,2.2944e+01,1.9185e+01
3586.80,-3.5055e+00,1.9087e+01
3587.57,-4.1545e+01,1.9247e+01
