Wavelength,Flux,Error
3502.32,-1.7183e+00,1.8265e+01
3503.10,-3.2449e+00,1.8353e+01
3503.87,-3.4127e+01,1.8353e+01
3504.65,-1.5911e+01,1.8371e+01
3505.42,-6.3593e+00,1.8537e+01
3506.20,8.3172e+00,1.8334e+01
3506.97,1.3685e+01,1.8316e+01
3507.75,-4.6516e+01,1.8239e+01
3508.52,-4.2571e-01,1.8059e+01
3509.30,-1.8048e+01,1.8161e+01
3510.07,-2.5929e+00,1.8021e+01
3510.85,-2.0794e+01,1.8212e+01
3511.62,-1.7714e+00,1.8493e+01
3512.40,3.1880e+01,1.8528e+01
3513.17,-2.2494e+01,1.8262e+01
3513.95,-7.9756e+00,1.7866e+01
3514.72,-4.9853e+00,1.7594e+01
3515.49,1.0695e+01,1.7634e+01
3516.27,1.2859e+01,1.7522e+01
3517.04,5.9407e+01,1.7788e+01
3517.82,5.5997e+01,1.8044e+01
3518.59,-1.1789e+01,1.7968e+01
3519.37,-5.0041e+01,1.7790e+01
3520.14,-2.0245e+01,1.7791e+01
3520.92,-6.1748e+00,1.8073e+01
3521.69,2.1223e+01,1.8310e+01
3522.47,-4.7549e+01,1.8430e+01
3523.24,2.9072e+00,1.8471e+01
3524.02,4.6772e+01,1.8339e+01
3524.79,2.3639e+01,1.8089e+01
3525.57,-2.8217e+01,1.7308e+01
3526.34,1.3002e+01,1.7265e+01
3527.12,2.3728e+01,1.7393e+01
3527.89,1.8925e+01,1.7510e+01
3528.67,-7.8747e+00,1.7263e+01
3529.44,-1.6248e+01,1.6907e+01
3530.21,-1.5454e+01,1.6970e+01
3530.99,-1.8587e+00,1.6924e+01
3531.76,-1.7785e+01,1.6979e+01
3532.54,-9.8650e+00,1.7197e+01
3533.31,2.6642e+01,1.7072e+01
3534.09,9.8378e-01,1.6971e+01
3534.86,-3.2770e+01,1.6490e+01
3535.64,-2.0324e+01,1.6259e+01
3536.41,8.1863e+00,1.6353e+01
3537.19,-5.1186e+00,1.6766e+01
3537.96,1.0793e+01,1.6679e+01
3538.74,-1.7145e+01,1.6387e+01
3539.51,-6.5893e-01,1.6475e+01
3540.29,-1.8358e+01,1.6170e+01
3541.06,-6.5236e+00,1.6282e+01
3541.84,-2.9538e+00,1.6356e+01
3542.61,-2.1935e+01,1.6198e+01
3543.39,-2.3735e+01,1.6165e+01
3544.16,9.6306e+00,1.6031e+01
3544.93,1.6088e+01,1.6120e+01
3545.71,3.9010e-03,1.6107e+01
3546.48,-1.7780e+01,1.6020e+01
3547.26,-1.2143e+01,1.5812e+01
3548.03,7.6887e+00,1.5762e+01
3548.81,1.3681e+01,1.5729e+01
3549.58,-1.9114e+00,1.5848e+01
3550.36,-4.6542e+00,1.6024e+01
3551.13,2.6279e+01,1.6034e+01
3551.91,1.4278e+01,1.5952e+01
3552.68,2.0215e+00,1.5845e+01
3553.46,-9.6585e+00,1.5869e+01
3554.23,-2.2509e+01,1.5854e+01
3555.01,1.1069e+01,1.5535e+01
3555.78,2.1200e+01,1.5291e+01
3556.56,3.6561e+01,1.5552e+01
3557.33,-1.4054e+01,1.5625e+01
3558.11,-3.5560e+01,1.5553e+01
3558.88,6.9734e+00,1.5480e+01
3559.66,1.4664e+01,1.5518e+01
3560.43,-1.5778e+01,1.5352e+01
3561.20,-1.4192e+01,1.5328e+01
3561.98,-2.1922e+00,1.5201e+01
3562.75,5.4931e+00,1.5278e+01
3563.53,-6.1021e+00,1.5363e+01
3564.30,4.2549e+00,1.5167e+01
3565.08,1.9104e+01,1.5051e+01
3565.85,1.9792e+01,1.5048e+01
3566.63,-3.8603e+00,1.5046e+01
3567.40,-1.9530e+01,1.5059e+01
3568.18,-3.9009e+01,1.4830e+01
3568.95,-3.8946e+01,1.4676e+01
3569.73,-2.2070e+01,1.4707e+01
3570.50,-3.6311e+01,1.4776e+01
3571.28,3.5233e+01,1.4798e+01
3572.05,3.3917e+01,1.4588e+01
3572.83,-6.0207e+00,1.4562e+01
3573.60,1.7409e+01,1.4620e+01
3574.38,-3.6118e+00,1.4534e+01
3575.15,-7.8415e+00,1.4419e+01
3575.92,7.8163e+00,1.4364e+01
3576.70,1.4158e+01,1.4290e+01
3577.47,3.9536e+01,1.4320e+01
3578.25,-7.9883e+00,1.4158e+01
3579.02,-2.4210e+01,1.4087e+01
3579.80,-8.8996e+00,1.4081e+01
3580.57,8.7627e+00,1.4034e+01
3581.35,-8.0536e+00,1.4023e+01
3582.12,-5.2406e+01,1.3886e+01
3582.90,1.7279e+01,1.3943e+01
3583.67,9.4166e+00,1.3883e+01
3584.45,-6.1593e+01,1.3729e+01
3585.22,-8.7926e+00,1.3755e+01
3586.00,8.9649e+00,1.4012e+01
3586.77,-1.5729e+01,1.3994e+01
3587.55,-2.8936e+01,1.3668e+01
3588.32,3.4633e+00,1.3536e+01
3589.10,-2.4289e+01,1.3701e+01
3589.87,-1.5419e+01,1.3632e+01
3590.64,-7.3868e+00,1.3504e+01
3591.42,-1.7243e+01,1.3569e+01
3592.19,1.3685e+01,1.3666e+01
3592.97,3.8675e+00,1.3524e+01
3593.74,-1.4985e+00,1.3461e+01
3594.52,8.5136e+00,1.3575e+01
3595.29,6.3514e+00,1.3554e+01
3596.07,1.8390e+01,1.3517e+01
3596.84,2.6684e+01,1.3505e+01
3597.62,-1.1006e+01,1.3574e+01
3598.39,6.2104e+00,1.3529e+01
3599.17,-5.6496e+00,1.3454e+01
3599.94,-7.7867e+00,1.3374e+01
3600.72,-1.1115e+01,1.3306e+01
3601.49,1.0435e+01,1.3249e+01
3602.27,-1.7526e+01,1.3225e+01
3603.04,1.4177e+01,1.3639e+01
3603.82,-1.3037e+00,1.3647e+01
3604.59,-2.2159e+01,1.3612e+01
3605.36,-2.3093e+01,1.3114e+01
3606.14,-3.3395e+01,1.2946e+01
3606.91,1.3662e+01,1.2863e+01
3607.69,-6.2972e+00,1.2959e+01
3608.46,-2.3700e+01,1.3017e+01
3609.24,-3.7977e+00,1.2988e+01
3610.01,-8.9470e+00,1.2910e+01
3610.79,-2.3864e+01,1.2802e+01
3611.56,-7.7156e+00,1.2836e+01
3612.34,2.5586e+01,1.2672e+01
3613.11,4.0170e+00,1.2569e+01
3613.89,-3.7438e+00,1.2566e+01
3614.66,-9.8216e+00,1.2486e+01
3615.44,-2.1342e+00,1.2430e+01
3616.21,4.6892e+00,1.2474e+01
3616.99,-2.8982e+01,1.2535e+01
3617.76,-4.0554e+00,1.2622e+01
3618.54,-1.1443e+01,1.2483e+01
3619.31,-2.1225e+01,1.2103e+01
3620.08,-6.1595e+00,1.2144e+01
3620.86,1.2059e+01,1.2174e+01
3621.63,-8.2827e+00,1.2073e+01
3622.41,-2.9506e+01,1.1910e+01
3623.18,-1.6252e+01,1.1945e+01
3623.96,-1.7883e+01,1.2005e+01
3624.73,-1.4092e+01,1.1981e+01
3625.51,-7.5108e+00,1.1774e+01
3626.28,9.1959e+00,1.1754e+01
3627.06,-7.9060e+00,1.1891e+01
3627.83,-2.6590e+01,1.1788e+01
3628.61,-7.0749e-01,1.1661e+01
