Wavelength,Flux,Error
3502.32,-3.2827e+00,4.5208e+00
3503.10,2.2541e+00,4.5645e+00
3503.87,-2.0128e+00,4.5645e+00
3504.65,4.2414e+00,4.4563e+00
3505.42,6.5169e+00,4.4095e+00
3506.20,1.8292e+00,4.4086e+00
3506.97,-5.4741e+00,4.4321e+00
3507.75,-5.1223e+00,4.4228e+00
3508.52,-1.9671e+00,4.3219e+00
3509.30,2.0134e+00,4.3173e+00
3510.07,1.8093e+00,4.3557e+00
3510.85,-4.1659e-01,4.3232e+00
3511.62,-9.3225e+00,4.3025e+00
3512.40,-5.4693e+00,4.2837e+00
3513.17,-7.0942e-01,4.2838e+00
3513.95,2.0475e+00,4.3148e+00
3514.72,-3.2667e+00,4.3115e+00
3515.50,-1.1690e+01,4.3125e+00
3516.27,-1.0192e+01,4.2783e+00
3517.05,-6.7620e+00,4.2007e+00
3517.82,2.5844e+00,4.1312e+00
3518.60,2.5996e+00,4.2169e+00
3519.37,1.1182e+00,4.1797e+00
3520.15,4.2592e+00,4.1294e+00
3520.92,-3.1394e+00,4.0877e+00
3521.69,-2.6398e+00,4.0694e+00
3522.47,-3.0425e-02,4.0141e+00
3523.24,3.5623e+00,4.0498e+00
3524.02,5.5278e+00,3.9755e+00
3524.79,3.2115e+00,3.9778e+00
3525.57,-6.0692e+00,3.9462e+00
3526.34,-1.1671e+00,3.9389e+00
3527.12,-4.1181e+00,4.8927e+00
3527.89,-2.5747e+00,4.4252e+00
3528.67,6.1612e+00,4.0089e+00
3529.44,2.5759e+00,4.0065e+00
3530.22,-1.4515e+00,4.0097e+00
3530.99,-3.0651e+00,4.0007e+00
3531.77,2.6232e+00,3.9720e+00
3532.54,3.6445e+00,3.9014e+00
3533.32,1.9129e+00,3.9013e+00
3534.09,-2.1669e+00,3.9456e+00
3534.87,-5.3813e+00,4.0110e+00
3535.64,-1.0256e+00,3.9589e+00
3536.42,4.6184e+00,3.8521e+00
3537.19,4.2002e+00,3.9095e+00
3537.97,6.0039e+00,3.9732e+00
3538.74,-2.9325e-01,4.0055e+00
3539.52,3.9368e+00,3.9671e+00
3540.29,9.4887e-01,3.9149e+00
3541.07,-5.4527e+00,3.8330e+00
3541.84,3.7753e+00,3.9025e+00
3542.61,-1.6745e+00,3.9005e+00
3543.39,-8.4614e+00,3.8103e+00
3544.16,-1.3823e+00,3.7764e+00
3544.94,-2.8179e+00,3.8511e+00
3545.71,3.0041e+00,3.8558e+00
3546.49,8.1920e+00,3.8070e+00
3547.26,4.7811e+00,3.7769e+00
3548.04,-3.9920e+00,3.7501e+00
3548.81,-3.2751e+00,3.7267e+00
3549.59,-7.4691e+00,3.7868e+00
3550.36,-4.9662e+00,3.7340e+00
3551.14,-2.2762e+00,3.7686e+00
3551.91,-1.7692e+00,3.8019e+00
3552.69,-6.0896e+00,3.7899e+00
3553.46,-7.2351e+00,3.7170e+00
3554.24,3.9741e+00,3.7013e+00
3555.01,6.5871e-01,3.7742e+00
3555.79,-1.2522e+00,3.7872e+00
3556.56,4.9832e+00,3.7278e+00
3557.34,-3.9681e+00,3.6764e+00
3558.11,-1.5602e+00,3.6391e+00
3558.89,7.0836e+00,3.6178e+00
3559.66,9.1771e+00,3.6152e+00
3560.44,1.1040e+01,3.6881e+00
3561.21,4.2452e+00,3.6875e+00
3561.99,-5.2737e+00,3.6721e+00
3562.76,-1.5145e+00,3.6307e+00
3563.53,-5.4960e-02,3.6533e+00
3564.31,6.3086e+00,3.9411e+00
3565.08,4.3917e+00,4.2919e+00
3565.86,-3.3266e-01,4.2925e+00
3566.63,2.8492e-01,3.8907e+00
3567.41,-3.2896e+00,3.5330e+00
3568.18,-5.4416e+00,3.4515e+00
3568.96,1.5546e+00,3.4161e+00
3569.73,3.3993e+00,3.4168e+00
3570.51,1.4345e+00,3.4828e+00
3571.28,-2.7762e+00,3.4403e+00
3572.06,-2.5497e+00,3.4437e+00
3572.83,6.7398e+00,3.4765e+00
3573.61,6.2624e+00,3.4429e+00
3574.38,1.5810e+00,3.7162e+00
3575.16,1.0132e+00,3.8202e+00
3575.93,-3.1464e-01,3.5497e+00
3576.71,-4.8426e-01,3.3168e+00
3577.48,-2.2973e-01,3.2939e+00
3578.26,-1.4732e+00,3.3107e+00
3579.03,1.8241e+00,3.3290e+00
3579.81,2.6014e+00,3.3250e+00
3580.58,3.6574e+00,3.3116e+00
3581.36,-1.4125e+00,3.3223e+00
3582.13,-2.6775e+00,3.3444e+00
3582.91,1.2435e+00,3.3536e+00
3583.68,3.3081e+00,3.3658e+00
3584.45,2.5649e+00,3.4157e+00
3585.23,-1.3862e+00,3.2869e+00
3586.00,-4.8535e-01,3.2635e+00
3586.78,-9.5913e-01,3.3149e+00
3587.55,6.8309e+00,3.3488e+00
3588.33,6.8955e+00,3.2995e+00
3589.10,-2.8790e+00,3.2461e+00
3589.88,-9.3568e-01,3.2198e+00
3590.65,-2.4678e+00,3.2315e+00
3591.43,3.1614e+00,3.2384e+00
3592.20,4.9240e+00,3.2585e+00
3592.98,7.7628e+00,3.2583e+00
3593.75,-2.3571e+00,3.2568e+00
3594.53,-5.2239e+00,3.2310e+00
3595.30,-2.2759e+00,3.2168e+00
3596.08,5.2074e-01,3.2096e+00
3596.85,-1.6177e-01,3.2579e+00
3597.63,1.3392e+00,3.2584e+00
3598.40,2.1759e+00,3.2917e+00
3599.18,-6.2002e+00,3.2425e+00
3599.95,4.0541e+00,3.2538e+00
3600.73,6.2470e+00,3.2068e+00
3601.50,2.5569e+00,3.1574e+00
3602.28,-2.3137e+00,3.1984e+00
3603.05,4.0234e+00,3.1608e+00
3603.83,-7.5330e-01,3.1593e+00
3604.60,-3.4705e+00,3.0968e+00
3605.37,1.5084e+00,3.0513e+00
3606.15,-2.1238e+00,3.0607e+00
3606.92,-4.1892e+00,3.0919e+00
3607.70,-5.1000e+00,3.0665e+00
3608.47,1.1954e+00,3.0566e+00
3609.25,-1.0252e+00,3.0643e+00
3610.02,2.4833e-01,3.0214e+00
3610.80,3.5179e+00,3.0337e+00
3611.57,1.3322e+00,3.0597e+00
3612.35,1.1443e+00,3.0281e+00
3613.12,-6.6120e+00,2.9710e+00
3613.90,-1.2179e+00,2.9947e+00
3614.67,3.5235e+00,2.9946e+00
3615.45,3.2221e+00,2.9824e+00
3616.22,-1.3879e+00,2.9780e+00
3617.00,-1.5408e+00,2.9806e+00
3617.77,-8.4641e-01,3.0729e+00
3618.55,9.4303e-01,3.0680e+00
3619.32,2.0995e+00,3.3084e+00
3620.10,3.5019e+00,3.0296e+00
3620.87,8.5716e-01,2.9409e+00
3621.65,-2.5365e+00,2.8943e+00
3622.42,-1.2178e+00,2.9993e+00
3623.20,1.6522e+00,3.3258e+00
3623.97,5.1369e+00,3.5864e+00
3624.75,4.9194e+00,3.3267e+00
3625.52,6.9143e+00,3.0531e+00
3626.29,2.0528e+00,2.8685e+00
3627.07,-3.2430e+00,2.8316e+00
3627.84,2.1251e-01,2.8301e+00
3628.62,4.1619e+00,2.8744e+00
3629.39,4.2909e+00,2.8913e+00
3630.17,-1.4439e-01,2.8514e+00
3630.94,-1.5878e+00,2.8313e+00
3631.72,7.2563e-01,2.8450e+00
3632.49,4.3974e+00,2.9140e+00
3633.27,1.5993e+00,2.9882e+00
3634.04,-9.5070e-01,2.9880e+00
3634.82,-4.1370e+00,2.8858e+00
3635.59,-1.3229e+00,2.7889e+00
3636.37,3.7765e+00,2.7850e+00
3637.14,2.5413e+00,2.7852e+00
3637.92,4.0149e-01,2.7895e+00
3638.69,2.5967e+00,2.7400e+00
3639.47,4.8912e+00,2.7104e+00
3640.24,-7.8285e+00,2.6839e+00
3641.02,-1.9294e+00,2.6664e+00
3641.79,9.5723e-01,2.6416e+00
3642.57,-2.9113e+00,2.6764e+00
3643.34,9.8549e-01,2.6392e+00
3644.12,-3.5644e+00,2.6129e+00
3644.89,-3.3062e+00,2.6186e+00
3645.67,-4.0940e+00,2.6348e+00
3646.44,-1.3776e+00,2.5889e+00
3647.22,-2.3698e+00,2.6118e+00
3647.99,-2.2579e+00,2.6331e+00
3648.76,-1.3747e+00,2.5709e+00
3649.54,-3.5297e+00,2.5723e+00
3650.31,3.7740e-01,2.5688e+00
3651.09,1.3871e+00,2.5417e+00
3651.86,3.6954e+00,2.5436e+00
3652.64,-2.9945e+00,2.5572e+00
3653.41,-5.0492e+00,2.5384e+00
3654.19,-2.8078e+00,2.5371e+00
3654.96,3.0475e+00,2.5190e+00
3655.74,-1.0807e-01,2.5450e+00
3656.51,-2.8192e+00,2.5966e+00
3657.29,-2.5282e+00,2.5939e+00
3658.06,-2.7486e+00,2.5408e+00
3658.84,4.8066e+00,2.5623e+00
3659.61,7.4240e+00,2.5342e+00
3660.39,2.9076e+00,2.5078e+00
3661.16,1.1766e+00,2.5232e+00
3661.94,-1.4927e+00,2.5194e+00
3662.71,-1.3723e+00,2.4848e+00
3663.49,2.6734e+00,2.4573e+00
3664.26,6.3888e+00,2.4544e+00
3665.04,1.9478e+00,2.4403e+00
3665.81,-9.4178e-02,2.4690e+00
3666.59,-2.4844e+00,2.4543e+00
3667.36,2.2358e-01,2.4406e+00
3668.14,-5.6245e-01,2.4253e+00
3668.91,2.1343e+00,2.4285e+00
3669.68,6.0232e-01,2.4491e+00
3670.46,1.8970e+00,2.4562e+00
3671.23,-2.9783e+00,2.4181e+00
3672.01,-9.0756e-02,2.3837e+00
3672.78,3.7996e+00,2.3396e+00
3673.56,4.8200e+00,2.3740e+00
3674.33,4.5645e+00,2.3867e+00
3675.11,2.5748e+00,2.3836e+00
3675.88,-3.2247e+00,2.3573e+00
3676.66,1.3402e+00,2.3496e+00
3677.43,6.6607e-03,2.3351e+00
3678.21,1.3284e+00,2.3256e+00
3678.98,2.8776e+00,2.3254e+00
3679.76,-9.4480e-02,2.3408e+00
3680.53,-3.9693e+00,2.2755e+00
3681.31,-8.0922e-01,2.2760e+00
3682.08,4.2867e+00,2.2958e+00
3682.86,3.9528e+00,2.2700e+00
3683.63,-4.2225e-01,2.2464e+00
3684.41,-3.1103e+00,2.2181e+00
3685.18,-3.2076e+00,2.2178e+00
3685.96,-1.0039e+00,2.2054e+00
3686.73,2.8559e+00,2.1924e+00
3687.51,2.4470e+00,2.2105e+00
3688.28,2.9055e+00,2.2073e+00
3689.06,-1.7630e+00,2.1642e+00
3689.83,-2.9140e+00,2.1735e+00
3690.60,-6.1675e-01,2.1959e+00
3691.38,2.2890e+00,2.1873e+00
3692.15,1.6794e+00,2.1620e+00
3692.93,-3.6850e-01,2.1682e+00
3693.70,-1.7617e+00,2.3317e+00
3694.48,1.5718e+00,2.2954e+00
3695.25,7.2548e+00,2.1633e+00
3696.03,5.1688e+00,2.1360e+00
3696.80,1.2158e+00,2.1382e+00
3697.58,-3.1173e+00,2.1131e+00
3698.35,9.4124e-01,2.1314e+00
3699.13,2.7206e+00,2.1699e+00
3699.90,2.3588e-02,2.1256e+00
3700.68,6.9539e-01,2.0998e+00
3701.45,6.9789e-01,2.0900e+00
3702.23,-2.3332e+00,2.0995e+00
3703.00,-1.4389e+00,2.0714e+00
3703.78,1.9143e+00,2.0604e+00
3704.55,2.5752e+00,2.0588e+00
3705.33,2.0616e+00,2.0577e+00
3706.10,1.7700e-01,2.0220e+00
3706.88,-2.5488e+00,2.0051e+00
3707.65,-7.9070e-02,2.0378e+00
3708.43,2.4218e+00,2.0418e+00
3709.20,1.2847e+00,2.0199e+00
3709.98,-4.2635e-01,1.9927e+00
3710.75,-4.4867e-01,1.9858e+00
3711.52,7.0373e-01,2.0152e+00
