Wavelength,Flux,Error
3502.32,5.2941e+00,3.8446e+00
3503.10,6.8359e+00,3.8343e+00
3503.87,-5.7494e+00,3.8011e+00
3504.65,-5.0336e+00,3.8171e+00
3505.42,-1.5460e+00,3.8029e+00
3506.20,-2.4093e+00,3.7958e+00
3506.97,-6.1033e+00,3.7236e+00
3507.75,-4.3059e-01,3.7355e+00
3508.52,7.7416e+00,3.7574e+00
3509.30,9.0454e+00,3.7212e+00
3510.07,6.0163e+00,3.6969e+00
3510.84,5.4442e+00,3.7017e+00
3511.62,1.0449e+00,3.6876e+00
3512.39,7.2169e+00,3.6284e+00
3513.17,4.9851e+00,3.6315e+00
3513.94,8.6808e+00,3.7485e+00
3514.72,3.1522e+00,3.7984e+00
3515.49,1.4708e-01,3.7687e+00
3516.27,2.1642e+01,3.6324e+00
3517.04,5.3010e+00,3.5921e+00
3517.82,2.5662e-01,3.6074e+00
3518.59,2.0727e+00,3.5874e+00
3519.36,-4.1445e+00,3.5633e+00
3520.14,-2.2371e+00,3.5646e+00
3520.91,9.6349e+00,3.6521e+00
3521.69,1.5714e+01,3.7363e+00
3522.46,2.1415e+00,3.8030e+00
3523.24,8.2710e+00,3.4852e+00
3524.01,5.9135e+00,3.4055e+00
3524.79,6.0155e+00,3.3899e+00
3525.56,2.4427e-01,3.4275e+00
3526.34,-3.0907e+00,3.4586e+00
3527.11,2.6284e+00,3.4395e+00
3527.89,-4.3471e+00,3.4775e+00
3528.66,2.2384e+00,3.5430e+00
3529.43,5.9739e+00,3.5679e+00
3530.21,6.7007e+00,3.5909e+00
3530.98,5.1292e+00,3.5661e+00
3531.76,8.0516e+00,3.4363e+00
3532.53,4.0613e-01,3.4269e+00
3533.31,9.7155e+00,3.4239e+00
3534.08,-3.4187e+00,3.4074e+00
3534.86,7.0755e+00,3.3698e+00
3535.63,6.6103e+00,3.3190e+00
3536.41,8.9792e+00,3.3010e+00
3537.18,3.7619e+00,3.3410e+00
3537.95,1.8214e-01,3.3539e+00
3538.73,-4.8903e+00,3.3273e+00
3539.50,7.2325e+00,3.3168e+00
3540.28,-1.6045e+00,3.2847e+00
3541.05,8.2818e+00,3.2849e+00
3541.83,1.1108e+01,3.2784e+00
3542.60,1.0281e+01,3.2717e+00
3543.38,1.3454e+01,3.2667e+00
3544.15,7.9974e+00,3.2746e+00
3544.93,6.4343e+00,3.3147e+00
3545.70,3.9577e+00,3.2858e+00
3546.48,3.5135e+00,3.2719e+00
3547.25,1.1108e+00,3.3429e+00
3548.02,4.1780e+00,3.3359e+00
3548.80,3.4386e+00,3.2917e+00
3549.57,5.9290e+00,3.2738e+00
3550.35,1.4066e+01,3.2486e+00
3551.12,6.5099e+00,3.2666e+00
3551.90,-2.8438e+00,3.2701e+00
3552.67,7.5883e+00,3.2458e+00
3553.45,1.3280e+01,3.1953e+00
3554.22,8.6013e+00,3.1589e+00
3555.00,1.0617e+01,3.1751e+00
3555.77,8.1769e+00,3.2805e+00
3556.55,8.5550e+00,3.3285e+00
3557.32,3.1828e+00,3.3851e+00
3558.09,6.1262e+00,3.3305e+00
3558.87,7.2745e+00,3.2476e+00
3559.64,8.3667e+00,3.2602e+00
3560.42,6.1901e+00,3.2839e+00
3561.19,1.6097e+01,3.2122e+00
3561.97,1.4920e+01,3.1287e+00
3562.74,1.3473e+01,3.1831e+00
3563.52,1.1663e+01,3.1512e+00
3564.29,1.1546e+01,3.1391e+00
3565.07,7.4148e+00,3.0854e+00
3565.84,1.1750e+01,3.0708e+00
3566.61,1.1087e+01,3.0913e+00
3567.39,3.0430e+00,3.1077e+00
3568.16,7.8194e+00,3.0849e+00
3568.94,4.2950e+00,3.0139e+00
3569.71,7.5614e+00,2.9833e+00
3570.49,9.3259e+00,2.9957e+00
3571.26,1.2877e+00,3.0654e+00
3572.04,1.3995e-01,3.1355e+00
3572.81,2.6858e+00,3.1287e+00
3573.59,-6.2767e+00,3.1255e+00
3574.36,8.1596e-01,2.9676e+00
3575.14,6.3196e+00,2.9413e+00
3575.91,6.3238e+00,2.9535e+00
3576.68,9.4033e-01,2.9339e+00
3577.46,2.9619e+00,2.9090e+00
3578.23,-1.5643e+00,2.8745e+00
3579.01,3.0753e+00,2.8458e+00
3579.78,5.6822e+00,2.8289e+00
3580.56,3.3498e+00,2.8065e+00
3581.33,-2.9159e+00,2.8426e+00
3582.11,-4.9463e+00,2.8368e+00
3582.88,1.6517e+00,2.8148e+00
3583.66,-1.5251e+00,2.7981e+00
3584.43,-1.8439e+00,2.7945e+00
3585.21,5.6103e-02,2.7814e+00
3585.98,-3.0676e+00,2.7688e+00
3586.75,2.7377e+00,2.7562e+00
3587.53,8.2628e+00,2.7868e+00
3588.30,5.9936e-01,2.7766e+00
3589.08,-3.7756e+00,2.7573e+00
3589.85,2.5068e+00,2.7733e+00
3590.63,9.8118e+00,2.7852e+00
3591.40,6.1065e+00,2.8298e+00
3592.18,1.3513e+01,2.8419e+00
3592.95,1.0148e+01,2.8215e+00
3593.73,8.3295e+00,2.7797e+00
3594.50,1.3798e+01,2.7940e+00
3595.27,1.2424e-01,2.7975e+00
3596.05,5.4146e+00,2.8246e+00
3596.82,8.6228e+00,2.7965e+00
3597.60,5.6448e+00,2.7940e+00
3598.37,1.8814e+00,2.8228e+00
3599.15,-1.6792e-01,2.7767e+00
3599.92,3.1872e+00,2.7667e+00
3600.70,3.5402e+00,2.7653e+00
3601.47,1.6595e+00,2.7436e+00
3602.25,6.0470e+00,2.7183e+00
3603.02,3.6652e+00,2.7042e+00
3603.80,5.3270e+00,2.6861e+00
3604.57,1.9684e+00,2.6682e+00
3605.34,3.3998e+00,2.6982e+00
3606.12,-8.1321e-02,2.7132e+00
3606.89,4.8109e+00,2.6832e+00
3607.67,9.0346e+00,2.6427e+00
3608.44,8.7896e+00,2.6076e+00
3609.22,6.8181e+00,2.5954e+00
3609.99,-1.5180e+00,2.6000e+00
3610.77,-6.9887e-01,2.6158e+00
3611.54,5.3066e+00,2.6562e+00
3612.32,1.0661e+01,2.6410e+00
3613.09,5.7013e+00,2.5980e+00
3613.86,4.1284e+00,2.6291e+00
3614.64,3.1395e+00,2.6673e+00
3615.41,6.9738e-02,2.6407e+00
3616.19,1.3590e+01,2.5941e+00
3616.96,1.2303e+01,2.5803e+00
3617.74,9.0271e+00,2.5381e+00
3618.51,1.1104e-01,2.5001e+00
3619.29,-2.5163e+00,2.4661e+00
3620.06,7.1567e+00,2.5260e+00
3620.84,6.1152e+00,2.5210e+00
3621.61,4.0281e+00,2.5318e+00
3622.39,3.3776e+00,2.5159e+00
3623.16,8.9211e+00,2.5371e+00
3623.93,1.2078e+01,2.5713e+00
3624.71,6.7951e+00,2.5670e+00
3625.48,4.5898e+00,2.5596e+00
3626.26,5.6714e+00,2.5754e+00
3627.03,1.0718e+01,2.5993e+00
3627.81,1.2854e+01,2.5794e+00
3628.58,1.2017e+01,2.5344e+00
3629.36,7.6621e+00,2.5050e+00
3630.13,6.2369e+00,2.4683e+00
3630.91,5.4050e+00,2.4322e+00
3631.68,3.8112e+00,2.4118e+00
3632.46,9.9043e+00,2.4153e+00
3633.23,4.6753e+00,2.4719e+00
3634.00,8.6850e-01,2.4439e+00
3634.78,3.0177e+00,2.4556e+00
3635.55,1.1778e+01,2.4714e+00
3636.33,1.2068e+01,2.4673e+00
3637.10,7.5178e+00,2.4545e+00
3637.88,7.6184e+00,2.4680e+00
3638.65,8.3514e+00,2.4826e+00
3639.43,4.9398e+00,2.4810e+00
3640.20,-1.1104e+00,2.4932e+00
3640.98,-8.6758e-01,2.4433e+00
3641.75,7.2585e+00,2.4172e+00
3642.52,5.7014e+00,2.4204e+00
3643.30,2.1834e+00,2.4085e+00
3644.07,4.6217e+00,2.3958e+00
3644.85,4.1703e+00,2.3881e+00
3645.62,6.1874e+00,2.3734e+00
3646.40,6.2426e+00,2.3859e+00
3647.17,7.4075e+00,2.3489e+00
3647.95,8.9149e+00,2.3482e+00
3648.72,6.0983e+00,2.3608e+00
3649.50,2.2151e+00,2.3523e+00
3650.27,1.0672e+01,2.3527e+00
3651.05,3.8317e-01,2.3694e+00
3651.82,2.7214e+00,2.3783e+00
3652.59,1.8350e+00,2.3560e+00
3653.37,3.3839e+00,2.3539e+00
3654.14,6.5515e+00,2.3556e+00
3654.92,5.9781e+00,2.3629e+00
3655.69,-1.5562e+00,2.3901e+00
3656.47,1.2099e+00,2.3198e+00
3657.24,3.7688e+00,2.3140e+00
3658.02,4.7469e+00,2.2960e+00
3658.79,7.0878e+00,2.3027e+00
3659.57,1.0651e+01,2.2883e+00
3660.34,1.0438e+01,2.2901e+00
3661.11,1.0745e+01,2.2907e+00
3661.89,7.5877e+00,2.2924e+00
3662.66,3.0291e+00,2.2704e+00
3663.44,2.0009e+00,2.2456e+00
3664.21,9.9027e+00,2.2455e+00
3664.99,6.3374e+00,2.2492e+00
3665.76,6.9415e+00,2.2211e+00
3666.54,3.0191e+00,2.2021e+00
3667.31,7.6754e+00,2.2015e+00
3668.09,7.5922e+00,2.1857e+00
3668.86,6.7983e+00,2.1662e+00
3669.64,8.8510e+00,2.1382e+00
3670.41,1.0666e+01,2.1609e+00
3671.18,7.6523e+00,2.1742e+00
3671.96,6.7544e+00,2.1697e+00
3672.73,4.7716e+00,2.1609e+00
3673.51,9.0525e+00,2.1528e+00
3674.28,8.1219e+00,2.1531e+00
3675.06,1.5578e+01,2.1402e+00
3675.83,1.5675e+01,2.1308e+00
3676.61,1.4415e+01,2.1038e+00
3677.38,4.6058e+00,2.0838e+00
3678.16,4.1756e+00,2.0896e+00
3678.93,2.2808e+00,2.0892e+00
3679.71,9.2782e-01,2.0675e+00
3680.48,6.3952e+00,2.0534e+00
3681.25,5.7130e+00,2.0603e+00
3682.03,-1.5720e+00,2.0615e+00
3682.80,6.4688e+00,2.0733e+00
3683.58,8.8104e+00,2.0759e+00
3684.35,5.2109e+00,2.0565e+00
3685.13,7.4725e+00,2.0531e+00
3685.90,6.7042e+00,2.0366e+00
3686.68,4.8256e+00,2.0070e+00
3687.45,1.4168e+01,1.9935e+00
3688.23,5.0294e+00,2.0061e+00
3689.00,3.1069e+00,2.0125e+00
3689.77,9.3717e-02,1.9929e+00
3690.55,1.2825e+00,2.0177e+00
3691.32,-7.3793e-01,2.0231e+00
3692.10,8.4272e+00,1.9934e+00
3692.87,1.8828e+00,1.9923e+00
3693.65,1.4438e+00,1.9947e+00
3694.42,3.3004e+00,1.9905e+00
3695.20,2.2382e+00,1.9789e+00
3695.97,4.2998e+00,1.9723e+00
3696.75,2.9884e+00,1.9540e+00
3697.52,9.8850e+00,1.9739e+00
3698.30,1.3414e+01,1.9719e+00
3699.07,6.3975e+00,1.9797e+00
