Wavelength,Flux,Error
3503.10,-2.9566e+00,2.9962e+00
3503.87,1.7344e+00,2.9536e+00
3504.65,-5.4915e+00,2.9466e+00
3505.42,1.4728e+00,2.9520e+00
3506.19,5.3083e+00,2.9321e+00
3506.97,-1.1530e+00,2.9487e+00
3507.74,-6.2566e+00,2.9417e+00
3508.52,3.4045e+00,2.9142e+00
3509.29,-9.0229e+00,2.8897e+00
3510.07,-3.8386e+00,2.8557e+00
3510.84,5.6410e+00,2.8495e+00
3511.62,-9.1161e-01,2.8541e+00
3512.39,-4.6017e+00,2.8666e+00
3513.16,-3.4415e+00,2.8427e+00
3513.94,3.1354e+00,2.8350e+00
3514.71,2.8215e+00,2.8467e+00
3515.49,5.4219e+00,2.8167e+00
3516.26,-2.5563e+00,2.8269e+00
3517.04,-1.7390e+00,2.8261e+00
3517.81,-6.3994e+00,2.8248e+00
3518.58,-4.3474e+00,2.8388e+00
3519.36,-3.1123e+00,3.0022e+00
3520.13,3.8334e+00,2.9562e+00
3520.91,-2.4149e+00,2.8132e+00
3521.68,-9.8329e-02,2.7433e+00
3522.46,-9.9530e-01,2.7486e+00
3523.23,-2.9575e-01,2.7501e+00
3524.01,3.6434e+00,2.7407e+00
3524.78,8.6343e+00,2.7531e+00
3525.55,3.3548e-01,2.7632e+00
3526.33,-3.5888e+00,2.7494e+00
3527.10,-4.5431e+00,2.7603e+00
3527.88,-2.0097e+00,2.7442e+00
3528.65,8.2193e-01,2.7326e+00
3529.43,4.5915e+00,2.7343e+00
3530.20,3.8294e+00,2.7178e+00
3530.97,-9.1803e-01,2.7098e+00
3531.75,1.7141e-01,2.7388e+00
3532.52,-7.1036e-01,2.7011e+00
3533.30,3.5607e+00,2.7126e+00
3534.07,3.8330e+00,2.7381e+00
3534.85,-1.1623e-01,2.7163e+00
3535.62,-2.5440e+00,2.6864e+00
3536.40,-3.1178e+00,2.6853e+00
3537.17,-3.0881e+00,2.7421e+00
3537.94,3.1210e+00,2.8726e+00
3538.72,8.3360e+00,2.9040e+00
3539.49,2.5840e+00,2.8010e+00
3540.27,-5.0123e+00,2.6637e+00
3541.04,-1.5238e+00,2.6307e+00
3541.82,-3.3333e+00,2.6647e+00
3542.59,3.2134e+00,2.6832e+00
3543.36,7.6160e+00,2.6413e+00
3544.14,1.4542e+00,2.6441e+00
3544.91,-6.3480e+00,2.5789e+00
3545.69,-8.2865e+00,2.5861e+00
3546.46,-2.2969e+00,2.5733e+00
3547.24,5.6136e+00,2.5567e+00
3548.01,3.2089e+00,2.5628e+00
3548.79,6.9362e-01,2.5421e+00
3549.56,-2.1567e+00,2.5608e+00
3550.33,-4.1752e+00,2.5686e+00
3551.11,8.0864e-01,2.5652e+00
3551.88,1.5906e+00,2.5553e+00
3552.66,1.1029e+00,2.5469e+00
3553.43,5.5861e-01,2.5338e+00
3554.21,1.6326e+00,2.5208e+00
3554.98,-1.3991e+00,2.4964e+00
3555.75,-1.5377e+00,2.5288e+00
3556.53,1.2153e+01,2.5331e+00
3557.30,3.7159e+00,2.5132e+00
3558.08,2.4744e-01,2.4971e+00
3558.85,-5.7010e+00,2.4987e+00
3559.63,-3.1345e+00,2.4690e+00
3560.40,-1.3727e+00,2.4575e+00
3561.18,6.1947e+00,2.4485e+00
3561.95,2.0340e+00,2.4449e+00
3562.72,2.8458e+00,2.4516e+00
3563.50,3.6621e-02,2.4501e+00
3564.27,1.6327e+00,2.4366e+00
3565.05,4.5920e+00,2.4128e+00
3565.82,1.5500e+00,2.3850e+00
