file,date,time,pipeline,metadata,SNR_mean,SNR_median,SNR_var
T2m3ws-20230106.103716-0035.p12_SN,07/01/2023,00:57:27,v01,m01,51.257428404679686,51.2668090922944,137.05980232206673
T2m3ws-20220718.104325-0330.p12_SN,19/07/2022,02:01:05,v01,m01,30.03778611158539,30.154581602108745,56.02479279349546
T2m3ws-20220913.164125-0160.p12_SN,14/09/2022,04:46:41,v01,m01,5.555702327747191,5.433390274726085,8.142810264012057
T2m3ws-20220709.152359-0515.p12_SN,12/07/2022,05:33:08,v01,m01,60.22048187694846,60.757139026679184,145.66338526014263
T2m3ws-20211211.140637-0072.p12_SN,15/12/2021,09:39:18,v01,m01,22.91992695997326,22.48139007062567,111.43040409525155
T2m3ws-20211025.173637-0119.p12_SN,26/10/2021,05:26:29,v01,m01,56.01531329076262,57.627795689050565,79.18033358061932
T2m3ws-20220426.123220-0026.p12_SN,07/05/2022,00:20:37,v01,m01,8.124692962850318,8.078174158801259,15.2687997412729
T2m3ws-20220820.162335-0144.p12_SN,21/08/2022,07:25:41,v01,m01,4.010693209382929,3.8782989658150258,5.069232250373364
T2m3ws-20220716.124920-0226.p12_SN,17/07/2022,05:19:07,v01,m01,6.567539165782613,6.597115553564489,5.070157096651505
T2m3ws-20211009.165150-0126.p12_SN,10/10/2021,00:11:10,v01,m01,3.9019679952122672,3.807872467068658,6.558608696424887
T2m3ws-20210914.183939-0190.p12_SN,20/11/2021,12:58:58,v01,m01,47.18279045441733,49.33379510106416,125.12303468911553
T2m3ws-20210915.180232-0377.p12_SN,20/11/2021,10:01:12,v01,m01,3.245932454790533,3.307156514613494,1.610192899777691
T2m3ws-20211115.143731-0071.p12_SN,16/11/2021,06:06:05,v01,m01,32.42647495130803,31.802108997441486,82.08004280936778
T2m3ws-20220509.160759-0079.p12_SN,11/05/2022,05:30:59,v01,m01,0.14557659546845955,0.18214659243297437,2.1345153070745253
T2m3ws-20211025.161147-0116.p12_SN,26/10/2021,01:22:18,v01,m01,3.3062895639596195,3.3479265868429566,1.9840099846079582
T2m3ws-20211115.125303-0067.p12_SN,16/11/2021,06:03:36,v01,m01,179.30215657691176,173.68053418812553,7404.027168601614
T2m3ws-20211026.115233-0056.p12_SN,27/10/2021,02:10:29,v01,m01,3.765111476961501,3.807367090941393,1.9028416025862154
T2m3ws-20211008.175054-0082.p12_SN,09/10/2021,10:14:01,v01,m01,36.879652452866004,38.48545528545579,69.07781735200138
T2m3ws-20210915.170157-0375.p12_SN,20/11/2021,11:13:14,v01,m01,1.1394630724589137,1.1540662355477171,0.4838681880719631
T2m3ws-20220817.141216-0035.p12_SN,18/08/2022,03:14:15,v01,m01,3.6157367078103024,3.377799170276651,3.633626024756317
T2m3ws-20211026.131800-0059.p12_SN,27/10/2021,02:14:02,v01,m01,7.051511456058002,6.801595777871592,8.174088282494743
T2m3ws-20211114.171319-0065.p12_SN,15/11/2021,12:35:32,v01,m01,2.6247437224152925,2.5615400799495056,1.8166121411250231
T2m3ws-20211026.144018-0062.p12_SN,27/10/2021,02:15:33,v01,m01,5.067591069379376,4.963078035131641,4.754780556782725
T2m3ws-20211024.160134-0093.p12_SN,25/10/2021,08:43:22,v01,m01,10.033800358087671,9.969339824248824,14.55257204828006
T2m3ws-20211007.173121-0040.p12_SN,20/11/2021,07:14:14,v01,m01,5.427117170561599,5.538766866160537,1.7367614376648741
T2m3ws-20210914.175245-0188.p12_SN,20/11/2021,10:35:58,v01,m01,34.117421172150145,35.47853876246625,73.64229873448097
T2m3ws-20210926.131058-0069.p12_SN,18/10/2021,03:27:07,v01,m01,50.41406735390209,53.36258165155504,328.0264840081774
T2m3ws-20210916.162835-0478.p12_SN,20/11/2021,09:39:03,v01,m01,39.66839828630956,41.81095869874823,57.41151556154472
T2m3ws-20220502.145631-0027.p12_SN,07/05/2022,08:10:23,v01,m01,5.154032425373407,5.156708288507731,3.9553151067495187
T2m3ws-20211114.144003-0059.p12_SN,15/11/2021,11:45:03,v01,m01,27.929411542755837,29.149777558082057,14.888865879273938
T2m3ws-20210922.165306-0008.p12_SN,10/10/2021,01:27:08,v01,m01,4.996577084753941,4.814856852845084,7.6241586012927405
T2m3ws-20221104.110100-0036.p12_SN,05/11/2022,06:33:57,v01,m01,11.085843186481815,10.929491362976911,17.377382125468205
T2m3ws-20220912.124224-0060.p12_SN,13/09/2022,03:40:40,v01,m01,14.864800162463977,14.69136416750459,21.552746298119423
