# Observed by C. Lidman
# Reduced by C. Lidman
# On 14/06/2022, 15:08:53
# Using DEbass pipeline: v01
# Using metadata: m01
#
# Wavelength Flux Error
3506.20	9.4510e+00	8.9244e+00
3506.97	5.3579e+00	8.9259e+00
3507.75	-3.7886e+00	8.8107e+00
3508.52	-6.1135e-01	8.6345e+00
3509.30	-4.8260e-01	8.6811e+00
3510.07	1.7836e+01	8.5022e+00
3510.85	2.8872e+01	8.3073e+00
3511.62	5.8657e+00	8.2394e+00
3512.40	-6.4542e+00	8.3242e+00
3513.17	-8.3247e+00	8.1981e+00
3513.95	-8.7611e+00	8.2710e+00
3514.72	-2.8001e+01	8.4725e+00
3515.50	-1.6124e+01	8.4032e+00
3516.27	-8.2445e+00	8.3531e+00
3517.05	1.2853e+01	8.2656e+00
3517.82	6.6249e+00	8.3557e+00
3518.60	-9.3130e+00	8.3979e+00
3519.37	3.3654e+00	8.3666e+00
3520.15	-1.4599e+00	8.2108e+00
3520.92	-2.2445e+01	7.8694e+00
3521.69	-1.0076e+01	8.0306e+00
3522.47	2.7917e+01	7.7754e+00
3523.24	2.9891e+01	7.8024e+00
3524.02	1.8291e+00	7.8874e+00
3524.79	-3.7965e+00	7.8412e+00
3525.57	6.6164e+00	7.5578e+00
3526.34	-2.0422e+01	7.5496e+00
3527.12	2.3328e+01	7.6512e+00
3527.89	2.7355e+01	7.6017e+00
3528.67	3.3763e+01	7.6371e+00
3529.44	1.1722e+01	7.6734e+00
3530.22	1.6978e+01	7.7795e+00
3530.99	1.7528e+00	7.8980e+00
3531.77	1.9871e+01	7.8718e+00
3532.54	-7.3182e+00	7.6368e+00
3533.32	-1.3520e+01	7.4679e+00
3534.09	3.0908e+00	7.5539e+00
3534.87	-1.0812e+01	7.4694e+00
3535.64	-4.0970e+00	7.6152e+00
3536.42	1.8083e+01	7.7342e+00
3537.19	1.2720e+00	7.8326e+00
3537.97	1.0809e+01	7.7385e+00
3538.74	-9.4325e+00	7.6888e+00
3539.52	1.2284e+01	7.7128e+00
3540.29	-1.3447e+01	7.5288e+00
3541.07	-7.5754e+00	7.4806e+00
3541.84	-1.0928e+01	7.6288e+00
3542.61	1.0984e+01	7.7038e+00
3543.39	7.1499e+00	7.6126e+00
3544.16	1.1238e+01	7.6604e+00
3544.94	-2.0924e+01	7.6197e+00
3545.71	-2.4463e+01	7.7996e+00
3546.49	7.4732e+00	7.6879e+00
3547.26	2.1642e+01	7.5572e+00
3548.04	1.8733e+01	7.4120e+00
3548.81	5.8513e+00	7.4821e+00
3549.59	2.3043e+00	7.6784e+00
3550.36	1.5307e+00	7.7735e+00
3551.14	-7.3635e+00	7.6227e+00
3551.91	-1.7358e+01	7.4071e+00
3552.69	-8.0772e+00	7.3566e+00
3553.46	8.6675e+00	7.2350e+00
3554.24	-5.1695e+00	7.1817e+00
3555.01	7.4578e+00	7.1638e+00
3555.79	2.0344e+01	7.2884e+00
3556.56	5.4832e+00	7.4875e+00
3557.34	-1.4395e+01	7.3270e+00
3558.11	1.6320e+01	7.2218e+00
3558.89	1.5764e+01	7.1116e+00
3559.66	4.7390e+00	7.1215e+00
3560.44	3.2852e+01	7.1673e+00
3561.21	2.1964e+01	7.1610e+00
3561.99	1.9389e+01	7.0445e+00
3562.76	3.7870e+00	7.1223e+00
3563.54	-1.0764e+01	7.1394e+00
3564.31	-1.6272e+01	6.9951e+00
3565.08	-1.7962e+01	6.7695e+00
3565.86	-9.4811e+00	6.6411e+00
3566.63	6.9543e+00	6.7074e+00
3567.41	4.9161e-01	6.8081e+00
3568.18	1.0503e+00	6.7384e+00
3568.96	-3.6437e+01	6.6082e+00
3569.73	-2.0961e+01	6.5855e+00
3570.51	1.0261e+01	6.5529e+00
3571.28	1.9311e+01	6.5834e+00
3572.06	2.5426e+00	6.5782e+00
3572.83	-2.5518e+00	6.8095e+00
3573.61	-2.2938e+01	6.8379e+00
3574.38	-1.9724e+01	6.8385e+00
3575.16	-1.3450e+01	6.7614e+00
3575.93	3.5832e+00	6.5226e+00
3576.71	-3.9154e+00	6.5218e+00
3577.48	-2.5974e+01	6.5592e+00
3578.26	-1.5890e+01	6.4289e+00
3579.03	1.4767e+01	6.3826e+00
3579.81	4.2159e+00	6.4843e+00
3580.58	3.7903e+00	6.3949e+00
3581.36	1.8404e+00	6.2108e+00
3582.13	8.7117e+00	6.2151e+00
3582.91	3.9261e+00	6.3041e+00
3583.68	-6.0302e+00	6.3451e+00
3584.46	-4.9826e+00	6.2525e+00
3585.23	-6.2311e+00	6.1299e+00
3586.00	2.1297e+00	6.1906e+00
3586.78	-5.8330e+00	6.2885e+00
3587.55	1.1272e+00	6.3042e+00
3588.33	-4.7846e+00	6.2579e+00
3589.10	-4.6020e+00	6.2891e+00
3589.88	1.5669e+01	6.3094e+00
3590.65	-4.1165e+00	6.3275e+00
3591.43	-1.5468e+01	6.4621e+00
3592.20	-1.1230e+01	6.4997e+00
3592.98	1.3843e+00	6.4241e+00
3593.75	8.4507e-01	6.3330e+00
3594.53	1.8224e+01	6.3535e+00
3595.30	1.6502e+01	6.3758e+00
3596.08	7.0379e+00	6.4035e+00
3596.85	-9.0997e-01	6.4073e+00
3597.63	-1.9408e+01	6.3887e+00
3598.40	-9.8616e+00	6.4000e+00
3599.18	-1.9825e+01	6.3997e+00
3599.95	-7.1644e+00	6.3074e+00
3600.73	2.2899e+00	6.3302e+00
3601.50	-3.1292e+00	6.3725e+00
3602.28	6.1893e+00	6.2655e+00
3603.05	-1.5297e+01	6.1886e+00
3603.83	1.3653e+01	6.1628e+00
3604.60	-2.3001e+01	6.0948e+00
3605.38	7.2403e+00	6.0261e+00
3606.15	1.4441e+01	6.0270e+00
3606.92	2.1738e+01	6.0724e+00
3607.70	-1.6201e-01	6.0373e+00
3608.47	-1.1787e+01	5.9104e+00
3609.25	-9.6097e+00	5.8446e+00
3610.02	-4.1041e+00	5.8012e+00
3610.80	-1.7197e+00	5.8605e+00
3611.57	-1.5082e+00	5.8694e+00
3612.35	1.4474e+00	5.8710e+00
3613.12	3.9885e+00	5.8799e+00
3613.90	-6.3773e+00	5.8416e+00
3614.67	-1.6367e+00	5.8295e+00
3615.45	-1.6463e+01	5.8291e+00
3616.22	-1.6055e+01	5.8809e+00
3617.00	-1.6936e+01	5.8093e+00
3617.77	-4.4127e-02	5.7308e+00
3618.55	2.6488e+01	5.5522e+00
3619.32	7.8682e+00	5.5462e+00
3620.10	-9.1473e+00	5.5808e+00
3620.87	3.5462e+00	5.5554e+00
3621.65	1.0268e+01	5.5455e+00
3622.42	8.4879e+00	5.6401e+00
3623.20	1.2375e+01	5.6929e+00
3623.97	-4.5242e+00	5.6944e+00
3624.75	-1.9382e+01	5.6891e+00
3625.52	-1.7373e+01	5.7596e+00
3626.30	-1.7882e+00	5.7842e+00
3627.07	-3.3075e+00	5.8244e+00
3627.84	1.9789e+00	5.7974e+00
3628.62	-1.3970e+01	5.6062e+00
3629.39	-3.8217e+00	5.5724e+00
3630.17	-3.1047e+00	5.6671e+00
3630.94	-5.4369e-01	5.5529e+00
3631.72	1.6101e+01	5.4507e+00
3632.49	-1.4482e+01	5.4548e+00
3633.27	-1.5173e+01	5.6175e+00
3634.04	-1.0494e+01	5.5333e+00
3634.82	-1.2780e+01	5.5615e+00
3635.59	-1.0733e+01	5.6391e+00
3636.37	-8.0639e+00	5.5180e+00
3637.14	-1.8029e+01	5.4910e+00
3637.92	-1.2439e+01	5.5410e+00
