# Observed by B. E. Tucker
# Reduced by C. Lidman
# On 16/11/2021, 06:01:10
# Using DEbass pipeline: v01
# Using metadata: m01
#
# Wavelength Flux Error
3503.10	-3.8945e+00	2.7176e+00
3503.87	4.5157e+00	2.7339e+00
3504.65	9.9919e-01	2.7378e+00
3505.42	2.8180e+00	2.6876e+00
3506.20	3.1873e+00	2.6659e+00
3506.97	8.2789e+00	2.6827e+00
3507.75	4.9884e+00	2.6900e+00
3508.52	2.6770e+00	2.6706e+00
3509.30	7.6543e+00	2.6706e+00
3510.07	-6.6002e+00	2.6472e+00
3510.85	3.4475e+00	2.6374e+00
3511.62	8.6978e+00	2.6535e+00
3512.40	5.5177e+00	2.6740e+00
3513.17	2.7771e+00	2.6291e+00
3513.95	2.7076e-01	2.5658e+00
3514.72	1.8737e+00	2.5471e+00
3515.50	-2.7672e-01	2.5963e+00
3516.27	3.4278e+00	2.5864e+00
3517.05	1.8643e+00	2.6323e+00
3517.82	-8.2570e-01	2.6787e+00
3518.60	-9.6858e-01	2.7340e+00
3519.37	-3.3832e+00	2.6752e+00
3520.15	-3.8302e+00	2.6216e+00
3520.92	-1.3514e+00	2.6078e+00
3521.70	1.9609e+00	2.5715e+00
3522.47	1.1298e+01	2.5423e+00
3523.24	-4.1323e+00	2.5240e+00
3524.02	1.7685e-02	2.4559e+00
3524.79	2.2670e+00	2.4083e+00
3525.57	5.5241e+00	2.4148e+00
3526.34	4.7673e-01	2.4012e+00
3527.12	-5.5767e+00	2.3955e+00
3527.89	-1.2858e+01	2.4220e+00
3528.67	9.6196e-01	2.3903e+00
3529.44	4.6789e+00	2.4036e+00
3530.22	7.1234e+00	2.3919e+00
3530.99	-5.3798e+00	2.3865e+00
3531.77	-9.8088e+00	2.3820e+00
3532.54	-6.1306e+00	2.3729e+00
3533.32	-1.0780e+01	2.3604e+00
3534.09	3.1662e+00	2.3656e+00
3534.87	1.2455e+00	2.3872e+00
3535.64	8.8463e-01	2.3774e+00
3536.42	-5.4719e+00	2.3665e+00
3537.19	-3.5755e+00	2.3672e+00
3537.97	-4.2963e+00	2.3698e+00
3538.74	-3.7942e+00	2.3935e+00
3539.52	6.0546e+00	2.4463e+00
3540.29	3.1493e+00	2.4156e+00
3541.07	2.0772e+00	2.4301e+00
3541.84	-5.9508e+00	2.4982e+00
3542.62	-4.1158e+00	2.5292e+00
3543.39	2.3439e+00	2.5542e+00
3544.17	2.9729e+00	2.5848e+00
3544.94	4.8535e-02	2.4954e+00
3545.72	-5.6453e+00	2.3814e+00
3546.49	3.0075e+00	2.3994e+00
3547.26	-5.2752e+00	2.3956e+00
3548.04	-4.2919e+00	2.3908e+00
3548.81	-1.2346e+00	2.3997e+00
3549.59	-7.0248e-01	2.3958e+00
3550.36	-4.1927e+00	2.3885e+00
3551.14	-7.8678e+00	2.3626e+00
3551.91	-6.4621e+00	2.3390e+00
3552.69	-3.1996e+00	2.3193e+00
3553.46	-4.5770e+00	2.3277e+00
3554.24	2.6183e+00	2.3206e+00
3555.01	1.0388e+00	2.3207e+00
3555.79	-4.1060e+00	2.3198e+00
3556.56	-1.2117e+00	2.3389e+00
3557.34	7.4584e+00	2.3175e+00
3558.11	2.6366e+00	2.3144e+00
3558.89	3.6671e+00	2.3317e+00
3559.66	-4.8423e+00	2.3071e+00
3560.44	-7.6784e+00	2.2902e+00
3561.21	-3.6420e+00	2.2914e+00
3561.99	3.3780e+00	2.2975e+00
3562.76	5.4335e+00	2.2959e+00
3563.54	1.4881e-01	2.3070e+00
3564.31	1.1904e+00	2.2296e+00
3565.09	3.6090e+00	2.1869e+00
3565.86	2.0735e+00	2.1701e+00
3566.64	-1.2333e+00	2.1790e+00
3567.41	-7.7500e+00	2.2104e+00
3568.19	-1.6563e+00	2.2202e+00
3568.96	-5.1852e+00	2.1952e+00
3569.73	-5.0650e+00	2.1616e+00
3570.51	1.7732e+00	2.1120e+00
3571.28	-2.6453e+00	2.1046e+00
3572.06	-6.1464e+00	2.1332e+00
3572.83	-1.5870e+00	2.1336e+00
3573.61	7.9637e+00	2.1331e+00
3574.38	7.6536e+00	2.1175e+00
3575.16	2.6835e+00	2.1022e+00
