no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn2006cc,Ia-norm,0.7365,7.55,0.0376,0.0058,-9.7,0,good
2,sn2006cf,Ia-norm,0.7297,7.41,0.0255,0.0078,2.7,0,good
3,sn1999ee,Ia-norm,0.9368,7.03,0.0438,0.0096,-7.2,0,good
4,sn2006cj,Ia-norm,0.704,6.65,0.03,0.0086,-1.2,0,good
5,sn2006cj,Ia-norm,0.7026,6.65,0.0308,0.0069,5.4,0,good
6,sn2002er,Ia-norm,0.9368,6.42,0.0335,0.0083,-4.0,0,good
7,sn2003ic,Ia-norm,0.6999,6.24,0.0356,0.0087,-4.1,0,good
8,sn2005cf,Ia-norm,0.9368,6.19,0.0441,0.011,-8.2,0,good
9,sn2006cj,Ia-norm,0.7053,6.17,0.0279,0.009,4.4,0,good
10,sn2005cf,Ia-norm,0.9368,6.11,0.0376,0.0112,-5.5,0,good
11,sn2006cf,Ia-norm,0.7283,6.08,0.0261,0.0087,1.8,0,good
12,sn2005cf,Ia-norm,0.9368,6.03,0.0398,0.0115,-6.6,0,good
13,sn2002er,Ia-norm,0.9016,6.02,0.0374,0.0099,-5.0,0,good
14,sn2005cf,Ia-norm,0.9368,6.01,0.041,0.0112,-7.3,0,good
15,sn1999ee,Ia-norm,0.9192,5.95,0.0488,0.0116,-9.1,0,good
16,sn2001eh,Ia-91T,0.9368,5.94,0.0296,0.0086,2.7,0,good
17,sn2005cf,Ia-norm,0.9368,5.92,0.0298,0.0093,1.5,0,good
18,sn2005cf,Ia-norm,0.9368,5.9,0.0467,0.0112,-9.2,0,good
19,sn2005cf,Ia-norm,0.9368,5.9,0.0389,0.0115,-6.3,0,good
20,sn2006ax,Ia-norm,0.7419,5.76,0.0285,0.0099,-6.4,0,good
21,sn1990N,Ia-norm,0.8962,5.75,0.0545,0.0128,-14.2,0,bad
22,sn2002er,Ia-norm,0.9368,5.73,0.035,0.0094,-3.1,0,good
23,sn2004S,Ia-norm,0.9368,5.72,0.0339,0.0112,1.6,0,good
24,sn1999ee,Ia-norm,0.9368,5.71,0.0327,0.0108,-0.2,0,good
25,sn2007ae,Ia-norm,0.7094,5.68,0.0297,0.0091,2.3,0,good
26,sn2003du,Ia-norm,0.8475,5.67,0.0305,0.0099,-4.2,0,good
27,sn2006ax,Ia-norm,0.7419,5.67,0.0307,0.0106,-8.4,0,good
