no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn2007co,Ia-norm,0.7473,32.6,0.0766,0.0018,7.5,0,good
2,sn2006cp,Ia-norm,0.7419,25.11,0.0781,0.0023,7.3,0,good
3,sn2002dj,Ia-norm,0.8813,24.54,0.0782,0.0024,8.0,0,good
4,sn2007qe,Ia-norm,0.7432,24.23,0.0813,0.0024,8.0,0,good
5,sn2007co,Ia-norm,0.75,22.57,0.0772,0.0026,6.6,0,good
6,sn2007le,Ia-norm,0.7446,22.24,0.0788,0.0025,7.4,0,good
7,sn2006cp,Ia-norm,0.7432,22.13,0.0771,0.0026,9.3,0,good
8,sn1989B,Ia-norm,0.639,20.39,0.0722,0.0027,6.6,0,good
9,sn2002er,Ia-norm,0.9219,20.15,0.0755,0.0029,4.9,0,good
10,sn1999X,Ia-norm,0.6972,20.14,0.0731,0.0028,12.0,0,good
11,sn2006le,Ia-norm,0.7419,19.75,0.0779,0.0028,7.9,0,good
12,sn2007co,Ia-norm,0.75,19.74,0.0757,0.0029,8.6,0,good
13,sn2007qe,Ia-norm,0.7459,19.08,0.0803,0.003,9.0,0,good
14,sn2006cp,Ia-norm,0.7405,18.13,0.0794,0.0031,6.3,0,good
15,sn1999gd,Ia-norm,0.6986,17.73,0.0722,0.0032,7.9,0,good
16,sn1996X,Ia-norm,0.708,17.27,0.0748,0.0032,8.1,0,good
17,sn2001en,Ia-norm,0.6999,17.14,0.0785,0.0032,8.3,0,good
18,sn2006le,Ia-norm,0.7419,16.94,0.0788,0.0032,6.9,0,good
19,sn2001E,Ia-norm,0.6959,16.9,0.0848,0.0034,7.7,0,good
20,sn2006gr,Ia-norm,0.7487,16.59,0.0784,0.0035,9.4,0,good
21,sn2007le,Ia-norm,0.7446,16.49,0.0779,0.0034,8.4,0,good
22,sn2003du,Ia-norm,0.8976,16.45,0.0726,0.0034,9.8,0,good
23,sn2003cg,Ia-norm,0.7013,16.34,0.0739,0.0034,8.8,0,good
24,sn2006ak,Ia-norm,0.7473,16.14,0.0805,0.0036,7.3,0,good
25,sn2002de,Ia-norm,0.7026,15.9,0.0769,0.0035,8.5,0,good
26,sn2003cg,Ia-norm,0.7013,15.89,0.0748,0.0035,7.7,0,good
27,sn1998co,Ia-norm,0.6986,15.85,0.073,0.0035,6.9,0,good
28,sn2000B,Ia-norm,0.7013,15.81,0.082,0.0036,8.6,0,good
29,sn2007co,Ia-norm,0.7473,15.72,0.0778,0.0036,5.7,0,good
30,sn1999ek,Ia-norm,0.6999,15.53,0.0711,0.0035,9.2,0,good
31,sn2003du,Ia-norm,0.7405,15.27,0.0727,0.0037,8.8,0,good
32,sn1999ac,Ia-91T,0.8421,15.16,0.0737,0.0038,7.8,0,good
33,sn2003cg,Ia-norm,0.6999,15.13,0.0732,0.0038,9.8,0,good
34,sn2000E,Ia-norm,0.6891,15.08,0.075,0.0038,7.5,0,good
35,sn2001V,Ia-91T,0.6999,15.04,0.077,0.0038,9.5,0,good
36,sn2007le,Ia-norm,0.7446,14.93,0.0799,0.0037,5.4,0,good
37,sn2007kk,Ia-norm,0.6728,14.87,0.0812,0.0037,7.9,0,good
38,sn2005cf,Ia-norm,0.9368,14.77,0.0713,0.004,9.4,0,good
39,sn2001el,Ia-norm,0.9219,14.58,0.0801,0.0043,9.1,0,good
40,sn1998dk,Ia-norm,0.6999,14.54,0.0785,0.0038,10.2,0,good
41,sn2007kk,Ia-norm,0.7527,14.48,0.0782,0.0041,9.8,0,good
42,sn1996bo,Ia-norm,0.7094,14.41,0.0799,0.0039,5.2,0,good
43,sn2003it,Ia-norm,0.6972,14.24,0.0763,0.0038,8.5,0,good
44,sn1998dm,Ia-norm,0.7013,14.23,0.0755,0.0039,9.5,0,good
45,sn2006X,Ia-norm,0.7392,14.19,0.085,0.0041,5.2,0,good
46,sn2002bf,Ia-norm,0.6972,14.17,0.0862,0.004,5.7,0,good
47,sn2004as,Ia-norm,0.6972,14.09,0.078,0.004,6.6,0,good
48,sn1999ac,Ia-91T,0.9368,14.08,0.0707,0.0042,8.8,0,good
