no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn2005cf,Ia-norm,0.9395,8.94,0.0343,0.0059,7.2,0,good
2,sn2005cf,Ia-norm,0.9395,8.86,0.0336,0.0061,5.2,0,good
3,sn2005cf,Ia-norm,0.9395,8.82,0.0337,0.0061,6.2,0,good
4,sn2002er,Ia-norm,0.9165,8.79,0.0448,0.0062,-5.0,0,good
5,sn1997bp,Ia-norm,0.9395,8.54,0.0561,0.0081,-3.0,0,good
6,sn2005cf,Ia-norm,0.9395,8.52,0.0333,0.0063,4.5,0,good
7,sn1999cp,Ia-norm,0.708,8.49,0.0514,0.0069,-13.8,0,good
8,sn2006lf,Ia-norm,0.7135,8.34,0.0451,0.0056,-4.5,0,good
9,sn2002er,Ia-norm,0.9395,8.08,0.0421,0.0072,-3.1,0,good
10,sn2006lf,Ia-norm,0.7135,8.07,0.0449,0.0057,-6.5,0,good
11,sn2002er,Ia-norm,0.7893,7.97,0.0446,0.0067,-7.0,0,good
12,sn2002er,Ia-norm,0.9328,7.96,0.0407,0.0075,-4.0,0,good
13,sn2003du,Ia-norm,0.792,7.93,0.0416,0.007,-0.3,0,good
14,sn2005cf,Ia-norm,0.884,7.82,0.0398,0.0066,4.2,0,good
15,sn2002er,Ia-norm,0.7879,7.59,0.0457,0.0067,-9.0,0,good
16,sn2002er,Ia-norm,0.6864,7.53,0.0434,0.0069,-6.0,0,good
17,sn2003U,Ia-norm,0.9328,7.5,0.0454,0.0078,-8.5,0,good
18,sn2000dn,Ia-norm,0.6986,7.45,0.0408,0.0063,-0.9,0,good
19,sn2002er,Ia-norm,0.9395,7.4,0.0416,0.0078,-2.1,0,good
20,sn2000dn,Ia-norm,0.6972,7.35,0.0437,0.0063,-7.7,0,good
21,sn1990N,Ia-norm,0.9111,7.27,0.0548,0.0098,-14.2,0,good
22,sn1996ai,Ia-norm,0.8989,7.27,0.042,0.0075,-0.9,0,good
23,sn2004fu,Ia-norm,0.7459,7.26,0.0538,0.0084,-6.4,0,good
24,sn2007af,Ia-norm,0.7459,7.26,0.0416,0.0065,-0.6,0,good
25,sn2007af,Ia-norm,0.7378,7.2,0.0412,0.0065,0.3,0,good
26,sn2002dj,Ia-norm,0.9395,7.19,0.0491,0.0096,-4.6,0,good
27,sn2002dj,Ia-norm,0.9395,7.16,0.0478,0.01,-3.6,0,good
28,sn2005bc,Ia-norm,0.6918,7.12,0.0451,0.0062,-5.0,0,good
29,sn2003du,Ia-norm,0.9179,7.11,0.0515,0.011,-11.1,0,good
30,sn2007af,Ia-norm,0.7473,7.05,0.0435,0.0072,-5.6,0,good
31,sn2007af,Ia-norm,0.7473,7.03,0.0425,0.0069,-2.6,0,good
32,sn2007af,Ia-norm,0.7459,6.99,0.0419,0.0068,-1.6,0,good
33,sn2000dn,Ia-norm,0.7189,6.94,0.0413,0.007,-3.8,0,good
34,sn2003du,Ia-norm,0.7906,6.93,0.041,0.008,-1.3,0,good
35,sn2007af,Ia-norm,0.7473,6.91,0.0431,0.0072,-4.6,0,good
36,sn1996C,Ia-norm,0.7053,6.88,0.0415,0.0066,2.0,0,good
37,sn2006cp,Ia-norm,0.7392,6.87,0.0584,0.0107,-8.4,0,good
38,sn2000cf,Ia-norm,0.6999,6.82,0.0377,0.0068,2.9,0,good
39,sn2002er,Ia-norm,0.9111,6.81,0.045,0.008,-1.1,0,good
40,sn2005cf,Ia-norm,0.7378,6.8,0.0395,0.0077,4.5,0,good
41,sn2007af,Ia-norm,0.7446,6.77,0.0426,0.0072,-3.6,0,good
42,sn2004fu,Ia-norm,0.7446,6.73,0.0527,0.009,-5.4,0,good
43,sn2007af,Ia-norm,0.7432,6.69,0.0403,0.0066,2.3,0,good
44,sn1999ac,Ia-91T,0.8827,6.67,0.0416,0.0087,-2.1,0,good
45,sn2005cf,Ia-norm,0.7405,6.65,0.0404,0.0078,3.5,0,good
46,sn2003ic,Ia-norm,0.6972,6.58,0.047,0.0077,-2.3,0,good
47,sn2006cp,Ia-norm,0.7419,6.56,0.0544,0.0112,-6.3,0,good
48,sn2004eo,Ia-norm,0.9395,6.47,0.0389,0.0087,-5.6,0,good
49,sn2002bo,Ia-norm,0.9016,6.41,0.0499,0.0091,-2.8,0,good
50,sn2008Q,Ia-norm,0.7459,6.34,0.0468,0.0071,-7.2,0,good
51,sn2003du,Ia-norm,0.8894,6.27,0.0521,0.0116,-11.1,0,good
52,sn2006cp,Ia-norm,0.7419,6.27,0.0605,0.0119,-9.3,0,good
53,sn2003du,Ia-norm,0.903,6.25,0.0384,0.0082,2.9,0,good
54,sn2000cf,Ia-norm,0.6999,6.23,0.0377,0.0075,3.9,0,good
55,sn2004fu,Ia-norm,0.7446,6.23,0.0505,0.0094,-3.5,0,good
56,sn2008Q,Ia-norm,0.7473,6.2,0.0461,0.007,-6.2,0,good
57,sn2002ck,Ia-norm,0.6986,6.19,0.0406,0.0074,0.3,0,good
58,sn2007qe,Ia-norm,0.7419,6.17,0.0636,0.0126,-8.6,0,good
59,sn2002ck,Ia-norm,0.7013,6.14,0.0408,0.0078,-0.6,0,good
