no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn2001ep,Ia-norm,0.7026,14.94,0.0629,0.0039,6.8,0,good
2,sn1998de,Ia-91bg,0.7013,14.89,0.0618,0.0045,2.7,0,good
3,sn2001da,Ia-norm,0.6972,14.14,0.0668,0.0046,7.8,0,good
4,sn2001ep,Ia-norm,0.8312,13.34,0.062,0.0045,7.8,0,good
5,sn2001ep,Ia-norm,0.7013,12.38,0.0637,0.0047,5.8,0,good
6,sn1999gh,Ia-norm,0.6986,12.1,0.0649,0.0048,5.5,0,good
7,sn1999ac,Ia-91T,0.7013,11.79,0.0631,0.0055,10.0,0,good
8,sn1998de,Ia-91bg,0.7013,11.75,0.0661,0.0057,-0.3,0,good
9,sn2003cg,Ia-norm,0.7324,11.46,0.0668,0.0052,7.0,0,good
10,sn2000cu,Ia-norm,0.6972,11.18,0.0647,0.005,7.3,0,good
11,sn1999ac,Ia-91T,0.7013,11.03,0.0636,0.0058,9.0,0,good
12,sn1999gh,Ia-norm,0.6999,10.99,0.064,0.0053,6.5,0,good
13,sn1999cl,Ia-norm,0.6999,10.92,0.0674,0.006,7.6,0,good
14,sn1999ac,Ia-91T,0.6999,10.88,0.0621,0.006,10.9,0,good
15,sn2007hj,Ia-norm,0.7446,10.85,0.0634,0.0045,6.3,0,good
16,sn2001ep,Ia-norm,0.9341,10.77,0.0604,0.0043,7.7,0,good
17,sn2001ep,Ia-norm,0.7013,10.76,0.0644,0.0054,4.8,0,good
18,sn2007hj,Ia-norm,0.7473,10.67,0.0627,0.0047,7.3,0,good
19,sn2002dp,Ia-norm,0.6999,10.58,0.0646,0.0054,7.1,0,good
20,sn1996Z,Ia-norm,0.708,10.5,0.0709,0.006,6.1,0,good
21,sn1999ac,Ia-91T,0.6999,10.45,0.0614,0.0063,11.9,0,good
22,sn1997do,Ia-norm,0.6999,10.38,0.071,0.0061,8.2,0,good
23,sn1997cn,Ia-91bg,0.727,9.74,0.0579,0.0054,3.9,0,good
24,sn1998de,Ia-91bg,0.7013,9.73,0.0696,0.0068,-3.2,0,good
25,sn1994I,Ic-norm,0.9341,9.67,0.0617,0.0065,2.6,0,good
26,sn1999ej,Ia-norm,0.6999,9.67,0.0629,0.0057,8.1,0,good
27,sn1999bh,Ia-91bg,0.639,9.45,0.0517,0.0059,5.1,0,good
28,sn2006lf,Ia-norm,0.6755,9.41,0.0663,0.006,7.3,0,good
29,sn2002er,Ia-norm,0.8976,9.3,0.0649,0.0063,10.0,0,good
30,sn2001ep,Ia-norm,0.7013,9.28,0.0651,0.0062,3.8,0,good
31,sn2003cg,Ia-norm,0.7013,9.28,0.0671,0.0061,7.7,0,good
32,sn2005mc,Ia-norm,0.7419,9.26,0.0616,0.0053,5.6,0,good
33,sn2002dp,Ia-norm,0.7013,9.19,0.0621,0.0062,10.0,0,good
34,sn2003cg,Ia-norm,0.7013,9.15,0.0666,0.0063,8.8,0,good
35,sn1998co,Ia-norm,0.6986,9.1,0.0642,0.0061,6.9,0,good
36,sn2001gc,Ia-norm,0.6972,9.09,0.0757,0.0071,5.3,0,good
37,sn1999ac,Ia-91T,0.9341,9.06,0.0623,0.0054,8.8,0,good
38,sn2002eu,Ia-norm,0.6986,9.05,0.0633,0.0056,7.8,0,good
39,sn1997bq,Ia-norm,0.7067,9.02,0.0678,0.0071,9.2,0,good
40,sn2002dj,Ia-norm,0.6999,8.98,0.0697,0.0069,9.5,0,good
41,sn2001bg,Ia-norm,0.7013,8.95,0.0678,0.0067,10.0,0,good
42,sn1996Z,Ia-norm,0.708,8.91,0.0721,0.007,4.1,0,good
43,sn1999gh,Ia-norm,0.6999,8.9,0.0633,0.0065,7.4,0,good
44,sn1997do,Ia-norm,0.6999,8.82,0.0698,0.0069,10.2,0,good
45,sn2000B,Ia-norm,0.7013,8.77,0.0735,0.0069,8.6,0,good
46,sn1998de,Ia-91bg,0.6999,8.76,0.0683,0.0075,-2.2,0,good
47,sn1996bk,Ia-norm,0.7067,8.76,0.0676,0.0067,2.5,0,good
48,sn2006eq,Ia-norm,0.6579,8.72,0.0672,0.0067,4.7,0,good
49,sn1991bg,Ia-91bg,0.7446,8.62,0.0635,0.0069,1.9,0,good
50,sn2000ce,Ia-norm,0.6986,8.57,0.0676,0.0072,8.7,0,good
51,sn1999by,Ia-91bg,0.7013,8.57,0.0595,0.007,4.0,0,good
52,sn1999ac,Ia-91T,0.8542,8.48,0.0627,0.0069,7.8,0,good
53,sn2000dk,Ia-norm,0.6986,8.42,0.0646,0.0066,3.7,0,good
54,sn1997br,Ia-91T,0.9165,8.38,0.0658,0.0065,7.2,0,good
55,sn1996X,Ia-norm,0.9341,8.36,0.0638,0.0053,7.1,0,good
56,sn2007hj,Ia-norm,0.7487,8.35,0.0649,0.0057,4.4,0,good
57,sn2001bg,Ia-norm,0.6999,8.32,0.0714,0.007,5.1,0,good
58,sn2002es,Ia-91bg,0.6972,8.31,0.05,0.0066,2.1,0,good
