no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn2003ic,Ia-norm,0.6986,12.46,0.0823,0.0042,3.4,0,good
2,sn2003ic,Ia-norm,0.6986,11.39,0.0823,0.0045,4.3,0,good
3,sn2005hf,Ia-norm,0.7446,11.08,0.0759,0.0034,9.1,0,good
4,sn2003ic,Ia-norm,0.6986,9.78,0.0808,0.005,5.3,0,good
5,sn2008C,Ia-norm,0.7459,9.67,0.0807,0.0051,4.4,0,good
6,sn1999ac,Ia-91T,0.9246,9.65,0.0804,0.0051,2.7,0,good
7,sn1995E,Ia-norm,0.9368,9.21,0.0747,0.0048,8.9,0,good
8,sn2002er,Ia-norm,0.9192,9.15,0.0797,0.0049,4.9,0,good
9,sn2005hf,Ia-norm,0.7446,9.0,0.0779,0.0043,8.2,0,good
10,sn1999ac,Ia-91T,0.769,8.66,0.081,0.0058,0.4,0,good
11,sn1999ac,Ia-91T,0.8488,8.34,0.081,0.0065,-2.1,0,good
12,sn2002dj,Ia-norm,0.6999,8.0,0.1,0.0075,-11.4,0,good
13,sn1996X,Ia-norm,0.9368,7.91,0.077,0.0049,7.1,0,good
14,sn2006N,Ia-norm,0.7365,7.83,0.0776,0.0053,6.5,0,good
15,sn2003du,Ia-norm,0.8949,7.8,0.0759,0.0053,9.8,0,good
16,sn2005kc,Ia-norm,0.7392,7.51,0.075,0.0055,6.7,0,good
17,sn1999aw,Ia-91T,0.8664,7.49,0.0919,0.0074,2.9,0,good
18,sn2006et,Ia-norm,0.7473,7.47,0.0835,0.0077,6.3,0,good
19,sn1999ee,Ia-norm,0.9328,7.46,0.0997,0.0077,-7.2,0,good
20,sn2007ca,Ia-norm,0.7419,7.45,0.0776,0.0058,9.4,0,good
21,sn2005mc,Ia-norm,0.7378,7.42,0.0879,0.0074,-2.2,0,good
22,sn2007bc,Ia-norm,0.7459,7.4,0.0736,0.0055,6.2,0,good
23,sn2007S,Ia-91T,0.7459,7.35,0.0841,0.0076,6.2,0,good
24,sn1999ee,Ia-norm,0.9368,7.35,0.1026,0.0078,-9.1,0,bad
25,sn2006mo,Ia-norm,0.7459,7.28,0.077,0.0055,5.2,0,good
26,sn2007bc,Ia-norm,0.7459,7.27,0.0746,0.0056,4.3,0,good
27,sn1994ae,Ia-norm,0.9368,7.27,0.077,0.0058,8.0,0,good
28,sn1994ae,Ia-norm,0.6999,7.2,0.0782,0.0059,7.9,0,good
29,sn2005eu,Ia-norm,0.7459,7.15,0.0784,0.0061,8.3,0,good
30,sn2007bc,Ia-norm,0.7459,7.15,0.0732,0.0054,7.3,0,good
31,sn2006N,Ia-norm,0.7405,7.13,0.0782,0.006,4.6,0,good
32,sn1995D,Ia-norm,0.7162,7.12,0.0788,0.0064,7.5,0,good
33,sn2007af,Ia-norm,0.7446,7.11,0.076,0.006,5.4,0,good
34,sn2008Z,Ia-norm,0.7473,7.08,0.081,0.0066,7.6,0,good
35,sn2002dj,Ia-norm,0.7026,7.08,0.0983,0.008,-10.4,0,good
36,sn2007co,Ia-norm,0.75,7.01,0.0819,0.0067,6.6,0,good
37,sn2007af,Ia-norm,0.7446,7.0,0.0768,0.0063,4.3,0,good
38,sn1999ac,Ia-91T,0.9368,6.99,0.0776,0.0065,8.8,0,good
39,sn2003W,Ia-norm,0.6959,6.99,0.0965,0.0089,-3.3,0,good
40,sn2007co,Ia-norm,0.7473,6.98,0.083,0.0076,5.7,0,good
41,sn2006N,Ia-norm,0.7432,6.94,0.078,0.0059,5.6,0,good
42,sn2003du,Ia-norm,0.7405,6.93,0.0758,0.0061,8.8,0,good
43,sn2005eu,Ia-norm,0.7446,6.91,0.0771,0.0062,10.3,0,good
44,sn2003du,Ia-norm,0.7283,6.91,0.0768,0.0063,7.9,0,good
45,sn2007le,Ia-norm,0.7446,6.9,0.0846,0.0071,5.4,0,good
46,sn2006cj,Ia-norm,0.7473,6.89,0.0772,0.0067,11.0,0,good
47,sn2007co,Ia-norm,0.7473,6.88,0.0853,0.0077,4.6,0,good
48,sn2007nq,Ia-norm,0.75,6.88,0.079,0.0058,6.3,0,good
49,sn2001ep,Ia-norm,0.9341,6.85,0.0746,0.0061,7.7,0,good
50,sn2005hf,Ia-norm,0.7432,6.83,0.0758,0.0056,11.0,0,good
51,sn2006gz,Ia-pec,0.7446,6.83,0.0761,0.0058,9.2,0,good
52,sn2008C,Ia-norm,0.7446,6.83,0.078,0.0063,8.3,0,good
53,sn2007kk,Ia-norm,0.7514,6.77,0.0837,0.0082,8.8,0,good
54,sn2003W,Ia-norm,0.6959,6.76,0.1003,0.0091,-6.3,0,good
55,sn1992A,Ia-norm,0.857,6.76,0.0863,0.0065,5.9,0,good
56,sn2003cg,Ia-norm,0.8163,6.75,0.0785,0.0068,4.0,0,good
57,sn2001eh,Ia-91T,0.926,6.75,0.0885,0.0097,2.7,0,good
58,sn1996C,Ia-norm,0.9287,6.74,0.0765,0.0063,7.8,0,good
59,sn2007af,Ia-norm,0.7487,6.74,0.0772,0.0065,3.3,0,good
60,sn2002bo,Ia-norm,0.9219,6.71,0.0904,0.009,-1.7,0,good
61,sn2007ux,Ia-norm,0.7473,6.7,0.0762,0.006,5.8,0,good
62,sn2002bo,Ia-norm,0.9368,6.69,0.0838,0.008,5.2,0,good
63,sn1999aa,Ia-91T,0.7608,6.69,0.0782,0.0076,6.7,0,good
64,sn1999ee,Ia-norm,0.9314,6.67,0.0932,0.0087,-0.2,0,good
65,sn2006cf,Ia-norm,0.7446,6.66,0.0758,0.0072,6.5,0,good
66,sn2004eo,Ia-norm,0.907,6.65,0.0733,0.0059,7.8,0,good
67,sn2002bo,Ia-norm,0.8678,6.63,0.0908,0.0081,-2.8,0,good
68,sn2003W,Ia-norm,0.6986,6.63,0.1045,0.0093,-8.2,0,bad
69,sn2002bo,Ia-norm,0.8949,6.61,0.0897,0.0092,-0.6,0,good
70,sn2006gz,Ia-pec,0.7446,6.6,0.0754,0.0058,11.1,0,good
71,sn2006gz,Ia-pec,0.7405,6.6,0.0757,0.0059,10.2,0,good
72,sn1999ee,Ia-norm,0.9328,6.55,0.0923,0.0092,1.8,0,good
73,sn2006cj,Ia-norm,0.7459,6.53,0.0781,0.0064,9.1,0,good
74,sn2003du,Ia-norm,0.7229,6.51,0.0769,0.0068,6.9,0,good
75,sn2007kk,Ia-norm,0.7514,6.5,0.0872,0.0084,5.0,0,good
76,sn2004eo,Ia-norm,0.8732,6.5,0.0763,0.0072,2.9,0,good
77,sn2006gj,Ia-norm,0.7487,6.49,0.0761,0.0057,3.2,0,good
78,sn2006N,Ia-norm,0.7365,6.48,0.0771,0.0063,7.5,0,good
79,sn2002bo,Ia-norm,0.8664,6.47,0.0891,0.0081,-1.5,0,good
80,sn2007bm,Ia-norm,0.7459,6.47,0.0744,0.0066,6.6,0,good
81,sn2007kk,Ia-norm,0.7527,6.46,0.0853,0.0091,5.9,0,good
82,sn2006cp,Ia-norm,0.7419,6.45,0.0839,0.0078,7.3,0,good
83,sn1995E,Ia-norm,0.7229,6.44,0.0783,0.0065,5.9,0,good
84,sn2003ic,Ia-norm,0.6972,6.41,0.08,0.0072,7.2,0,good
85,sn2007co,Ia-norm,0.7473,6.41,0.0806,0.0076,7.5,0,good
86,sn2002dj,Ia-norm,0.8786,6.38,0.0841,0.0078,8.0,0,good
87,sn1994ae,Ia-norm,0.6999,6.38,0.08,0.0074,5.0,0,good
88,sn2008Z,Ia-norm,0.7473,6.37,0.0795,0.0069,10.3,0,good
89,sn2003cg,Ia-norm,0.8529,6.35,0.0751,0.0063,9.2,0,good
90,sn2006cp,Ia-norm,0.7405,6.34,0.0854,0.0082,6.3,0,good
91,sn2001ep,Ia-norm,0.9314,6.32,0.0766,0.0071,2.8,0,good
92,sn2007af,Ia-norm,0.7432,6.31,0.0777,0.007,2.3,0,good
93,sn2007cg,Ia-norm,0.6539,6.3,0.0842,0.0084,5.5,0,good
94,sn2008bf,Ia-norm,0.7446,6.29,0.0805,0.0074,7.5,0,good
95,sn2006cf,Ia-norm,0.7459,6.29,0.077,0.0077,4.7,0,good
96,sn2007co,Ia-norm,0.7473,6.29,0.0855,0.0089,3.7,0,good
97,sn2007co,Ia-norm,0.7459,6.28,0.0858,0.0085,2.7,0,good
98,sn2006al,Ia-norm,0.6688,6.25,0.0768,0.0072,6.3,0,good
99,sn2007fs,Ia-norm,0.7473,6.24,0.0789,0.0076,5.1,0,good
100,sn2002bo,Ia-norm,0.75,6.24,0.0919,0.0085,-3.7,0,good
101,sn1994ae,Ia-norm,0.7013,6.24,0.0779,0.0066,9.0,0,good
102,sn2006cj,Ia-norm,0.7446,6.22,0.0813,0.0076,4.4,0,good
103,sn2003W,Ia-norm,0.6959,6.2,0.1058,0.0098,-9.1,0,bad
104,sn2008L,Ia-norm,0.7446,6.19,0.0801,0.0069,5.6,0,good
105,sn2008C,Ia-norm,0.926,6.18,0.0764,0.0067,10.3,0,good
106,sn2007S,Ia-91T,0.7446,6.17,0.0829,0.0083,8.1,0,good
107,sn2007ca,Ia-norm,0.7473,6.17,0.0795,0.0075,5.5,0,good
108,sn2002cd,Ia-norm,0.6972,6.17,0.0918,0.0088,2.2,0,good
109,sn1994ae,Ia-norm,0.6986,6.14,0.081,0.0078,4.0,0,good
110,sn2005na,Ia-norm,0.7338,6.13,0.0778,0.0075,3.4,0,good
111,sn1995E,Ia-norm,0.6864,6.1,0.083,0.0078,-0.9,0,good
112,sn2007kk,Ia-norm,0.7487,6.09,0.0885,0.0096,4.1,0,good
113,sn1992A,Ia-norm,0.8949,6.09,0.0854,0.007,5.5,0,good
114,sn2002ic,Ia-csm,0.9368,6.07,0.0753,0.008,5.6,0,good
115,sn2007ap,Ia-norm,0.7432,6.04,0.0767,0.0065,7.4,0,good
116,sn2007qe,Ia-norm,0.7432,6.04,0.0866,0.0083,8.0,0,good
117,sn2007ca,Ia-norm,0.7459,6.04,0.0787,0.0077,6.4,0,good
118,sn2001ck,Ia-norm,0.9368,6.04,0.0786,0.0076,5.8,0,good
119,sn2006al,Ia-norm,0.7459,6.01,0.0776,0.0065,5.4,0,good
120,sn2006gr,Ia-norm,0.7487,6.0,0.0859,0.0092,9.4,0,good
121,sn1995D,Ia-norm,0.7216,5.99,0.0773,0.007,9.5,0,good
122,sn2002cd,Ia-norm,0.6999,5.98,0.0909,0.0092,3.2,0,good
123,sn2006cf,Ia-norm,0.7473,5.98,0.0789,0.0087,2.7,0,good
124,sn1999cl,Ia-norm,0.7189,5.96,0.0878,0.0093,0.7,0,good
125,sn2001br,Ia-norm,0.9368,5.95,0.0878,0.0085,2.5,0,good
126,sn2007hj,Ia-norm,0.7473,5.95,0.0818,0.0076,1.4,0,good
127,sn2007bd,Ia-norm,0.7487,5.95,0.08,0.0074,8.4,0,good
128,sn2006le,Ia-norm,0.7419,5.94,0.0827,0.0083,6.9,0,good
129,sn2000dg,Ia-norm,0.6945,5.94,0.076,0.0074,3.1,0,good
130,sn2002bo,Ia-norm,0.7541,5.93,0.0894,0.0089,-1.8,0,good
131,sn2007le,Ia-norm,0.7446,5.93,0.0836,0.0078,7.4,0,good
132,sn2006N,Ia-norm,0.7446,5.93,0.0765,0.0065,8.5,0,good
133,sn2008bf,Ia-norm,0.7473,5.92,0.0797,0.0069,10.4,0,good
134,sn2007kk,Ia-norm,0.7527,5.92,0.0834,0.0081,9.8,0,good
135,sn2003hv,Ia-norm,0.8394,5.91,0.0743,0.0074,8.2,0,good
136,sn2006le,Ia-norm,0.7392,5.9,0.0832,0.0086,5.9,0,good
137,sn2006gz,Ia-pec,0.7446,5.9,0.0766,0.007,8.2,0,good
138,sn2003ic,Ia-norm,0.6999,5.9,0.0847,0.009,-4.1,0,good
139,sn2006te,Ia-norm,0.7514,5.89,0.0723,0.0074,12.3,0,good
140,sn2005M,Ia-91T,0.7432,5.88,0.0767,0.0094,5.1,0,good
141,sn2005M,Ia-91T,0.7378,5.87,0.0741,0.0087,10.0,0,good
142,sn1994ae,Ia-norm,0.7013,5.86,0.081,0.0081,3.0,0,good
143,sn2005cf,Ia-norm,0.9368,5.86,0.0733,0.0072,9.4,0,good
144,sn2006cj,Ia-norm,0.7459,5.86,0.0775,0.0072,5.4,0,good
145,sn2005hf,Ia-norm,0.7473,5.85,0.0745,0.0066,12.9,0,good
146,sn2007A,Ia-norm,0.7459,5.82,0.0783,0.0081,4.5,0,good
147,sn1998co,Ia-norm,0.6986,5.81,0.0762,0.0075,3.9,0,good
148,sn2006N,Ia-norm,0.7378,5.8,0.0797,0.0076,2.6,0,good
149,sn2007fs,Ia-norm,0.7459,5.79,0.0805,0.0084,4.1,0,good
150,sn1999cl,Ia-norm,0.7094,5.77,0.0919,0.0097,-3.3,0,good
151,sn1996X,Ia-norm,0.9368,5.75,0.0785,0.0072,1.1,0,good
152,sn2007co,Ia-norm,0.7405,5.75,0.0887,0.0096,1.7,0,good
