no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn2005cf,Ia-norm,0.9395,16.64,0.0174,0.0038,-2.7,0,good
2,sn2005cf,Ia-norm,0.9395,15.91,0.0154,0.0039,-1.2,0,good
3,sn2005cf,Ia-norm,0.9395,15.73,0.0189,0.0042,-3.8,0,good
4,sn2004S,Ia-norm,0.9395,15.59,0.0153,0.0041,1.6,0,good
5,sn2002er,Ia-norm,0.8894,15.17,0.0192,0.0042,-5.0,0,good
6,sn1990O,Ia-norm,0.792,14.9,0.0227,0.0044,-5.6,0,good
7,sn2001el,Ia-norm,0.7026,14.87,0.0214,0.0034,1.2,0,good
8,sn2005cf,Ia-norm,0.9395,14.69,0.0188,0.0045,-5.5,0,good
9,sn2006le,Ia-norm,0.7338,14.49,0.0257,0.005,-6.8,0,good
10,sn2002er,Ia-norm,0.7622,14.37,0.0209,0.0045,-7.0,0,good
11,sn2005cf,Ia-norm,0.9395,14.36,0.0157,0.0043,-1.5,0,good
12,sn2006gr,Ia-norm,0.7216,14.28,0.0244,0.0049,-5.1,0,good
13,sn2006gr,Ia-norm,0.7243,14.14,0.0234,0.0048,-4.0,0,good
14,sn2007le,Ia-norm,0.7473,13.68,0.0264,0.0049,-6.4,0,good
15,sn2001da,Ia-norm,0.9395,13.56,0.0183,0.0046,-1.0,0,good
16,sn2006gr,Ia-norm,0.7202,13.56,0.0261,0.0051,-6.0,0,good
17,sn2006gr,Ia-norm,0.7243,13.54,0.0212,0.0047,-1.1,0,good
18,sn2006gr,Ia-norm,0.7216,13.52,0.0277,0.0053,-6.9,0,good
19,sn2007co,Ia-norm,0.7311,13.42,0.0226,0.0049,-5.1,0,good
20,sn2008ar,Ia-norm,0.7324,13.39,0.0165,0.0048,-0.7,0,good
21,sn2007co,Ia-norm,0.7311,13.38,0.0212,0.0048,-4.1,0,good
22,sn1990O,Ia-norm,0.792,13.32,0.0234,0.005,-6.6,0,good
23,sn2008ar,Ia-norm,0.7297,13.23,0.02,0.0051,-4.6,0,good
24,sn2006le,Ia-norm,0.7392,13.11,0.0283,0.0056,-7.8,0,good
25,sn2007co,Ia-norm,0.7324,13.04,0.0196,0.0049,-3.1,0,good
26,sn1992A,Ia-norm,0.704,12.76,0.0266,0.0047,-5.4,0,good
27,sn2008ar,Ia-norm,0.7324,12.69,0.0128,0.0049,4.1,0,good
28,sn2007co,Ia-norm,0.7311,12.66,0.0178,0.0049,-1.2,0,good
29,sn2005cf,Ia-norm,0.9395,12.63,0.0201,0.0052,-6.3,0,good
30,sn2005cf,Ia-norm,0.9395,12.55,0.0147,0.0048,-0.2,0,good
31,sn2008ar,Ia-norm,0.7283,12.54,0.0138,0.0049,3.1,0,good
32,sn2008ar,Ia-norm,0.7351,12.48,0.0183,0.0052,-2.7,0,good
33,sn2008ar,Ia-norm,0.7311,12.42,0.0189,0.0053,-3.7,0,good
34,sn2008ar,Ia-norm,0.7297,12.35,0.0219,0.0056,-6.6,0,good
35,sn2005cf,Ia-norm,0.7459,12.26,0.0177,0.0054,-5.4,0,good
36,sn2005cf,Ia-norm,0.9395,12.15,0.0201,0.0055,-6.6,0,good
37,sn2005cf,Ia-norm,0.7459,12.12,0.0174,0.0053,-4.4,0,good
38,sn1999ee,Ia-norm,0.9395,11.94,0.015,0.0051,1.8,0,good
39,sn2007co,Ia-norm,0.7311,11.9,0.0169,0.0051,-0.2,0,good
40,sn2005cf,Ia-norm,0.9395,11.85,0.0138,0.0051,1.5,0,good
41,sn2005cf,Ia-norm,0.9395,11.64,0.0214,0.0058,-7.3,0,good
42,sn2003U,Ia-norm,0.9057,11.61,0.0207,0.0053,-8.5,0,good
43,sn1999ee,Ia-norm,0.9395,11.39,0.0163,0.0054,-0.2,0,good
44,sn2005cf,Ia-norm,0.7473,11.31,0.0165,0.0056,-3.4,0,good
45,sn2004eo,Ia-norm,0.9395,11.31,0.0147,0.0052,-5.6,0,good
46,sn2003du,Ia-norm,0.9395,11.23,0.0225,0.0059,-11.1,0,good
47,sn2006gr,Ia-norm,0.727,11.19,0.0209,0.0058,-2.1,0,good
48,sn2008ar,Ia-norm,0.7297,11.06,0.012,0.0055,5.0,0,good
49,sn2005cf,Ia-norm,0.9395,11.02,0.0168,0.0055,-2.4,0,good
50,sn2007co,Ia-norm,0.7297,10.96,0.0161,0.0055,0.8,0,good
51,sn2002bo,Ia-norm,0.7757,10.87,0.0217,0.0058,-4.8,0,good
52,sn2005cf,Ia-norm,0.7459,10.86,0.0131,0.0056,2.5,0,good
53,sn2005cf,Ia-norm,0.7446,10.76,0.0157,0.0058,-2.3,0,good
54,sn2005cf,Ia-norm,0.9395,10.74,0.0231,0.0064,-8.2,0,good
55,sn2002er,Ia-norm,0.7608,10.72,0.0227,0.0059,-9.0,0,good
56,sn2004fu,Ia-norm,0.7459,10.71,0.0254,0.006,-6.4,0,good
57,sn2005cf,Ia-norm,0.7405,10.65,0.0129,0.0057,3.5,0,good
58,sn2005cf,Ia-norm,0.7446,10.64,0.0136,0.0057,1.6,0,good
59,sn2002er,Ia-norm,0.6593,10.61,0.0191,0.0058,-6.0,0,good
60,sn2007jg,Ia-norm,0.7216,10.58,0.0243,0.0066,-2.3,0,good
61,sn2007co,Ia-norm,0.727,10.58,0.0153,0.0057,1.7,0,good
62,sn2006le,Ia-norm,0.7378,10.51,0.0302,0.0071,-8.8,0,good
63,sn2007le,Ia-norm,0.7487,10.49,0.0279,0.0063,-7.4,0,good
64,sn2005cf,Ia-norm,0.7378,10.47,0.0118,0.0058,4.5,0,good
65,sn2005cf,Ia-norm,0.7473,10.42,0.014,0.0059,0.6,0,good
66,sn2003du,Ia-norm,0.9395,10.38,0.0174,0.0062,-7.2,0,good
67,sn2005cf,Ia-norm,0.7473,10.36,0.0153,0.006,-1.4,0,good
68,sn2007co,Ia-norm,0.7297,10.36,0.0144,0.0058,2.7,0,good
69,sn2006gr,Ia-norm,0.7229,10.28,0.03,0.007,-7.9,0,good
70,sn2003du,Ia-norm,0.7514,10.26,0.0174,0.0064,-8.1,0,good
71,sn2004fu,Ia-norm,0.7446,10.21,0.0238,0.0062,-5.4,0,good
72,sn2008ar,Ia-norm,0.7283,10.18,0.0241,0.0068,-7.5,0,good
73,sn2006cp,Ia-norm,0.7338,10.12,0.0267,0.0065,-6.3,0,good
74,sn1992A,Ia-norm,0.704,10.07,0.0229,0.0056,-0.8,0,good
75,sn1999ee,Ia-norm,0.9395,10.03,0.0228,0.0068,-7.2,0,good
76,sn2005cf,Ia-norm,0.7446,10.02,0.0146,0.0061,-0.3,0,good
77,sn2005cf,Ia-norm,0.7446,9.95,0.0233,0.007,-9.3,0,good
78,sn2002ck,Ia-norm,0.7013,9.94,0.0138,0.0058,-0.6,0,good
79,sn2004ef,Ia-norm,0.7338,9.93,0.0251,0.0065,-5.2,0,good
80,sn1999aw,Ia-91T,0.9274,9.9,0.0198,0.0064,2.9,0,good
81,sn2007af,Ia-norm,0.7473,9.9,0.0153,0.0062,-5.6,0,good
82,sn2002ck,Ia-norm,0.6986,9.89,0.0139,0.0056,0.3,0,good
83,sn1990N,Ia-norm,0.796,9.89,0.0198,0.0067,-7.4,0,good
84,sn2006cq,Ia-norm,0.7094,9.78,0.0172,0.0065,-3.3,0,good
85,sn2006kf,Ia-norm,0.7338,9.76,0.0185,0.0058,-5.2,0,good
86,sn2008ar,Ia-norm,0.7311,9.68,0.0257,0.0073,-8.5,0,good
87,sn2007af,Ia-norm,0.7473,9.64,0.0146,0.0063,-4.6,0,good
88,sn2007co,Ia-norm,0.7311,9.63,0.014,0.0062,3.7,0,good
89,sn2002er,Ia-norm,0.9395,9.47,0.0167,0.0064,-4.0,0,good
90,sn2004ef,Ia-norm,0.7283,9.37,0.0211,0.0065,-1.5,0,good
91,sn2006S,Ia-norm,0.8326,9.34,0.0158,0.0064,4.1,0,good
92,sn2006le,Ia-norm,0.7405,9.34,0.0165,0.0066,2.9,0,good
93,sn2004fu,Ia-norm,0.7446,9.31,0.0212,0.0066,-3.5,0,good
94,sn2002hu,Ia-91T,0.7013,9.31,0.0156,0.0059,-0.7,0,good
95,sn2007F,Ia-norm,0.7311,9.28,0.0216,0.0068,-8.7,0,good
96,sn2008ar,Ia-norm,0.7324,9.24,0.0144,0.0068,1.2,0,good
97,sn2006cp,Ia-norm,0.7324,9.17,0.0304,0.0073,-8.4,0,good
98,sn2002dj,Ia-norm,0.9395,9.11,0.0239,0.007,-4.6,0,good
99,sn2007af,Ia-norm,0.7446,9.1,0.0139,0.0066,-3.6,0,good
100,sn2004ef,Ia-norm,0.7311,9.04,0.0269,0.0073,-6.2,0,good
101,sn2007af,Ia-norm,0.7459,9.03,0.0121,0.0065,-0.6,0,good
102,sn2002ck,Ia-norm,0.6877,8.99,0.0135,0.0061,2.3,0,good
103,sn2007kk,Ia-norm,0.7162,8.95,0.0201,0.0071,-1.7,0,good
104,sn2007af,Ia-norm,0.7473,8.92,0.0135,0.0067,-2.6,0,good
105,sn2007af,Ia-norm,0.7459,8.9,0.0126,0.0067,-1.6,0,good
106,sn2006S,Ia-norm,0.7256,8.86,0.0188,0.0071,-4.6,0,good
107,sn2008Z,Ia-norm,0.7311,8.86,0.0219,0.0078,-9.2,0,good
108,sn1999aw,Ia-91T,0.8515,8.84,0.0216,0.0072,0.0,0,good
109,sn2005cf,Ia-norm,0.9395,8.84,0.0257,0.0078,-9.2,0,good
110,sn2002dj,Ia-norm,0.9395,8.78,0.0269,0.0074,-6.6,0,good
111,sn1999ac,Ia-91T,0.9395,8.76,0.0069,0.0067,2.7,0,good
112,sn2004ef,Ia-norm,0.7256,8.76,0.0187,0.0067,0.6,0,good
113,sn2007co,Ia-norm,0.7324,8.75,0.0133,0.0066,4.6,0,good
114,sn2004S,Ia-norm,0.9395,8.72,0.011,0.0069,7.4,0,good
115,sn2007af,Ia-norm,0.7378,8.66,0.0117,0.0067,0.3,0,good
116,sn2002er,Ia-norm,0.9395,8.66,0.016,0.0069,-2.1,0,good
117,sn2007F,Ia-norm,0.7324,8.65,0.0207,0.0072,-7.7,0,good
118,sn1999ac,Ia-91T,0.9098,8.64,0.0127,0.0069,-2.1,0,good
119,sn1996C,Ia-norm,0.7053,8.62,0.0143,0.0063,2.0,0,good
120,sn2002er,Ia-norm,0.9395,8.61,0.0176,0.0069,-3.1,0,good
121,sn2005cg,Ia-norm,0.5848,8.6,0.0188,0.0057,-0.1,0,good
122,sn2004ef,Ia-norm,0.727,8.52,0.0198,0.0069,-0.4,0,good
123,sn2003cg,Ia-norm,0.6579,8.52,0.0173,0.0061,-2.8,0,good
124,sn2005cf,Ia-norm,0.9395,8.51,0.0114,0.007,4.5,0,good
125,sn1999ac,Ia-91T,0.7432,8.5,0.007,0.007,0.4,0,good
126,sn2001az,Ia-91T,0.6972,8.47,0.0199,0.007,-3.1,0,good
127,sn2006et,Ia-norm,0.7351,8.45,0.0121,0.0067,2.4,0,good
128,sn2006le,Ia-norm,0.7378,8.44,0.0159,0.0072,3.9,0,good
