no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn1999aw,Ia-91T,0.8718,6.59,0.0766,0.0064,2.9,0,good
2,sn2007S,Ia-91T,0.7459,5.93,0.0692,0.0084,6.2,0,good
3,sn1995E,Ia-norm,0.6864,5.91,0.0708,0.0077,-0.9,0,good
4,sn1999cl,Ia-norm,0.7094,5.81,0.0769,0.0105,-3.3,0,good
5,sn1995E,Ia-norm,0.6945,5.51,0.07,0.0082,1.0,0,good
6,sn2006S,Ia-norm,0.8326,5.45,0.0721,0.0086,4.1,0,good
7,sn2005cf,Ia-norm,0.7459,5.44,0.0751,0.012,-5.4,0,good
8,sn1999cl,Ia-norm,0.7189,5.42,0.0726,0.0105,0.7,0,good
9,sn2003du,Ia-norm,0.8746,5.39,0.0676,0.0089,2.9,0,good
10,sn2003du,Ia-norm,0.8732,5.25,0.0695,0.0085,0.9,0,good
11,sn1995E,Ia-norm,0.6593,5.23,0.071,0.0103,-2.9,0,good
12,sn2004ef,Ia-norm,0.7378,5.12,0.0836,0.0134,-5.2,0,good
13,sn2005cf,Ia-norm,0.7473,5.1,0.0749,0.0124,-3.4,0,good
14,sn2005cf,Ia-norm,0.7459,5.08,0.0752,0.013,-4.4,0,good
