no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn2004dj,IIP,0.574,9.51,0.0364,0.0033,5.0,1,good
2,sn2004dj,IIP,0.574,9.35,0.0352,0.0033,17.0,1,good
3,sn2004dj,IIP,0.5672,9.31,0.0351,0.0034,20.0,1,good
4,sn2004dj,IIP,0.5727,9.18,0.0355,0.0034,18.0,1,good
5,sn2004dj,IIP,0.5524,8.71,0.036,0.0036,8.0,1,good
6,sn2004dj,IIP,0.5551,8.49,0.037,0.0036,0.0,1,good
7,sn2006bp,IIP,0.7487,8.4,0.0402,0.0042,49.0,0,good
8,sn2004dj,IIP,0.551,8.22,0.0361,0.0037,2.7,1,good
9,sn1992H,IIP,0.6661,8.07,0.0425,0.0049,44.3,0,good
10,sn2006bp,IIP,0.7405,8.05,0.0389,0.0043,64.9,0,good
11,sn1999em,IIP,0.4928,7.91,0.0365,0.004,35.3,0,good
12,sn2006bp,IIP,0.7487,7.85,0.0421,0.0046,34.1,0,good
13,sn1992H,IIP,0.6552,7.62,0.0384,0.0044,112.9,0,good
14,sn1992H,IIP,0.6552,7.43,0.0382,0.0046,103.0,0,good
15,sn1999em,IIP,0.7663,7.42,0.0368,0.0047,32.5,0,good
16,sn2004dj,IIP,0.5713,7.17,0.0351,0.0042,36.0,1,good
17,sn2006bp,IIP,0.7473,6.77,0.0445,0.0053,25.2,0,good
18,sn2004et,IIP,0.8827,6.52,0.0382,0.005,19.5,0,good
19,sn2005cs,IIP,0.6728,6.28,0.0356,0.0047,17.8,0,good
20,sn2004et,IIP,0.8759,6.13,0.0358,0.0053,22.6,0,good
21,sn2004et,IIP,0.8773,6.01,0.0359,0.0054,24.6,0,good
22,sn2004et,IIP,0.8759,5.92,0.0347,0.0056,34.5,0,good
23,sn2004dj,IIP,0.5943,5.9,0.0346,0.005,46.8,1,good
24,sn2004dj,IIP,0.5943,5.8,0.0349,0.0051,48.0,1,good
25,sn1987A,II-pec,0.6566,5.76,0.0519,0.0084,-74.8,0,good
26,sn2007ax,Ia-91bg,0.7459,5.72,0.0427,0.0053,20.9,0,good
27,sn2005cs,IIP,0.7311,5.68,0.0372,0.0048,13.8,0,good
28,sn2005bl,Ia-91bg,0.8854,5.67,0.0499,0.0065,22.3,0,good
29,sn2004et,IIP,0.8001,5.66,0.0353,0.0063,82.5,0,good
30,sn2004et,IIP,0.8691,5.45,0.0334,0.0061,39.5,0,good
31,sn2004et,IIP,0.7419,5.31,0.0361,0.0062,25.0,0,good
32,sn2004et,IIP,0.8732,5.28,0.0369,0.0063,14.5,0,good
33,sn2004et,IIP,0.9003,5.26,0.0343,0.0072,47.4,0,good
34,sn2004et,IIP,0.7432,5.26,0.0363,0.0063,24.0,0,good
35,sn2004dj,IIP,0.5943,5.23,0.035,0.0056,50.0,1,good
36,sn1992H,IIP,0.6241,5.21,0.0392,0.006,135.8,0,good
37,sn1987A,II-pec,0.6173,5.2,0.0433,0.0086,-70.8,0,good
38,sn2004dj,IIP,0.5916,5.2,0.0348,0.0057,51.9,1,good
39,sn1992H,IIP,0.6498,5.19,0.0537,0.0098,11.5,0,good
40,sn2006bp,IIP,0.7487,5.19,0.0476,0.0068,17.2,0,good
41,sn1987A,II-pec,0.6024,5.16,0.0455,0.0092,-71.8,0,good
42,sn1999em,IIP,0.4738,5.15,0.0345,0.006,44.1,0,good
43,sn1991bg,Ia-91bg,0.6349,5.14,0.0616,0.0094,19.6,0,bad
44,sn2004et,IIP,0.7446,5.13,0.0386,0.0066,12.0,0,good
45,sn2007if,Ia-pec,0.7487,5.13,0.0447,0.0104,24.0,0,good
46,sn1987A,II-pec,0.6403,5.11,0.0536,0.0089,-75.7,0,good
47,sn2004et,IIP,0.7446,5.08,0.0358,0.0065,27.0,0,good
48,sn2004dj,IIP,0.597,5.08,0.0349,0.0058,50.6,1,good
49,sn2003bg,IIb,0.8231,5.03,0.0515,0.0095,15.5,0,good
50,sn2002hw,Ia-norm,0.5984,5.01,0.047,0.0097,20.4,0,good
51,sn2005cs,IIP,0.8813,5.01,0.0254,0.006,31.7,0,good
