no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn1998V,Ia-norm,0.6945,22.58,0.0443,0.0025,12.1,0,good
2,sn2003du,Ia-norm,0.9043,20.95,0.0439,0.0025,12.7,0,good
3,sn2007ca,Ia-norm,0.7446,20.81,0.0458,0.0025,13.3,0,good
4,sn2002ck,Ia-norm,0.6959,19.36,0.0439,0.0029,11.9,0,good
5,sn2007af,Ia-norm,0.7473,19.17,0.0434,0.0027,12.3,0,good
6,sn1998bu,Ia-norm,0.6986,18.96,0.0443,0.003,12.4,0,good
7,sn2007af,Ia-norm,0.7473,18.91,0.0438,0.0027,11.3,0,good
8,sn1990N,Ia-norm,0.9409,18.82,0.045,0.0028,13.5,0,good
9,sn1998bu,Ia-norm,0.6986,18.77,0.0452,0.003,11.4,0,good
10,sn2003cg,Ia-norm,0.8542,18.66,0.0461,0.0027,11.0,0,good
11,sn2003fa,Ia-91T,0.6959,18.49,0.0456,0.0029,13.5,0,good
12,sn2001cj,Ia-norm,0.9287,18.21,0.0452,0.0028,13.6,0,good
13,sn2001en,Ia-norm,0.6986,18.08,0.0476,0.0031,12.2,0,good
14,sn1998dm,Ia-norm,0.7013,17.76,0.0449,0.0031,14.4,0,good
15,sn1994D,Ia-norm,0.7094,17.66,0.0455,0.0031,10.8,0,good
16,sn2004bg,Ia-norm,0.6959,17.62,0.0445,0.0031,12.5,0,good
17,sn2003cg,Ia-norm,0.926,17.1,0.0447,0.003,11.9,0,good
18,sn1998V,Ia-norm,0.6931,16.86,0.0439,0.0033,13.1,0,good
19,sn2006ac,Ia-norm,0.7446,16.81,0.0482,0.0033,12.9,0,good
20,sn2003cg,Ia-norm,0.6999,16.53,0.0451,0.0034,10.8,0,good
21,sn2005hc,Ia-norm,0.7405,16.39,0.0466,0.0032,11.1,0,good
22,sn2003cg,Ia-norm,0.8529,16.16,0.0458,0.0031,9.2,0,good
23,sn1999X,Ia-norm,0.6945,16.14,0.0444,0.0033,15.0,0,good
24,sn2001ck,Ia-norm,0.6972,16.14,0.0444,0.0033,14.4,0,good
25,sn2006ac,Ia-norm,0.7392,16.11,0.0501,0.0034,10.0,0,good
26,sn1994D,Ia-norm,0.7987,16.07,0.0445,0.0033,9.6,0,good
27,sn2002kf,Ia-norm,0.7013,15.99,0.0454,0.0034,13.9,0,good
28,sn2006N,Ia-norm,0.7459,15.96,0.0449,0.0031,11.6,0,good
29,sn2008bf,Ia-norm,0.7459,15.72,0.0483,0.0032,13.3,0,good
30,sn2003fa,Ia-91T,0.7026,15.69,0.0447,0.0033,14.6,0,good
31,sn2008bf,Ia-norm,0.7459,15.63,0.0493,0.0032,11.4,0,good
32,sn2005cf,Ia-norm,0.9125,15.6,0.0428,0.0032,14.1,0,good
33,sn2005cf,Ia-norm,0.9409,15.45,0.0433,0.0033,12.1,0,good
34,sn2007af,Ia-norm,0.7459,15.45,0.0444,0.0032,10.2,0,good
35,sn2006ac,Ia-norm,0.7107,15.24,0.0491,0.0036,11.0,0,good
36,sn1995al,Ia-norm,0.9409,15.23,0.0468,0.0036,16.4,0,good
37,sn2006lf,Ia-norm,0.7094,15.17,0.0445,0.0035,11.3,0,good
38,sn1995D,Ia-norm,0.7216,14.96,0.0453,0.0035,14.5,0,good
39,sn2006le,Ia-norm,0.7405,14.92,0.0471,0.0036,13.8,0,good
40,sn2007F,Ia-norm,0.7459,14.92,0.0439,0.0035,17.6,0,good
41,sn2006lf,Ia-norm,0.685,14.79,0.0448,0.0037,10.3,0,good
42,sn2005kc,Ia-norm,0.7365,14.78,0.0433,0.0033,11.6,0,good
43,sn2008C,Ia-norm,0.7446,14.77,0.0449,0.0036,12.3,0,good
44,sn2006le,Ia-norm,0.7392,14.76,0.0478,0.0036,12.8,0,good
45,sn2007qe,Ia-norm,0.9125,14.69,0.0474,0.0038,18.7,0,good
46,sn2007ap,Ia-norm,0.7432,14.69,0.045,0.0034,11.4,0,good
47,sn2008C,Ia-norm,0.8962,14.56,0.0465,0.0036,10.3,0,good
48,sn2006ac,Ia-norm,0.7419,14.48,0.051,0.0038,9.0,0,good
49,sn1999X,Ia-norm,0.6959,14.44,0.0436,0.0037,16.0,0,good
50,sn2005cf,Ia-norm,0.9287,14.38,0.0435,0.0034,12.2,0,good
