no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn2003ic,Ia-norm,0.6999,10.67,0.0405,0.005,-4.1,0,good
2,sn1999ac,Ia-91T,0.9395,10.35,0.0319,0.0053,2.7,0,good
3,sn2006cf,Ia-norm,0.7351,10.31,0.0322,0.0048,4.7,0,good
4,sn1999ac,Ia-91T,0.7622,10.29,0.0322,0.0055,0.4,0,good
5,sn2005na,Ia-norm,0.7338,10.28,0.0326,0.0049,3.4,0,good
6,sn2006cc,Ia-norm,0.7432,10.15,0.0407,0.0054,-9.7,0,good
7,sn1999aw,Ia-91T,0.9084,9.95,0.0427,0.0059,2.9,0,good
8,sn2006gr,Ia-norm,0.7432,9.93,0.0508,0.0069,-4.0,0,good
9,sn2006cf,Ia-norm,0.7351,9.89,0.0331,0.0052,1.8,0,good
10,sn1992A,Ia-norm,0.7229,9.86,0.0451,0.0049,-0.8,0,good
11,sn2006cf,Ia-norm,0.7338,9.85,0.031,0.005,6.5,0,good
12,sn1999aw,Ia-91T,0.8705,9.81,0.0474,0.0062,0.0,0,good
13,sn2006gr,Ia-norm,0.7392,9.78,0.054,0.0072,-6.0,0,good
14,sn2006et,Ia-norm,0.7473,9.77,0.0359,0.0058,2.4,0,good
15,sn2006az,Ia-norm,0.7392,9.77,0.0316,0.0049,-1.0,0,good
16,sn2006gr,Ia-norm,0.7459,9.64,0.0467,0.0068,-2.1,0,good
17,sn2006gr,Ia-norm,0.7405,9.62,0.0524,0.0073,-5.1,0,good
18,sn2001ck,Ia-norm,0.9287,9.61,0.0341,0.0051,5.8,0,good
19,sn2006cf,Ia-norm,0.7365,9.61,0.0324,0.0053,3.7,0,good
20,sn1999ee,Ia-norm,0.9395,9.61,0.0422,0.0065,-0.2,0,good
21,sn1999ee,Ia-norm,0.9395,9.56,0.0408,0.0064,1.8,0,good
22,sn2007fs,Ia-norm,0.7473,9.45,0.0332,0.0053,5.1,0,good
23,sn2007fs,Ia-norm,0.7459,9.36,0.0339,0.0053,4.1,0,good
24,sn2007ca,Ia-norm,0.7473,9.34,0.0329,0.0052,5.5,0,good
25,sn2006gr,Ia-norm,0.7405,9.28,0.0562,0.0076,-6.9,0,bad
26,sn2007A,Ia-norm,0.7459,9.27,0.0321,0.0053,4.5,0,good
27,sn2006S,Ia-norm,0.7419,9.12,0.0434,0.0072,-4.6,0,good
28,sn2007F,Ia-norm,0.7432,9.11,0.0343,0.0056,3.0,0,good
29,sn2006gr,Ia-norm,0.7432,9.08,0.0622,0.0086,-9.8,0,bad
30,sn2007ca,Ia-norm,0.7459,8.97,0.0328,0.0054,6.4,0,good
31,sn2003cg,Ia-norm,0.6999,8.93,0.0361,0.0055,-2.1,0,good
32,sn2006cj,Ia-norm,0.7094,8.92,0.0357,0.0058,5.4,0,good
33,sn2005na,Ia-norm,0.7432,8.92,0.0327,0.0058,1.4,0,good
34,sn2006gr,Ia-norm,0.7419,8.91,0.0588,0.008,-7.9,0,bad
35,sn2002er,Ia-norm,0.9395,8.91,0.0387,0.0061,-4.0,0,good
36,sn2006cz,Ia-91T,0.7338,8.86,0.0412,0.0066,-1.0,0,good
37,sn2006S,Ia-norm,0.7419,8.8,0.0453,0.0075,-5.5,0,good
38,sn2006gj,Ia-norm,0.7446,8.76,0.033,0.0051,-0.7,0,good
39,sn2007A,Ia-norm,0.7446,8.75,0.0342,0.0059,-3.4,0,good
40,sn2006gr,Ia-norm,0.7432,8.73,0.0611,0.0083,-8.9,0,bad
41,sn2005ki,Ia-norm,0.7392,8.69,0.0348,0.0055,1.0,0,good
42,sn2008Z,Ia-norm,0.7473,8.68,0.0352,0.0057,7.6,0,good
43,sn2006N,Ia-norm,0.7378,8.67,0.0337,0.0053,2.6,0,good
44,sn2006cf,Ia-norm,0.7365,8.65,0.0327,0.0058,2.7,0,good
45,sn2005bo,Ia-norm,0.7446,8.65,0.0326,0.0056,-0.1,0,good
46,sn2007fs,Ia-norm,0.7487,8.61,0.0337,0.0057,3.1,0,good
47,sn2007kk,Ia-norm,0.7365,8.57,0.0416,0.0064,3.2,0,good
48,sn2006al,Ia-norm,0.7053,8.55,0.0342,0.0054,2.5,0,good
49,sn2006cj,Ia-norm,0.7121,8.49,0.0354,0.006,4.4,0,good
50,sn2007kk,Ia-norm,0.7351,8.49,0.0452,0.0071,-1.7,0,good
51,sn2005hj,Ia-91T,0.7852,8.48,0.0341,0.0056,5.1,0,good
52,sn1994ae,Ia-norm,0.6999,8.45,0.0332,0.0058,5.0,0,good
53,sn2007kk,Ia-norm,0.7378,8.41,0.0405,0.0065,4.1,0,good
54,sn2008bf,Ia-norm,0.7446,8.38,0.0368,0.0059,4.5,0,good
55,sn2006N,Ia-norm,0.7419,8.36,0.0343,0.0055,1.6,0,good
56,sn1994ae,Ia-norm,0.6986,8.33,0.0336,0.006,4.0,0,good
57,sn2007A,Ia-norm,0.7378,8.32,0.0339,0.0061,-2.4,0,good
58,sn2005na,Ia-norm,0.7405,8.3,0.0329,0.0062,-1.5,0,good
59,sn2007ca,Ia-norm,0.7419,8.28,0.0336,0.0061,3.4,0,good
60,sn2007F,Ia-norm,0.7432,8.27,0.0352,0.0062,-0.9,0,good
61,sn2006al,Ia-norm,0.7121,8.27,0.0328,0.0056,5.4,0,good
62,sn1996C,Ia-norm,0.9314,8.27,0.0313,0.006,7.8,0,good
63,sn2007kk,Ia-norm,0.7392,8.24,0.04,0.0066,5.0,0,good
64,sn1995E,Ia-norm,0.6864,8.23,0.0351,0.0062,-0.9,0,good
65,sn2006S,Ia-norm,0.7446,8.21,0.0411,0.0074,-2.6,0,good
66,sn2006N,Ia-norm,0.7311,8.21,0.0346,0.0055,0.7,0,good
67,sn1995D,Ia-norm,0.7202,8.21,0.0331,0.006,5.5,0,good
68,sn2001eh,Ia-91T,0.9395,8.2,0.0378,0.0065,2.7,0,good
69,sn2006S,Ia-norm,0.7378,8.19,0.0385,0.0067,1.2,0,good
70,sn1996X,Ia-norm,0.9395,8.18,0.0342,0.0057,0.1,0,good
71,sn2006gr,Ia-norm,0.7432,8.16,0.0479,0.0079,-1.1,0,good
72,sn2006N,Ia-norm,0.7419,8.14,0.0361,0.0056,-1.3,0,good
73,sn2001eh,Ia-91T,0.9395,8.13,0.0422,0.0079,-4.9,0,good
74,sn1998es,Ia-91T,0.7365,8.13,0.0348,0.0064,1.5,0,good
75,sn2007S,Ia-91T,0.7432,8.12,0.0375,0.0069,-0.7,0,good
76,sn1994ae,Ia-norm,0.7013,8.12,0.0336,0.0061,3.0,0,good
77,sn2007ae,Ia-norm,0.6742,8.1,0.0345,0.0059,3.3,0,good
78,sn2006S,Ia-norm,0.7432,8.1,0.0386,0.007,0.2,0,good
79,sn2007bd,Ia-norm,0.7473,8.08,0.038,0.0062,1.7,0,good
