no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn1996L,IIn,0.6092,6.37,0.1123,0.0026,8.4,0,bad
2,sn2002jy,Ia-norm,0.6972,5.92,0.0388,0.0077,9.9,0,good
3,sn2006le,Ia-norm,0.7419,5.87,0.0501,0.0091,-7.8,0,good
4,sn1998dm,Ia-norm,0.7013,5.84,0.0381,0.0075,9.5,0,good
5,sn2002bo,Ia-norm,0.7256,5.81,0.0612,0.0105,-12.7,0,good
6,sn1999gp,Ia-91T,0.6972,5.77,0.0424,0.0084,6.9,0,good
7,sn2007le,Ia-norm,0.7473,5.75,0.0505,0.0085,-6.4,0,good
8,sn2003it,Ia-norm,0.6972,5.74,0.0386,0.0078,8.5,0,good
9,sn2007le,Ia-norm,0.7487,5.71,0.0514,0.009,-7.4,0,good
10,sn2005cf,Ia-norm,0.7459,5.68,0.0408,0.0074,-4.4,0,good
11,sn2005cf,Ia-norm,0.7473,5.66,0.0401,0.0073,-3.4,0,good
12,sn2006le,Ia-norm,0.7405,5.62,0.051,0.0099,-8.8,0,good
13,sn2006le,Ia-norm,0.7365,5.59,0.0488,0.0089,-6.8,0,good
14,sn2007S,Ia-91T,0.7459,5.53,0.0359,0.01,6.2,0,good
15,sn2005cf,Ia-norm,0.7459,5.52,0.041,0.008,-5.4,0,good
16,sn1994M,Ia-norm,0.7162,5.5,0.0425,0.0069,6.6,0,good
17,sn2001eh,Ia-91T,0.8759,5.5,0.04,0.0075,8.6,0,good
18,sn2002jy,Ia-norm,0.6999,5.48,0.0392,0.0083,8.0,0,good
19,sn2005cf,Ia-norm,0.7446,5.47,0.0394,0.0075,-2.3,0,good
20,sn2003kf,Ia-norm,0.6931,5.45,0.0399,0.0084,8.5,0,good
21,sn2005A,Ia-norm,0.7392,5.41,0.0484,0.0101,-1.3,0,good
22,sn2002bo,Ia-norm,0.7541,5.36,0.0617,0.0118,-13.6,0,bad
23,sn2003it,Ia-norm,0.6959,5.34,0.0376,0.0078,9.5,0,good
24,sn2005cf,Ia-norm,0.7473,5.34,0.0391,0.0074,-1.4,0,good
25,sn2007le,Ia-norm,0.7446,5.32,0.0529,0.0103,-8.4,0,good
26,sn1998bu,Ia-norm,0.6999,5.32,0.0379,0.0076,8.4,0,good
27,sn2007kk,Ia-norm,0.6728,5.32,0.0428,0.0091,7.9,0,good
28,sn2005cf,Ia-norm,0.7473,5.3,0.038,0.0074,0.6,0,good
29,sn2005cf,Ia-norm,0.7446,5.28,0.0384,0.0072,-0.3,0,good
30,sn2003it,Ia-norm,0.6931,5.28,0.0392,0.008,7.6,0,good
31,sn2001eh,Ia-91T,0.6959,5.27,0.0413,0.0082,5.7,0,good
32,sn1999dq,Ia-91T,0.6986,5.27,0.0405,0.009,5.4,0,good
33,sn2003ch,Ia-norm,0.6986,5.24,0.0354,0.0074,6.7,0,good
34,sn1996X,Ia-norm,0.708,5.22,0.0385,0.0076,7.1,0,good
35,sn1996bo,Ia-norm,0.7094,5.21,0.043,0.009,3.3,0,good
36,sn2005cf,Ia-norm,0.7446,5.21,0.0443,0.0105,-9.3,0,good
37,sn2005cf,Ia-norm,0.7446,5.2,0.0376,0.0075,1.6,0,good
38,sn2003cg,Ia-norm,0.6986,5.18,0.0386,0.0077,6.8,0,good
39,sn2000E,Ia-norm,0.7419,5.16,0.0438,0.0085,-6.4,0,good
40,sn2003ch,Ia-norm,0.8691,5.16,0.0363,0.0076,5.6,0,good
41,sn2005cf,Ia-norm,0.7405,5.14,0.037,0.0077,3.5,0,good
42,sn2003cg,Ia-norm,0.7013,5.13,0.0381,0.0076,7.7,0,good
43,sn1996bo,Ia-norm,0.7094,5.13,0.0413,0.0087,5.2,0,good
44,sn2005cf,Ia-norm,0.7459,5.11,0.037,0.0076,2.5,0,good
45,sn1994M,Ia-norm,0.6769,5.1,0.0433,0.0082,5.6,0,good
46,sn2001V,Ia-91T,0.6999,5.1,0.0401,0.0103,9.5,0,good
47,sn2002fk,Ia-norm,0.6999,5.1,0.0345,0.008,9.4,0,good
48,sn2002dj,Ia-norm,0.9328,5.05,0.061,0.0123,-11.4,0,good
49,sn2004ef,Ia-norm,0.7378,5.02,0.0475,0.0107,-5.2,0,good
50,sn1999aa,Ia-91T,0.7974,5.01,0.0404,0.0087,6.7,0,good
51,sn1999gp,Ia-91T,0.6986,5.01,0.0422,0.0107,4.9,0,good
52,sn2006cp,Ia-norm,0.7405,5.01,0.0589,0.0123,-11.2,0,good
