no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn1991bg,Ia-91bg,0.7635,8.6,0.0393,0.0066,1.9,0,good
2,sn2007al,Ia-91bg,0.7405,7.64,0.0368,0.008,5.3,0,good
3,sn2007ax,Ia-91bg,0.7473,7.52,0.0461,0.0087,-1.9,0,good
4,sn2007al,Ia-91bg,0.7473,7.21,0.0374,0.0074,4.3,0,good
5,sn2007al,Ia-91bg,0.7432,6.99,0.0387,0.0086,3.3,0,good
6,sn2007ax,Ia-91bg,0.7487,6.94,0.0442,0.0095,-0.8,0,good
7,sn2007al,Ia-91bg,0.7446,6.88,0.0386,0.0086,2.4,0,good
8,sn2003Y,Ia-91bg,0.6986,6.86,0.0491,0.0103,-6.3,0,good
9,sn1991bg,Ia-91bg,0.7243,6.59,0.0379,0.0087,2.1,0,good
10,sn1991bg,Ia-91bg,0.8624,6.24,0.0405,0.0095,0.9,0,good
11,sn2002fb,Ia-91bg,0.6959,6.24,0.0427,0.0086,0.3,0,good
12,sn2006bz,Ia-91bg,0.7473,6.21,0.0432,0.0078,0.7,0,good
13,sn2003Y,Ia-91bg,0.6986,6.09,0.044,0.0089,-5.3,0,good
14,sn2006em,Ia-91bg,0.7473,6.02,0.0372,0.0089,3.7,0,good
15,sn2002dl,Ia-91bg,0.6986,6.01,0.0507,0.0089,-7.4,0,good
16,sn2007cq,Ia-91T,0.7446,5.8,0.0404,0.0097,-5.0,0,good
17,sn2005bl,Ia-91bg,0.9341,5.78,0.0437,0.0095,-4.9,0,good
18,sn2003Y,Ia-91bg,0.6972,5.78,0.0444,0.0085,-3.4,0,good
19,sn2002dl,Ia-91bg,0.704,5.72,0.0508,0.0094,-6.5,0,good
20,sn1998de,Ia-91bg,0.6999,5.69,0.0557,0.0113,-6.2,0,good
21,sn1986G,Ia-91bg,0.574,5.65,0.0423,0.0101,-0.7,0,good
22,sn2005bl,Ia-91bg,0.838,5.65,0.0443,0.0105,-5.9,0,good
23,sn1991bg,Ia-91bg,0.7703,5.64,0.0393,0.0106,2.1,0,good
24,sn2002dl,Ia-91bg,0.704,5.6,0.0508,0.0095,-8.4,0,good
25,sn2000cn,Ia-91bg,0.7013,5.57,0.0544,0.01,-9.3,0,good
26,sn1999ac,Ia-91T,0.8502,5.56,0.0529,0.0128,-12.9,0,good
27,sn2007cq,Ia-91T,0.7432,5.51,0.04,0.0102,-4.0,0,good
28,sn2002fb,Ia-91bg,0.6959,5.51,0.044,0.0097,-2.7,0,good
29,sn2005bl,Ia-91bg,0.838,5.5,0.0442,0.0091,-2.9,0,good
30,sn1999by,Ia-91bg,0.8989,5.45,0.0433,0.0097,-3.0,0,good
31,sn2002cf,Ia-91bg,0.7013,5.44,0.0504,0.0104,-5.4,0,good
32,sn2005bl,Ia-91bg,0.9246,5.42,0.0373,0.0107,4.7,0,good
33,sn1998de,Ia-91bg,0.6999,5.42,0.0518,0.0122,-2.2,0,good
34,sn1998de,Ia-91bg,0.6999,5.38,0.0537,0.0121,-5.2,0,good
35,sn2005ke,Ia-91bg,0.7365,5.31,0.0382,0.0096,0.5,0,good
36,sn2002de,Ia-norm,0.6945,5.23,0.0464,0.0114,-4.1,0,good
37,sn2006bz,Ia-91bg,0.6769,5.2,0.0448,0.0109,-1.4,0,good
38,mstar,M-star,0.8949,5.16,0.0176,0.0077,0.0,2,bad
39,sn2007if,Ia-pec,0.7879,5.07,0.0335,0.0134,-2.9,0,good
40,sn1999by,Ia-91bg,0.8989,5.07,0.0387,0.0108,2.9,0,good
41,sn2000H,IIb,0.8881,5.07,0.0357,0.0128,13.4,0,good
42,sn2007al,Ia-91bg,0.7473,5.06,0.0316,0.0114,8.3,0,good
43,sn2004et,IIP,0.8718,5.05,0.0229,0.0122,34.5,0,bad
44,sn2005mz,Ia-91bg,0.7432,5.03,0.0454,0.0104,-7.5,0,good
45,sn2007ax,Ia-91bg,0.8055,5.01,0.0399,0.0142,2.0,0,good
