no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn1999gp,Ia-91T,0.7013,7.74,0.067,0.0097,-2.0,0,good
2,sn2003fa,Ia-91T,0.6959,7.54,0.0674,0.0107,-9.5,0,good
3,sn1999gp,Ia-91T,0.6972,7.38,0.0699,0.0108,-4.8,0,good
4,sn2002de,Ia-norm,0.7013,7.36,0.0679,0.0099,-6.1,0,good
5,sn1999gp,Ia-91T,0.6999,7.26,0.0661,0.0101,0.0,0,good
6,sn2000E,Ia-norm,0.7419,7.03,0.0651,0.0091,-6.4,0,good
7,sn2003W,Ia-norm,0.6959,7.01,0.0741,0.0115,-3.3,0,good
8,sn2003fa,Ia-91T,0.6972,7.0,0.0694,0.0123,-10.4,0,good
9,sn2002hu,Ia-91T,0.7013,6.68,0.0644,0.0084,-3.5,0,good
10,sn2002de,Ia-norm,0.6972,6.64,0.0659,0.0105,2.7,0,good
11,sn1999gp,Ia-91T,0.6999,6.45,0.0644,0.0109,2.9,0,good
12,sn2002cd,Ia-norm,0.6972,6.32,0.0763,0.0122,2.2,0,good
13,sn2002de,Ia-norm,0.6945,6.32,0.0661,0.0117,-4.1,0,good
14,sn2001eh,Ia-91T,0.6972,6.29,0.0657,0.01,-2.0,0,good
15,sn2002de,Ia-norm,0.6918,6.27,0.0664,0.0117,-3.0,0,good
16,sn2000E,Ia-norm,0.7121,6.25,0.0654,0.0116,-3.4,0,good
17,sn2001eh,Ia-91T,0.6945,6.19,0.0638,0.0094,4.7,0,good
18,sn1999dq,Ia-91T,0.6904,6.18,0.067,0.0116,-2.5,0,good
19,sn1999aa,Ia-91T,0.6959,6.15,0.0666,0.0123,-2.1,0,good
20,sn1999dq,Ia-91T,0.6959,6.02,0.0659,0.0111,0.4,0,good
21,sn2002ef,Ia-norm,0.6986,5.97,0.0656,0.0118,-2.9,0,good
22,sn2002de,Ia-norm,0.6931,5.95,0.0674,0.0125,-5.0,0,good
23,sn2003cg,Ia-norm,0.8394,5.94,0.066,0.0104,-5.0,0,good
24,sn2003W,Ia-norm,0.6959,5.94,0.0786,0.013,-6.3,0,good
25,sn2002de,Ia-norm,0.6972,5.92,0.0648,0.0121,3.7,0,good
26,sn2001eh,Ia-91T,0.6959,5.91,0.0626,0.0099,5.7,0,good
27,sn2007S,Ia-91T,0.7405,5.84,0.0635,0.0087,-4.7,0,good
28,sn1999dq,Ia-91T,0.6959,5.81,0.0655,0.0111,1.4,0,good
29,sn2006gz,Ia-pec,0.6471,5.79,0.0629,0.0079,6.2,0,good
30,sn2003cg,Ia-norm,0.8245,5.75,0.0667,0.011,-8.0,0,good
31,sn2002aw,Ia-norm,0.6972,5.71,0.062,0.0088,-0.9,0,good
32,sn1999aa,Ia-91T,0.6972,5.7,0.0657,0.012,-0.2,0,good
33,sn2002de,Ia-norm,0.6918,5.7,0.0657,0.0129,-2.2,0,good
34,sn2002de,Ia-norm,0.6891,5.69,0.0651,0.0119,1.8,0,good
35,sn1999dq,Ia-91T,0.6959,5.68,0.0653,0.0111,2.4,0,good
36,sn1999gp,Ia-91T,0.6986,5.66,0.0642,0.0123,4.9,0,good
37,sn1999dq,Ia-91T,0.6918,5.65,0.0681,0.0127,-3.5,0,good
38,sn2007S,Ia-91T,0.7378,5.65,0.0628,0.0086,-2.7,0,good
39,sn2002hu,Ia-91T,0.6959,5.64,0.0636,0.0109,-5.3,0,good
40,sn2000cx,Ia-pec,0.6525,5.63,0.0689,0.0118,-2.3,0,good
41,sn2003W,Ia-norm,0.6986,5.57,0.0844,0.0137,-8.2,0,good
42,sn2001G,Ia-norm,0.6904,5.56,0.0681,0.0132,-5.1,0,good
43,sn2001eh,Ia-91T,0.6945,5.51,0.0643,0.01,3.7,0,good
44,sn1999aa,Ia-91T,0.8746,5.47,0.0658,0.0125,-9.4,0,good
45,sn2001fe,Ia-norm,0.7013,5.41,0.067,0.0124,3.2,0,good
46,sn2002fb,Ia-91bg,0.6959,5.39,0.0646,0.013,-2.7,0,good
47,sn2001eh,Ia-91T,0.6972,5.39,0.0656,0.0107,-0.1,0,good
48,sn2003W,Ia-norm,0.6972,5.38,0.0745,0.0141,-2.3,0,good
49,sn2002cd,Ia-norm,0.6999,5.35,0.0734,0.0144,3.2,0,good
50,sn2001fe,Ia-norm,0.6999,5.34,0.0657,0.0122,6.2,0,good
51,sn1999dq,Ia-91T,0.6986,5.34,0.0644,0.0117,5.4,0,good
52,sn1999dq,Ia-91T,0.6972,5.27,0.0648,0.0121,3.4,0,good
53,sn2002cd,Ia-norm,0.6945,5.25,0.0763,0.0145,0.3,0,good
54,sn1999dq,Ia-91T,0.6918,5.21,0.0691,0.014,-4.5,0,good
55,sn2001G,Ia-norm,0.6986,5.19,0.0658,0.013,4.7,0,good
56,sn2001ah,Ia-91T,0.6972,5.15,0.0647,0.0115,-8.7,0,good
57,sn2001V,Ia-91T,0.6945,5.11,0.0686,0.0145,-3.3,0,good
58,sn2003W,Ia-norm,0.6945,5.09,0.0727,0.0144,-0.4,0,good
59,sn2003W,Ia-norm,0.6959,5.08,0.0851,0.0144,-9.1,0,good
60,sn2003W,Ia-norm,0.6918,5.08,0.0799,0.0148,-5.3,0,good
61,sn2001V,Ia-91T,0.6918,5.06,0.0731,0.0151,-10.2,0,good
62,sn2007S,Ia-91T,0.7419,5.02,0.0622,0.0095,-3.7,0,good
