no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn2003ic,Ia-norm,0.6986,10.73,0.0768,0.0045,4.3,0,good
2,sn2003ic,Ia-norm,0.6986,10.24,0.0752,0.0048,5.3,0,good
3,sn2006gz,Ia-pec,0.6471,8.33,0.0746,0.0048,6.2,0,good
4,sn2003ic,Ia-norm,0.6986,8.2,0.0765,0.0056,3.4,0,good
5,sn2003fa,Ia-91T,0.6986,8.11,0.0718,0.0054,8.7,0,good
6,sn2006gz,Ia-pec,0.6485,7.62,0.0735,0.0054,8.2,0,good
7,sn1999ef,Ia-norm,0.6972,7.48,0.0749,0.0058,6.7,0,good
8,sn2003fa,Ia-91T,0.6972,7.44,0.072,0.0056,7.8,0,good
9,sn1999ef,Ia-norm,0.6959,7.27,0.074,0.006,7.7,0,good
10,sn2001eh,Ia-91T,0.6959,7.18,0.0743,0.0064,5.7,0,good
11,sn2002ck,Ia-norm,0.6959,6.98,0.0721,0.0063,4.2,0,good
12,sn2002de,Ia-norm,0.6891,6.97,0.0765,0.0065,1.8,0,good
13,sn2002ck,Ia-norm,0.6877,6.87,0.0719,0.0064,2.3,0,good
14,sn2003fa,Ia-91T,0.6999,6.56,0.072,0.0062,6.9,0,good
15,sn2000dg,Ia-norm,0.6945,6.48,0.0735,0.0064,0.2,0,good
16,sn2002de,Ia-norm,0.6972,6.47,0.0765,0.0069,2.7,0,good
17,sn2001eh,Ia-91T,0.6945,6.43,0.0749,0.0071,4.7,0,good
18,sn2002de,Ia-norm,0.6972,6.42,0.0758,0.0069,3.7,0,good
19,sn2003hu,Ia-91T,0.6255,6.37,0.0703,0.0088,10.3,0,good
20,sn2001ck,Ia-norm,0.6972,6.28,0.0737,0.0067,4.8,0,good
21,sn2003fa,Ia-91T,0.6106,6.23,0.079,0.0098,-5.6,0,good
22,sn2003ic,Ia-norm,0.6972,6.22,0.0744,0.0075,7.2,0,good
23,sn2006S,Ia-norm,0.7419,6.04,0.0888,0.0078,-5.5,0,good
24,sn2002de,Ia-norm,0.6918,6.02,0.0773,0.0082,-2.2,0,good
25,sn2004L,Ia-norm,0.6959,5.97,0.0712,0.0076,3.4,0,good
26,sn1998eg,Ia-norm,0.681,5.91,0.0724,0.0073,4.1,0,good
27,sn2008Z,Ia-norm,0.7473,5.85,0.0757,0.0073,7.6,0,good
28,sn2006gz,Ia-pec,0.639,5.84,0.0776,0.0075,-1.6,0,good
29,sn2003fa,Ia-91T,0.6986,5.77,0.0713,0.0076,10.7,0,good
30,sn2000cf,Ia-norm,0.6999,5.77,0.0683,0.0071,3.9,0,good
