no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn1997do,Ia-norm,0.6972,6.67,0.0507,0.0102,-11.6,0,bad
2,sn1994T,Ia-norm,0.6471,6.65,0.0309,0.0091,-0.2,0,good
3,sn2000dg,Ia-norm,0.6986,6.41,0.0297,0.0061,-0.8,0,good
4,sn2003W,Ia-norm,0.6959,6.3,0.0521,0.0102,-9.1,0,bad
5,sn1996C,Ia-norm,0.7053,6.27,0.0267,0.0069,4.8,0,good
6,sn1994M,Ia-norm,0.6769,6.22,0.0294,0.0071,5.6,0,good
7,sn2000dg,Ia-norm,0.6945,6.21,0.0294,0.006,0.2,0,good
8,sn2002bo,Ia-norm,0.6959,6.18,0.0419,0.0095,-8.4,0,good
9,sn2003W,Ia-norm,0.6999,6.15,0.0564,0.0103,-10.2,0,bad
10,sn2002dj,Ia-norm,0.704,6.15,0.0439,0.0094,-8.4,0,good
11,sn2002dj,Ia-norm,0.7026,6.14,0.0468,0.0091,-10.4,0,good
12,sn1984A,Ia-norm,0.5212,6.11,0.0452,0.0103,-5.9,0,good
13,sn1997bp,Ia-norm,0.7053,6.05,0.0417,0.01,-0.2,0,good
14,sn2002cd,Ia-norm,0.6959,6.01,0.044,0.0087,-3.7,0,good
15,sn1999ac,Ia-91T,0.8136,6.0,0.034,0.0093,-9.9,0,good
16,sn2003W,Ia-norm,0.6945,5.97,0.0493,0.0107,-7.3,0,good
17,sn1996X,Ia-norm,0.9409,5.97,0.0314,0.0069,1.1,0,good
18,sn2003W,Ia-norm,0.6986,5.95,0.0504,0.01,-8.2,0,bad
19,sn1984A,Ia-norm,0.5334,5.94,0.0403,0.0104,-2.8,0,good
20,sn2002bo,Ia-norm,0.6959,5.94,0.0404,0.01,-7.3,0,good
21,sn2002cd,Ia-norm,0.6972,5.93,0.0481,0.0103,-8.6,0,good
22,sn1994T,Ia-norm,0.6471,5.91,0.0283,0.0108,0.8,0,good
23,sn1996X,Ia-norm,0.9409,5.91,0.032,0.007,0.1,0,good
24,sn2004aw,Ic-norm,0.9409,5.9,0.0357,0.008,-1.7,0,good
25,sn1997bp,Ia-norm,0.7013,5.89,0.0425,0.0104,-1.2,0,good
26,sn1999cl,Ia-norm,0.6986,5.88,0.0414,0.0093,-8.3,0,good
27,sn1994ae,Ia-norm,0.9328,5.86,0.0292,0.0077,8.0,0,good
28,sn1996C,Ia-norm,0.7053,5.86,0.0285,0.0069,2.0,0,good
29,sn1997do,Ia-norm,0.6959,5.85,0.0476,0.0113,-10.6,0,good
30,sn2002cd,Ia-norm,0.6959,5.81,0.0459,0.0102,-6.7,0,good
31,sn1984A,Ia-norm,0.5496,5.76,0.0437,0.011,-4.9,0,good
32,sn1996bl,Ia-norm,0.7026,5.75,0.0338,0.0086,-2.2,0,good
33,sn1996C,Ia-norm,0.9274,5.73,0.0285,0.0073,7.8,0,good
34,sn2002cd,Ia-norm,0.6945,5.72,0.0468,0.0098,-7.7,0,good
35,sn1997Y,Ia-norm,0.6579,5.68,0.0243,0.0078,2.9,0,good
36,sn1994D,Ia-norm,0.8055,5.68,0.0334,0.0096,-9.2,0,good
37,sn2003fa,Ia-91T,0.6972,5.67,0.0279,0.0062,7.8,0,good
38,sn2002cd,Ia-norm,0.6931,5.67,0.0448,0.0095,-5.7,0,good
39,sn2002cd,Ia-norm,0.6945,5.63,0.0416,0.0095,0.3,0,good
40,sn2004aw,Ic-norm,0.9409,5.63,0.0354,0.0079,-0.2,0,good
41,sn2002bo,Ia-norm,0.6972,5.61,0.0389,0.0104,-6.3,0,good
42,sn2002er,Ia-norm,0.7202,5.6,0.0279,0.0081,3.8,0,good
43,sn1996bl,Ia-norm,0.704,5.59,0.0363,0.0092,-4.0,0,good
44,sn2002cd,Ia-norm,0.6945,5.58,0.0439,0.01,-4.7,0,good
45,sn2002dj,Ia-norm,0.6999,5.58,0.0424,0.0102,-7.4,0,good
46,sn2002ck,Ia-norm,0.6959,5.57,0.0263,0.0063,4.2,0,good
47,kcSB5,Gal,0.9409,5.56,0.0077,0.0029,-99.9,2,bad
48,kcSB4,Gal,0.9409,5.56,0.0076,0.0028,-99.9,2,bad
49,sn2003fa,Ia-91T,0.6986,5.54,0.027,0.0065,8.7,0,good
50,sn1994M,Ia-norm,0.6918,5.54,0.0333,0.0084,1.6,0,good
51,sn2000dg,Ia-norm,0.6945,5.53,0.0284,0.0074,3.1,0,good
52,sn2003ch,Ia-norm,0.88,5.52,0.0252,0.0067,5.6,0,good
53,sn2003fa,Ia-91T,0.6999,5.52,0.0276,0.0063,6.9,0,good
54,sn1998aq,Ia-norm,0.6959,5.52,0.0269,0.0067,6.0,0,good
55,sn2002bo,Ia-norm,0.6972,5.51,0.0382,0.0104,-5.4,0,good
56,sn1997bp,Ia-norm,0.7053,5.51,0.0403,0.0106,1.8,0,good
57,sn2008Z,Ia-norm,0.7473,5.5,0.0326,0.0074,7.6,0,good
58,sn2002ck,Ia-norm,0.6877,5.49,0.0265,0.0067,2.3,0,good
59,sn1997bp,Ia-norm,0.7013,5.46,0.0406,0.0108,0.8,0,good
60,sn1998aq,Ia-norm,0.6972,5.46,0.0273,0.0067,5.0,0,good
61,sn2003W,Ia-norm,0.6918,5.44,0.0473,0.0113,-5.3,0,good
62,sn1994M,Ia-norm,0.6891,5.43,0.0329,0.0088,2.6,0,good
63,sn2002dj,Ia-norm,0.6959,5.42,0.0411,0.0104,-6.4,0,good
64,sn1999ac,Ia-91T,0.8529,5.42,0.0356,0.0093,-13.9,0,good
65,sn2002bo,Ia-norm,0.6972,5.38,0.0372,0.0107,-4.3,0,good
66,sn1994D,Ia-norm,0.7121,5.36,0.0383,0.0117,-10.0,0,good
67,kcSB3,Gal,0.9409,5.34,0.0084,0.003,-99.9,2,bad
68,sn2002bo,Ia-norm,0.6986,5.34,0.0356,0.0107,-2.4,0,good
69,sn1994M,Ia-norm,0.6783,5.31,0.0304,0.0076,4.7,0,good
70,sn1994T,Ia-norm,0.6498,5.31,0.0285,0.0105,1.7,0,good
71,sn2005na,Ia-norm,0.7338,5.31,0.0296,0.0072,3.4,0,good
72,sn2004bg,Ia-norm,0.6931,5.3,0.025,0.0075,5.7,0,good
73,sn2007ca,Ia-norm,0.7459,5.3,0.0307,0.0091,6.4,0,good
74,sn2002de,Ia-norm,0.6972,5.29,0.03,0.0064,3.7,0,good
75,sn2003du,Ia-norm,0.7283,5.28,0.0279,0.0071,7.9,0,good
76,sn2007ca,Ia-norm,0.7419,5.27,0.0284,0.0078,9.4,0,good
77,sn2002ck,Ia-norm,0.6986,5.24,0.0272,0.007,0.3,0,good
78,sn2003cg,Ia-norm,0.8448,5.22,0.029,0.0087,-1.0,0,good
79,sn2002jy,Ia-norm,0.6999,5.22,0.0267,0.0071,7.0,0,good
80,sn1998aq,Ia-norm,0.6972,5.21,0.0276,0.0069,4.0,0,good
81,sn1997dt,Ia-norm,0.6959,5.18,0.0386,0.0111,-10.6,0,good
82,sn2003W,Ia-norm,0.6959,5.18,0.0476,0.0111,-6.3,0,good
83,sn2003du,Ia-norm,0.7392,5.18,0.0274,0.0073,8.8,0,good
84,sn1997bq,Ia-norm,0.7067,5.17,0.0481,0.0119,-9.6,0,good
85,sn1998bu,Ia-norm,0.6999,5.17,0.0048,0.0084,189.3,0,bad
