no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn2006cc,Ia-norm,0.7311,11.93,0.0285,0.0046,-9.7,0,good
2,sn2003ic,Ia-norm,0.6999,11.19,0.0273,0.0052,-4.1,0,good
3,sn2006cj,Ia-norm,0.6972,9.94,0.0221,0.0054,5.4,0,good
4,sn2006gr,Ia-norm,0.7283,9.26,0.0403,0.0078,-6.9,0,good
5,sn1999ee,Ia-norm,0.9395,9.15,0.0353,0.0074,-7.2,0,good
6,sn2006gr,Ia-norm,0.7297,9.01,0.0436,0.0082,-7.9,0,good
7,sn2006cf,Ia-norm,0.7243,8.82,0.0183,0.0057,2.7,0,good
8,sn2006gr,Ia-norm,0.7283,8.71,0.0361,0.0079,-5.1,0,good
9,sn1999ee,Ia-norm,0.9395,8.57,0.0263,0.007,-0.2,0,good
10,sn2006gr,Ia-norm,0.727,8.51,0.0381,0.0083,-6.0,0,good
11,sn2006cf,Ia-norm,0.7229,8.44,0.019,0.006,1.8,0,good
12,sn2006cf,Ia-norm,0.7229,8.37,0.0183,0.006,4.7,0,good
13,sn1999ee,Ia-norm,0.9395,8.33,0.025,0.007,1.8,0,good
14,sn1999aw,Ia-91T,0.8583,8.31,0.0321,0.007,0.0,0,good
15,sn2006cj,Ia-norm,0.6986,8.24,0.023,0.0067,-1.2,0,good
16,sn2008Z,Ia-norm,0.7432,8.21,0.026,0.0063,-4.3,0,good
17,sn2006cj,Ia-norm,0.6999,8.13,0.0213,0.0065,4.4,0,good
18,sn2006cz,Ia-91T,0.7216,8.11,0.0262,0.0069,-1.0,0,good
19,sn2005eu,Ia-norm,0.7297,8.09,0.0245,0.0065,-5.2,0,good
20,sn1999ac,Ia-91T,0.75,8.04,0.017,0.0069,0.4,0,good
21,sn1990N,Ia-norm,0.8028,8.02,0.0303,0.0084,-7.4,0,good
22,sn2003du,Ia-norm,0.9395,8.0,0.0264,0.0073,-7.2,0,good
23,sn2006cz,Ia-91T,0.7216,7.93,0.0271,0.0071,-2.0,0,good
24,sn2006S,Ia-norm,0.7311,7.92,0.0286,0.0079,-5.5,0,good
25,sn2006gr,Ia-norm,0.7311,7.92,0.0342,0.0081,-4.0,0,good
26,sn2007A,Ia-norm,0.7446,7.91,0.0209,0.0064,-3.4,0,good
27,sn2006gr,Ia-norm,0.7338,7.88,0.0314,0.0075,-2.1,0,good
28,sn2001eh,Ia-91T,0.9395,7.85,0.0235,0.0063,2.7,0,good
29,sn1990N,Ia-norm,0.8908,7.85,0.0451,0.0096,-14.2,0,bad
30,sn2006S,Ia-norm,0.7338,7.84,0.0264,0.0071,-2.6,0,good
31,sn2005hj,Ia-91T,0.8042,7.79,0.0223,0.0057,-4.3,0,good
32,sn2006az,Ia-norm,0.7311,7.79,0.0185,0.0061,-1.0,0,good
33,sn2001eh,Ia-91T,0.9395,7.78,0.0259,0.0076,-4.9,0,good
34,sn2006cf,Ia-norm,0.7216,7.76,0.0177,0.0065,6.5,0,good
35,sn1990O,Ia-norm,0.7987,7.76,0.0322,0.0081,-5.6,0,good
36,sn2006cf,Ia-norm,0.7243,7.74,0.0187,0.0065,3.7,0,good
37,sn2003cg,Ia-norm,0.6877,7.7,0.0225,0.0063,-2.1,0,good
38,sn2007F,Ia-norm,0.7365,7.69,0.0228,0.0068,-1.8,0,good
39,sn2002er,Ia-norm,0.9395,7.66,0.0258,0.0071,-4.0,0,good
40,sn2006gr,Ia-norm,0.7311,7.65,0.0462,0.0098,-8.9,0,bad
41,sn2007kk,Ia-norm,0.7229,7.65,0.031,0.0076,-1.7,0,good
42,sn2008Z,Ia-norm,0.7378,7.62,0.0309,0.0078,-9.2,0,good
43,sn2005na,Ia-norm,0.7338,7.57,0.0194,0.0068,3.4,0,good
44,sn2006S,Ia-norm,0.7338,7.56,0.0247,0.0071,-0.7,0,good
45,sn2006S,Ia-norm,0.7338,7.55,0.0242,0.007,0.2,0,good
46,sn2008Z,Ia-norm,0.7419,7.51,0.0265,0.0069,-5.3,0,good
47,sn2007A,Ia-norm,0.7378,7.51,0.0206,0.0067,-2.4,0,good
48,sn1990O,Ia-norm,0.7987,7.5,0.033,0.0086,-6.6,0,good
49,sn1999ee,Ia-norm,0.9138,7.47,0.0404,0.0093,-9.1,0,good
50,sn1999ac,Ia-91T,0.9395,7.42,0.0164,0.0073,2.7,0,good
51,sn2006gr,Ia-norm,0.7311,7.4,0.0473,0.0106,-9.8,0,bad
52,sn2006S,Ia-norm,0.7324,7.36,0.0241,0.0069,1.2,0,good
53,sn2005na,Ia-norm,0.7378,7.36,0.0198,0.0071,1.4,0,good
54,sn2006et,Ia-norm,0.7419,7.34,0.0211,0.0071,2.4,0,good
55,sn2006ax,Ia-norm,0.7419,7.33,0.0246,0.0079,-8.4,0,good
56,sn2006S,Ia-norm,0.7324,7.32,0.0276,0.0081,-4.6,0,good
57,sn2005na,Ia-norm,0.7392,7.31,0.0203,0.007,-1.5,0,good
58,sn2006cz,Ia-91T,0.7216,7.31,0.0282,0.0077,-3.9,0,good
59,sn1998es,Ia-91T,0.7311,7.3,0.0227,0.0071,-2.4,0,good
60,sn2006ax,Ia-norm,0.7419,7.29,0.026,0.008,-9.3,0,good
61,sn2006ax,Ia-norm,0.7419,7.29,0.0223,0.0076,-6.4,0,good
62,sn2007ae,Ia-norm,0.704,7.28,0.0233,0.0069,2.3,0,good
63,sn2004S,Ia-norm,0.9395,7.26,0.0266,0.009,1.6,0,good
64,sn2007F,Ia-norm,0.7392,7.26,0.022,0.007,-0.9,0,good
65,sn2001ck,Ia-norm,0.9165,7.2,0.0211,0.0069,5.8,0,good
66,sn2005eu,Ia-norm,0.7311,7.18,0.0258,0.007,-7.1,0,good
67,sn2002er,Ia-norm,0.8962,7.16,0.0285,0.0082,-5.0,0,good
68,sn2007fs,Ia-norm,0.7459,7.12,0.021,0.0071,4.1,0,good
69,sn1998es,Ia-91T,0.7365,7.12,0.0215,0.0072,-0.5,0,good
70,sn2005eq,Ia-91T,0.7365,7.11,0.0219,0.0072,0.4,0,good
71,sn1999aw,Ia-91T,0.9206,7.09,0.0276,0.0084,2.9,0,good
72,sn2007F,Ia-norm,0.7392,7.06,0.0208,0.0072,3.0,0,good
73,sn2007kk,Ia-norm,0.7243,7.05,0.0278,0.0077,3.2,0,good
74,sn2003du,Ia-norm,0.8421,7.03,0.0242,0.0079,-4.2,0,good
75,sn2008Z,Ia-norm,0.7392,7.03,0.0297,0.008,-8.2,0,good
76,sn2005eu,Ia-norm,0.7324,7.0,0.0261,0.0081,-9.0,0,good
77,sn2007fs,Ia-norm,0.7473,6.92,0.0201,0.0074,5.1,0,good
78,sn2007A,Ia-norm,0.7459,6.91,0.0185,0.007,4.5,0,good
79,sn2007kk,Ia-norm,0.7229,6.9,0.0296,0.0081,-0.8,0,good
80,sn2001eh,Ia-91T,0.9395,6.9,0.0274,0.0085,-5.9,0,good
81,sn1989B,Ia-norm,0.8285,6.84,0.0235,0.008,-7.2,0,good
82,sn2008Z,Ia-norm,0.7419,6.84,0.0274,0.0075,-6.3,0,good
83,sn2007ae,Ia-norm,0.6742,6.83,0.0219,0.0072,3.3,0,good
84,sn2008Z,Ia-norm,0.7405,6.82,0.0282,0.0076,-7.3,0,good
85,sn2005eq,Ia-91T,0.7338,6.82,0.0218,0.0073,1.3,0,good
86,sn2007kk,Ia-norm,0.7256,6.81,0.0267,0.0081,4.1,0,good
87,sn2003du,Ia-norm,0.8434,6.8,0.0258,0.0082,-6.1,0,good
88,sn2005cf,Ia-norm,0.9395,6.79,0.0227,0.0084,1.5,0,good
89,sn2007S,Ia-91T,0.7432,6.77,0.0225,0.0077,-0.7,0,good
90,sn2007bm,Ia-norm,0.7432,6.77,0.0235,0.0074,-9.3,0,good
91,sn2004eo,Ia-norm,0.9395,6.77,0.023,0.008,-5.6,0,good
92,sn2007kk,Ia-norm,0.7256,6.76,0.0278,0.0082,2.1,0,good
93,sn2006S,Ia-norm,0.7324,6.76,0.0233,0.0072,3.2,0,good
94,sn2008Z,Ia-norm,0.7419,6.75,0.0215,0.0076,7.6,0,good
95,sn1998es,Ia-91T,0.7338,6.74,0.0209,0.0074,0.5,0,good
96,sn2005cf,Ia-norm,0.9395,6.74,0.0339,0.0104,-8.2,0,good
97,sn2007kk,Ia-norm,0.7243,6.73,0.0285,0.0082,1.1,0,good
