no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn2002dj,Ia-norm,0.9395,17.62,0.0549,0.0038,-4.6,0,good
2,sn2006cp,Ia-norm,0.7419,17.14,0.0563,0.004,-6.3,0,good
3,sn2004ef,Ia-norm,0.7473,16.13,0.0474,0.0037,0.6,0,good
4,sn1997bp,Ia-norm,0.9395,15.88,0.062,0.0043,-3.0,0,good
5,sn2004ef,Ia-norm,0.7473,15.88,0.0464,0.0037,1.5,0,good
6,sn2004ef,Ia-norm,0.7514,15.77,0.0456,0.0037,2.5,0,good
7,sn2006cp,Ia-norm,0.7392,15.33,0.0599,0.0045,-8.4,0,good
8,sn2002dj,Ia-norm,0.9395,15.12,0.0535,0.0044,-3.6,0,good
9,sn2004fu,Ia-norm,0.7459,14.8,0.0453,0.0041,4.4,0,good
10,sn2002dj,Ia-norm,0.9368,14.55,0.0576,0.0046,-6.6,0,good
11,sn2000cf,Ia-norm,0.6999,14.45,0.0395,0.0039,2.9,0,good
12,sn2005am,Ia-norm,0.7405,13.9,0.047,0.0042,2.0,0,good
13,sn2004ef,Ia-norm,0.7473,13.81,0.0486,0.0044,-0.4,0,good
14,sn2005cf,Ia-norm,0.8827,13.73,0.0413,0.0043,4.2,0,good
15,sn2002bo,Ia-norm,0.75,13.41,0.0521,0.005,-3.7,0,good
16,sn2006le,Ia-norm,0.7405,13.29,0.0455,0.0045,2.9,0,good
17,sn2006le,Ia-norm,0.7378,13.27,0.0452,0.0046,3.9,0,good
18,sn2002bo,Ia-norm,0.9003,13.19,0.0512,0.005,-2.8,0,good
19,sn2004fu,Ia-norm,0.7419,13.17,0.0461,0.0044,2.4,0,good
20,sn2005am,Ia-norm,0.7554,12.98,0.0463,0.0044,3.0,0,good
21,sn2002bo,Ia-norm,0.7541,12.94,0.0498,0.005,-1.8,0,good
22,sn2000cf,Ia-norm,0.6999,12.88,0.0392,0.0044,3.9,0,good
23,sn2004fu,Ia-norm,0.7459,12.84,0.0454,0.0046,3.4,0,good
24,sn2002jy,Ia-norm,0.6999,12.82,0.0447,0.0043,6.0,0,good
25,sn2006cp,Ia-norm,0.7419,12.69,0.062,0.0054,-9.3,0,good
26,sn2007bd,Ia-norm,0.7459,12.67,0.0557,0.0051,-9.0,0,good
27,sn2003it,Ia-norm,0.6986,12.65,0.0459,0.0044,2.7,0,good
28,sn1990N,Ia-norm,0.861,12.42,0.0405,0.005,3.9,0,good
29,sn2006ot,Ia-norm,0.7365,12.2,0.0514,0.0051,-0.4,0,good
30,sn2004fu,Ia-norm,0.7446,12.11,0.0538,0.0051,-5.4,0,good
31,sn2003U,Ia-norm,0.6986,12.02,0.0465,0.0045,-0.7,0,good
32,sn2005am,Ia-norm,0.7419,12.0,0.0452,0.0047,3.9,0,good
33,sn2002bo,Ia-norm,0.9395,11.95,0.0494,0.0053,-1.7,0,good
34,sn2003iv,Ia-norm,0.6999,11.91,0.0448,0.0045,0.5,0,good
35,sn2004fu,Ia-norm,0.7459,11.77,0.055,0.0054,-6.4,0,good
36,sn2003it,Ia-norm,0.6999,11.73,0.0455,0.0048,3.7,0,good
37,sn2005cf,Ia-norm,0.7419,11.73,0.0557,0.0062,-10.4,0,good
38,sn2004fu,Ia-norm,0.7446,11.66,0.0514,0.0052,-3.5,0,good
39,sn2003it,Ia-norm,0.6986,11.64,0.0466,0.0048,1.7,0,good
40,sn2007co,Ia-norm,0.7473,11.56,0.0435,0.005,3.7,0,good
41,sn2005cf,Ia-norm,0.7378,11.52,0.0407,0.0051,4.5,0,good
42,sn2001ck,Ia-norm,0.6972,11.47,0.0444,0.0048,4.8,0,good
43,sn2005bc,Ia-norm,0.6918,11.46,0.0466,0.0048,-5.0,0,good
44,sn2004bg,Ia-norm,0.6931,11.4,0.042,0.0048,5.7,0,good
45,sn2003it,Ia-norm,0.6972,11.28,0.0472,0.005,0.8,0,good
46,sn2002jy,Ia-norm,0.6999,11.24,0.0456,0.005,3.0,0,good
47,sn2000cp,Ia-norm,0.6986,11.22,0.0465,0.0049,-1.5,0,good
48,sn2000cp,Ia-norm,0.6986,11.14,0.0485,0.005,-2.5,0,good
49,sn2006cp,Ia-norm,0.7392,11.11,0.0638,0.0062,-10.3,0,good
50,sn2004bg,Ia-norm,0.6986,11.1,0.043,0.005,2.6,0,good
51,sn1996C,Ia-norm,0.7053,11.08,0.0424,0.0049,4.8,0,good
52,sn2006sr,Ia-norm,0.7432,11.07,0.048,0.0053,-0.9,0,good
53,sn2006ev,Ia-norm,0.7487,11.06,0.0441,0.0052,5.5,0,good
54,sn2002cd,Ia-norm,0.6972,10.99,0.0651,0.0066,-8.6,0,good
