no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn2005bl,Ia-91bg,0.8867,8.12,0.0273,0.0065,12.6,0,good
2,sn1994T,Ia-norm,0.6471,7.46,0.0396,0.0079,0.8,0,good
3,sn1991bg,Ia-91bg,0.7324,7.16,0.0252,0.0077,18.0,0,good
4,sn2001N,Ia-norm,0.6986,7.06,0.0197,0.0077,30.0,0,good
5,sn1991bg,Ia-91bg,0.773,6.93,0.0287,0.0079,1.9,0,good
6,sn2007al,Ia-91bg,0.8488,6.77,0.0284,0.0078,10.1,0,good
7,sn2006H,Ia-91bg,0.6999,6.61,0.0241,0.0073,17.3,0,good
8,sn2006H,Ia-91bg,0.7013,6.59,0.0261,0.0083,13.4,0,good
9,sn1994T,Ia-norm,0.6471,6.58,0.0409,0.0098,-0.2,0,good
10,sn2006H,Ia-91bg,0.7243,6.43,0.0282,0.006,10.4,0,good
11,sn1991bg,Ia-91bg,0.6349,6.33,0.04,0.0091,19.6,0,good
12,sn2006aj,Ic-broad,0.5551,6.3,0.0689,0.0119,1.5,0,bad
13,sn1999ee,Ia-norm,0.9165,6.22,0.0289,0.0091,31.5,0,good
14,sn2002do,Ia-norm,0.6986,6.15,0.0231,0.0089,16.7,0,good
15,sn1984A,Ia-norm,0.5334,6.15,0.053,0.0094,-2.8,0,good
16,sn2003ic,Ia-norm,0.6999,6.14,0.0219,0.0098,22.2,0,good
17,sn1984A,Ia-norm,0.5496,6.12,0.0561,0.0102,-4.9,0,bad
18,sn1991bg,Ia-91bg,0.7703,6.08,0.0295,0.0088,2.1,0,good
19,sn1994T,Ia-norm,0.6498,6.0,0.0392,0.0116,1.7,0,good
20,sn1999by,Ia-91bg,0.9084,5.94,0.0322,0.0079,-3.0,0,good
21,sn2004aw,Ic-norm,0.8989,5.89,0.0307,0.0086,23.0,0,good
22,sn2003du,Ia-norm,0.8989,5.89,0.0519,0.0099,-11.1,0,good
23,sn2004bd,Ia-norm,0.6972,5.81,0.025,0.0085,28.9,0,good
24,sn2006H,Ia-91bg,0.6823,5.76,0.0262,0.0075,16.3,0,good
25,sn2006H,Ia-91bg,0.7432,5.72,0.0252,0.0092,12.4,0,good
26,sn2001ep,Ia-norm,0.9382,5.69,0.0313,0.0078,2.8,0,good
27,sn1997cn,Ia-91bg,0.6552,5.58,0.0246,0.0084,21.7,0,good
28,sn1999by,Ia-91bg,0.9084,5.57,0.0295,0.0083,2.9,0,good
29,sn2004aw,Ic-norm,0.8935,5.54,0.0274,0.0106,18.1,0,good
30,sn1994M,Ia-norm,0.6783,5.51,0.0397,0.0084,4.7,0,good
31,sn1999ac,Ia-91T,0.8922,5.47,0.0376,0.0101,-2.1,0,good
