no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn1991bg,Ia-91bg,0.6349,10.34,0.0649,0.0061,19.6,0,good
2,sn1999gd,Ia-norm,0.5957,10.0,0.0505,0.0063,25.5,0,good
3,sn1995bd,Ia-91T,0.6309,8.73,0.0486,0.0071,36.2,0,good
4,sn1999gd,Ia-norm,0.6255,8.27,0.0492,0.0075,29.5,0,good
5,sn2002hw,Ia-norm,0.5984,8.23,0.0523,0.0073,20.4,0,good
6,sn1999ee,Ia-norm,0.7663,8.13,0.051,0.0078,40.4,0,good
7,sn1999cc,Ia-norm,0.5524,8.03,0.0535,0.0067,18.2,0,good
8,sn2003cg,Ia-norm,0.8109,8.03,0.0532,0.0087,25.9,0,good
9,sn1991bg,Ia-91bg,0.7162,8.03,0.0516,0.0075,18.0,0,good
10,sn2004gs,Ia-norm,0.6146,7.69,0.0504,0.0072,31.8,0,good
11,sn1981B,Ia-norm,0.482,7.68,0.0493,0.0065,33.2,0,good
12,sn2000cf,Ia-norm,0.6241,7.63,0.0523,0.0081,24.1,0,good
13,sn2003cg,Ia-norm,0.6525,7.62,0.053,0.0086,22.9,0,good
14,sn2003cg,Ia-norm,0.5754,7.6,0.0502,0.0076,28.0,0,good
15,sn1997br,Ia-91T,0.7703,7.18,0.0426,0.009,37.0,0,good
16,sn2003hv,Ia-norm,0.8109,7.06,0.0567,0.0102,19.1,0,good
17,sn2003du,Ia-norm,0.5889,7.0,0.0511,0.0085,32.9,0,good
18,sn2000bk,Ia-norm,0.6349,6.96,0.0508,0.0084,26.5,0,good
19,sn1997E,Ia-norm,0.6566,6.84,0.0525,0.0096,20.0,0,good
20,sn2005hj,Ia-91T,0.574,6.56,0.0584,0.0105,32.5,0,good
21,sn1997br,Ia-91T,0.6837,6.33,0.0455,0.0097,23.1,0,good
22,sn2003cg,Ia-norm,0.6972,6.3,0.0532,0.0104,22.9,0,good
23,sn1984A,Ia-norm,0.4779,6.25,0.0548,0.0086,26.2,0,good
24,sn2003cg,Ia-norm,0.6512,6.2,0.051,0.0099,37.8,0,good
25,sn2002hw,Ia-norm,0.5848,6.05,0.0549,0.0105,17.5,0,good
26,sn2000fa,Ia-norm,0.6552,5.98,0.0513,0.0095,31.7,0,good
27,sn2006lf,Ia-norm,0.6092,5.84,0.0529,0.0104,37.8,0,good
28,sn1999gd,Ia-norm,0.4657,5.75,0.0504,0.0095,34.3,0,good
29,sn2004eo,Ia-norm,0.8231,5.74,0.0506,0.0121,24.1,0,good
30,sn1997cn,Ia-91bg,0.6566,5.69,0.0502,0.0114,14.0,0,good
31,sn2006le,Ia-norm,0.6579,5.66,0.0501,0.0115,33.3,0,good
32,sn1997cn,Ia-91bg,0.6552,5.64,0.0538,0.0105,21.7,0,good
33,sn2005hk,Ia-pec,0.7703,5.54,0.0394,0.0111,37.0,0,good
34,sn2004gs,Ia-norm,0.6552,5.52,0.0462,0.013,20.1,0,good
35,sn1997cn,Ia-91bg,0.6539,5.48,0.0511,0.0121,19.7,0,good
36,sn1997cn,Ia-91bg,0.6539,5.47,0.0529,0.0112,23.7,0,good
37,sn2002er,Ia-norm,0.9016,5.45,0.0569,0.0128,18.9,0,good
38,sn2007if,Ia-pec,0.7852,5.4,0.052,0.012,36.1,0,good
39,sn1997cn,Ia-91bg,0.6525,5.37,0.0511,0.0107,15.8,0,good
40,sn2005hk,Ia-pec,0.8191,5.37,0.0404,0.0121,42.0,0,good
41,sn2008ar,Ia-norm,0.6485,5.34,0.0505,0.0127,25.7,0,good
42,sn2005hk,Ia-pec,0.8191,5.34,0.04,0.0123,39.0,0,good
43,sn1986G,Ia-91bg,0.486,5.29,0.0486,0.0113,22.7,0,good
44,sn1997br,Ia-91T,0.8015,5.27,0.0504,0.0118,49.9,0,good
45,sn2005hk,Ia-pec,0.8191,5.25,0.0417,0.0128,42.9,0,good
46,sn1979C,IIL,0.5402,5.23,0.0537,0.0116,42.8,0,good
47,sn2007if,Ia-pec,0.7798,5.23,0.0518,0.0123,33.3,0,good
48,sn2005gj,Ia-csm,0.5794,5.18,0.0467,0.0109,51.8,0,good
49,sn2004gs,Ia-norm,0.6525,5.17,0.048,0.0126,23.0,0,good
50,sn1996Z,Ia-norm,0.6322,5.12,0.0549,0.0119,23.0,0,good
51,sn1997cn,Ia-91bg,0.6539,5.09,0.0524,0.0124,13.0,0,good
52,sn2006lf,Ia-norm,0.6579,5.05,0.0544,0.0133,19.1,0,good
53,sn2002bo,Ia-norm,0.6986,5.05,0.0487,0.0129,28.3,0,good
54,sn2002dj,Ia-norm,0.8326,5.05,0.0477,0.0129,30.1,0,good
