no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn2001eh,Ia-91T,0.9355,15.51,0.0711,0.0046,-4.9,0,good
2,sn2000cx,Ia-pec,0.6525,15.06,0.0709,0.004,-2.3,0,good
3,sn2005M,Ia-91T,0.7392,13.94,0.0612,0.0042,-2.7,0,good
4,sn2001eh,Ia-91T,0.9355,12.05,0.0719,0.0058,-5.9,0,good
5,sn1990N,Ia-norm,0.8434,11.84,0.0762,0.0065,-7.4,0,good
6,sn2005M,Ia-91T,0.7405,11.38,0.0614,0.0052,-1.7,0,good
7,sn1998es,Ia-91T,0.6931,10.61,0.0725,0.0058,-11.4,0,good
8,sn1999ee,Ia-norm,0.9355,10.3,0.0766,0.0073,-7.2,0,good
9,sn1998es,Ia-91T,0.7839,10.3,0.0699,0.0057,-7.3,0,good
10,sn1998es,Ia-91T,0.6904,10.22,0.071,0.0058,-10.3,0,good
11,sn1998es,Ia-91T,0.6904,10.11,0.0737,0.0082,-9.4,0,good
12,sn1999dq,Ia-91T,0.6945,10.03,0.0688,0.0055,-5.5,0,good
13,sn1999dq,Ia-91T,0.6877,10.02,0.0693,0.0055,-6.4,0,good
14,sn1999dq,Ia-91T,0.6918,9.86,0.0688,0.0056,-4.5,0,good
15,sn1997br,Ia-91T,0.8204,9.81,0.065,0.0058,-4.6,0,good
16,sn1999aa,Ia-91T,0.9355,9.77,0.0633,0.0067,1.8,0,good
17,sn2001eh,Ia-91T,0.9355,9.72,0.0664,0.007,2.7,0,good
18,sn2005eq,Ia-91T,0.7446,9.68,0.0684,0.006,-3.5,0,good
19,sn1999dq,Ia-91T,0.6959,9.47,0.0715,0.0062,-10.4,0,good
20,sn1999dq,Ia-91T,0.6891,9.37,0.0698,0.0059,-7.4,0,good
21,sn1999ee,Ia-norm,0.9355,9.32,0.0816,0.0082,-9.1,0,good
22,sn1999dq,Ia-91T,0.6918,9.23,0.0684,0.006,-3.5,0,good
23,sn2001V,Ia-91T,0.6959,9.05,0.0764,0.0069,-13.2,0,good
24,sn2006oa,Ia-91T,0.7473,9.01,0.0701,0.0078,-2.0,0,good
