no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn1996ai,Ia-norm,0.6187,4.78,0.3804,0.0078,-0.9,0,good
2,sn1998dx,Ia-norm,0.6079,4.74,0.3824,0.0072,-0.7,0,good
3,sn1992A,Ia-norm,0.9395,4.66,0.395,0.007,-0.8,0,good
4,sn1994D,Ia-norm,0.6403,4.61,0.3828,0.0075,-2.3,0,good
5,sn2005el,Ia-norm,0.6349,4.56,0.3794,0.0073,2.1,0,good
6,sn2008Q,Ia-norm,0.6309,4.41,0.3833,0.0077,-0.3,0,good
7,sn2008Q,Ia-norm,0.6322,4.32,0.3838,0.0079,-1.2,0,good
8,sn2006N,Ia-norm,0.6309,4.29,0.3837,0.008,-1.3,0,good
9,sn2003du,Ia-norm,0.6214,4.27,0.3787,0.0088,0.9,0,good
10,sn2006N,Ia-norm,0.6241,4.26,0.3826,0.008,0.7,0,good
11,sn2006N,Ia-norm,0.6336,4.22,0.3821,0.0077,1.6,0,good
12,sn1995D,Ia-norm,0.6214,4.19,0.3776,0.0095,3.6,0,good
13,sn2006sr,Ia-norm,0.6431,4.19,0.3869,0.0083,1.0,0,good
14,sn1991M,Ia-norm,0.6227,4.19,0.389,0.0099,2.7,0,good
15,sn2008Q,Ia-norm,0.6322,4.19,0.3843,0.0082,-2.2,0,good
16,sn2005cc,Ia-pec,0.4982,4.17,0.6586,0.0056,41.3,0,bad
17,sn2003du,Ia-norm,0.6227,4.17,0.3766,0.009,2.9,0,good
18,sn1994ae,Ia-norm,0.6349,4.14,0.3799,0.0084,0.0,0,good
19,sn2008Q,Ia-norm,0.6322,4.13,0.3848,0.0084,-3.2,0,good
20,sn1998dx,Ia-norm,0.6079,4.12,0.3816,0.0086,2.1,0,good
21,sn2007fb,Ia-norm,0.639,4.09,0.3826,0.0075,1.7,0,good
22,sn2006N,Ia-norm,0.6322,4.08,0.3813,0.008,2.6,0,good
23,sn2007ca,Ia-norm,0.6363,4.06,0.3786,0.0093,3.4,0,good
24,sn2003du,Ia-norm,0.6227,4.04,0.3798,0.0096,-1.3,0,good
25,sn1981B,Ia-norm,0.9395,4.02,0.3864,0.0101,-1.5,0,good
26,sn2005el,Ia-norm,0.6349,4.0,0.3793,0.0079,4.0,0,good
27,sn2006sr,Ia-norm,0.6444,4.0,0.3886,0.0085,-0.9,0,good
28,sn2006N,Ia-norm,0.6336,3.99,0.3851,0.0089,-3.3,0,good
29,sn2008Q,Ia-norm,0.6322,3.99,0.3869,0.0088,-6.2,0,good
30,sn2005ki,Ia-norm,0.639,3.97,0.3818,0.0082,1.0,0,good
31,sn2006ax,Ia-norm,0.6349,3.95,0.3772,0.0097,0.5,0,good
32,sn2005bo,Ia-norm,0.6336,3.94,0.3784,0.0079,-0.1,0,good
33,sn2006sr,Ia-norm,0.6458,3.94,0.3863,0.0087,2.0,0,good
34,sn2005el,Ia-norm,0.6363,3.93,0.3816,0.0096,-3.9,0,good
35,sn2003du,Ia-norm,0.6227,3.89,0.3798,0.0098,-0.3,0,good
36,sn1994ae,Ia-norm,0.6363,3.86,0.3797,0.0087,0.9,0,good
37,sn2008Q,Ia-norm,0.6309,3.86,0.3876,0.0093,-7.2,0,good
38,sn1998dx,Ia-norm,0.6092,3.86,0.385,0.0085,-1.7,0,good
39,sn1994ae,Ia-norm,0.6349,3.86,0.3794,0.0084,2.0,0,good
40,sn2005el,Ia-norm,0.6363,3.85,0.3827,0.0109,-5.8,0,good
41,sn2003ch,Ia-norm,0.7283,3.81,0.3786,0.0081,1.8,0,good
42,sn2004fu,Ia-norm,0.6309,3.8,0.3871,0.0102,2.4,0,good
43,sn2007af,Ia-norm,0.6282,3.78,0.3808,0.0092,-2.6,0,good
44,sn1995E,Ia-norm,0.6295,3.78,0.3817,0.0089,1.0,0,good
45,sn2005el,Ia-norm,0.6363,3.78,0.3819,0.0103,-4.8,0,good
46,sn1992A,Ia-norm,0.9395,3.77,0.2304,0.0178,11.2,0,bad
47,sn2006gz,Ia-pec,0.7121,3.77,0.38,0.0066,5.3,0,good
48,sn1992A,Ia-norm,0.9395,3.75,0.3921,0.0078,2.0,0,good
49,sn2007F,Ia-norm,0.6431,3.72,0.3813,0.0098,-0.9,0,good
50,sn2007A,Ia-norm,0.6376,3.72,0.3797,0.0094,-2.4,0,good
51,sn2006sr,Ia-norm,0.6458,3.71,0.386,0.0087,3.0,0,good
52,sn2007af,Ia-norm,0.6268,3.71,0.3801,0.0091,-1.6,0,good
53,sn2007af,Ia-norm,0.6255,3.71,0.3795,0.0089,-0.6,0,good
54,sn2007af,Ia-norm,0.6241,3.68,0.3791,0.0087,0.3,0,good
55,sn2007af,Ia-norm,0.6282,3.67,0.3814,0.0097,-3.6,0,good
56,sn1998bw,Ic-broad,0.7175,3.65,0.5117,0.0292,23.7,0,bad
57,sn1996X,Ia-norm,0.7487,3.64,0.3807,0.0082,0.1,0,good
58,sn2005na,Ia-norm,0.6444,3.63,0.379,0.0094,1.4,0,good
59,sn2003iv,Ia-norm,0.5903,3.62,0.3814,0.0073,0.5,0,good
60,sn1996X,Ia-norm,0.7459,3.61,0.3803,0.0081,1.1,0,good
61,sn1989B,Ia-norm,0.6268,3.61,0.3798,0.0096,2.6,0,good
62,sn2007F,Ia-norm,0.6431,3.61,0.3797,0.0094,3.0,0,good
63,sn1994D,Ia-norm,0.6688,3.61,0.3842,0.0094,-5.3,0,good
64,sn2003ch,Ia-norm,0.5794,3.61,0.3775,0.0071,1.8,0,good
65,sn2000dn,Ia-norm,0.6079,3.59,0.381,0.0097,-3.8,0,good
66,sn2007af,Ia-norm,0.6282,3.58,0.3821,0.01,-4.6,0,good
67,sn1998es,Ia-91T,0.6336,3.57,0.3782,0.011,0.5,0,good
68,sn1995E,Ia-norm,0.6214,3.57,0.3813,0.0103,-0.9,0,good
69,sn2008bf,Ia-norm,0.6431,3.56,0.3841,0.0102,0.7,0,good
70,sn1994ae,Ia-norm,0.6349,3.56,0.3794,0.0098,3.0,0,good
71,sn2008bf,Ia-norm,0.6444,3.55,0.3838,0.0096,2.6,0,good
72,sn2005gj,Ia-csm,0.5293,3.54,0.6764,0.0135,51.8,0,bad
73,sn1998es,Ia-91T,0.6363,3.54,0.3779,0.0109,1.5,0,good
74,sn2006al,Ia-norm,0.6431,3.54,0.3829,0.0089,2.5,0,good
75,sn2007A,Ia-norm,0.639,3.54,0.3806,0.0101,-3.4,0,good
76,sn2005hk,Ia-pec,0.4224,3.54,0.658,0.0068,53.8,0,bad
77,sn2005hk,Ia-pec,0.4968,3.53,0.6602,0.0073,37.0,0,bad
78,sn2006sr,Ia-norm,0.6444,3.53,0.3861,0.0093,3.9,0,good
