no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn2005hf,Ia-norm,0.7378,11.34,0.0459,0.0038,12.0,0,good
2,sn2005hf,Ia-norm,0.7419,9.47,0.0426,0.0045,17.8,0,good
3,sn2005hf,Ia-norm,0.7392,9.39,0.0444,0.0046,14.9,0,good
4,sn2007if,Ia-pec,0.7487,8.74,0.037,0.0067,24.0,0,good
5,sn2006H,Ia-91bg,0.7094,8.11,0.0429,0.0069,7.5,0,good
6,sn2006D,Ia-norm,0.8339,7.96,0.045,0.0067,16.3,0,good
7,sn2005na,Ia-norm,0.7432,7.83,0.0421,0.0064,19.9,0,good
8,sn1998ab,Ia-91T,0.6945,7.76,0.039,0.0073,21.3,0,good
9,sn2002es,Ia-91bg,0.6931,7.64,0.0275,0.0074,26.7,0,good
10,sn2006H,Ia-91bg,0.7419,7.61,0.0463,0.007,6.5,0,good
11,sn2007ux,Ia-norm,0.8773,7.56,0.0417,0.0064,15.5,0,good
12,sn2005hf,Ia-norm,0.7405,7.53,0.0423,0.0053,12.9,0,good
13,sn2005hf,Ia-norm,0.7378,7.42,0.0444,0.0053,11.0,0,good
14,sn2005M,Ia-91T,0.685,7.36,0.0357,0.0074,27.6,0,good
15,sn2006H,Ia-91bg,0.7419,7.34,0.0457,0.0071,5.5,0,good
16,sn1998ab,Ia-91T,0.6959,7.08,0.0398,0.0081,22.3,0,good
17,sn1998eg,Ia-norm,0.6931,6.93,0.0408,0.0076,22.7,0,good
18,sn2004aw,Ic-norm,0.6959,6.92,0.0449,0.0096,18.4,0,good
19,sn2005ke,Ia-91bg,0.7392,6.89,0.0415,0.0081,6.4,0,good
20,sn2006H,Ia-91bg,0.7419,6.87,0.0433,0.0079,9.6,0,good
21,sn2005na,Ia-norm,0.7432,6.84,0.0401,0.0074,23.7,0,good
22,sn1989B,Ia-norm,0.685,6.83,0.0411,0.0072,17.5,0,good
23,sn1994ae,Ia-norm,0.6972,6.82,0.0407,0.0072,28.8,0,good
24,sn2002hu,Ia-91T,0.6986,6.81,0.0425,0.0083,21.5,0,good
25,sn2005hk,Ia-pec,0.593,6.8,0.0278,0.0076,12.4,0,good
26,sn2002hd,Ia-norm,0.6986,6.79,0.0425,0.0077,15.8,0,good
27,sn1989B,Ia-norm,0.6864,6.75,0.0413,0.0072,16.5,0,good
28,sn2006H,Ia-91bg,0.7243,6.75,0.0422,0.0079,10.4,0,good
29,sn2005cs,IIP,0.88,6.73,0.0211,0.0073,31.7,0,bad
30,sn2007bm,Ia-norm,0.7487,6.7,0.0397,0.0075,20.5,0,good
31,sn2005eq,Ia-91T,0.6877,6.67,0.0407,0.0077,26.6,0,good
32,sn1989B,Ia-norm,0.6864,6.66,0.0406,0.0074,19.5,0,good
33,sn1993J,IIb,0.8976,6.66,0.0353,0.0075,5.5,0,good
34,sn1989B,Ia-norm,0.6877,6.62,0.0406,0.0074,18.5,0,good
35,sn1993J,IIb,0.8542,6.59,0.036,0.0086,6.6,0,good
36,sn2005kc,Ia-norm,0.7392,6.56,0.045,0.0068,9.8,0,good
37,sn2007hj,Ia-norm,0.6931,6.54,0.0446,0.0082,12.3,0,good
38,sn2001eh,Ia-91T,0.6959,6.54,0.0435,0.0078,26.8,0,good
39,sn2007hj,Ia-norm,0.8894,6.5,0.0467,0.0076,8.2,0,good
40,sn2007ci,Ia-norm,0.7459,6.47,0.0435,0.0075,12.5,0,good
41,sn1994D,Ia-norm,0.7094,6.47,0.0389,0.0078,53.4,0,good
42,sn2005M,Ia-91T,0.6837,6.46,0.0374,0.0081,24.7,0,good
43,sn1998es,Ia-91T,0.7338,6.44,0.0418,0.0075,25.1,0,good
44,sn2006hb,Ia-91bg,0.7459,6.43,0.0451,0.0075,11.7,0,good
45,sn2004L,Ia-norm,0.6945,6.41,0.0377,0.0094,22.7,0,good
46,sn1989B,Ia-norm,0.6877,6.41,0.0401,0.0077,20.5,0,good
47,sn2007hj,Ia-norm,0.6904,6.4,0.0436,0.0084,14.2,0,good
48,sn2007hj,Ia-norm,0.7473,6.4,0.0484,0.0077,7.3,0,good
49,sn1992A,Ia-norm,0.7798,6.4,0.0511,0.0077,16.8,0,good
50,sn2005mz,Ia-91bg,0.7405,6.37,0.0412,0.0082,10.2,0,good
51,sn2004eo,Ia-norm,0.9152,6.35,0.0437,0.0078,11.7,0,good
52,sn2003du,Ia-norm,0.8624,6.34,0.0408,0.0078,25.7,0,good
53,sn2000dg,Ia-norm,0.6959,6.33,0.0436,0.0083,16.6,0,good
54,sn2007bm,Ia-norm,0.7487,6.33,0.0408,0.0077,17.5,0,good
55,sn2004aw,Ic-norm,0.9152,6.32,0.0519,0.0089,5.3,0,good
56,sn2005bl,Ia-91bg,0.9274,6.31,0.045,0.0085,4.7,0,good
57,sn1998ab,Ia-91T,0.6945,6.27,0.0393,0.009,20.4,0,good
58,sn2002dl,Ia-91bg,0.6972,6.25,0.0412,0.0086,10.3,0,good
59,sn2008ar,Ia-norm,0.6728,6.25,0.0407,0.0085,22.6,0,good
60,sn2007if,Ia-pec,0.7757,6.24,0.0397,0.0087,13.1,0,good
61,sn2006D,Ia-norm,0.9409,6.24,0.0461,0.0072,12.5,0,good
62,sn1997cn,Ia-91bg,0.727,6.23,0.0437,0.0079,3.9,0,good
63,sn1999ac,Ia-91T,0.5984,6.23,0.0331,0.0085,54.4,0,good
64,sn2002cd,Ia-norm,0.6999,6.22,0.065,0.01,3.2,0,bad
65,sn2005hk,Ia-pec,0.8556,6.21,0.028,0.0081,14.3,0,good
66,sn1998es,Ia-91T,0.7256,6.21,0.0412,0.0082,29.1,0,good
67,sn2002cs,Ia-norm,0.6999,6.19,0.0497,0.0083,18.0,0,good
68,sn2007fb,Ia-norm,0.75,6.19,0.0383,0.0077,65.5,0,good
69,sn2004eo,Ia-norm,0.9152,6.19,0.0425,0.0078,13.1,0,good
70,sn2006hb,Ia-91bg,0.7487,6.12,0.0452,0.0078,10.7,0,good
71,sn2006H,Ia-91bg,0.7202,6.12,0.0412,0.0088,11.4,0,good
72,sn1999by,Ia-91bg,0.7026,6.11,0.0421,0.0101,6.9,0,good
73,sn2004et,IIP,0.8448,6.1,0.0269,0.009,57.5,0,good
74,sn1993J,IIb,0.8881,6.1,0.0357,0.0082,3.8,0,good
75,sn2001G,Ia-norm,0.6972,6.1,0.0423,0.0089,26.3,0,good
76,sn2004et,IIP,0.8678,6.1,0.0286,0.0084,39.5,0,good
77,sn1981B,Ia-norm,0.9165,6.1,0.0446,0.0082,22.3,0,good
78,sn2006hb,Ia-91bg,0.7487,6.09,0.0468,0.0076,9.7,0,good
79,sn2004et,IIP,0.8421,6.08,0.026,0.0092,70.5,0,good
80,sn2007hj,Ia-norm,0.7446,6.08,0.0493,0.008,6.3,0,good
81,sn1998ab,Ia-91T,0.6986,6.08,0.0407,0.0093,19.4,0,good
82,sn2007if,Ia-pec,0.7974,6.08,0.0397,0.009,15.7,0,good
83,sn1989B,Ia-norm,0.6877,6.07,0.0423,0.0079,15.5,0,good
84,sn1993J,IIb,0.9409,6.07,0.0343,0.0088,13.0,0,good
85,sn2007af,Ia-norm,0.7514,6.05,0.0406,0.0081,24.1,0,good
86,sn1998es,Ia-91T,0.7243,6.04,0.0423,0.0079,23.1,0,good
87,sn2002de,Ia-norm,0.6972,6.03,0.0394,0.0089,26.9,0,good
88,sn1993J,IIb,0.8664,5.99,0.0362,0.0085,3.4,0,good
89,sn2007qe,Ia-norm,0.7527,5.97,0.0462,0.0066,33.4,0,good
90,sn1997Y,Ia-norm,0.7067,5.97,0.0386,0.0089,22.5,0,good
91,sn2005ke,Ia-91bg,0.7446,5.95,0.0437,0.0089,2.4,0,good
92,sn2004bd,Ia-norm,0.6986,5.92,0.0412,0.0095,18.0,0,good
93,sn1999by,Ia-91bg,0.7013,5.9,0.0417,0.0104,7.9,0,good
94,sn2002hw,Ia-norm,0.5848,5.89,0.0402,0.0083,17.5,0,good
95,sn2007bm,Ia-norm,0.7459,5.88,0.0462,0.0077,6.6,0,good
96,sn2006N,Ia-norm,0.7446,5.87,0.0411,0.0082,28.2,0,good
97,sn2007bc,Ia-norm,0.7459,5.87,0.0446,0.0073,7.3,0,good
98,sn2005ke,Ia-91bg,0.7446,5.86,0.0407,0.0093,8.4,0,good
99,sn2007F,Ia-norm,0.7487,5.85,0.0417,0.0081,26.4,0,good
100,sn2005cf,Ia-norm,0.7459,5.84,0.0408,0.0085,23.4,0,good
101,sn1999by,Ia-91bg,0.7026,5.84,0.0426,0.0105,5.9,0,good
102,sn2004L,Ia-norm,0.6945,5.83,0.0369,0.0097,19.9,0,good
103,sn2006cf,Ia-norm,0.7419,5.82,0.0422,0.0076,17.1,0,good
104,sn2002dj,Ia-norm,0.884,5.81,0.0493,0.009,16.2,0,good
105,sn1994M,Ia-norm,0.5605,5.81,0.0426,0.0078,39.8,0,good
106,sn2003ic,Ia-norm,0.6986,5.8,0.0532,0.0086,5.3,0,good
107,sn2005bl,Ia-91bg,0.8854,5.8,0.0416,0.01,22.3,0,good
108,sn2003Y,Ia-91bg,0.6972,5.79,0.0557,0.0105,-3.4,0,good
109,sn2005cf,Ia-norm,0.7459,5.79,0.0415,0.0085,21.4,0,good
110,sn2004et,IIP,0.8746,5.79,0.0295,0.0087,34.5,0,good
111,sn2005cf,Ia-norm,0.7473,5.78,0.0408,0.0086,24.3,0,good
112,sn2005cf,Ia-norm,0.8962,5.77,0.0409,0.0089,25.1,0,good
113,sn1989B,Ia-norm,0.6755,5.77,0.0397,0.0085,22.5,0,good
114,sn2007bm,Ia-norm,0.7459,5.76,0.0444,0.0079,9.6,0,good
115,sn2006sr,Ia-norm,0.7473,5.73,0.0465,0.0081,17.6,0,good
116,sn1999by,Ia-91bg,0.7013,5.73,0.043,0.0104,5.0,0,good
117,sn2002er,Ia-norm,0.9192,5.72,0.0513,0.0088,10.0,0,good
118,sn2005gj,Ia-csm,0.6417,5.72,0.0359,0.0094,39.4,0,good
119,sn2005kc,Ia-norm,0.7365,5.71,0.0443,0.0078,11.6,0,good
120,sn2007al,Ia-91bg,0.7405,5.71,0.0439,0.0091,5.3,0,good
121,sn1993J,IIb,0.7053,5.7,0.0357,0.0085,4.6,0,good
122,sn2007S,Ia-91T,0.7487,5.7,0.0418,0.009,24.9,0,good
123,sn2005cf,Ia-norm,0.7459,5.69,0.0406,0.0087,25.3,0,good
124,sn2004dt,Ia-norm,0.9328,5.68,0.0388,0.0078,36.6,0,good
125,sn2005kc,Ia-norm,0.7392,5.67,0.0467,0.0076,6.7,0,good
