no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn2006S,Ia-norm,0.7378,10.68,0.0713,0.0043,1.2,0,good
2,sn2006S,Ia-norm,0.7432,10.63,0.0718,0.0046,-0.7,0,good
3,sn2005M,Ia-91T,0.7392,10.55,0.0613,0.0049,0.2,0,good
4,sn1994ae,Ia-norm,0.7013,10.34,0.0668,0.0056,0.0,0,good
5,sn2006ax,Ia-norm,0.7378,10.34,0.0656,0.0052,0.5,0,good
6,sn2006S,Ia-norm,0.7432,10.28,0.0713,0.0047,0.2,0,good
7,sn1994ae,Ia-norm,0.7026,9.98,0.0664,0.0058,0.9,0,good
8,sn2006S,Ia-norm,0.7419,9.73,0.0702,0.0046,3.2,0,good
9,sn1995E,Ia-norm,0.6864,9.72,0.068,0.0056,-0.9,0,good
10,sn2001eh,Ia-91T,0.9328,9.59,0.0736,0.0059,-5.9,0,good
11,sn2006ax,Ia-norm,0.7419,9.56,0.0696,0.0057,-6.4,0,good
12,sn1999ac,Ia-91T,0.769,9.48,0.0605,0.006,0.4,0,good
13,sn2005eq,Ia-91T,0.7432,9.17,0.0693,0.0051,0.4,0,good
14,sn2006cf,Ia-norm,0.7473,9.1,0.0636,0.0065,2.7,0,good
15,sn2006S,Ia-norm,0.7446,9.08,0.0731,0.0053,-2.6,0,good
16,sn2001eh,Ia-91T,0.9328,9.01,0.0694,0.0061,2.7,0,good
17,sn2005M,Ia-91T,0.7432,8.98,0.0597,0.0058,5.1,0,good
18,sn1999ee,Ia-norm,0.9328,8.84,0.0695,0.0063,1.8,0,good
19,sn1994ae,Ia-norm,0.7013,8.82,0.0662,0.0066,2.0,0,good
20,sn1999ee,Ia-norm,0.9328,8.79,0.071,0.0065,-0.2,0,good
21,sn2006ax,Ia-norm,0.7419,8.67,0.072,0.0062,-8.4,0,good
22,sn2006et,Ia-norm,0.7473,8.62,0.0673,0.0053,2.4,0,good
23,sn2005eq,Ia-91T,0.7432,8.59,0.0695,0.0053,1.3,0,good
24,sn2007ca,Ia-norm,0.7419,8.58,0.0669,0.0063,3.4,0,good
25,sn1994ae,Ia-norm,0.7013,8.58,0.0664,0.0067,3.0,0,good
26,sn2007kk,Ia-norm,0.7459,8.53,0.0751,0.0068,-0.8,0,good
27,sn2001eh,Ia-91T,0.9328,8.5,0.0727,0.0067,-4.9,0,good
28,sn2006cz,Ia-91T,0.7405,8.48,0.0713,0.0065,-1.0,0,good
29,sn1994ae,Ia-norm,0.6986,8.39,0.0661,0.0068,4.0,0,good
30,sn1998es,Ia-91T,0.7338,8.38,0.0688,0.0057,0.5,0,good
31,sn1998es,Ia-91T,0.7365,8.34,0.0685,0.0059,1.5,0,good
32,sn2007S,Ia-91T,0.7432,8.28,0.0684,0.0057,-0.7,0,good
33,sn2003du,Ia-norm,0.7514,8.27,0.0737,0.0062,-8.1,0,good
34,sn1990N,Ia-norm,0.8421,8.26,0.078,0.0079,-7.4,0,good
35,sn2006cf,Ia-norm,0.7459,8.26,0.0632,0.0071,4.7,0,good
36,sn1998es,Ia-91T,0.7365,8.25,0.0689,0.0058,-0.5,0,good
37,sn2007ae,Ia-norm,0.7432,8.24,0.0672,0.006,2.3,0,good
38,sn2006ax,Ia-norm,0.7419,8.21,0.0733,0.0066,-9.3,0,good
39,sn2006S,Ia-norm,0.8326,8.16,0.0701,0.0059,4.1,0,good
40,sn2002er,Ia-norm,0.9328,8.12,0.072,0.008,-2.1,0,good
41,sn2005M,Ia-91T,0.7405,8.11,0.0624,0.0063,-1.7,0,good
42,sn2005cf,Ia-norm,0.7446,8.06,0.0713,0.0059,-0.3,0,good
43,sn2006gr,Ia-norm,0.7514,8.02,0.0778,0.0063,-2.1,0,good
44,sn2007kk,Ia-norm,0.75,8.0,0.0728,0.0077,2.1,0,good
45,sn1995E,Ia-norm,0.6945,7.99,0.0674,0.0069,1.0,0,good
46,sn2005cf,Ia-norm,0.7473,7.94,0.072,0.0059,-1.4,0,good
47,sn2005cf,Ia-norm,0.9328,7.9,0.0742,0.0074,-2.4,0,good
48,sn2007ca,Ia-norm,0.7473,7.83,0.0649,0.0073,5.5,0,good
49,sn2002er,Ia-norm,0.9328,7.8,0.0728,0.0084,-3.1,0,good
50,sn2003du,Ia-norm,0.9328,7.76,0.0647,0.0078,4.0,0,good
51,sn2005cf,Ia-norm,0.7446,7.73,0.0723,0.0062,-2.3,0,good
52,sn1999aa,Ia-91T,0.9125,7.71,0.0651,0.0064,-1.6,0,good
53,sn2002hu,Ia-91T,0.7013,7.7,0.0704,0.0057,-0.7,0,good
54,sn2006cf,Ia-norm,0.7405,7.66,0.0656,0.0074,1.8,0,good
55,sn1995D,Ia-norm,0.7202,7.64,0.0651,0.0074,5.5,0,good
56,sn1998es,Ia-91T,0.6891,7.55,0.0749,0.0084,-9.4,0,good
57,sn2006S,Ia-norm,0.7419,7.54,0.0746,0.0061,-4.6,0,good
58,sn2005cf,Ia-norm,0.7473,7.52,0.0705,0.0062,0.6,0,good
59,sn2007kk,Ia-norm,0.7473,7.52,0.0724,0.0075,3.2,0,good
