no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn2005cf,Ia-norm,0.9395,12.19,0.0049,0.0054,-6.3,0,good
2,sn2005cf,Ia-norm,0.7405,11.9,0.004,0.0055,-4.4,0,good
3,sn2005cf,Ia-norm,0.9395,11.85,0.006,0.0056,-7.3,0,good
4,sn2005cf,Ia-norm,0.7419,11.79,0.0041,0.0057,-5.4,0,good
5,sn2005cf,Ia-norm,0.9395,11.4,0.0038,0.0058,-5.5,0,good
6,sn2003du,Ia-norm,0.7514,11.33,0.0031,0.0061,-8.1,0,good
7,sn2005cf,Ia-norm,0.7419,11.31,0.0032,0.0057,-3.4,0,good
8,sn2005cf,Ia-norm,0.9395,11.19,0.0071,0.0059,-8.2,0,good
9,sn2005cf,Ia-norm,0.7392,10.88,0.0023,0.0059,-2.3,0,good
10,sn2005cf,Ia-norm,0.9395,10.8,0.0049,0.0061,-6.6,0,good
11,sn2005cf,Ia-norm,0.9395,10.75,0.0041,0.006,-3.8,0,good
12,sn2004S,Ia-norm,0.9395,10.47,-0.0002,0.0061,1.6,0,good
13,sn2006cq,Ia-norm,0.7013,10.32,0.0038,0.0062,-3.3,0,good
14,sn2005cf,Ia-norm,0.7419,10.26,0.002,0.0063,-1.4,0,good
15,sn2006gr,Ia-norm,0.7162,10.22,0.0072,0.0064,-1.1,0,good
16,sn2005cf,Ia-norm,0.9395,10.15,0.003,0.0063,-2.7,0,good
17,sn2008ar,Ia-norm,0.727,9.95,0.0056,0.0064,-2.7,0,good
18,sn2008ar,Ia-norm,0.7229,9.88,0.0059,0.0064,-3.7,0,good
19,sn2006gr,Ia-norm,0.7189,9.67,0.0064,0.0069,-2.1,0,good
20,sn2008ar,Ia-norm,0.7243,9.54,0.0038,0.0069,-0.7,0,good
21,sn2006gr,Ia-norm,0.7135,9.46,0.0102,0.0072,-5.1,0,good
22,sn2008ar,Ia-norm,0.7216,9.36,0.0069,0.0069,-4.6,0,good
23,sn2006gr,Ia-norm,0.7162,9.32,0.0089,0.0072,-4.0,0,good
24,sn2005cf,Ia-norm,0.7432,9.25,0.0009,0.007,0.6,0,good
25,sn2007co,Ia-norm,0.7229,9.18,0.0077,0.0072,-4.1,0,good
26,sn2005cf,Ia-norm,0.7392,9.08,0.0018,0.007,-0.3,0,good
27,sn2005cf,Ia-norm,0.9395,9.04,0.0015,0.0071,-1.5,0,good
28,sn2005cf,Ia-norm,0.9395,9.0,0.0091,0.0074,-9.2,0,good
29,sn2007co,Ia-norm,0.7229,9.0,0.004,0.0073,-1.2,0,good
30,sn1999ee,Ia-norm,0.9395,9.0,-0.0,0.007,-0.2,0,good
31,sn2005cf,Ia-norm,0.9395,8.98,0.0023,0.007,-2.4,0,good
32,sn1990O,Ia-norm,0.7839,8.95,0.0089,0.0076,-5.6,0,good
33,sn2007jg,Ia-norm,0.7135,8.95,0.0107,0.0077,-2.3,0,good
34,sn2007co,Ia-norm,0.7243,8.94,0.006,0.0073,-3.1,0,good
35,sn2005cf,Ia-norm,0.7432,8.83,0.0005,0.0073,1.6,0,good
36,sn2007le,Ia-norm,0.7392,8.78,0.0137,0.0074,-6.4,0,good
37,sn2003du,Ia-norm,0.9395,8.74,0.0022,0.0079,-7.2,0,good
38,sn2006ax,Ia-norm,0.7283,8.69,0.0007,0.0082,-9.3,0,good
39,sn2007kk,Ia-norm,0.708,8.63,0.0052,0.008,-1.7,0,good
40,sn2006le,Ia-norm,0.7256,8.62,0.0115,0.0079,-6.8,0,good
41,sn2007co,Ia-norm,0.7229,8.6,0.0091,0.0076,-5.1,0,good
42,sn2007co,Ia-norm,0.7229,8.58,0.003,0.0075,-0.2,0,good
43,sn2008ar,Ia-norm,0.7216,8.53,0.0083,0.0078,-6.6,0,good
44,sn2008ar,Ia-norm,0.7243,8.51,0.0013,0.0079,1.2,0,good
45,sn2005cf,Ia-norm,0.7432,8.5,0.0001,0.0076,2.5,0,good
46,sn2004fu,Ia-norm,0.7378,8.46,0.0126,0.0077,-6.4,0,good
47,sn1994D,Ia-norm,0.7121,8.44,0.0099,0.0062,-5.1,0,good
48,sn2004fu,Ia-norm,0.7365,8.41,0.0109,0.0077,-5.4,0,good
49,sn2002jy,Ia-norm,0.6999,8.32,0.0074,0.0067,0.1,0,good
50,sn1990O,Ia-norm,0.7839,8.29,0.01,0.0082,-6.6,0,good
51,sn2003du,Ia-norm,0.9395,8.21,0.0062,0.0082,-11.1,0,good
52,sn1998aq,Ia-norm,0.6931,8.14,0.0061,0.0068,0.0,0,good
53,sn2002jy,Ia-norm,0.6999,8.13,0.0068,0.0069,1.1,0,good
54,sn2003du,Ia-norm,0.8285,8.11,0.0021,0.0082,-6.1,0,good
55,sn1999ee,Ia-norm,0.9395,8.07,-0.0011,0.0077,1.8,0,good
56,sn2004ef,Ia-norm,0.7256,8.05,0.0118,0.0078,-5.2,0,good
57,sn1998aq,Ia-norm,0.6959,8.03,0.006,0.0069,1.0,0,good
58,sn2001cp,Ia-norm,0.6986,8.01,0.0074,0.0072,-1.1,0,good
59,sn2006ax,Ia-norm,0.7297,8.0,-0.0003,0.0088,-8.4,0,good
60,sn2002cr,Ia-norm,0.6986,7.94,0.0053,0.0067,-6.3,0,good
61,sn1998aq,Ia-norm,0.6837,7.94,0.0064,0.0069,-0.9,0,good
62,sn2005cf,Ia-norm,0.9395,7.86,0.0014,0.0081,-1.2,0,good
63,sn1990N,Ia-norm,0.7879,7.86,0.0065,0.0084,-7.4,0,good
64,sn2004fu,Ia-norm,0.7365,7.85,0.008,0.0084,-3.5,0,good
65,sn2007co,Ia-norm,0.7216,7.83,0.0024,0.0082,0.8,0,good
66,sn1994D,Ia-norm,0.7107,7.82,0.0096,0.0066,-4.1,0,good
67,sn2003kf,Ia-norm,0.884,7.82,0.0119,0.0073,-9.4,0,good
68,sn2007kk,Ia-norm,0.708,7.81,0.004,0.0088,-0.8,0,good
69,sn1994D,Ia-norm,0.7148,7.8,0.0092,0.0067,-3.1,0,good
70,sn2007co,Ia-norm,0.7189,7.78,0.0015,0.0082,1.7,0,good
71,sn1990N,Ia-norm,0.8759,7.76,0.016,0.0093,-14.2,0,good
72,sn2005cf,Ia-norm,0.7405,7.72,-0.0,0.0083,3.5,0,good
73,sn2002fk,Ia-norm,0.6972,7.7,0.0047,0.0069,-3.5,0,good
74,sn2006le,Ia-norm,0.7311,7.7,0.0137,0.0087,-7.8,0,good
75,sn2002er,Ia-norm,0.7527,7.7,0.0104,0.0084,-9.0,0,good
76,sn2005cf,Ia-norm,0.9395,7.7,0.0097,0.0086,-9.7,0,good
77,sn2003du,Ia-norm,0.792,7.7,-0.0002,0.0085,-2.2,0,good
78,sn2002er,Ia-norm,0.7541,7.66,0.0085,0.0086,-7.0,0,good
79,sn2006gr,Ia-norm,0.7121,7.65,0.0116,0.0087,-6.0,0,good
80,sn1994D,Ia-norm,0.7162,7.64,0.0122,0.0072,-8.1,0,good
81,sn1998aq,Ia-norm,0.6959,7.64,0.0059,0.0072,2.0,0,good
82,sn2006S,Ia-norm,0.7189,7.61,0.0027,0.0087,-2.6,0,good
83,sn2002cr,Ia-norm,0.6972,7.6,0.0038,0.0068,-2.4,0,good
84,sn2004bg,Ia-norm,0.6959,7.6,0.0053,0.0073,-3.0,0,good
85,sn2003kf,Ia-norm,0.6999,7.58,0.0127,0.0074,-9.3,0,good
86,sn2003du,Ia-norm,0.792,7.58,-0.0005,0.0089,-0.3,0,good
87,sn2001cp,Ia-norm,0.6999,7.57,0.0067,0.0076,0.8,0,good
88,sn2002cs,Ia-norm,0.6904,7.57,0.0215,0.0067,-8.5,0,good
89,sn2002fk,Ia-norm,0.6972,7.5,0.0041,0.007,-1.5,0,good
90,sn2005cf,Ia-norm,0.9395,7.47,0.0006,0.0086,-0.2,0,good
91,sn2006gr,Ia-norm,0.7135,7.47,0.0129,0.0089,-6.9,0,good
92,sn2007le,Ia-norm,0.7419,7.46,0.0151,0.0085,-7.4,0,good
93,sn2008ar,Ia-norm,0.7202,7.43,0.0011,0.0087,3.1,0,good
94,sn2006S,Ia-norm,0.7189,7.43,0.0005,0.0089,-0.7,0,good
95,sn2006S,Ia-norm,0.7175,7.43,0.0044,0.0087,-4.6,0,good
96,sn2005cg,Ia-norm,0.7893,7.41,0.0125,0.0077,-8.8,0,good
97,sn2006S,Ia-norm,0.7162,7.36,0.0046,0.0091,-5.5,0,good
98,sn2003kf,Ia-norm,0.6999,7.36,0.0118,0.0075,-7.4,0,good
99,sn2003du,Ia-norm,0.8272,7.34,0.0014,0.009,-4.2,0,good
100,sn2006S,Ia-norm,0.7189,7.33,0.0004,0.0091,0.2,0,good
101,sn2000dn,Ia-norm,0.6986,7.31,0.0029,0.0074,-0.9,0,good
102,sn1999ee,Ia-norm,0.9395,7.3,0.0063,0.0092,-7.2,0,good
103,sn2003kf,Ia-norm,0.6986,7.29,0.012,0.0076,-8.4,0,good
104,sn2006S,Ia-norm,0.7175,7.29,0.0003,0.009,1.2,0,good
105,sn2002jy,Ia-norm,0.6999,7.29,0.0065,0.0076,3.0,0,good
106,sn2002bo,Ia-norm,0.7676,7.28,0.0079,0.0089,-4.8,0,good
107,sn2003kf,Ia-norm,0.6999,7.28,0.0104,0.0074,-5.4,0,good
108,sn2007kk,Ia-norm,0.7107,7.28,0.0022,0.0091,2.1,0,good
109,sn2001da,Ia-norm,0.9395,7.28,0.0036,0.0088,-1.0,0,good
110,sn2008ar,Ia-norm,0.7243,7.26,0.0001,0.0089,4.1,0,good
111,sn2005cf,Ia-norm,0.7405,7.23,0.0096,0.0092,-9.3,0,good
112,sn2003du,Ia-norm,0.6945,7.22,0.0094,0.0078,-8.9,0,good
113,sn2002cs,Ia-norm,0.6931,7.22,0.0206,0.007,-7.5,0,good
114,sn2003kf,Ia-norm,0.6945,7.22,0.0093,0.0076,-3.4,0,good
115,sn2002ha,Ia-norm,0.6986,7.21,0.0089,0.007,-4.2,0,good
116,sn2002cd,Ia-norm,0.6959,7.2,0.019,0.0094,-3.7,0,good
117,sn2007co,Ia-norm,0.7216,7.19,0.0006,0.0088,2.7,0,good
118,sn2005cf,Ia-norm,0.9395,7.18,0.0105,0.0092,-10.2,0,good
119,sn2002cd,Ia-norm,0.6945,7.18,0.0192,0.0094,-4.7,0,good
120,sn2007af,Ia-norm,0.7432,7.16,0.0019,0.0093,-5.6,0,good
121,sn2002fk,Ia-norm,0.7013,7.13,0.0031,0.0073,2.5,0,good
122,sn2002cd,Ia-norm,0.6931,7.13,0.0202,0.0093,-5.7,0,good
123,sn2006S,Ia-norm,0.7175,7.13,-0.0006,0.0091,3.2,0,good
124,sn2005cf,Ia-norm,0.7365,7.09,-0.0012,0.0092,4.5,0,good
125,sn1996X,Ia-norm,0.708,7.09,0.0085,0.0071,-2.8,0,good
126,sn2006cp,Ia-norm,0.7256,7.07,0.0134,0.0093,-6.3,0,good
127,sn2007kk,Ia-norm,0.7094,7.07,0.0022,0.0094,3.2,0,good
128,sn1998aq,Ia-norm,0.6959,7.07,0.0058,0.0077,3.0,0,good
129,sn2008bf,Ia-norm,0.7243,7.07,0.0031,0.0094,0.7,0,good
130,sn1996X,Ia-norm,0.7067,7.04,0.0088,0.0072,-3.8,0,good
131,sn2002hu,Ia-91T,0.7013,7.03,0.0043,0.0077,-0.7,0,good
132,sn2008ar,Ia-norm,0.7202,7.03,0.0105,0.0092,-7.5,0,good
133,sn2004bg,Ia-norm,0.6986,7.02,0.0038,0.0077,2.6,0,good
134,sn1990N,Ia-norm,0.8245,7.01,-0.0006,0.0091,3.9,0,good
135,sn2004ef,Ia-norm,0.7229,7.0,0.0133,0.0089,-6.2,0,good
136,sn2003du,Ia-norm,0.7906,6.95,-0.0007,0.0097,-1.3,0,good
137,sn2001fe,Ia-norm,0.6986,6.93,0.0075,0.0085,-1.7,0,good
138,sn2003du,Ia-norm,0.6945,6.93,0.0099,0.0083,-9.8,0,good
139,sn2000dn,Ia-norm,0.6972,6.92,0.0059,0.008,-7.7,0,good
140,sn2003it,Ia-norm,0.6945,6.91,0.0092,0.0076,-1.1,0,good
141,sn2002cd,Ia-norm,0.6972,6.89,0.0244,0.0094,-8.6,0,good
142,sn2002er,Ia-norm,0.6512,6.89,0.0064,0.0095,-6.0,0,good
143,sn2004ef,Ia-norm,0.7202,6.87,0.0083,0.0089,-1.5,0,good
144,sn1994D,Ia-norm,0.7135,6.86,0.008,0.0075,-0.1,0,good
145,sn2004at,Ia-norm,0.6986,6.86,0.0069,0.0076,-0.7,0,good
146,sn1998bu,Ia-norm,0.6972,6.85,0.0075,0.0076,-3.6,0,good
147,sn1994D,Ia-norm,0.9395,6.84,0.014,0.0101,-11.1,0,good
148,sn1992A,Ia-norm,0.6959,6.83,0.0142,0.0093,-5.4,0,good
149,sn2003du,Ia-norm,0.6986,6.82,0.0067,0.0077,-1.8,0,good
150,sn1998bu,Ia-norm,0.6972,6.82,0.0072,0.0077,-2.6,0,good
151,sn2002ck,Ia-norm,0.7013,6.81,0.0032,0.0088,-0.6,0,good
152,sn1998eg,Ia-norm,0.6877,6.81,0.0055,0.0077,-0.8,0,good
153,sn2002cd,Ia-norm,0.6945,6.8,0.0225,0.0093,-7.7,0,good
154,sn2002ck,Ia-norm,0.6986,6.8,0.0032,0.0083,0.3,0,good
155,sn1999aw,Ia-91T,0.8434,6.79,0.0052,0.0098,0.0,0,good
156,sn2007kk,Ia-norm,0.7094,6.77,0.0031,0.0099,1.1,0,good
157,sn2006S,Ia-norm,0.8326,6.77,0.0001,0.0099,4.1,0,good
158,sn2003it,Ia-norm,0.6972,6.77,0.009,0.0077,-0.2,0,good
159,sn2000dm,Ia-norm,0.6972,6.76,0.0073,0.0071,-2.9,0,good
160,sn2003it,Ia-norm,0.6972,6.75,0.01,0.0076,-3.2,0,good
161,sn2007af,Ia-norm,0.7432,6.75,0.0013,0.0099,-4.6,0,good
162,sn1998bu,Ia-norm,0.6972,6.75,0.0069,0.0078,-1.6,0,good
163,sn2002er,Ia-norm,0.8813,6.74,0.0058,0.0095,-5.0,0,good
164,sn2008bf,Ia-norm,0.7229,6.73,0.0007,0.0101,3.6,0,good
165,sn2003U,Ia-norm,0.8976,6.72,0.0054,0.0099,-8.5,0,good
166,sn2003du,Ia-norm,0.6972,6.7,0.0059,0.0079,1.1,0,good
167,sn2008bf,Ia-norm,0.7229,6.69,0.0003,0.0101,4.5,0,good
168,sn2007kk,Ia-norm,0.7107,6.68,0.0014,0.0099,4.1,0,good
169,sn2007co,Ia-norm,0.7229,6.68,0.0002,0.0094,3.7,0,good
170,sn2002cd,Ia-norm,0.6959,6.67,0.021,0.0098,-6.7,0,good
171,sn2003it,Ia-norm,0.6986,6.67,0.0099,0.0077,-2.2,0,good
172,sn2001cp,Ia-norm,0.6999,6.66,0.009,0.0083,-4.9,0,good
173,sn1999cp,Ia-norm,0.7135,6.64,0.0031,0.0102,-11.9,0,good
174,sn2006le,Ia-norm,0.7324,6.63,0.0028,0.0097,2.9,0,good
175,sn2004ef,Ia-norm,0.7202,6.6,0.0104,0.0092,-3.3,0,good
176,sn1998V,Ia-norm,0.6999,6.59,0.0063,0.0084,0.3,0,good
177,sn2004at,Ia-norm,0.6999,6.59,0.0064,0.008,0.2,0,good
178,sn1997dt,Ia-norm,0.6959,6.58,0.012,0.0083,-7.7,0,good
179,sn2008bf,Ia-norm,0.7229,6.57,0.0021,0.0102,2.6,0,good
180,sn1998aq,Ia-norm,0.6972,6.57,0.0057,0.0083,4.0,0,good
181,sn1996X,Ia-norm,0.708,6.56,0.0078,0.0076,-0.8,0,good
182,sn2008ar,Ia-norm,0.7229,6.54,0.012,0.0101,-8.5,0,good
183,sn2002jy,Ia-norm,0.6999,6.52,0.0059,0.0083,6.0,0,good
184,sn2004at,Ia-norm,0.6999,6.5,0.0061,0.0081,1.2,0,good
185,sn2002cr,Ia-norm,0.6986,6.5,0.0033,0.0076,0.7,0,good
186,sn2002cs,Ia-norm,0.6959,6.49,0.0184,0.008,-4.5,0,good
187,sn2003du,Ia-norm,0.6999,6.48,0.0058,0.0081,2.1,0,good
188,sn2005el,Ia-norm,0.7256,6.48,0.0024,0.0103,-5.8,0,good
189,sn1996C,Ia-norm,0.7053,6.48,0.0037,0.0087,2.0,0,good
190,sn2004at,Ia-norm,0.6999,6.46,0.0058,0.0081,2.2,0,good
191,sn2006lf,Ia-norm,0.6823,6.46,0.0092,0.0076,-5.5,0,good
192,sn2002cr,Ia-norm,0.6904,6.45,0.0064,0.0083,-8.2,0,good
193,sn2001fe,Ia-norm,0.6986,6.43,0.0076,0.0092,0.3,0,good
194,sn2005el,Ia-norm,0.727,6.42,0.0022,0.0103,-4.8,0,good
195,sn1999cp,Ia-norm,0.708,6.41,0.008,0.0103,-13.8,0,good
196,sn2001br,Ia-norm,0.6999,6.41,0.0144,0.0085,-0.4,0,good
197,sn2007af,Ia-norm,0.7405,6.4,0.0005,0.0104,-3.6,0,good
198,sn2003it,Ia-norm,0.6972,6.39,0.0086,0.0082,0.8,0,good
199,sn2005cf,Ia-norm,0.9395,6.37,-0.0007,0.0101,1.5,0,good
200,sn2002dj,Ia-norm,0.6999,6.37,0.0191,0.0088,-7.4,0,good
201,sn1999aw,Ia-91T,0.9341,6.37,0.0019,0.0107,2.9,0,good
202,sn2003U,Ia-norm,0.6986,6.35,0.0071,0.0081,-0.7,0,good
203,sn1994D,Ia-norm,0.8191,6.35,0.0073,0.0096,-6.1,0,good
204,sn1996X,Ia-norm,0.708,6.35,0.008,0.0078,-1.7,0,good
205,sn1997dt,Ia-norm,0.6972,6.33,0.0128,0.0086,-8.7,0,good
206,sn2005am,Ia-norm,0.7419,6.32,0.0109,0.0089,-2.9,0,good
207,sn1989B,Ia-norm,0.8136,6.31,0.0022,0.0101,-7.2,0,good
208,sn2004at,Ia-norm,0.6945,6.3,0.009,0.0084,-4.7,0,good
209,sn2005cf,Ia-norm,0.8475,6.29,0.0098,0.0091,-8.7,0,good
210,sn2003du,Ia-norm,0.9246,6.29,0.0086,0.01,-11.1,0,good
211,sn2006oa,Ia-91T,0.6931,6.28,0.0018,0.01,-3.8,0,good
212,sn2004fu,Ia-norm,0.7351,6.28,0.0027,0.01,2.4,0,good
213,sn1996X,Ia-norm,0.708,6.26,0.0075,0.0081,0.2,0,good
214,sn2004at,Ia-norm,0.6999,6.25,0.0083,0.0084,-3.6,0,good
215,sn2008ar,Ia-norm,0.7216,6.24,-0.0007,0.0101,5.0,0,good
216,sn2005bc,Ia-norm,0.6918,6.24,0.0075,0.008,-5.0,0,good
217,sn2003du,Ia-norm,0.6986,6.23,0.0109,0.0093,-10.7,0,good
218,sn2001cp,Ia-norm,0.6959,6.23,0.01,0.0092,-6.8,0,good
219,sn2006le,Ia-norm,0.7297,6.22,0.0155,0.0109,-8.8,0,good
220,sn2006cp,Ia-norm,0.7243,6.21,0.0173,0.0104,-8.4,0,good
221,sn2003it,Ia-norm,0.6986,6.21,0.008,0.0084,1.7,0,good
222,sn2005cg,Ia-norm,0.769,6.2,0.0137,0.0099,-9.8,0,good
223,sn2006oa,Ia-91T,0.6918,6.19,0.0006,0.0105,-2.0,0,good
224,sn1998V,Ia-norm,0.6999,6.19,0.006,0.009,1.3,0,good
225,sn1999ek,Ia-norm,0.6986,6.18,0.0051,0.0079,-0.6,0,good
226,sn2003cg,Ia-norm,0.6986,6.16,0.0082,0.0082,-1.2,0,good
227,sn1997dt,Ia-norm,0.6959,6.16,0.0148,0.0093,-10.6,0,good
228,sn2002dj,Ia-norm,0.704,6.16,0.0199,0.0091,-8.4,0,good
229,sn2006kf,Ia-norm,0.7256,6.16,0.0061,0.0093,-5.2,0,good
230,sn2004fu,Ia-norm,0.7419,6.16,0.0016,0.0103,4.4,0,good
231,sn1997dt,Ia-norm,0.6972,6.15,0.0105,0.0087,-4.7,0,good
232,sn2004ef,Ia-norm,0.7189,6.15,0.0071,0.0096,-0.4,0,good
233,sn2007bd,Ia-norm,0.7202,6.14,0.0143,0.01,-9.0,0,good
234,sn2002dj,Ia-norm,0.6959,6.13,0.0178,0.0092,-6.4,0,good
235,sn1999aa,Ia-91T,0.6972,6.12,0.0071,0.0093,-0.2,0,good
236,sn2002kf,Ia-norm,0.6999,6.11,0.0093,0.0086,1.1,0,good
237,sn2007af,Ia-norm,0.7432,6.11,-0.0013,0.011,-1.6,0,good
238,sn2006oa,Ia-91T,0.6918,6.1,-0.0014,0.0108,-0.1,0,good
239,sn2002ck,Ia-norm,0.6877,6.1,0.0027,0.0091,2.3,0,good
240,sn2007af,Ia-norm,0.7432,6.1,0.0001,0.0109,-2.6,0,good
241,sn2007co,Ia-norm,0.7243,6.1,-0.0006,0.0101,4.6,0,good
242,sn2006ax,Ia-norm,0.7297,6.1,0.0,0.0,-6.4,0,good
243,sn2001bf,Ia-norm,0.6972,6.1,0.0063,0.0085,0.8,0,good
244,sn2000cf,Ia-norm,0.6999,6.08,-0.0002,0.0088,2.9,0,good
245,sn2000dn,Ia-norm,0.7189,6.08,0.0013,0.0105,-3.8,0,good
246,sn2001eh,Ia-91T,0.6972,6.07,0.0067,0.0094,-0.1,0,good
247,sn2004fu,Ia-norm,0.7392,6.06,0.0014,0.0106,3.4,0,good
248,sn2002er,Ia-norm,0.9395,6.06,0.0002,0.0113,-4.0,0,good
249,sn2007bd,Ia-norm,0.7148,6.05,0.0072,0.0107,-4.2,0,good
250,sn2003it,Ia-norm,0.6986,6.05,0.0075,0.0086,2.7,0,good
251,sn1997do,Ia-norm,0.6972,6.05,0.0176,0.0097,-7.6,0,good
252,sn2002kf,Ia-norm,0.6986,6.04,0.0084,0.0088,2.2,0,good
253,sn2001az,Ia-91T,0.6972,6.03,0.0086,0.0102,-3.1,0,good
254,sn1994S,Ia-norm,0.6986,6.02,0.0075,0.0091,-4.0,0,good
255,sn2007le,Ia-norm,0.7378,6.01,0.0169,0.0104,-8.4,0,good
256,sn1997do,Ia-norm,0.6972,6.0,0.0168,0.0093,-6.6,0,good
257,sn2005el,Ia-norm,0.7297,6.0,0.0021,0.0107,-3.9,0,good
258,sn2001fh,Ia-norm,0.6959,5.98,0.0077,0.0083,-3.6,0,good
259,sn1998ef,Ia-norm,0.6823,5.98,0.0142,0.0089,-4.5,0,good
260,sn2004ef,Ia-norm,0.7175,5.96,0.006,0.0098,0.6,0,good
261,sn2006lf,Ia-norm,0.7135,5.94,0.0059,0.0093,-4.5,0,good
262,sn2004ef,Ia-norm,0.7216,5.93,0.0121,0.0102,-4.2,0,good
263,sn1999aw,Ia-91T,0.6119,5.93,0.009,0.0096,-1.0,0,good
264,sn2007F,Ia-norm,0.7216,5.91,-0.0003,0.0118,-1.8,0,good
265,sn2006cz,Ia-91T,0.7067,5.91,0.0006,0.0112,-2.0,0,good
266,sn1997dt,Ia-norm,0.6945,5.9,0.0136,0.0093,-9.7,0,good
267,sn2001G,Ia-norm,0.6904,5.89,0.011,0.0093,-5.1,0,good
