no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn2000fa,Ia-norm,0.7053,22.23,0.0563,0.0035,-10.4,0,good
2,sn2006le,Ia-norm,0.7405,20.31,0.0526,0.0038,-8.8,0,good
3,sn2006le,Ia-norm,0.7419,18.77,0.0508,0.004,-7.8,0,good
4,sn2003du,Ia-norm,0.9219,17.17,0.0444,0.004,-11.1,0,good
5,sn2002dj,Ia-norm,0.9382,17.07,0.0491,0.0041,-6.6,0,good
6,sn2005cf,Ia-norm,0.7446,16.95,0.0454,0.0044,-9.3,0,good
7,sn2008ar,Ia-norm,0.7473,16.94,0.0484,0.0042,-8.5,0,good
8,sn2008ar,Ia-norm,0.7446,16.16,0.0471,0.0044,-7.5,0,good
9,sn2007le,Ia-norm,0.7473,14.95,0.0484,0.0047,-6.4,0,good
10,sn1997bq,Ia-norm,0.9382,14.47,0.0613,0.0048,-11.6,0,bad
11,sn2008ar,Ia-norm,0.7432,14.3,0.0449,0.0048,-6.6,0,good
12,sn2007co,Ia-norm,0.7487,14.27,0.0443,0.0045,-5.1,0,good
13,sn2006cp,Ia-norm,0.7392,14.19,0.0523,0.0049,-8.4,0,good
14,sn2004ef,Ia-norm,0.7487,14.05,0.046,0.0046,-3.3,0,good
15,sn2007le,Ia-norm,0.7487,14.04,0.0501,0.0051,-7.4,0,good
16,sn2006le,Ia-norm,0.7365,13.87,0.048,0.0052,-6.8,0,good
17,sn1999ac,Ia-91T,0.8867,13.83,0.0346,0.0046,-2.1,0,good
18,sn2004ef,Ia-norm,0.7473,13.71,0.0428,0.0046,-1.5,0,good
19,sn2002dj,Ia-norm,0.9382,13.59,0.0459,0.0049,-4.6,0,good
20,sn2006cp,Ia-norm,0.7419,13.12,0.0547,0.0054,-9.3,0,good
21,sn2008ar,Ia-norm,0.7473,13.04,0.0408,0.005,-2.7,0,good
22,sn2005cf,Ia-norm,0.9382,12.86,0.0419,0.005,-3.8,0,good
23,sn2006cp,Ia-norm,0.7419,12.73,0.0484,0.0053,-6.3,0,good
24,sn2005cf,Ia-norm,0.9382,12.71,0.0506,0.0055,-9.7,0,good
25,sn2005cf,Ia-norm,0.7419,12.42,0.0477,0.0058,-10.4,0,good
26,sn2003W,Ia-norm,0.9314,12.32,0.0714,0.0064,-11.1,0,bad
27,sn2002cd,Ia-norm,0.6972,12.26,0.059,0.0061,-8.6,0,good
28,sn2007co,Ia-norm,0.7459,12.26,0.0426,0.0052,-4.1,0,good
29,sn2000cp,Ia-norm,0.6986,12.18,0.0408,0.0048,-2.5,0,good
30,sn2004ef,Ia-norm,0.7473,12.15,0.0481,0.0053,-4.2,0,good
31,sn2004ef,Ia-norm,0.7473,12.03,0.0404,0.005,0.6,0,good
32,sn2004ef,Ia-norm,0.7473,11.89,0.0417,0.0052,-0.4,0,good
33,sn2007le,Ia-norm,0.7446,11.88,0.0523,0.006,-8.4,0,good
34,sn2005cf,Ia-norm,0.9382,11.8,0.0402,0.0054,-2.7,0,good
35,sn2002dj,Ia-norm,0.9382,11.77,0.0573,0.0061,-9.5,0,good
36,sn2008ar,Ia-norm,0.7459,11.74,0.0432,0.0055,-4.6,0,good
37,sn2004ef,Ia-norm,0.7378,11.66,0.0474,0.0057,-5.2,0,good
38,sn2008ar,Ia-norm,0.7432,11.63,0.0418,0.0055,-3.7,0,good
39,sn2005cf,Ia-norm,0.8881,11.52,0.0328,0.0054,4.2,0,good
40,sn2006gr,Ia-norm,0.7446,11.51,0.0517,0.006,-7.9,0,good
41,sn2004ef,Ia-norm,0.75,11.5,0.0386,0.0052,2.5,0,good
42,sn2000cp,Ia-norm,0.6986,11.4,0.0384,0.0052,-1.5,0,good
43,sn2008ar,Ia-norm,0.7473,11.36,0.039,0.0055,-0.7,0,good
44,sn2004ef,Ia-norm,0.7473,11.34,0.0391,0.0053,1.5,0,good
45,sn2004ef,Ia-norm,0.7324,11.34,0.049,0.006,-6.2,0,good
46,sn2002cd,Ia-norm,0.6945,11.34,0.0573,0.0064,-7.7,0,good
47,sn1984A,Ia-norm,0.5334,11.27,0.0532,0.0056,-2.8,0,good
48,sn2006cp,Ia-norm,0.7392,11.26,0.0566,0.0063,-10.3,0,good
49,sn2006gr,Ia-norm,0.7459,11.24,0.0553,0.0065,-9.8,0,good
50,sn2005cf,Ia-norm,0.7378,11.24,0.0326,0.0057,4.5,0,good
51,sn2007F,Ia-norm,0.7473,11.19,0.0413,0.0061,-7.7,0,good
52,sn2004eo,Ia-norm,0.9382,11.1,0.0355,0.0056,-5.6,0,good
53,sn2002dj,Ia-norm,0.6999,11.09,0.0531,0.006,-7.4,0,good
54,sn2008ar,Ia-norm,0.7432,11.02,0.0334,0.0056,5.0,0,good
55,sn2003W,Ia-norm,0.6986,11.02,0.0615,0.007,-8.2,0,bad
56,sn2002jy,Ia-norm,0.6999,11.01,0.038,0.0054,6.0,0,good
57,sn2002dj,Ia-norm,0.704,11.01,0.054,0.0061,-8.4,0,good
58,sn2004S,Ia-norm,0.9382,11.0,0.0332,0.0054,7.4,0,good
59,sn2002aw,Ia-norm,0.6945,10.98,0.0371,0.0053,1.1,0,good
60,sn2007co,Ia-norm,0.7459,10.97,0.0408,0.0057,-3.1,0,good
61,sn2001da,Ia-norm,0.9382,10.93,0.0407,0.0056,-1.0,0,good
62,sn2002ck,Ia-norm,0.6877,10.91,0.0352,0.0055,2.3,0,good
63,sn2006gr,Ia-norm,0.7459,10.9,0.0542,0.0065,-8.9,0,good
64,sn2006ev,Ia-norm,0.7487,10.86,0.0352,0.0058,5.5,0,good
65,sn2007F,Ia-norm,0.7446,10.83,0.0424,0.0064,-8.7,0,good
66,sn2001ck,Ia-norm,0.6972,10.83,0.0365,0.0056,4.8,0,good
67,sn2004fu,Ia-norm,0.7459,10.74,0.0471,0.0061,-6.4,0,good
68,sn2003W,Ia-norm,0.6959,10.63,0.0628,0.0073,-9.1,0,bad
69,sn2002dj,Ia-norm,0.6959,10.51,0.0516,0.0063,-6.4,0,good
70,sn2005mc,Ia-norm,0.7378,10.48,0.0357,0.0058,-2.2,0,good
71,sn2002cd,Ia-norm,0.6959,10.47,0.0558,0.0069,-6.7,0,good
72,sn1997bp,Ia-norm,0.9382,10.45,0.0533,0.0064,-3.0,0,good
73,sn1996C,Ia-norm,0.7053,10.44,0.0335,0.0057,4.8,0,good
74,sn1998bu,Ia-norm,0.6972,10.42,0.0412,0.0059,-3.6,0,good
75,sn1998bu,Ia-norm,0.6972,10.4,0.0411,0.0059,-2.6,0,good
76,sn2006gr,Ia-norm,0.7432,10.39,0.0491,0.0063,-6.9,0,good
77,sn2006le,Ia-norm,0.7405,10.38,0.0375,0.0061,2.9,0,good
78,sn2000cf,Ia-norm,0.6999,10.37,0.0314,0.0057,2.9,0,good
79,sn2008ar,Ia-norm,0.7473,10.3,0.0347,0.006,4.1,0,good
80,sn1997do,Ia-norm,0.6972,10.27,0.0528,0.0067,-7.6,0,good
81,sn1998eg,Ia-norm,0.681,10.25,0.0363,0.0056,4.1,0,good
82,sn2005cf,Ia-norm,0.7405,10.25,0.0336,0.0062,3.5,0,good
83,sn2007jg,Ia-norm,0.7432,10.24,0.0482,0.0065,-2.3,0,good
84,sn2001el,Ia-norm,0.7026,10.21,0.0449,0.0053,1.2,0,good
85,sn2002er,Ia-norm,0.9328,10.21,0.0308,0.006,4.9,0,good
86,sn2002ck,Ia-norm,0.7013,10.19,0.0357,0.0061,-0.6,0,good
87,sn1998aq,Ia-norm,0.6837,10.15,0.0402,0.0061,-0.9,0,good
88,sn2006gr,Ia-norm,0.7419,10.15,0.0477,0.0064,-6.0,0,good
89,sn1998V,Ia-norm,0.6999,10.12,0.0389,0.006,1.3,0,good
90,sn2002aw,Ia-norm,0.6972,10.11,0.0378,0.0058,-0.9,0,good
91,sn2004fu,Ia-norm,0.7446,10.11,0.0456,0.0063,-5.4,0,good
92,sn2004bg,Ia-norm,0.6931,10.1,0.0349,0.0058,5.7,0,good
93,sn2002bo,Ia-norm,0.9057,10.08,0.0411,0.0064,-2.8,0,good
94,sn2000cf,Ia-norm,0.6999,10.08,0.031,0.0058,3.9,0,good
95,sn2002er,Ia-norm,0.7839,10.07,0.0433,0.0064,-7.0,0,good
96,sn2005cf,Ia-norm,0.7459,10.05,0.0392,0.0067,-5.4,0,good
