no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn1990N,Ia-norm,0.9355,18.87,0.0773,0.0035,-14.2,0,good
2,sn1999ee,Ia-norm,0.9382,12.64,0.0673,0.0051,-7.2,0,good
3,sn1999ee,Ia-norm,0.9382,12.05,0.0712,0.0054,-9.1,0,good
4,sn2005cf,Ia-norm,0.9382,11.34,0.0661,0.0065,-5.5,0,good
5,sn1999ee,Ia-norm,0.9382,9.94,0.06,0.0067,-0.2,0,good
6,sn1990O,Ia-norm,0.8434,9.93,0.0715,0.0077,-6.6,0,good
7,sn2001da,Ia-norm,0.9382,9.57,0.0651,0.0078,-1.0,0,good
8,sn2005cf,Ia-norm,0.9328,9.57,0.0681,0.0074,-8.2,0,good
9,sn2005cf,Ia-norm,0.9301,9.55,0.0674,0.0073,-7.3,0,good
10,sn2004S,Ia-norm,0.9382,9.34,0.0614,0.0077,1.6,0,good
11,sn2005cf,Ia-norm,0.9328,9.13,0.0668,0.0081,-6.3,0,good
12,sn2005cf,Ia-norm,0.9355,8.98,0.0672,0.0078,-6.6,0,good
13,sn1999ee,Ia-norm,0.9382,8.78,0.0586,0.0077,1.8,0,good
14,sn2002dj,Ia-norm,0.9382,8.76,0.0712,0.0085,-4.6,0,good
15,sn1994D,Ia-norm,0.9382,8.62,0.076,0.0085,-11.1,0,good
16,sn2005cf,Ia-norm,0.9328,8.56,0.0693,0.0082,-9.2,0,good
17,sn1990N,Ia-norm,0.8475,8.52,0.0681,0.0089,-7.4,0,good
18,sn2006le,Ia-norm,0.7405,8.5,0.0783,0.0079,-8.8,0,good
19,sn2003U,Ia-norm,0.9382,8.44,0.0657,0.0089,-8.5,0,good
20,sn2002dj,Ia-norm,0.9382,8.42,0.0667,0.0088,-3.6,0,good
21,sn1997bp,Ia-norm,0.9382,8.4,0.0741,0.0088,-3.0,0,good
22,sn2005cf,Ia-norm,0.9382,7.74,0.061,0.0101,-0.2,0,good
23,sn2006le,Ia-norm,0.7419,7.63,0.0766,0.0081,-7.8,0,good
24,sn2005cf,Ia-norm,0.9246,7.6,0.065,0.0089,-2.7,0,good
25,sn2006gr,Ia-norm,0.7446,7.53,0.0706,0.0081,-5.1,0,good
26,sn2005cf,Ia-norm,0.9165,7.51,0.067,0.0083,-3.8,0,good
27,sn2005cf,Ia-norm,0.9328,7.51,0.0627,0.0102,-1.5,0,good
28,sn2002er,Ia-norm,0.9382,7.5,0.0621,0.01,-5.0,0,good
29,sn2006cq,Ia-norm,0.7446,7.5,0.0643,0.009,-3.3,0,good
30,sn2005cf,Ia-norm,0.9328,7.42,0.0705,0.0093,-10.2,0,good
31,sn2005cf,Ia-norm,0.9233,7.41,0.0627,0.0095,-1.2,0,good
32,sn2006le,Ia-norm,0.7365,7.3,0.0748,0.0085,-6.8,0,good
33,sn2003du,Ia-norm,0.8881,7.29,0.0637,0.0108,-6.1,0,good
34,sn1990O,Ia-norm,0.8434,7.28,0.0716,0.0102,-5.6,0,good
35,sn2006gr,Ia-norm,0.7514,7.24,0.0659,0.0087,-2.1,0,good
36,sn2006gr,Ia-norm,0.7459,7.12,0.066,0.0079,-1.1,0,good
37,sn2006gr,Ia-norm,0.7487,7.11,0.0689,0.0085,-4.0,0,good
38,sn2008ar,Ia-norm,0.7446,7.08,0.0735,0.0087,-7.5,0,good
39,sn2002er,Ia-norm,0.9382,7.07,0.058,0.0104,-3.1,0,good
40,sn1999ac,Ia-91T,0.9328,7.04,0.0469,0.0082,2.7,0,bad
41,sn1997bq,Ia-norm,0.9382,6.94,0.0841,0.0101,-11.6,0,good
42,sn2007kk,Ia-norm,0.7473,6.92,0.0633,0.0099,-1.7,0,good
43,sn2008ar,Ia-norm,0.7459,6.91,0.0692,0.0091,-4.6,0,good
44,sn2008ar,Ia-norm,0.7432,6.88,0.0698,0.0095,-6.6,0,good
45,sn2006S,Ia-norm,0.7419,6.81,0.0639,0.0089,-5.5,0,good
46,sn2006gr,Ia-norm,0.7459,6.81,0.0727,0.0091,-6.9,0,good
47,sn2006gr,Ia-norm,0.7459,6.73,0.0714,0.0087,-6.0,0,good
48,sn2007kk,Ia-norm,0.7459,6.68,0.0604,0.0102,-0.8,0,good
49,sn2005cf,Ia-norm,0.9328,6.67,0.0596,0.0112,1.5,0,good
50,sn2002bo,Ia-norm,0.9301,6.66,0.0606,0.0104,-1.7,0,good
51,sn2006ot,Ia-norm,0.7487,6.62,0.0594,0.0104,2.5,0,good
52,sn2002er,Ia-norm,0.7107,6.58,0.0617,0.0112,-6.0,0,good
53,sn2008ar,Ia-norm,0.7432,6.58,0.0688,0.0093,-3.7,0,good
54,sn2008ar,Ia-norm,0.7473,6.52,0.0741,0.01,-8.5,0,good
55,sn2005cf,Ia-norm,0.7446,6.51,0.0706,0.0099,-9.3,0,good
56,sn1990O,Ia-norm,0.9057,6.44,0.0713,0.0117,-7.6,0,good
57,sn2005cf,Ia-norm,0.9125,6.4,0.0735,0.0099,-9.7,0,good
58,sn2005cf,Ia-norm,0.9341,6.36,0.0638,0.0114,-2.4,0,good
59,sn2003du,Ia-norm,0.8867,6.3,0.063,0.0124,-4.2,0,good
60,sn2006oa,Ia-91T,0.75,6.24,0.0664,0.0099,-5.7,0,good
61,sn2007jg,Ia-norm,0.75,6.24,0.0751,0.012,-2.3,0,good
62,sn2006cz,Ia-91T,0.7446,6.22,0.0597,0.0107,-3.9,0,good
63,sn2008ar,Ia-norm,0.7473,6.21,0.068,0.0097,-2.7,0,good
64,sn2004S,Ia-norm,0.9382,6.21,0.0547,0.0129,7.4,0,good
65,sn2006gr,Ia-norm,0.7487,6.19,0.0757,0.0098,-7.9,0,good
66,sn1989B,Ia-norm,0.8732,6.19,0.0584,0.0118,-7.2,0,good
67,sn2006oa,Ia-91T,0.7487,6.18,0.0682,0.0096,-7.6,0,good
68,sn2005cf,Ia-norm,0.9328,6.16,0.0734,0.0111,-11.2,0,good
69,sn2006S,Ia-norm,0.7419,6.09,0.0636,0.0101,-4.6,0,good
70,sn2007kk,Ia-norm,0.75,6.08,0.0584,0.0113,1.1,0,good
71,sn2005cf,Ia-norm,0.7459,6.06,0.0665,0.0104,-5.4,0,good
72,sn1994D,Ia-norm,0.7717,6.06,0.078,0.012,-11.2,0,good
73,sn2006ax,Ia-norm,0.7419,6.04,0.0601,0.0111,-9.3,0,good
74,sn2002bo,Ia-norm,0.8272,6.04,0.0655,0.0115,-4.8,0,good
75,sn1999ee,Ia-norm,0.9111,6.03,0.0543,0.0096,6.7,0,good
76,sn2006cz,Ia-91T,0.7446,6.03,0.0584,0.0105,-2.0,0,good
77,sn2003du,Ia-norm,0.8922,6.02,0.0665,0.0099,-11.1,0,good
78,sn2007ae,Ia-norm,0.7487,5.98,0.0528,0.0138,2.3,0,good
79,sn1994M,Ia-norm,0.6918,5.97,0.0773,0.0112,1.6,0,good
80,sn2003du,Ia-norm,0.8935,5.96,0.0652,0.0108,-7.2,0,good
81,sn2005cf,Ia-norm,0.7459,5.89,0.0672,0.0102,-4.4,0,good
82,sn1999ej,Ia-norm,0.6945,5.89,0.0728,0.0103,-1.8,0,good
83,sn2002er,Ia-norm,0.9382,5.87,0.0555,0.0119,-2.1,0,good
84,sn2001eh,Ia-91T,0.9368,5.85,0.0637,0.0118,-5.9,0,good
85,sn2007kk,Ia-norm,0.75,5.84,0.0577,0.0116,2.1,0,good
86,sn2006ax,Ia-norm,0.7419,5.83,0.0577,0.0117,-8.4,0,good
87,sn2001eh,Ia-91T,0.9355,5.8,0.0643,0.0122,-4.9,0,good
88,sn2001br,Ia-norm,0.9382,5.79,0.0556,0.0111,2.5,0,good
89,sn2007le,Ia-norm,0.7473,5.74,0.0757,0.0118,-6.4,0,good
90,sn2006oa,Ia-91T,0.7487,5.65,0.0697,0.0115,-8.5,0,good
91,sn2008ar,Ia-norm,0.7473,5.65,0.0656,0.011,-0.7,0,good
92,sn2007kk,Ia-norm,0.7514,5.63,0.0553,0.0116,5.0,0,good
93,sn2005cf,Ia-norm,0.7419,5.63,0.0724,0.0112,-10.4,0,good
94,sn2006S,Ia-norm,0.7446,5.62,0.0626,0.0113,-2.6,0,good
95,sn2006oa,Ia-91T,0.75,5.56,0.0653,0.0114,-3.8,0,good
96,sn2005cf,Ia-norm,0.7473,5.53,0.0663,0.0108,-3.4,0,good
97,sn2007le,Ia-norm,0.7487,5.52,0.0769,0.012,-7.4,0,good
98,sn2002er,Ia-norm,0.8042,5.51,0.0651,0.0129,-9.0,0,good
99,sn2002dj,Ia-norm,0.9125,5.49,0.0739,0.0128,-6.6,0,good
100,sn1998ef,Ia-norm,0.681,5.49,0.0788,0.0138,-3.6,0,good
101,sn2006S,Ia-norm,0.7432,5.47,0.0589,0.0117,-0.7,0,good
102,sn2007kk,Ia-norm,0.7473,5.46,0.0564,0.0119,3.2,0,good
103,sn2004ef,Ia-norm,0.7378,5.43,0.0734,0.0111,-5.2,0,good
104,sn2006oa,Ia-91T,0.7487,5.43,0.0589,0.0142,-0.1,0,good
105,sn2005hf,Ia-norm,0.7446,5.41,0.0438,0.0071,8.2,0,bad
106,sn1989B,Ia-norm,0.9382,5.39,0.0511,0.0134,-1.3,0,good
107,sn2006cp,Ia-norm,0.7419,5.38,0.0736,0.0119,-6.3,0,good
108,sn2007kk,Ia-norm,0.7487,5.37,0.0554,0.0119,4.1,0,good
109,sn1994M,Ia-norm,0.6891,5.36,0.0767,0.0124,2.6,0,good
110,sn2006S,Ia-norm,0.7432,5.35,0.0587,0.0118,0.2,0,good
111,sn2001en,Ia-norm,0.6999,5.34,0.0777,0.0146,1.5,0,good
112,sn1998ef,Ia-norm,0.6823,5.33,0.0796,0.0141,-4.5,0,good
113,sn1998ef,Ia-norm,0.6823,5.31,0.077,0.0149,1.3,0,good
114,sn2001eh,Ia-91T,0.9341,5.3,0.0532,0.0136,2.7,0,good
115,sn2004eo,Ia-norm,0.9328,5.3,0.0556,0.0135,-5.6,0,good
116,sn1999aw,Ia-91T,0.8732,5.27,0.0622,0.0105,0.0,0,good
117,sn2006oa,Ia-91T,0.7487,5.26,0.0624,0.0137,-2.0,0,good
118,sn1996C,Ia-norm,0.9368,5.25,0.0399,0.0093,7.8,0,bad
119,sn1981B,Ia-norm,0.9368,5.22,0.0528,0.0126,-1.5,0,good
120,sn2002er,Ia-norm,0.792,5.18,0.0652,0.014,-7.0,0,good
121,sn2005cf,Ia-norm,0.7446,5.17,0.0656,0.0119,-2.3,0,good
122,sn2006ax,Ia-norm,0.7419,5.17,0.0546,0.0132,-6.4,0,good
123,sn2006cf,Ia-norm,0.7473,5.16,0.0453,0.0119,2.7,0,bad
124,sn2007le,Ia-norm,0.7446,5.15,0.0785,0.0129,-8.4,0,good
125,sn2006lf,Ia-norm,0.685,5.15,0.0761,0.0092,-8.4,0,good
126,sn2007qe,Ia-norm,0.7419,5.14,0.0862,0.0134,-8.6,0,good
127,sn1997dt,Ia-norm,0.6959,5.14,0.0794,0.014,-10.6,0,good
128,sn2004dt,Ia-norm,0.9382,5.12,0.0746,0.0109,-6.5,0,good
129,sn1999ac,Ia-91T,0.769,5.12,0.0464,0.0111,0.4,0,bad
130,sn2002he,Ia-norm,0.6918,5.12,0.0818,0.0136,-8.1,0,good
131,sn2007co,Ia-norm,0.7487,5.11,0.0696,0.0126,-5.1,0,good
132,sn1992A,Ia-norm,0.7568,5.1,0.0559,0.0073,2.0,0,good
133,sn2006cp,Ia-norm,0.7392,5.09,0.0781,0.0128,-8.4,0,good
134,sn2006cj,Ia-norm,0.7419,5.08,0.0442,0.0072,5.4,0,bad
135,sn2006cz,Ia-91T,0.7405,5.08,0.056,0.0123,-1.0,0,good
136,sn2002bo,Ia-norm,0.903,5.08,0.0588,0.0128,-0.6,0,good
137,sn1999gd,Ia-norm,0.6999,5.07,0.0716,0.0141,1.1,0,good
138,sn2002he,Ia-norm,0.9382,5.06,0.0558,0.0134,-3.2,0,good
139,sn2002bo,Ia-norm,0.6986,5.05,0.0778,0.0149,-2.4,0,good
140,sn2002bo,Ia-norm,0.6972,5.04,0.077,0.015,-1.5,0,good
141,sn1994D,Ia-norm,0.7162,5.03,0.0784,0.0128,-8.1,0,good
142,sn2003ch,Ia-norm,0.6999,5.03,0.0713,0.0123,-2.1,0,good
143,sn2006cj,Ia-norm,0.7432,5.02,0.0522,0.0148,-1.2,0,good
144,sn2003U,Ia-norm,0.6972,5.02,0.0737,0.0133,-5.6,0,good
