no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn2001N,Ia-norm,0.6986,12.41,0.044,0.0037,30.0,0,good
2,sn1997br,Ia-91T,0.6837,10.52,0.0385,0.0057,23.1,0,good
3,sn2003cg,Ia-norm,0.5754,9.92,0.0427,0.0059,28.0,0,good
4,sn2002do,Ia-norm,0.6986,9.43,0.0452,0.0075,16.7,0,good
5,sn2004L,Ia-norm,0.6959,9.08,0.0434,0.0037,26.6,0,good
6,sn2006H,Ia-91bg,0.6999,9.07,0.0464,0.0056,17.3,0,good
7,sn2002do,Ia-norm,0.6986,9.02,0.0466,0.006,30.4,0,good
8,sn2004L,Ia-norm,0.6945,8.74,0.0437,0.0045,19.9,0,good
9,sn2006H,Ia-91bg,0.7432,8.67,0.0468,0.0075,12.4,0,good
10,sn2002hw,Ia-norm,0.5984,8.5,0.0448,0.0074,20.4,0,good
11,sn2007ax,Ia-91bg,0.7459,8.38,0.046,0.0061,20.9,0,good
12,sn2006H,Ia-91bg,0.7013,8.34,0.0471,0.0067,13.4,0,good
13,sn2006N,Ia-norm,0.7446,8.13,0.0456,0.0067,28.2,0,good
14,sn2001br,Ia-norm,0.9395,8.02,0.049,0.0071,27.0,0,good
15,sn2007ax,Ia-91bg,0.7459,7.87,0.0455,0.0057,17.0,0,good
16,sn2003ic,Ia-norm,0.6999,7.8,0.0465,0.0059,22.2,0,good
17,sn2002bf,Ia-norm,0.6972,7.71,0.0439,0.005,29.1,0,good
18,sn2004L,Ia-norm,0.6959,7.49,0.0454,0.0062,23.7,0,good
19,sn2004L,Ia-norm,0.6945,7.37,0.0451,0.0061,21.8,0,good
20,sn1999gd,Ia-norm,0.6255,7.35,0.0414,0.0078,29.5,0,good
21,sn2006H,Ia-91bg,0.7432,7.31,0.0458,0.0076,14.3,0,good
22,sn2005bl,Ia-91bg,0.8854,7.26,0.0502,0.0085,22.3,0,good
23,sn2003du,Ia-norm,0.5889,7.18,0.0432,0.0078,32.9,0,good
24,sn2002cx,Ia-pec,0.7135,7.12,0.0329,0.0077,19.1,0,good
25,sn2007if,Ia-pec,0.7798,7.09,0.0429,0.0089,33.3,0,good
26,sn2002do,Ia-norm,0.6959,6.99,0.0468,0.0068,22.6,0,good
27,sn2004L,Ia-norm,0.6945,6.92,0.0448,0.0075,22.7,0,good
28,sn1991bg,Ia-91bg,0.6349,6.91,0.0571,0.008,19.6,0,good
29,sn2007ax,Ia-91bg,0.7473,6.87,0.0472,0.0077,18.9,0,good
30,sn1998co,Ia-norm,0.5984,6.82,0.0445,0.0068,28.4,0,good
31,sn2005hk,Ia-pec,0.7757,6.78,0.0296,0.0092,37.0,0,good
32,sn2007ax,Ia-91bg,0.7487,6.75,0.0486,0.0091,10.0,0,good
33,sn1999ac,Ia-91T,0.9395,6.71,0.0445,0.009,28.6,0,good
34,sn2006hb,Ia-91bg,0.7432,6.67,0.0479,0.0093,23.5,0,good
35,sn1995bd,Ia-91T,0.6309,6.63,0.0393,0.0098,36.2,0,good
36,sn2000cf,Ia-norm,0.6986,6.58,0.0447,0.0081,25.1,0,good
37,sn2005hk,Ia-pec,0.8515,6.53,0.0348,0.0084,14.3,0,good
38,sn1999gd,Ia-norm,0.5957,6.38,0.0421,0.0087,25.5,0,good
39,sn2003cg,Ia-norm,0.6525,6.31,0.0454,0.0092,22.9,0,good
40,sn2006H,Ia-91bg,0.7243,6.3,0.05,0.0099,10.4,0,good
41,sn2007if,Ia-pec,0.7487,6.29,0.043,0.0095,24.0,0,good
