no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn1984A,Ia-norm,0.5266,14.27,0.0554,0.0043,17.0,0,good
2,sn2006X,Ia-norm,0.7013,10.33,0.0554,0.0061,17.1,0,good
3,sn1999cl,Ia-norm,0.6999,10.26,0.0554,0.0064,7.6,0,good
4,sn2001ay,Ia-norm,0.7487,10.25,0.0502,0.0057,16.5,0,good
5,sn2002bo,Ia-norm,0.6945,8.87,0.0511,0.0069,18.4,0,good
6,sn2002bo,Ia-norm,0.6931,8.85,0.0513,0.0069,17.5,0,good
7,sn2002bo,Ia-norm,0.6945,8.71,0.0508,0.007,19.5,0,good
8,sn1999ex,Ib-norm,0.9192,8.66,0.0597,0.0064,-4.5,0,good
9,sn2002bo,Ia-norm,0.6945,8.61,0.0521,0.0071,16.4,0,good
10,sn2001gc,Ia-norm,0.6986,8.53,0.0548,0.0075,18.2,0,good
11,sn1984A,Ia-norm,0.5361,8.37,0.0631,0.0074,8.1,0,good
12,sn1997do,Ia-norm,0.6931,8.3,0.0519,0.0071,20.0,0,good
13,sn1996bl,Ia-norm,0.6403,8.25,0.0516,0.0071,18.1,0,good
14,sn2000ce,Ia-norm,0.6959,8.2,0.0514,0.0075,19.5,0,good
15,sn1999ac,Ia-91T,0.6999,8.14,0.0504,0.0073,11.9,0,good
16,sn2002bo,Ia-norm,0.6945,8.08,0.0503,0.0075,20.4,0,good
17,sn1997bp,Ia-norm,0.7067,8.07,0.0563,0.0077,18.6,0,good
18,sn1997do,Ia-norm,0.6959,8.02,0.0516,0.0073,20.9,0,good
19,sn2007kk,Ia-norm,0.6268,7.98,0.0514,0.0071,21.3,0,good
20,sn1997bq,Ia-norm,0.7067,7.96,0.056,0.0079,9.2,0,good
21,sn1997bq,Ia-norm,0.7067,7.94,0.0545,0.0079,11.2,0,good
22,sn2002bo,Ia-norm,0.6959,7.87,0.0525,0.0077,15.4,0,good
23,sn2002dj,Ia-norm,0.6986,7.82,0.0518,0.0077,16.4,0,good
24,sn1984A,Ia-norm,0.4576,7.8,0.053,0.0069,19.1,0,good
25,sn1996X,Ia-norm,0.4806,7.75,0.0529,0.0068,11.9,0,good
26,sn2001bg,Ia-norm,0.6986,7.67,0.0501,0.0076,19.0,0,good
27,sn1996Z,Ia-norm,0.7053,7.67,0.0564,0.0078,14.0,0,good
28,sn2001gc,Ia-norm,0.6986,7.61,0.0571,0.0082,13.3,0,good
29,sn2002bo,Ia-norm,0.6945,7.61,0.0532,0.0079,14.5,0,good
30,sn1999ac,Ia-91T,0.6999,7.6,0.051,0.0078,10.9,0,good
31,sn2001ep,Ia-norm,0.8448,7.59,0.0498,0.0076,7.8,0,good
