no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn2005cg,Ia-norm,0.7852,17.26,0.0258,0.0033,-8.8,0,good
2,sn2005cf,Ia-norm,0.9395,14.86,0.0183,0.0044,-5.5,0,good
3,sn2003du,Ia-norm,0.7514,14.32,0.0175,0.0049,-8.1,0,good
4,sn2005cf,Ia-norm,0.9395,13.29,0.0208,0.005,-7.3,0,good
5,sn2005cf,Ia-norm,0.9395,13.19,0.0196,0.005,-6.3,0,good
6,sn2003du,Ia-norm,0.9395,13.13,0.0165,0.0052,-7.2,0,good
7,sn2005cf,Ia-norm,0.9395,12.17,0.0224,0.0055,-8.2,0,good
8,sn2005cf,Ia-norm,0.9395,12.15,0.0149,0.0051,-1.5,0,good
9,sn2005cf,Ia-norm,0.9395,12.09,0.0199,0.0055,-6.6,0,good
10,sn2005cf,Ia-norm,0.7446,12.04,0.0148,0.0054,-0.3,0,good
11,sn2005cf,Ia-norm,0.7473,11.96,0.0155,0.0055,-1.4,0,good
12,sn1990O,Ia-norm,0.7933,11.95,0.0225,0.0056,-5.6,0,good
13,sn1990N,Ia-norm,0.7974,11.83,0.0199,0.0058,-7.4,0,good
14,sn2008ar,Ia-norm,0.7338,11.77,0.0147,0.0057,1.2,0,good
15,sn2005cf,Ia-norm,0.7459,11.64,0.0184,0.0059,-5.4,0,good
16,sn2005cf,Ia-norm,0.7446,11.56,0.0159,0.0057,-2.3,0,good
17,sn2005cf,Ia-norm,0.9395,11.44,0.017,0.0055,-2.7,0,good
18,sn2005cf,Ia-norm,0.9395,11.43,0.0183,0.0056,-3.8,0,good
19,sn2005cf,Ia-norm,0.7459,11.37,0.0178,0.0059,-4.4,0,good
20,sn2005cg,Ia-norm,0.7649,11.19,0.0282,0.0052,-9.8,0,good
21,sn2006gr,Ia-norm,0.7229,11.14,0.0248,0.0065,-5.1,0,good
22,sn2005cf,Ia-norm,0.7473,11.13,0.0141,0.0058,0.6,0,good
23,sn1990O,Ia-norm,0.7933,11.13,0.0234,0.0061,-6.6,0,good
24,sn2007kk,Ia-norm,0.7175,11.13,0.0196,0.0062,-1.7,0,good
25,sn2005cf,Ia-norm,0.7473,11.13,0.0169,0.0059,-3.4,0,good
26,sn2005cf,Ia-norm,0.9395,10.95,0.0147,0.0057,-1.2,0,good
27,sn1999ee,Ia-norm,0.9395,10.9,0.0146,0.0059,-0.2,0,good
28,sn2005cf,Ia-norm,0.7446,10.7,0.0138,0.006,1.6,0,good
29,sn2008ar,Ia-norm,0.7338,10.7,0.0171,0.0062,-0.7,0,good
30,sn2006gr,Ia-norm,0.7256,10.63,0.0235,0.0066,-4.0,0,good
31,sn2006gr,Ia-norm,0.7283,10.59,0.0206,0.0064,-2.1,0,good
32,sn2005cf,Ia-norm,0.7459,10.48,0.0131,0.0061,2.5,0,good
33,sn2006S,Ia-norm,0.7283,10.43,0.0164,0.0064,-2.6,0,good
