no.,sn,type,lap,rlap,z,zerr,age,age_flag,grade
1,sn1991bg,Ia-91bg,0.7243,10.53,0.0504,0.0057,2.1,0,good
2,sn2007al,Ia-91bg,0.7473,9.03,0.0496,0.0063,4.3,0,good
3,sn1999by,Ia-91bg,0.7013,9.01,0.0492,0.0074,5.0,0,good
4,sn2007al,Ia-91bg,0.7432,8.78,0.0492,0.007,3.3,0,good
5,sn1999by,Ia-91bg,0.7013,8.54,0.0503,0.0077,4.0,0,good
6,sn2005ke,Ia-91bg,0.7446,8.49,0.0494,0.0068,2.4,0,good
7,sn2005ke,Ia-91bg,0.7392,8.36,0.0466,0.0071,6.4,0,good
8,sn1999by,Ia-91bg,0.7026,8.33,0.0491,0.0081,5.9,0,good
9,sn2005ke,Ia-91bg,0.7365,8.24,0.0508,0.0069,0.5,0,good
10,sn2007al,Ia-91bg,0.7446,8.15,0.0484,0.0077,2.4,0,good
11,sn2007al,Ia-91bg,0.7405,8.04,0.0478,0.0075,5.3,0,good
12,sn2006bz,Ia-91bg,0.7473,7.89,0.0568,0.0069,0.7,0,good
13,sn2006H,Ia-91bg,0.7419,7.68,0.0505,0.0081,5.5,0,good
14,sn2002es,Ia-91bg,0.6945,7.44,0.0378,0.0095,9.0,0,good
15,sn2003Y,Ia-91bg,0.6972,7.43,0.0598,0.0063,-3.4,0,good
16,sn2003Y,Ia-91bg,0.6986,7.17,0.0587,0.0079,-5.3,0,good
17,sn1999by,Ia-91bg,0.7026,7.15,0.0483,0.0092,6.9,0,good
18,sn2006bz,Ia-91bg,0.6769,6.94,0.0595,0.0091,-1.4,0,good
19,sn2006em,Ia-91bg,0.7473,6.8,0.051,0.0077,3.7,0,good
20,sn1997cn,Ia-91bg,0.727,6.79,0.0499,0.0084,3.9,0,good
21,sn2006H,Ia-91bg,0.7419,6.63,0.0532,0.0092,4.5,0,good
22,sn2006H,Ia-91bg,0.7094,6.33,0.046,0.0096,7.5,0,good
23,sn2003Y,Ia-91bg,0.6986,6.28,0.0625,0.0109,-6.3,0,good
24,sn2007al,Ia-91bg,0.7446,6.22,0.0443,0.0093,10.2,0,good
25,sn2005hf,Ia-norm,0.7446,6.15,0.0389,0.0061,17.8,0,good
26,sn2002fb,Ia-91bg,0.6959,6.12,0.0566,0.0094,0.3,0,good
27,sn1998de,Ia-91bg,0.7013,6.11,0.0567,0.0122,2.7,0,good
28,sn2006bz,Ia-91bg,0.7392,6.11,0.0549,0.0095,-0.3,0,good
29,kcE,Gal,0.9409,6.11,0.0364,0.0044,-99.9,2,good
