SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sb,Ic-BL/2006aj/FORS2 phase-band : 3.04B,0.19018991,0.7199844,0.034,-0.6,3.04,B,0.3605868,0.63941324,3.9292648,0.008635747
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,S0,SLSN-I/2017egm/SPRAT phase-band : -10.67B,0.18175438,0.75121206,0.15,-2.0,-10.67,B,0.61625063,0.38374937,4.042072,0.009207454
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sb,Ic-BL/2006aj/FORS2 phase-band : 11.01B,0.35370138,0.79626864,0.034,1.6,11.01,B,0.1284729,0.8715271,4.110173,0.009236345
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sb,Ia-norm/2013dy/HET-LRS phase-band : -5.74B,0.09513078,0.7031432,0.034,-1.8,-5.74,B,0.50357425,0.49642575,4.402338,0.009447077
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,S0,SLSN-I/2017egm/SPRAT phase-band : -5.69B,0.17719825,0.7500887,0.15,-2.0,-5.69,B,0.61737347,0.38262653,4.155144,0.009465021
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sb,II/2008aw/Other phase-band : 1.0B,0.309761,0.6987421,0.148,-1.4,1.0,B,0.6122266,0.38777336,4.2981334,0.009702333
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sb,IIb/2013df/DEIMOS phase-band : -14.0B,0.123164274,0.82546836,0.034,-0.2,-14.0,B,0.20367527,0.79632473,4.2566895,0.009740708
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sb,Ia-norm/2013dy/DEIMOS phase-band : -15.38B,0.28694525,0.81517005,0.034,1.4,-15.38,B,0.12506737,0.87493265,4.267399,0.009765214
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sb,II/2008aw/Other phase-band : 3.0B,0.46705374,0.6841675,0.148,-0.4,3.0,B,0.5290624,0.47093758,4.3690653,0.009840238
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sb,II/2007od/Other phase-band : -3.0B,0.42871535,0.69138527,0.148,-0.4,-3.0,B,0.5224691,0.47753087,4.438648,0.009952126
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sa,SLSN-I/2015bn/IMACS phase-band : 37.34B,0.20496881,0.6501244,0.066,-1.6,37.34,B,0.57899344,0.42100656,4.5720305,0.010092783
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,SB5,II/2008aw/Other phase-band : 9.0B,0.3340868,0.5061933,0.15,-2.0,9.0,B,0.7309508,0.26904923,4.5294456,0.01017853
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,S0,SLSN-II/2008es/HET-LRS phase-band : -13.0B,0.26223487,0.6314969,0.15,-2.0,-13.0,B,0.7177562,0.28224376,4.9416623,0.0102524115
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,E,Ia-norm/2012cg/KAST phase-band : -8.44B,0.22184181,0.6078082,0.034,-2.0,-8.44,B,0.67285043,0.3271496,5.0723467,0.010267909
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sb,II/2013ej/DEIMOS phase-band : -1.15B,0.22624302,0.8180978,0.032,1.0,-1.15,B,0.1396574,0.8603426,4.5288663,0.010292878
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sb,IIb/1993J/KAST phase-band : -18.0B,0.26524445,0.75079495,0.15,-1.6,-18.0,B,0.5897765,0.41022345,4.3896723,0.010304395
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sb,II/2013ej/HET-LRS phase-band : -2.61B,0.09628208,0.7136446,0.032,-1.6,-2.61,B,0.46641442,0.53358555,4.8316245,0.010368293
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sb,II/2008aw/Other phase-band : 7.0B,0.62372404,0.69244313,0.146,0.4,7.0,B,0.44588554,0.55411446,4.594639,0.010371645
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sb,Ibn/2005la/DEIMOS phase-band : -1.35B,0.20959002,0.7560599,0.138,-1.0,-1.35,B,0.4689651,0.5310349,4.6682057,0.010396895
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sb,Ic/2019bkc/Goodman phase-band : 0.37g,0.5198324,0.770584,0.144,0.6,0.37,g,0.3426396,0.6573604,4.567019,0.010498894
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sb,II-flash/iPTF14flu_early/DEIMOS phase-band : u-,0.09364845,0.828715,0.032,-1.0,u,-,0.2528779,0.7471221,4.76717,0.010688722
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,SB5,II/2008aw/Other phase-band : 11.0B,0.34792408,0.5119761,0.146,-1.8,11.0,B,0.70975506,0.29024494,4.740092,0.010699982
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sb,Ia-rapid/2002bj/LRIS phase-band : 6.31B,0.25168526,0.76754194,0.144,-0.6,6.31,B,0.42165548,0.5783445,4.8777294,0.010720285
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,E,SLSN-I/PTF10aagc/LRIS phase-band : u-,0.37118027,0.37067962,0.044,-1.6,u,-,0.8048321,0.19516791,5.921083,0.011108974
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,S0,IIn/2000eo/Other phase-band : 0.0B,0.6908283,0.7854798,0.15,1.6,0.0,B,0.27943823,0.72056174,4.7784715,0.011112724
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,SB4,IIn/2008fq/WFCCD phase-band : 3.0B,0.2869339,0.29795855,0.0,-2.0,3.0,B,0.83616036,0.16383965,5.783629,0.011143793
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sa,super_chandra/2012dn/MMT-Blue phase-band : 114.0B,0.49883473,0.7365317,0.0,2.0,114.0,B,0.115534686,0.88446534,5.3073416,0.011462941
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sb,TDE H+He/2019qiz/BINOSPEC phase-band : 23.0g,0.97888416,0.6758747,0.136,2.0,23.0,g,0.27808806,0.7219119,5.3258166,0.011502843
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sc,IIn/2008fq/WFCCD phase-band : 10.0B,0.1773372,0.4703426,0.004,-2.0,10.0,B,0.6543346,0.34566537,6.0289226,0.011638847
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sa,IIb/2008aq/KAST phase-band : -5.28B,0.2801741,0.7960911,0.01,2.0,-5.28,B,0.08573353,0.91426647,5.3494697,0.011757076
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sa,Ic/2013ek/DEIMOS phase-band : u-,0.33617896,0.80067855,0.008,2.0,u,-,0.08076885,0.9192312,5.2702236,0.011869873
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,SB6,IIn/2008fq/LDSS-3 phase-band : -2.0B,0.28099984,0.36629015,0.058,-2.0,-2.0,B,0.7905473,0.20945267,6.186384,0.012035767
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,S0,IIb-flash/2013cu_early/AFOSC phase-band : -1.06V,0.21463265,0.6490843,0.108,-2.0,-1.06,V,0.66825026,0.33174977,5.997375,0.012239541
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sa,Ic-pec/2005ek/HET-LRS phase-band : 11.0B,0.37590772,0.78190166,0.0,2.0,11.0,B,0.083909966,0.91609,5.616591,0.012398655
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sb,super_chandra/2012dn/GMOS phase-band : -2.0B,1.2843535,0.49641198,0.132,2.0,-2.0,B,0.393955,0.606045,6.0398946,0.012427767
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sc,Ib/2008D/MMT-Blue phase-band : -11.57B,0.37736332,0.4546725,0.068,-0.8,-11.57,B,0.56913114,0.43086886,6.347993,0.012496049
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,SB6,Ibn/2015G/KAST phase-band : 0.51B,0.34170657,0.3595104,0.11,-1.4,0.51,B,0.7586696,0.24133036,6.483539,0.01261389
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,Sb,Ia-pec/2013bh/HET-LRS phase-band : -2.0V,0.32800034,0.85589576,0.128,2.0,-2.0,V,0.13911904,0.860881,5.813411,0.012748709
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,S0,SLSN-I/PTF09cnd/LRIS phase-band : 302.0r,0.49201304,0.6447706,0.07,0.2,302.0,r,0.43893978,0.56106025,6.402413,0.012882118
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,S0,IIb/2013df/HET-LRS phase-band : -8.0B,0.42629394,0.77841985,0.074,2.0,-8.0,B,0.1544577,0.8455423,5.7869625,0.012888558
T2m3ws-20210914.170537-0186.p12_SN_binned.txt,SB6,ILRT/PTF10fqs/HET-LRS phase-band : 6.0g,0.5083793,0.65179104,0.092,1.0,6.0,g,0.23595236,0.7640476,5.9446654,0.013299027
