SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,E,Ic/2004gt/LRIS phase-band : 57.59B,1.2927048,0.025886107,0.146,1.0,57.59,B,0.9749067,0.025093326,2.8632941,0.0061576217
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,S0,II/2013ej/HET-LRS phase-band : -2.61B,0.97869164,0.30169678,0.044,2.0,-2.61,B,0.56600714,0.4339929,2.913128,0.0063191494
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,E,Ibn/2005la/DEIMOS phase-band : -1.35B,0.99135303,0.075740404,0.098,0.4,-1.35,B,0.93526477,0.06473523,2.9332213,0.0063215974
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,E,Ia-rapid/2002bj/LRIS phase-band : 6.31B,1.4903494,0.27659437,0.12,2.0,6.31,B,0.6517553,0.3482447,2.9374588,0.0063307304
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,S0,Ia-norm/2013dy/HET-LRS phase-band : -5.74B,1.1036822,0.23393436,0.04,2.0,-5.74,B,0.6455477,0.35445228,2.9327807,0.0063342997
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,S0,II-flash/iPTF14flu_early/DEIMOS phase-band : u-,1.0857557,0.38857284,0.004,2.0,u,-,0.45509434,0.54490566,2.9032042,0.006338874
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,E,II-flash/2014cn_early/GMOS phase-band : 0.0B,0.34764943,0.0806298,0.15,-2.0,0.0,B,0.97607404,0.023925968,2.9507794,0.006345762
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,S0,IIb/2013df/HET-LRS phase-band : -8.0B,1.5545766,0.07682675,0.044,2.0,-8.0,B,0.8666954,0.1333046,2.9315593,0.0063591306
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,E,IIb/2011fu/AFOSC phase-band : -9.0B,2.3741267,0.07504608,0.124,2.0,-9.0,B,0.89714706,0.102852926,2.9580307,0.006375066
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,S0,II/2013ej/DEIMOS phase-band : -1.15B,1.4069828,0.24995811,0.0,2.0,-1.15,B,0.5991831,0.40081695,2.9026363,0.006393472
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,Sa,Ic/2013ek/DEIMOS phase-band : u-,1.3202595,0.4031435,0.044,2.0,u,-,0.41710645,0.58289355,2.7364507,0.0063935765
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,S0,II/1999em/LRIS phase-band : 8.0B,1.0972745,0.19547091,0.078,2.0,8.0,B,0.706705,0.293295,2.9746788,0.006410945
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,E,Ia 99aa-like/1999aa/MARK-III phase-band : 8.0B,0.95133686,0.5278618,0.14,2.0,8.0,B,0.4370384,0.5629616,2.9598124,0.0064204177
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,S0,Ia-norm/2013dy/HET-LRS phase-band : 6.24B,0.7940502,0.3157263,0.056,2.0,6.24,B,0.55243224,0.44756773,2.942594,0.0064389366
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,Sa,Ic-BL/2006aj/FORS2 phase-band : 3.04B,1.6864066,0.12198132,0.012,2.0,3.04,B,0.77666897,0.22333103,2.989196,0.0064422325
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,S0,IIb/2013df/DEIMOS phase-band : -14.0B,0.77586776,0.31714034,0.004,1.0,-14.0,B,0.6117229,0.3882771,2.901375,0.0064475
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,Sa,IIb/2008aq/KAST phase-band : -5.28B,1.030732,0.3779347,0.058,1.8,-5.28,B,0.4727419,0.5272581,2.801887,0.006455961
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,E,SLSN-I/2015bn/IMACS phase-band : 37.34B,1.4794797,0.29639366,0.134,2.0,37.34,B,0.6436335,0.35636654,2.998082,0.0064613833
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,S0,Ia-norm/2013dy/DEIMOS phase-band : -15.38B,1.430735,0.27482805,0.006,2.0,-15.38,B,0.56703305,0.43296695,2.9239657,0.0064977016
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,E,TDE H+He/ASASSN-14li/DIS phase-band : 9.91B,0.32326546,0.6823146,0.15,1.6,9.91,B,0.37693542,0.6230646,3.030355,0.0065029077
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,E,Ia-pec/2013bh/HET-LRS phase-band : -2.0V,1.0673645,0.28801715,0.102,2.0,-2.0,V,0.6255972,0.37440285,3.0314038,0.0065051583
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,E,Ia-norm/2009Y/Other phase-band : -5.64B,0.6827608,0.25123265,0.13,0.2,-5.64,B,0.81165546,0.18834455,3.177601,0.0065788846
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,E,SLSN-I/2017egm/SPRAT phase-band : -10.67B,0.44546974,0.3212523,0.144,-1.6,-10.67,B,0.8776351,0.122364886,2.881616,0.006609211
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,E,SLSN-I/2017egm/SPRAT phase-band : -5.69B,0.43009463,0.32596433,0.142,-1.6,-5.69,B,0.8750065,0.12499352,2.8920126,0.0066330563
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,E,TDE H+He/ASASSN-14li/MODS1 phase-band : 85.78B,0.23794855,0.49428102,0.15,-1.2,85.78,B,0.7465865,0.2534135,3.0973215,0.006646613
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,E,Ia 99aa-like/1999aa/DIS phase-band : -6.0B,0.2102634,0.31385285,0.136,-1.6,-6.0,B,0.86907583,0.13092414,3.2295032,0.006686342
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,E,Ia-pec/2013bh/HET-LRS phase-band : 3.0V,0.3659251,0.08318843,0.108,-1.2,3.0,V,0.9610375,0.038962483,3.14961,0.006787953
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,Sa,Ia-norm/2013dy/HET-LRS phase-band : 15.45B,0.16770197,0.364448,0.082,-1.8,15.45,B,0.81005645,0.18994352,3.1073422,0.0069671352
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,Sc,IIb/2013cu/DEIMOS phase-band : 62.0V,0.0911456,0.59708977,0.084,-1.8,62.0,V,0.42883277,0.57116723,2.970819,0.0069901627
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,Sa,Ia-pec/2013bh/HET-LRS phase-band : 13.0V,0.16506225,0.26693082,0.09,-1.8,13.0,V,0.86719257,0.13280742,3.3157477,0.007039804
T2m3ws-20220905.185818-0048.p12_SN_binned.txt,Sa,Ib/2014C/DEIMOS phase-band : 263.34B,0.0010255434,0.8661588,0.0,-1.8,263.34,B,0.009152244,0.99084777,3.2616854,0.007152819
