SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
T2m3ws-20210916.162835-0478.p12_SN_binned.txt,E,Ic-BL/2006aj/FORS2 phase-band : 3.04B,0.123971164,0.71229196,0.058,-2.0,3.04,B,0.58652586,0.41347414,3.7879398,0.008531396
T2m3ws-20210916.162835-0478.p12_SN_binned.txt,Sb,Ic-BL/PTF10vgv/HET-LRS phase-band : 2.0R,0.061686344,0.9192375,0.056,0.4,2.0,R,0.07343299,0.926567,4.269078,0.009382589
T2m3ws-20210916.162835-0478.p12_SN_binned.txt,E,IIb/2013df/DEIMOS phase-band : -14.0B,0.05561128,0.8824953,0.056,-2.0,-14.0,B,0.3585163,0.64148366,4.0067215,0.009383422
T2m3ws-20210916.162835-0478.p12_SN_binned.txt,E,Ia-norm/2013dy/DEIMOS phase-band : -15.38B,0.112589195,0.8776513,0.054,-0.6,-15.38,B,0.23340635,0.76659364,4.0367355,0.009431625
T2m3ws-20210916.162835-0478.p12_SN_binned.txt,Sa,Ia-norm/2007sr/BC-duPont phase-band : 20.0B,0.045218103,0.9154578,0.056,0.2,20.0,B,0.061110634,0.9388894,4.341011,0.00943698
T2m3ws-20210916.162835-0478.p12_SN_binned.txt,E,Ic-BL/2006aj/FORS2 phase-band : 11.01B,0.15500191,0.85371333,0.054,-0.2,11.01,B,0.22914632,0.7708537,4.1251597,0.009461375
T2m3ws-20210916.162835-0478.p12_SN_binned.txt,E,super_chandra/2012dn/MMT-Blue phase-band : 114.0B,0.4350029,0.8572781,0.054,2.0,114.0,B,0.101027295,0.8989727,4.1722727,0.009482438
T2m3ws-20210916.162835-0478.p12_SN_binned.txt,E,Ia-norm/2013dy/HET-LRS phase-band : -5.74B,0.08097107,0.7717786,0.06,-2.0,-5.74,B,0.51512146,0.48487857,4.320923,0.009496534
T2m3ws-20210916.162835-0478.p12_SN_binned.txt,E,SLSN-I/PTF09cnd/LRIS phase-band : 302.0r,0.25306702,0.7099671,0.058,-1.2,302.0,r,0.51140743,0.48859257,4.661801,0.009552871
T2m3ws-20210916.162835-0478.p12_SN_binned.txt,E,II/2013ej/DEIMOS phase-band : -1.15B,0.090435825,0.8668544,0.054,-1.2,-1.15,B,0.29969528,0.7003047,4.1114492,0.00956151
T2m3ws-20210916.162835-0478.p12_SN_binned.txt,E,Ia-02cx like/2002cx/LRIS phase-band : 54.28B,0.1692423,0.9185243,0.056,1.0,54.28,B,0.09652381,0.9034762,4.348529,0.009620639
